
[00:00:00.000 --> 00:00:03.400]  今天晚上有兩件事
[00:00:03.400 --> 00:00:05.640]  使我心裡很受感動
[00:00:05.640 --> 00:00:08.960]  今晚有兩件事使我心裡非常感動
[00:00:08.960 --> 00:00:10.200]  第一件事
[00:00:10.200 --> 00:00:11.800]  第一件事呢
[00:00:11.800 --> 00:00:14.400]  我在到禮拜堂來的路上
[00:00:14.400 --> 00:00:16.320]  我在來禮拜堂的路上
[00:00:16.320 --> 00:00:19.840]  看見弟兄姊妹在那兒派
[00:00:19.840 --> 00:00:23.800]  佈道會的單章邀請人來參加聚會
[00:00:23.800 --> 00:00:27.400]  看到弟兄姊妹在路上派一些單章
[00:00:27.400 --> 00:00:30.000]  邀請路人來參加佈道會
[00:00:30.000 --> 00:00:34.080]  這讓我想到有一次在佈道會之前
[00:00:34.080 --> 00:00:36.800]  有一位很出名的醫生
[00:00:36.800 --> 00:00:38.920]  一位大學教授
[00:00:38.920 --> 00:00:41.560]  他們在禮拜堂的外面路上
[00:00:41.560 --> 00:00:43.680]  邀請人來聚會
[00:00:43.680 --> 00:00:46.800]  就使我想起以前有一個醫生
[00:00:46.800 --> 00:00:48.520]  一個大學教授
[00:00:48.520 --> 00:00:50.840]  他們都是兩個在路上派單章
[00:00:50.840 --> 00:00:52.600]  請人來參加佈道會的
[00:00:52.600 --> 00:00:54.520]  在心理上講
[00:00:54.520 --> 00:00:58.120]  很少人願意在街上這樣做
[00:00:58.120 --> 00:00:59.400]  在心理上來講
[00:00:59.400 --> 00:01:01.400]  很少人願意這樣做
[00:01:01.400 --> 00:01:04.320]  但是這樣做的弟兄姊妹
[00:01:04.320 --> 00:01:08.320]  他們心裡有一個懇切的盼望
[00:01:08.320 --> 00:01:09.640]  但是這樣做的弟兄姊妹
[00:01:09.640 --> 00:01:11.960]  他們心裡有一個熱切的盼望
[00:01:11.960 --> 00:01:15.560]  就是他們因為覺得自己所信的這位主
[00:01:15.560 --> 00:01:17.160]  是這麼真實
[00:01:17.160 --> 00:01:18.120]  這麼寶貴
[00:01:18.120 --> 00:01:21.520]  他們願意付代價去介紹給別人
[00:01:21.520 --> 00:01:25.560]  他們願意付代價去介紹給別人
[00:01:25.560 --> 00:01:27.360]  對於一個認識主的人
[00:01:27.360 --> 00:01:30.160]  傳福音是最快樂的事
[00:01:30.160 --> 00:01:31.480]  對於一個信主的人
[00:01:31.480 --> 00:01:33.480]  傳福音是最快樂的事
[00:01:33.480 --> 00:01:36.680]  今天晚上第二件讓我感動的事
[00:01:36.680 --> 00:01:39.160]  今天晚上第二件讓我很感動的事
[00:01:39.160 --> 00:01:42.160]  就是聽見徐姊妹的見證
[00:01:42.160 --> 00:01:45.160]  就是聽見徐姊妹的見證
[00:01:45.160 --> 00:01:46.440]  她站在這裡
[00:01:46.440 --> 00:01:48.600]  原來照她的樣子
[00:01:48.600 --> 00:01:49.760]  她站在這裡
[00:01:49.760 --> 00:01:53.160]  原來照她的經歷來說
[00:01:53.160 --> 00:01:54.160]  原來她站在這裡
[00:01:54.160 --> 00:01:56.160]  原來照她的經歷來說
[00:01:56.160 --> 00:02:03.360]  她應該是愁眉苦臉的
[00:02:03.360 --> 00:02:05.480]  她應該是愁眉苦臉的
[00:02:05.480 --> 00:02:07.080]  一個識明的人
[00:02:07.080 --> 00:02:09.080]  哪裡有什麼喜樂呢
[00:02:09.080 --> 00:02:10.080]  一個識明的人
[00:02:10.080 --> 00:02:12.080]  哪裡有什麼喜樂呢
[00:02:12.080 --> 00:02:22.080]  (音樂)
[00:02:22.080 --> 00:02:24.080]  有麥有麥
[00:02:24.080 --> 00:02:50.080]  (音樂)
[00:02:50.080 --> 00:02:52.600]  但是徐姊妹站在這裡
[00:02:52.600 --> 00:02:55.840]  她臉上的微笑讓我感動
[00:02:55.840 --> 00:02:55.840]  她臉上的微笑讓我感動
[00:02:55.840 --> 00:02:57.120]  但是徐姊妹站在這裡
[00:02:57.120 --> 00:03:00.120]  她臉上的微笑使我們非常感動
[00:03:00.120 --> 00:03:02.120]  她的眼睛看不見
[00:03:02.120 --> 00:03:03.560]  她的眼睛看不見
[00:03:03.560 --> 00:03:08.160]  但是她心裡面有耶穌基督慈愛的光輝
[00:03:08.160 --> 00:03:11.600]  但是她心裡面有耶穌基督慈愛的光輝
[00:03:11.600 --> 00:03:14.760]  這是我們的佈道大會的主題
[00:03:14.760 --> 00:03:17.120]  這是我們的佈道大會的主題
[00:03:17.120 --> 00:03:19.320]  永恆的曙光
[00:03:19.320 --> 00:03:20.960]  永恆的曙光
[00:03:20.960 --> 00:03:25.120]  這個曙光已經在徐姊妹的心中照耀
[00:03:25.120 --> 00:03:28.120]  這個曙光已經在徐姊妹的心中來照耀
[00:03:28.120 --> 00:03:29.120]  我再說
[00:03:29.120 --> 00:03:32.720]  她身體的眼睛沒有光看不見
[00:03:32.720 --> 00:03:34.720]  但是永恆的曙光
[00:03:34.720 --> 00:03:36.400]  神的愛的曙光
[00:03:36.400 --> 00:03:39.200]  在她的心裡面照耀光明
[00:03:39.200 --> 00:03:42.440]  她肉身的眼睛雖然看不見沒有了光
[00:03:42.440 --> 00:03:45.440]  但是在她心裡面有神的光
[00:03:45.440 --> 00:03:48.040]  我們有了這樣的恩典
[00:03:48.040 --> 00:03:51.640]  在我們的心中我們怎麼能夠不傳不應呢
[00:03:51.640 --> 00:03:53.640]  我們有這樣的恩典在我們的心裡面
[00:03:53.640 --> 00:03:55.160]  我們怎麼可以不傳福音呢
[00:03:55.160 --> 00:03:57.680]  所以我們在這裡歡喜快樂地
[00:03:57.680 --> 00:04:01.200]  很興奮地來舉行這個佈道會
[00:04:01.200 --> 00:04:03.240]  所以我們今晚在這裡很興奮地
[00:04:03.240 --> 00:04:06.080]  歡喜快樂地來舉行這個佈道會
