
[00:00:00.000 --> 00:00:03.800]  我會用三次講道的時間
[00:00:03.800 --> 00:00:06.600]  在聖經裏面一起來思想
[00:00:06.600 --> 00:00:12.400]  人的怒氣並不成就神的義這個主題
[00:00:12.400 --> 00:00:15.600]  我選這個題目
[00:00:15.600 --> 00:00:17.000]  我心裏有這個負擔
[00:00:17.000 --> 00:00:23.800]  是因為我看見在這個令人很失望和憤怒的時代
[00:00:23.800 --> 00:00:27.800]  我們見到越來越多令我們失望的事
[00:00:27.800 --> 00:00:30.800]  有時我們都忍不住
[00:00:30.800 --> 00:00:34.800]  我們有我們的怒氣
[00:00:34.800 --> 00:00:44.200]  但是我發覺我們對生活上的一些不滿和我們發怨言
[00:00:44.200 --> 00:00:48.200]  或者慢慢變成我們的常態
[00:00:48.200 --> 00:00:50.200]  這個就很危險
[00:00:50.200 --> 00:00:53.200]  就好像以色列人在抗野一樣
[00:00:53.200 --> 00:00:57.200]  對神的埋怨成為他們的常態
[00:00:57.200 --> 00:01:00.200]  甚麼都是埋怨
[00:01:00.200 --> 00:01:04.200]  有時發覺你和我都會變成這樣
[00:01:04.200 --> 00:01:09.200]  我恐怕這個就是令我們很擔憂的地方
[00:01:09.200 --> 00:01:14.200]  我看見我們發怒這件事成為越來越普遍
[00:01:14.200 --> 00:01:16.200]  也都越嚴重的罪
[00:01:16.200 --> 00:01:21.200]  我希望我自己這幾個分享我的負擔
[00:01:21.200 --> 00:01:23.200]  和大家一起在聖經裏面看
[00:01:23.200 --> 00:01:28.200]  成為我可以敲響的警鐘
[00:01:28.200 --> 00:01:34.200]  讓我們在這個末世重見基督徒應有的形象
[00:01:34.200 --> 00:01:37.200]  今天我們來到第三講
[00:01:37.200 --> 00:01:40.200]  我很想從一個正面的角度
[00:01:40.200 --> 00:01:43.200]  是看一下我們基督徒的美德
[00:01:43.200 --> 00:01:47.200]  怎樣去抗衡我們的憤怒
[00:01:47.200 --> 00:01:50.200]  我們發怒的陷阱和罪
[00:01:50.200 --> 00:01:55.200]  我們都用了兩次否釋了和聖經的真理
[00:01:55.200 --> 00:02:01.200]  看了我們在怒氣、在憤怒、在埋怨
[00:02:01.200 --> 00:02:03.200]  這種這樣的習慣裏面
[00:02:03.200 --> 00:02:07.200]  我們所產生出來的危險和我們的罪
[00:02:07.200 --> 00:02:10.200]  今天我想轉一個角度
[00:02:10.200 --> 00:02:11.200]  從正面的角度
[00:02:11.200 --> 00:02:12.200]  為甚麼呢?
[00:02:12.200 --> 00:02:17.200]  我相信如果你曾經有兩次一起來分享這個訊息
[00:02:17.200 --> 00:02:19.200]  你都記得我曾經提過
[00:02:19.200 --> 00:02:22.200]  今天我們讀這段聖經讀了這麼長
[00:02:22.200 --> 00:02:24.200]  加拉太書第五章
