
[00:00:00.000 --> 00:00:05.000]  我們弟兄姊妹有很多不同的生活上的體驗
[00:00:05.000 --> 00:00:08.800]  無論你信主很長或是短時間
[00:00:08.800 --> 00:00:10.700]  你都會不斷地經歷到
[00:00:10.700 --> 00:00:13.300]  在你信仰的成長過程裏面
[00:00:13.300 --> 00:00:16.800]  會有很多不同可能有的困難
[00:00:16.800 --> 00:00:19.500]  或是艱難會出現
[00:00:19.500 --> 00:00:21.500]  在這些事情出現的時候
[00:00:21.500 --> 00:00:24.800]  有時我們都會感覺到不明白
[00:00:24.800 --> 00:00:28.500]  或者亦不明白為何神容許這些事情
[00:00:28.500 --> 00:00:31.500]  在我們身上留不到
[00:00:31.500 --> 00:00:35.000]  當聖經提到人面對一些生活艱難的時候
[00:00:35.000 --> 00:00:37.500]  一個很重要的訊息提醒
[00:00:37.500 --> 00:00:41.000]  就說不要灰心
[00:00:41.000 --> 00:00:42.500]  不要灰心
[00:00:42.500 --> 00:00:46.000]  表面看似乎是一些對我們的安慰
[00:00:46.000 --> 00:00:48.000]  但在小心讀聖經的時候就發覺
[00:00:48.000 --> 00:00:51.500]  聖經說到不要灰心
[00:00:51.500 --> 00:00:54.500]  接受神給我們的管教
[00:00:54.500 --> 00:01:01.500]  是決定了我們能否有聖潔的生活
[00:01:01.500 --> 00:01:07.000]  不要灰心是叫我們能夠真正可以
[00:01:07.000 --> 00:01:10.500]  在聖潔地有我們的生活
[00:01:10.500 --> 00:01:13.500]  這是聖經給我們一個很重要的關聯
[00:01:13.500 --> 00:01:15.500]  而我們今天就思想
[00:01:15.500 --> 00:01:20.000]  神怎樣用不同的生活上對我們的管教
[00:01:20.000 --> 00:01:22.500]  帶給我們有聖潔的生命
[00:01:22.500 --> 00:01:26.500]  我請大家再看剛才我們讀的第十二章聖經
[00:01:26.500 --> 00:01:29.500]  希伯來書
[00:01:29.500 --> 00:01:31.500]  希伯來書第十一章
[00:01:31.500 --> 00:01:33.500]  大家留意到有很多人物
[00:01:33.500 --> 00:01:36.500]  他們的人生有很多不同的經歷
[00:01:36.500 --> 00:01:39.500]  特別有些苦難的體驗
[00:01:39.500 --> 00:01:40.500]  來到十二章的時候
[00:01:40.500 --> 00:01:44.500]  聖經提到這些是雲彩
[00:01:44.500 --> 00:01:45.500]  很寶貴的見證
[00:01:45.500 --> 00:01:47.000]  他們雖然有困難
[00:01:47.000 --> 00:01:50.000]  但他們堅定信靠上帝
[00:01:50.000 --> 00:01:54.000]  然後很快聖經就提到管教的真理
[00:01:54.000 --> 00:01:56.000]  管教有甚麼價值呢?
[00:01:56.000 --> 00:01:58.000]  是否真的必須呢?
[00:01:58.000 --> 00:02:02.000]  在十二章我們先看前面的第五節
[00:02:02.000 --> 00:02:04.000]  十二章第五節
[00:02:04.000 --> 00:02:06.000]  聖經中間一句說話說
[00:02:06.000 --> 00:02:10.000]  「我而你不可輕看主的管教」
[00:02:10.000 --> 00:02:14.000]  「受責備的時候也不要灰心」
[00:02:14.000 --> 00:02:18.000]  聖經提到神對人有管教
[00:02:18.000 --> 00:02:20.000]  當我們讀聖經的時候會了解
[00:02:20.000 --> 00:02:23.000]  管教可以有兩方面的情況出現
[00:02:23.000 --> 00:02:26.000]  一方面可能是人跌倒
[00:02:26.000 --> 00:02:29.000]  或者說犯罪或者得罪神
[00:02:29.000 --> 00:02:30.000]  在那些時候
[00:02:30.000 --> 00:02:34.000]  神用一些方式來懲治、去管教
[00:02:34.000 --> 00:02:37.000]  但目的是要讓人心中有醒察
[00:02:37.000 --> 00:02:41.000]  以至能夠轉回回去跟隨上帝
[00:02:41.000 --> 00:02:43.000]  但同時聖經又提及管教
[00:02:43.000 --> 00:02:45.000]  不一定是人犯錯
[00:02:45.000 --> 00:02:48.000]  或者做甚麼得罪神的事情
[00:02:48.000 --> 00:02:51.000]  而是神主動地透過某些方式
[00:02:51.000 --> 00:02:57.000]  來培育我們、磨練我們
[00:02:57.000 --> 00:02:59.000]  以至我們可以堅持、堅定
[00:02:59.000 --> 00:03:04.000]  在公義和光明的路上走
[00:03:04.000 --> 00:03:06.000]  或者我們會體會到
[00:03:06.000 --> 00:03:08.000]  有些時候生活上體會到
[00:03:08.000 --> 00:03:10.000]  自己生命某些軟弱
[00:03:10.000 --> 00:03:12.000]  或者某些缺憾
[00:03:12.000 --> 00:03:15.000]  但神透過管教幫助我們
[00:03:15.000 --> 00:03:17.000]  能夠堅固起來
[00:03:17.000 --> 00:03:21.000]  但面對這些管教的事情的時候
[00:03:21.000 --> 00:03:23.000]  你會發覺自然有一個回應
[00:03:23.000 --> 00:03:25.000]  就是會輕寒
[00:03:25.000 --> 00:03:27.000]  因此聖經裏面提到
[00:03:27.000 --> 00:03:30.000]  如果你面對這些管教的時候
[00:03:30.000 --> 00:03:32.000]  你要留心不要輕寒
[00:03:32.000 --> 00:03:37.000]  不要以為這些管教是沒有價值的
[00:03:37.000 --> 00:03:39.000]  我猜大家也會體會
[00:03:39.000 --> 00:03:43.000]  有些時候面對生活的難處的時候
[00:03:43.000 --> 00:03:44.000]  我們有時會覺得
[00:03:44.000 --> 00:03:47.000]  神為何這個時候不愛我們呢?
[00:03:47.000 --> 00:03:49.000]  我們以為風平浪靜
[00:03:49.000 --> 00:03:51.000]  我們在生活上有很多順利
[00:03:51.000 --> 00:03:53.000]  很多祝福的時候
[00:03:53.000 --> 00:03:55.000]  我們覺得神愛我們
[00:03:55.000 --> 00:03:57.000]  但聖經卻是很清楚地說
[00:03:57.000 --> 00:03:59.000]  神的慈愛很多時候
[00:03:59.000 --> 00:04:01.000]  同樣透過在艱難當中
[00:04:01.000 --> 00:04:05.000]  在苦困當中向我們顯明出來
[00:04:05.000 --> 00:04:07.000]  正因為這樣
[00:04:07.000 --> 00:04:11.000]  我們不要輕寒管教
[00:04:11.000 --> 00:04:15.000]  有些弟兄姊妹可能在一些困難當中的時候
[00:04:15.000 --> 00:04:18.000]  知道可能是神的管教的時候
[00:04:18.000 --> 00:04:20.000]  或者會祈禱和神說
[00:04:20.000 --> 00:04:22.000]  上帝啊
[00:04:22.000 --> 00:04:25.000]  祢給我管教
[00:04:25.000 --> 00:04:26.000]  多謝祢
[00:04:26.000 --> 00:04:29.000]  不過如果可以不用
[00:04:29.000 --> 00:04:31.000]  就不要客氣了
[00:04:31.000 --> 00:04:34.000]  就不用預我的份
[00:04:34.000 --> 00:04:35.000]  有時也會不知不覺
[00:04:35.000 --> 00:04:38.000]  有一種心境就是
[00:04:38.000 --> 00:04:40.000]  要盡量去拒絕、去抗拒
[00:04:40.000 --> 00:04:43.000]  去消除一切不如意的事情
[00:04:43.000 --> 00:04:44.000]  一些困難的事情
[00:04:44.000 --> 00:04:46.000]  一些患難的事情
[00:04:46.000 --> 00:04:50.000]  但如果上帝容許你經歷這些
[00:04:50.000 --> 00:04:54.000]  所以說你不要輕看其中的價值
[00:04:54.000 --> 00:04:58.000]  在當中同樣不要灰心
[00:04:58.000 --> 00:05:00.000]  不要以為神沒有聽你祈禱
[00:05:00.000 --> 00:05:03.000]  以為神現在懲罰你了
[00:05:03.000 --> 00:05:06.000]  所以我還是走開一點比較好
[00:05:06.000 --> 00:05:09.000]  聖經說你不要灰心
[00:05:09.000 --> 00:05:10.000]  為什麼?
[00:05:10.000 --> 00:05:13.000]  一個很重要很重要的原因
[00:05:13.000 --> 00:05:16.000]  你再讀聖經第六節的時候
[00:05:16.000 --> 00:05:17.000]  聖經說
[00:05:17.000 --> 00:05:19.000]  因為主所愛的
[00:05:19.000 --> 00:05:21.000]  他必管教
[00:05:21.000 --> 00:05:26.000]  又邊打所收納的每一個兒子
[00:05:26.000 --> 00:05:29.000]  只因為愛的緣故
[00:05:29.000 --> 00:05:31.000]  如果他是你的天父
[00:05:31.000 --> 00:05:35.000]  他不會見到你在一個罪當中
[00:05:35.000 --> 00:05:37.000]  或者說在一種缺陷
[00:05:37.000 --> 00:05:40.000]  或者在一種軟弱當中
[00:05:40.000 --> 00:05:44.000]  他不會放手不去鍛鍊你
[00:05:44.000 --> 00:05:50.000]  他會用一些方法來幫助你
[00:05:50.000 --> 00:05:53.000]  我想回到一位母親
[00:05:53.000 --> 00:05:55.000]  她孩子出生的時候
[00:05:55.000 --> 00:05:59.000]  慢慢發現她有一個身體的問題
[00:05:59.000 --> 00:06:01.000]  就是有聽障
[00:06:01.000 --> 00:06:03.000]  兒子有問題
[00:06:03.000 --> 00:06:06.000]  聽也聽得很少
