
[00:00:00.000 --> 00:00:07.000]  宣讀馬太福音第五章38至41節
[00:00:07.000 --> 00:00:12.000]  你們聽過有話說
[00:00:12.000 --> 00:00:16.000]  以眼還眼,以牙還牙
[00:00:16.000 --> 00:00:19.000]  但是我告訴你們
[00:00:19.000 --> 00:00:22.000]  不要與惡人作對
[00:00:22.000 --> 00:00:25.000]  有人打你的右臉
[00:00:25.000 --> 00:00:30.000]  連另一邊也捲過去由他打
[00:00:30.000 --> 00:00:33.000]  有人想要告你
[00:00:33.000 --> 00:00:36.000]  要拿你的禮衣
[00:00:36.000 --> 00:00:40.000]  連外衣也由他拿去
[00:00:40.000 --> 00:00:44.000]  有人全撥你走一里路
[00:00:44.000 --> 00:00:47.000]  你就跟他走二里
[00:00:47.000 --> 00:00:51.000]  這是上主的話
[00:00:51.000 --> 00:00:55.000]  今天大雨大家都趕過來了
[00:00:55.000 --> 00:00:58.000]  感謝大家的熱心和神的恩典
[00:00:58.000 --> 00:01:00.000]  我們先有一個禱告
[00:01:00.000 --> 00:01:02.000]  親愛的天父
[00:01:02.000 --> 00:01:06.000]  祢是看顧萬物的神
[00:01:06.000 --> 00:01:10.000]  祢連空中的飛鳥都看顧
[00:01:10.000 --> 00:01:13.000]  祢也賜下我們很多的恩賜
[00:01:13.000 --> 00:01:16.000]  平安喜樂
[00:01:16.000 --> 00:01:18.000]  讓我們從祢的話語當中
[00:01:18.000 --> 00:01:21.000]  能夠領受
[00:01:21.000 --> 00:01:23.000]  有一顆廣大的心
[00:01:23.000 --> 00:01:25.000]  可以容得下祢的話語
[00:01:25.000 --> 00:01:26.000]  可以讓祢的智慧
[00:01:26.000 --> 00:01:28.000]  在我們的生命當中
[00:01:28.000 --> 00:01:31.000]  能夠湧出來、活出來
[00:01:31.000 --> 00:01:32.000]  真的是造就我們
[00:01:32.000 --> 00:01:35.000]  讓我們的心是屬祢的
[00:01:35.000 --> 00:01:37.000]  讓我們的心越來越強壯
[00:01:37.000 --> 00:01:39.000]  我們這樣仰望交託
[00:01:39.000 --> 00:01:41.000]  奉主耶穌得勝的民求
[00:01:41.000 --> 00:01:43.000]  Amen
[00:01:45.000 --> 00:01:50.000]  大家有沒有看巴黎奧運會的開幕式
[00:01:50.000 --> 00:01:53.000]  有看喔,那不錯
[00:01:53.000 --> 00:01:56.000]  我覺得今年巴黎奧運會開幕式
[00:01:56.000 --> 00:01:58.000]  好像沒有那麼關注到
[00:01:58.000 --> 00:02:00.000]  所以當我在問起來的時候
[00:02:00.000 --> 00:02:01.000]  已經開完了
[00:02:01.000 --> 00:02:03.000]  所以發生了什麼事情的話
[00:02:03.000 --> 00:02:04.000]  我也不知道
[00:02:04.000 --> 00:02:08.000]  後來就有人給我發了一些視頻
[00:02:08.000 --> 00:02:10.000]  說你看看多麼的惡劣
[00:02:10.000 --> 00:02:13.000]  居然敢侮辱我們基督教
[00:02:13.000 --> 00:02:16.000]  然後我說發生了這種事情
[00:02:16.000 --> 00:02:18.000]  我看了一下
[00:02:18.000 --> 00:02:20.000]  有一段什麼呢
[00:02:20.000 --> 00:02:23.000]  有一段變裝皇后
[00:02:23.000 --> 00:02:27.000]  以及變性人的表演橋段
[00:02:27.000 --> 00:02:31.000]  然後被認為在故意諷刺
[00:02:31.000 --> 00:02:33.000]  基督宗教的經典
[00:02:33.000 --> 00:02:35.000]  就是最後的晚餐
[00:02:35.000 --> 00:02:38.000]  他們認為這是在諷刺
[00:02:38.000 --> 00:02:42.000]  這個就引發了國際輿論的批判
[00:02:42.000 --> 00:02:44.000]  後來這個新聞也鬧得很大
[00:02:44.000 --> 00:02:49.000]  法國義大利在內的部分天主教人士就指出
[00:02:49.000 --> 00:02:54.000]  這是冒犯和褻瀆基督教
[00:02:54.000 --> 00:02:55.000]  但是很有趣喔
[00:02:55.000 --> 00:03:02.000]  這次不但是我們保守的天主教發出了批評
[00:03:02.000 --> 00:03:03.000]  在當時的法國
[00:03:03.000 --> 00:03:07.000]  政治極右派也發出了批評
[00:03:07.000 --> 00:03:09.000]  既然極右派都認為的話
[00:03:09.000 --> 00:03:10.000]  這是不好的
[00:03:10.000 --> 00:03:12.000]  這是不對的
[00:03:12.000 --> 00:03:14.000]  那麼商業也加入了
[00:03:14.000 --> 00:03:17.000]  美國贊助商也高調宣佈了
[00:03:17.000 --> 00:03:18.000]  你這個做得不好
[00:03:18.000 --> 00:03:20.000]  我要撤廣告
[00:03:20.000 --> 00:03:23.000]  最後巴黎奧委會就出面
[00:03:23.000 --> 00:03:27.000]  致歉表達遺憾
[00:03:27.000 --> 00:03:30.000]  那這個sorry很容易說的嘛
[00:03:30.000 --> 00:03:33.000]  我們很多基督徒還是不滿意的
[00:03:33.000 --> 00:03:36.000]  然後在網絡上就發了很多視頻
[00:03:36.000 --> 00:03:38.000]  詳細的講解評價
[00:03:38.000 --> 00:03:41.000]  說為什麼我們被冒犯了
[00:03:41.000 --> 00:03:43.000]  本來我看了一下
[00:03:43.000 --> 00:03:45.000]  我也沒有看出什麼東西來
[00:03:45.000 --> 00:03:49.000]  一般抽象派藝術都是看不出什麼東西來的
[00:03:49.000 --> 00:03:51.000]  然後被他這麼一講
[00:03:51.000 --> 00:03:53.000]  我發現是不是真的有點意思
[00:03:53.000 --> 00:03:54.000]  被冒犯了
[00:03:54.000 --> 00:03:56.000]  然後我發現不但是我
[00:03:56.000 --> 00:03:59.000]  很多的基督徒就因為這些視頻講解之後
[00:03:59.000 --> 00:04:03.000]  又越來越多的討論
[00:04:03.000 --> 00:04:06.000]  雖然事後有人解釋說
[00:04:06.000 --> 00:04:08.000]  你們不要太緊張
[00:04:08.000 --> 00:04:10.000]  不過是表演希臘神話
[00:04:10.000 --> 00:04:12.000]  並不是諷刺
[00:04:12.000 --> 00:04:14.000]  但是這些東西
[00:04:14.000 --> 00:04:15.000]  孰是孰非
[00:04:15.000 --> 00:04:17.000]  我就不過多評價了
[00:04:17.000 --> 00:04:20.000]  我更加關注的是
[00:04:20.000 --> 00:04:23.000]  如果我們基督徒被冒犯了
[00:04:23.000 --> 00:04:26.000]  我們該怎麼辦
[00:04:26.000 --> 00:04:28.000]  聖經有什麼樣的教導
[00:04:28.000 --> 00:04:32.000]  讓我們可以面對這樣的社會和事情
[00:04:32.000 --> 00:04:35.000]  我們看看今天的經文裡頭的話
[00:04:35.000 --> 00:04:38.000]  就是關於我們被冒犯了
[00:04:38.000 --> 00:04:41.000]  我們該怎麼辦
[00:04:41.000 --> 00:04:46.000]  這個世上有沒有人從來沒有被冒犯過
[00:04:46.000 --> 00:04:48.000]  應該不會了
[00:04:48.000 --> 00:04:50.000]  或多或少都吃過虧
[00:04:50.000 --> 00:04:52.000]  受過氣
[00:04:52.000 --> 00:04:54.000]  經過社會的毒打
[00:04:54.000 --> 00:04:58.000]  這一點我想對於當時的以色列人來講的話
[00:04:58.000 --> 00:05:00.000]  更是如此了
[00:05:00.000 --> 00:05:04.000]  因為他們的國家被羅馬佔領了
[00:05:04.000 --> 00:05:08.000]  他們是被大大的冒犯了
[00:05:08.000 --> 00:05:10.000]  所以當時的那個憤銳黨人
[00:05:10.000 --> 00:05:12.000]  開始煽動人民
[00:05:12.000 --> 00:05:16.000]  以武力反抗羅馬人
[00:05:16.000 --> 00:05:17.000]  恰恰你想
[00:05:17.000 --> 00:05:20.000]  在這種社會氛圍下
[00:05:20.000 --> 00:05:24.000]  主耶穌提出了自己的教導
[00:05:24.000 --> 00:05:26.000]  這個教導的話
[00:05:26.000 --> 00:05:28.000]  非常非常有名
[00:05:28.000 --> 00:05:30.000]  在這種社會氛圍底下
[00:05:30.000 --> 00:05:32.000]  主耶穌的教導非常有名
[00:05:32.000 --> 00:05:34.000]  第一節是什麼呢
[00:05:34.000 --> 00:05:36.000]  我們大家看一下38節
[00:05:36.000 --> 00:05:38.000]  如果手頭有經文的話
[00:05:38.000 --> 00:05:40.000]  38節
[00:05:40.000 --> 00:05:42.000]  應該非常熟悉
[00:05:42.000 --> 00:05:46.000]  你們聽過有話說是什麼呀
[00:05:46.000 --> 00:05:47.000]  不敢看我是吧
[00:05:47.000 --> 00:05:50.000]  沒關係你以眼還我的眼就可以了
