
[00:00:00.000 --> 00:00:03.640]  過去幾個星期我們從《禾馬書》第十二章開始
[00:00:03.640 --> 00:00:06.440]  看到現在第十三章
[00:00:06.440 --> 00:00:08.840]  因著上帝的憐憫
[00:00:08.840 --> 00:00:11.560]  我們的生命不再一樣
[00:00:11.560 --> 00:00:15.240]  有聖靈在我們內心工作
[00:00:15.240 --> 00:00:16.840]  有神話語的教導
[00:00:16.840 --> 00:00:19.320]  以致我們的生命有更生
[00:00:19.320 --> 00:00:21.000]  這個更生的生命
[00:00:21.000 --> 00:00:24.920]  亦帶給我們明白如何實踐
[00:00:24.920 --> 00:00:27.720]  並且活出新的身份
[00:00:27.720 --> 00:00:29.440]  所以在第十二章我們會看到
[00:00:29.440 --> 00:00:30.840]  神給我們有不同恩賜
[00:00:30.840 --> 00:00:33.400]  在堂會當中彼此造就、建立
[00:00:33.400 --> 00:00:34.920]  彼此相愛
[00:00:34.920 --> 00:00:37.200]  上一堂我們又聽到
[00:00:37.200 --> 00:00:40.440]  如何在正常的一般情況下
[00:00:40.440 --> 00:00:41.520]  信服政權
[00:00:41.520 --> 00:00:45.520]  不過總是以上帝的心意為首
[00:00:45.520 --> 00:00:49.320]  一切都是以神的準則為我們的大方向
[00:00:49.320 --> 00:00:50.600]  在這個世界
[00:00:50.600 --> 00:00:53.960]  我們其實有群體的見證是很吸引的
[00:00:53.960 --> 00:00:55.680]  很多人信耶穌
[00:00:55.680 --> 00:00:56.920]  當然有很多途徑
[00:00:56.920 --> 00:00:58.360]  收購一張單張
[00:00:58.360 --> 00:01:00.960]  或者在大型報道會
[00:01:00.960 --> 00:01:03.760]  不過你想想你如何信耶穌
[00:01:03.760 --> 00:01:08.360]  我在教會群體中看到這批弟兄姊妹
[00:01:08.360 --> 00:01:10.120]  如何實踐信仰
[00:01:10.120 --> 00:01:12.320]  我是被他們所吸引的
[00:01:12.320 --> 00:01:16.200]  所以心意更生帶來一個很重要的果效
[00:01:16.200 --> 00:01:19.760]  就是活出上主的見證
[00:01:19.760 --> 00:01:22.480]  將福音展現出來
[00:01:22.480 --> 00:01:25.560]  其實我們的相愛就是廣傳的福音
[00:01:25.560 --> 00:01:28.640]  我們在世上如何做一個好的公民
[00:01:28.640 --> 00:01:31.920]  也是一個廣傳福音的表徵
[00:01:31.920 --> 00:01:34.640]  今天這三節經文好像很短
[00:01:34.640 --> 00:01:36.640]  不過也是在教導我們
[00:01:36.640 --> 00:01:38.080]  保羅很想我們知道
[00:01:38.080 --> 00:01:41.120]  當我們學習實踐愛的時候
[00:01:41.120 --> 00:01:45.520]  其實也是福音廣傳一個很重要的渠道
[00:01:45.520 --> 00:01:48.120]  讓我們今天去研讀經文
[00:01:48.120 --> 00:01:50.120]  一開始的時候
[00:01:50.120 --> 00:01:53.200]  保羅就用一個欠字
[00:01:53.200 --> 00:01:56.040]  凡事都不可虧欠
[00:01:56.040 --> 00:02:00.360]  虧欠就是債務
[00:02:00.360 --> 00:02:02.360]  debt
[00:02:02.360 --> 00:02:06.320]  這個跟上文也有關係
[00:02:06.320 --> 00:02:07.960]  因為我們要納稅
[00:02:07.960 --> 00:02:12.600]  公民的責任就是要欠政府一個債
[00:02:12.600 --> 00:02:14.600]  要交稅
[00:02:14.600 --> 00:02:17.600]  在這裡我們知道
[00:02:17.600 --> 00:02:22.280]  欠債當然要還
[00:02:22.280 --> 00:02:27.600]  所以機架部也採用了這個概念
[00:02:27.600 --> 00:02:32.280]  二者二還也推出了一個星期
[00:02:32.280 --> 00:02:37.360]  我們發現有一本新書不見了
[00:02:37.360 --> 00:02:41.120]  然後就設在海報
[00:02:41.120 --> 00:02:43.520]  其實海報是第二稿
[00:02:43.520 --> 00:02:45.520]  第一稿是很誇張的
[00:02:45.520 --> 00:02:49.360]  他說全宇宙在找這本書
[00:02:49.360 --> 00:02:51.360]  應該說是全世界
[00:02:51.360 --> 00:02:53.360]  我說全世界不是很厲害
[00:02:53.360 --> 00:02:55.360]  全宇宙好一點
[00:02:55.360 --> 00:02:57.360]  全宇宙在找一本書
[00:02:57.360 --> 00:02:59.360]  就是這本書
[00:02:59.360 --> 00:03:03.360]  不知道你們有沒有見過這個海報
[00:03:03.360 --> 00:03:07.360]  在南刺門口也有
[00:03:07.360 --> 00:03:09.360]  我站在那裡去的時候
[00:03:09.360 --> 00:03:12.360]  好像對著我講話一樣
[00:03:12.360 --> 00:03:14.360]  這個海報真的很誇張
[00:03:14.360 --> 00:03:16.360]  後來真的找到了
[00:03:16.360 --> 00:03:18.360]  書出現了
[00:03:18.360 --> 00:03:20.360]  在架子上
[00:03:20.360 --> 00:03:22.360]  交還的那個不要有任何的虧欠感
[00:03:22.360 --> 00:03:24.360]  不需要的
[00:03:24.360 --> 00:03:26.360]  我想說什麼呢
[00:03:26.360 --> 00:03:28.360]  欠就還
[00:03:28.360 --> 00:03:30.360]  所以這些海報是有用的
[00:03:30.360 --> 00:03:32.360]  以後我們用多一點
[00:03:32.360 --> 00:03:34.360]  這個欠字
[00:03:34.360 --> 00:03:36.360]  當保羅用的時候
[00:03:36.360 --> 00:03:38.360]  是現在的進行式
[00:03:38.360 --> 00:03:40.360]  也就是說作為信徒
[00:03:40.360 --> 00:03:42.360]  一生當中要追求一件事
[00:03:42.360 --> 00:03:44.360]  追求什麼呢
[00:03:44.360 --> 00:03:46.360]  就是欠對方的愛
[00:03:46.360 --> 00:03:48.360]  每天都要欠對方的愛
[00:03:48.360 --> 00:03:50.360]  這樣就非常怪了
[00:03:50.360 --> 00:03:52.360]  很怪的
[00:03:52.360 --> 00:03:54.360]  保羅這樣說
[00:03:54.360 --> 00:03:56.360]  欠了每一個人
[00:03:56.360 --> 00:03:58.360]  身邊一份愛
[00:03:58.360 --> 00:04:00.360]  是不是很怪
[00:04:00.360 --> 00:04:02.360]  所以保羅就繼續去
[00:04:02.360 --> 00:04:04.360]  幫助我們去明白
[00:04:04.360 --> 00:04:06.360]  什麼意思
[00:04:06.360 --> 00:04:08.360]  他講到當我們欠別人的愛的時候
[00:04:08.360 --> 00:04:10.360]  他說這樣做
[00:04:10.360 --> 00:04:12.360]  為什麼呢
[00:04:12.360 --> 00:04:14.360]  因為愛人的就完全了
[00:04:14.360 --> 00:04:16.360]  律法
[00:04:16.360 --> 00:04:18.360]  完全了律法
[00:04:18.360 --> 00:04:20.360]  這個完全其實在
[00:04:20.360 --> 00:04:22.360]  馬特風第五章登山寶分寶
[00:04:22.360 --> 00:04:24.360]  耶穌也有說過
[00:04:24.360 --> 00:04:26.360]  當他說的時候
[00:04:26.360 --> 00:04:28.360]  成全是同一個字
[00:04:28.360 --> 00:04:30.360]  成全
[00:04:30.360 --> 00:04:32.360]  就是將舊約的意思
[00:04:32.360 --> 00:04:34.360]  完整的表達出來
[00:04:34.360 --> 00:04:38.360]  耶穌想說
[00:04:38.360 --> 00:04:40.360]  在第一世紀
[00:04:40.360 --> 00:04:42.360]  當猶太人
[00:04:42.360 --> 00:04:44.360]  或者面對耶穌
[00:04:44.360 --> 00:04:46.360]  聽他們的教導的時候
[00:04:46.360 --> 00:04:48.360]  那個律法是指向整本舊約
[00:04:48.360 --> 00:04:50.360]  特別是摩西五經
[00:04:50.360 --> 00:04:52.360]  摩西五經
[00:04:52.360 --> 00:04:54.360]  耶穌說他來到不是要廢掉
[00:04:54.360 --> 00:04:56.360]  舊約或者摩西五經的律法
[00:04:56.360 --> 00:04:58.360]  而是將律法的精髓
[00:04:58.360 --> 00:05:00.360]  完全的去展現出來
[00:05:00.360 --> 00:05:04.360]  所以馬特風第五章講了很多東西
[00:05:04.360 --> 00:05:08.360]  譬如說你不可以姦淫
[00:05:08.360 --> 00:05:10.360]  不過如果你
[00:05:10.360 --> 00:05:12.360]  眼目、內心動了淫念
[00:05:12.360 --> 00:05:14.360]  看著一個女性
[00:05:14.360 --> 00:05:16.360]  你跟她姦淫已經犯了
[00:05:16.360 --> 00:05:18.360]  將精髓講出來
[00:05:18.360 --> 00:05:22.360]  姦淫是從內心開始
[00:05:22.360 --> 00:05:24.360]  有一個動機才做那件事
[00:05:24.360 --> 00:05:30.360]  一切律法的總綱
[00:05:30.360 --> 00:05:32.360]  就是愛
[00:05:32.360 --> 00:05:34.360]  所以余晉彼特遜翻譯第八節
[00:05:34.360 --> 00:05:36.360]  當你將所有的律法
[00:05:36.360 --> 00:05:38.360]  加起來的時候
[00:05:38.360 --> 00:05:40.360]  那個完全的
[00:05:40.360 --> 00:05:42.360]  表現出來的含義是什麼呢?
[00:05:42.360 --> 00:05:44.360]  就是一個字
[00:05:44.360 --> 00:05:46.360]  就是愛字
[00:05:46.360 --> 00:05:48.360]  所以我們今天
[00:05:48.360 --> 00:05:50.360]  從兩個向度思想一下
[00:05:50.360 --> 00:05:52.360]  第八節
[00:05:52.360 --> 00:05:54.360]  什麼叫做欠別人的愛
[00:05:54.360 --> 00:05:56.360]  或者這個愛是一個怎樣的愛
