
[00:00:00.000 --> 00:00:05.000]  我們回到聖經瑪利基書第三章剛才讀的經文
[00:00:05.000 --> 00:00:10.000]  這段經文提及到金錢奉獻的事情
[00:00:10.000 --> 00:00:17.000]  大家會知道在聖經裏面有很多處的地方是談及金錢的
[00:00:17.000 --> 00:00:20.000]  如果你留心聖經的四呼音書
[00:00:20.000 --> 00:00:24.000]  當主耶穌說出很多不同的比喻的時候
[00:00:24.000 --> 00:00:26.000]  談及有不同的主題
[00:00:27.000 --> 00:00:33.000]  其中談及金錢的比喻是屬於最多的篇幅
[00:00:33.000 --> 00:00:36.000]  在主耶穌的心裏面
[00:00:36.000 --> 00:00:40.000]  祂很想祂的子民、門徒明白如何去看金錢
[00:00:40.000 --> 00:00:42.000]  如何運用金錢
[00:00:42.000 --> 00:00:44.000]  如何逃避貪心
[00:00:44.000 --> 00:00:47.000]  如何懂得奉獻
[00:00:47.000 --> 00:00:50.000]  這正是我們今天跟隨耶穌的人
[00:00:50.000 --> 00:00:56.000]  我們常常要留心究竟聖經如何教導我們關於金錢的真理
[00:00:56.000 --> 00:01:01.000]  而今天我們透過這本書要思想奉獻的真理
[00:01:01.000 --> 00:01:04.000]  大家請看第三章第七節
[00:01:04.000 --> 00:01:06.000]  聖經開始提及
[00:01:06.000 --> 00:01:10.000]  神給他們搶奪了屬於神的物品
[00:01:10.000 --> 00:01:12.000]  在第三章第七節這樣說
[00:01:12.000 --> 00:01:16.000]  從你們列祖的日子以來
[00:01:16.000 --> 00:01:20.000]  你們就偏離了我的律例而不遵守
[00:01:20.000 --> 00:01:22.000]  現在你們要轉向我
[00:01:22.000 --> 00:01:24.000]  我就必轉向你們
[00:01:24.000 --> 00:01:28.000]  你們還問我們怎樣回轉呢?
[00:01:28.000 --> 00:01:30.000]  在聖經開始的時候
[00:01:30.000 --> 00:01:32.000]  神就給他們的子民
[00:01:32.000 --> 00:01:36.000]  他們的子民是上上偏離神的教導
[00:01:36.000 --> 00:01:39.000]  上上沒有聽神的吩咐
[00:01:39.000 --> 00:01:41.000]  但是神仍然有憐憫
[00:01:41.000 --> 00:01:43.000]  不因為他們的偏離
[00:01:43.000 --> 00:01:46.000]  以致滅絕他們
[00:01:46.000 --> 00:01:49.000]  你們看看前面的第六節
[00:01:49.000 --> 00:01:52.000]  萬君子耶和華說
[00:01:52.000 --> 00:01:55.000]  因為我耶和華是不改變的
[00:01:55.000 --> 00:01:59.000]  所以你們雅各的子孫也不會滅亡
[00:01:59.000 --> 00:02:03.000]  沒錯人會背逆上帝
[00:02:03.000 --> 00:02:05.000]  但是神不因為人的背逆
[00:02:05.000 --> 00:02:09.000]  而改變了他自己那種不變的屬性
[00:02:09.000 --> 00:02:12.000]  就是他仍然去憐憫人
[00:02:12.000 --> 00:02:14.000]  仍然不斷去呼喚人
[00:02:14.000 --> 00:02:17.000]  回頭來轉向上帝
[00:02:17.000 --> 00:02:20.000]  所以人不至於滅門
[00:02:20.000 --> 00:02:21.000]  而你看聖經的時候
[00:02:21.000 --> 00:02:22.000]  聖經就提及
[00:02:22.000 --> 00:02:24.000]  你們要轉向我
[00:02:24.000 --> 00:02:27.000]  我就必轉向你們
[00:02:27.000 --> 00:02:30.000]  上帝呼籲人要轉向他
[00:02:30.000 --> 00:02:32.000]  他就會轉向人
[00:02:32.000 --> 00:02:34.000]  是一個上上提出的
[00:02:34.000 --> 00:02:37.000]  一個雙重的方向
[00:02:37.000 --> 00:02:39.000]  人轉向神
[00:02:39.000 --> 00:02:41.000]  神轉向人
[00:02:41.000 --> 00:02:43.000]  當然這裡不是說一種
[00:02:43.000 --> 00:02:46.000]  好像交換的一種原則
[00:02:46.000 --> 00:02:49.000]  當上帝說人向神轉向的時候
[00:02:49.000 --> 00:02:53.000]  是意味著人的心向神開闖
[00:02:53.000 --> 00:02:56.000]  是承認上帝是上帝
[00:02:56.000 --> 00:02:57.000]  承認他是那位
[00:02:57.000 --> 00:03:00.000]  應當配得我們尊崇的主
[00:03:00.000 --> 00:03:03.000]  去以他為主
[00:03:03.000 --> 00:03:04.000]  好像什麼呢
[00:03:04.000 --> 00:03:05.000]  好像一個房間
[00:03:05.000 --> 00:03:07.000]  一間屋
[00:03:07.000 --> 00:03:10.000]  外面有很多新鮮的空氣
[00:03:10.000 --> 00:03:13.000]  但是房間的窗戶是完全閉塞著
[00:03:13.000 --> 00:03:16.000]  因此裡面不感覺到有新鮮空氣
[00:03:16.000 --> 00:03:18.000]  除非在室內
[00:03:18.000 --> 00:03:20.000]  有人將窗戶打開
[00:03:20.000 --> 00:03:21.000]  一打開的時候
[00:03:21.000 --> 00:03:24.000]  外面的空氣可以進入房屋裡面
[00:03:24.000 --> 00:03:28.000]  裡面去享受到清新的空氣
[00:03:28.000 --> 00:03:30.000]  人的心轉向神
[00:03:30.000 --> 00:03:33.000]  就是人的心靈向神開闖
[00:03:33.000 --> 00:03:36.000]  去承認這位是上帝
[00:03:36.000 --> 00:03:38.000]  轉向他
[00:03:38.000 --> 00:03:40.000]  去尊崇他
[00:03:40.000 --> 00:03:43.000]  在那時候神就可以轉向人
[00:03:43.000 --> 00:03:45.000]  就可以將各樣神要賜的恩惠
[00:03:45.000 --> 00:03:48.000]  傾注在他生命中
[00:03:48.000 --> 00:03:53.000]  因為上帝本身是滿有豐富恩典的上帝
[00:03:53.000 --> 00:03:55.000]  他是沒有任何缺乏
[00:03:55.000 --> 00:03:58.000]  但是他很想將更多的恩惠
[00:03:58.000 --> 00:04:02.000]  賜給向他開闖的人
[00:04:02.000 --> 00:04:03.000]  一見你發覺
[00:04:03.000 --> 00:04:04.000]  當時裡面提到
[00:04:04.000 --> 00:04:05.000]  你們要轉向我
[00:04:05.000 --> 00:04:08.000]  我就必轉向你們
[00:04:08.000 --> 00:04:09.000]  但當時的人
[00:04:09.000 --> 00:04:11.000]  他們似乎不明白神說什麼
[00:04:11.000 --> 00:04:12.000]  你們還問
[00:04:12.000 --> 00:04:16.000]  我們要怎樣回轉呢?
[00:04:16.000 --> 00:04:18.000]  你們還覺得自己都很好
[00:04:18.000 --> 00:04:20.000]  我們都沒什麼問題
[00:04:20.000 --> 00:04:22.000]  都挺聽神的話
[00:04:22.000 --> 00:04:25.000]  為什麼你們要我們轉向呢?
[00:04:25.000 --> 00:04:27.000]  神就繼續很直接地指出
[00:04:27.000 --> 00:04:29.000]  第八節
[00:04:29.000 --> 00:04:32.000]  人怎可搶奪神之物呢?
[00:04:32.000 --> 00:04:35.000]  你們卻搶奪屬我之物
[00:04:35.000 --> 00:04:39.000]  竟還問我們搶奪了什麼呢?
[00:04:39.000 --> 00:04:41.000]  上帝告訴他們
[00:04:41.000 --> 00:04:43.000]  本來是屬於我的
[00:04:43.000 --> 00:04:46.000]  你們沒有將屬於我的奉獻給我
[00:04:46.000 --> 00:04:49.000]  你們搶奪了屬於我的
[00:04:49.000 --> 00:04:51.000]  但他們竟然說
[00:04:51.000 --> 00:04:52.000]  我們搶了什麼呢?
[00:04:52.000 --> 00:04:53.000]  沒有啊
[00:04:53.000 --> 00:04:55.000]  我們沒有搶過啊
[00:04:55.000 --> 00:04:56.000]  大家可能會記得
[00:04:56.000 --> 00:04:58.000]  我們中國人常常說一句話
[00:04:58.000 --> 00:05:03.000]  叫做「習非成事」
[00:05:03.000 --> 00:05:04.000]  習慣了一些錯誤的事情
[00:05:04.000 --> 00:05:07.000]  慢慢當是正確的事情
[00:05:07.000 --> 00:05:08.000]  有位朋友說
[00:05:08.000 --> 00:05:10.000]  他自己是住在大街的旁邊
[00:05:10.000 --> 00:05:12.000]  到達上班的時候
[00:05:12.000 --> 00:05:15.000]  下樓面對一條大馬路
[00:05:15.000 --> 00:05:17.000]  他就會直插過去
[00:05:17.000 --> 00:05:19.000]  趕時間就衝過去搭車
[00:05:19.000 --> 00:05:22.000]  每天早上都是這樣衝過去
[00:05:22.000 --> 00:05:24.000]  有一次衝過去之後
[00:05:24.000 --> 00:05:26.000]  有個警察截住他
[00:05:26.000 --> 00:05:28.000]  先生你剛才做什麼呢?
[00:05:28.000 --> 00:05:30.000]  剛才?剛才過馬路
[00:05:30.000 --> 00:05:31.000]  你過哪裡?
[00:05:31.000 --> 00:05:34.000]  過那些馬線
[00:05:34.000 --> 00:05:36.000]  他可能不是在說謊
[00:05:36.000 --> 00:05:38.000]  他真的覺得自己走一條正路
[00:05:38.000 --> 00:05:41.000]  所以很理正詞嚴地說
[00:05:41.000 --> 00:05:43.000]  我正在走一條馬線
[00:05:43.000 --> 00:05:45.000]  太多時候我們有些時候
[00:05:45.000 --> 00:05:47.000]  會不知道自己一些
[00:05:47.000 --> 00:05:49.000]  習慣了的錯失
[00:05:49.000 --> 00:05:52.000]  以為是正的路
[00:05:52.000 --> 00:05:54.000]  當時神提醒他們
[00:05:54.000 --> 00:05:56.000]  神要勉勵他們
[00:05:56.000 --> 00:05:58.000]  但他們似乎不覺得自己有什麼問題
[00:05:58.000 --> 00:05:59.000]  沒有啊
[00:05:59.000 --> 00:06:03.000]  我們有什麼事情搶奪了你呢?
[00:06:03.000 --> 00:06:04.000]  在第八節中間
[00:06:04.000 --> 00:06:08.000]  你看到神就再直接地跟他們說
[00:06:08.000 --> 00:06:10.000]  在第八節
[00:06:10.000 --> 00:06:11.000]  最後一句
[00:06:11.000 --> 00:06:15.000]  就是搶奪了當立的十分之一
[00:06:15.000 --> 00:06:16.000]  第一
[00:06:16.000 --> 00:06:17.000]  第二
[00:06:17.000 --> 00:06:20.000]  和當獻的祭物
[00:06:20.000 --> 00:06:21.000]  神告訴他們
[00:06:21.000 --> 00:06:24.000]  你們當奉獻上十分之一
[00:06:24.000 --> 00:06:26.000]  但你們沒有做到
[00:06:26.000 --> 00:06:28.000]  本來是屬於我的
[00:06:28.000 --> 00:06:31.000]  你們奪走了屬於我的
[00:06:31.000 --> 00:06:32.000]  第二
[00:06:32.000 --> 00:06:33.000]  那些當獻的祭品
[00:06:33.000 --> 00:06:34.000]  這裡是說
[00:06:34.000 --> 00:06:36.000]  聖經所提及的金心祭
[00:06:36.000 --> 00:06:41.000]  是說十分之一以外的感恩祭
[00:06:41.000 --> 00:06:43.000]  人在感恩當中獻情的
[00:06:43.000 --> 00:06:45.000]  相對來說是屬於我的
[00:06:45.000 --> 00:06:49.000]  但你們都不願意獻情
[00:06:49.000 --> 00:06:53.000]  因此奪取了屬於我的物
[00:06:53.000 --> 00:06:54.000]  在這裡我們看到
[00:06:54.000 --> 00:06:57.000]  聖經裡面提及的十分之一的奉獻
[00:06:57.000 --> 00:06:59.000]  有些基督徒以為
[00:06:59.000 --> 00:07:00.000]  十分之一是因為
[00:07:00.000 --> 00:07:04.000]  在舊約聖經的律法裡面所命定的
[00:07:04.000 --> 00:07:07.000]  不過今年現在是新約時期
[00:07:07.000 --> 00:07:10.000]  所以應該是不一定應用的
[00:07:10.000 --> 00:07:11.000]  我請大家先看回
[00:07:11.000 --> 00:07:13.000]  聖經另一處的經文
[00:07:13.000 --> 00:07:17.000]  我們遣去舊約的利美記
[00:07:17.000 --> 00:07:20.000]  創出利民新第三卷的舊約聖經
[00:07:20.000 --> 00:07:23.000]  第二十七章
[00:07:28.000 --> 00:07:30.000]  利美記二十七章
[00:07:30.000 --> 00:07:33.000]  我們看第三十節
[00:07:33.000 --> 00:07:42.000]  我們讀和合本二十七章
[00:07:42.000 --> 00:07:45.000]  第三十節這樣說
[00:07:46.000 --> 00:07:48.000]  地上所有的
[00:07:48.000 --> 00:07:50.000]  無論是地上的種子
[00:07:50.000 --> 00:07:53.000]  是樹上的果子
[00:07:53.000 --> 00:07:56.000]  十分之一是耶和華的
[00:07:56.000 --> 00:07:59.000]  是歸給耶和華為聖的
[00:07:59.000 --> 00:08:01.000]  聖經提到
[00:08:01.000 --> 00:08:03.000]  很清楚的神的律法
[00:08:03.000 --> 00:08:05.000]  告訴以色列民知道
[00:08:05.000 --> 00:08:08.000]  十分之一是屬於耶和華的
[00:08:08.000 --> 00:08:11.000]  是歸給耶和華為聖的
[00:08:11.000 --> 00:08:14.000]  然後大家看三十二節
[00:08:14.000 --> 00:08:18.000]  凡牛群羊群中一切從象下經過的
[00:08:18.000 --> 00:08:23.000]  每第十隻要歸給耶和華為聖
[00:08:23.000 --> 00:08:25.000]  是屬於上帝的
[00:08:25.000 --> 00:08:29.000]  神命定十分之一是歸屬於上帝的
[00:08:29.000 --> 00:08:31.000]  當然嚴格來說
[00:08:31.000 --> 00:08:33.000]  其實所有都是從神而來的
[00:08:33.000 --> 00:08:34.000]  我們有的健康
[00:08:34.000 --> 00:08:35.000]  有的金錢
[00:08:35.000 --> 00:08:38.000]  都是上帝所賜給我們
[00:08:38.000 --> 00:08:40.000]  如果不是上帝所賜
[00:08:40.000 --> 00:08:42.000]  我們不會有力量可以賺錢
[00:08:42.000 --> 00:08:44.000]  不會有健康可以行路
[00:08:44.000 --> 00:08:46.000]  可以作事
[00:08:46.000 --> 00:08:47.000]  但聖經清楚說
[00:08:47.000 --> 00:08:49.000]  神吩咐以色列人
[00:08:49.000 --> 00:08:52.000]  你們要將所得到的十分之一獻情給我
[00:08:52.000 --> 00:08:55.000]  作為歸神為聖
[00:08:55.000 --> 00:08:59.000]  意味著是分別出來歸向上帝
[00:08:59.000 --> 00:09:01.000]  我們再看聖經裡
[00:09:01.000 --> 00:09:03.000]  就看到在很多律法書裡
[00:09:03.000 --> 00:09:06.000]  有提及到十一奉獻的真理
[00:09:06.000 --> 00:09:07.000]  但如果我們再仔細看的時候
[00:09:07.000 --> 00:09:11.000]  就發覺在律法書出現之前
[00:09:11.000 --> 00:09:14.000]  在頒佈律法之前大概六百年
[00:09:14.000 --> 00:09:17.000]  神已經指引他的僕人
[00:09:17.000 --> 00:09:20.000]  去獻情十分之一
[00:09:20.000 --> 00:09:23.000]  在《創世紀》第十四章提到阿伯拉罕
[00:09:23.000 --> 00:09:27.000]  當時他在戰場得到戰利品回來
[00:09:27.000 --> 00:09:28.000]  當他得到戰利品
[00:09:28.000 --> 00:09:30.000]  他將其中的十分之一
[00:09:30.000 --> 00:09:33.000]  奉獻給默基西德
[00:09:33.000 --> 00:09:34.000]  大家如果讀新約的時候
[00:09:34.000 --> 00:09:36.000]  讀到希伯來書第七章
