
[00:00:00.000 --> 00:00:02.000]  路加封第23章開始說
[00:00:02.000 --> 00:00:04.800]  在一個非常黑暗的時代
[00:00:04.800 --> 00:00:07.800]  眾人要釘耶穌在十字架上的時代
[00:00:07.800 --> 00:00:11.100]  有一顆明亮的曙光出現
[00:00:11.100 --> 00:00:13.100]  就是亞利馬太城的弱勢
[00:00:13.100 --> 00:00:15.800]  在樹上攀望神的國
[00:00:15.800 --> 00:00:21.000]  今早我們又聽到另外一段故事
[00:00:21.000 --> 00:00:23.400]  很多婦女去到墳墓
[00:00:23.400 --> 00:00:24.800]  但墳墓居然是空的
[00:00:24.800 --> 00:00:26.200]  空墳墓的故事
[00:00:26.200 --> 00:00:27.400]  這個空墳墓的故事
[00:00:27.400 --> 00:00:30.400]  亦帶給我們反思到
[00:00:30.400 --> 00:00:32.400]  四天的空墳墓到今天
[00:00:32.400 --> 00:00:37.400]  仍然是值得講述的
[00:00:37.400 --> 00:00:42.200]  從耶穌基督的壽死埋葬到復活
[00:00:42.200 --> 00:00:45.400]  現在說說最後的升天
[00:00:45.400 --> 00:00:49.000]  在今天Ken傳道所讀的經文
[00:00:49.000 --> 00:00:50.200]  升天
[00:00:50.200 --> 00:00:53.800]  耶穌的升天有關我們什麼事呢
[00:00:53.800 --> 00:00:56.200]  我有一張powerpoint
[00:00:56.200 --> 00:00:58.200]  Clara 大家先打出來
[00:00:58.200 --> 00:01:00.400]  我們盼望藉著今天的經文
[00:01:00.400 --> 00:01:05.200]  能夠去看一看耶穌基督的故事
[00:01:05.200 --> 00:01:07.200]  當他們找powerpoint的時候
[00:01:07.200 --> 00:01:08.800]  我們繼續去
[00:01:08.800 --> 00:01:13.200]  在史唐寺第一章記述的時代
[00:01:13.200 --> 00:01:16.200]  亦是霍格夫音二十四章的時代
[00:01:16.200 --> 00:01:19.800]  同一個作者在很短時間
[00:01:19.800 --> 00:01:21.800]  講述了耶穌基督的故事
[00:01:21.800 --> 00:01:24.800]  霍格夫音二十四章講述耶穌復活的主
[00:01:24.800 --> 00:01:26.800]  首先去到二馬五師的路上
[00:01:26.800 --> 00:01:28.800]  跟兩個門徒對話
[00:01:28.800 --> 00:01:30.800]  在對話當中之後
[00:01:30.800 --> 00:01:33.800]  這兩個門徒忽然知道
[00:01:33.800 --> 00:01:36.800]  原來我們所跟他們聊天的那個
[00:01:36.800 --> 00:01:37.800]  豈不是主耶穌基督嗎
[00:01:37.800 --> 00:01:40.800]  他們兩個人就去到十一個門徒那裡
[00:01:40.800 --> 00:01:43.800]  講述耶穌基督復活的事蹟
[00:01:43.800 --> 00:01:45.800]  就在這個時間對話之後
[00:01:45.800 --> 00:01:47.800]  就來到今天的經文
[00:01:47.800 --> 00:01:53.800]  就是復活的主帶著十一個門徒
[00:01:53.800 --> 00:01:59.800]  去到八大彌的地方
[00:01:59.800 --> 00:02:06.800]  跟著跟他們講述再見
[00:02:06.800 --> 00:02:07.800]  講述完再見之後
[00:02:07.800 --> 00:02:09.800]  發生了一件很特別的事情
[00:02:09.800 --> 00:02:10.800]  經文講到什麼呢
[00:02:10.800 --> 00:02:14.800]  經文講到剛剛講的五十二、五十三節
[00:02:14.800 --> 00:02:16.800]  他們歡喜快樂
[00:02:16.800 --> 00:02:19.800]  回去耶路撒冷城去敬拜神
[00:02:19.800 --> 00:02:22.800]  我不知道大家如果讀聖經
[00:02:22.800 --> 00:02:26.800]  通常讀聖經有件事就要問很多問題
[00:02:26.800 --> 00:02:28.800]  其中一條問題我會問
[00:02:28.800 --> 00:02:30.800]  不知道大家會不會問
[00:02:30.800 --> 00:02:32.800]  耶穌離別升天
[00:02:32.800 --> 00:02:35.800]  為什麼門徒會歡喜快樂
[00:02:35.800 --> 00:02:39.800]  還有很高興的回到聖殿那裡敬拜神
[00:02:39.800 --> 00:02:41.800]  不知道你會不會問這條問題
[00:02:41.800 --> 00:02:44.800]  講一講情境就知道發生什麼事
[00:02:44.800 --> 00:02:50.800]  你和你好友的死黨去到機場
[00:02:50.800 --> 00:02:55.800]  你的死黨就要去到外面移民一段長時間
[00:02:55.800 --> 00:02:57.800]  你不知道他什麼時候回來
[00:02:57.800 --> 00:03:01.800]  你在機場送別你的死黨好友
[00:03:01.800 --> 00:03:03.800]  跟著他走了
[00:03:03.800 --> 00:03:05.800]  見不到他在中印的時候
[00:03:05.800 --> 00:03:06.800]  你就拍手很開心
[00:03:06.800 --> 00:03:08.800]  哇他走了
[00:03:08.800 --> 00:03:10.800]  會不會這樣
[00:03:10.800 --> 00:03:12.800]  如果是這樣我肯定這個
[00:03:12.800 --> 00:03:15.800]  我都在問這是不是你的死黨
[00:03:15.800 --> 00:03:17.800]  很奇怪
[00:03:17.800 --> 00:03:20.800]  當下應該感受什麼
[00:03:20.800 --> 00:03:23.800]  一個很親密的人離開的時候
[00:03:23.800 --> 00:03:26.800]  你當然是很捨不得
[00:03:26.800 --> 00:03:27.800]  哭的
[00:03:27.800 --> 00:03:29.800]  剛才不是說哭的
[00:03:29.800 --> 00:03:32.800]  又或者是很憂傷
[00:03:32.800 --> 00:03:33.800]  難過
[00:03:33.800 --> 00:03:34.800]  應該是這樣的
[00:03:34.800 --> 00:03:36.800]  那個場景
[00:03:36.800 --> 00:03:38.800]  為什麼是歡喜快樂
[00:03:38.800 --> 00:03:40.800]  發生了什麼事情
[00:03:40.800 --> 00:03:42.800]  這個我們真的要解答
[00:03:42.800 --> 00:03:46.800]  當中經文講到有一個重要性
[00:03:46.800 --> 00:03:47.800]  就是給我們一個提示
[00:03:47.800 --> 00:03:51.800]  為什麼耶穌離別了門徒
[00:03:51.800 --> 00:03:52.800]  升天了
[00:03:52.800 --> 00:03:54.800]  門徒會這麼高興
[00:03:54.800 --> 00:03:56.800]  就是跟紅色的字有關
[00:03:56.800 --> 00:03:58.800]  因為耶穌離別的時候
[00:03:58.800 --> 00:04:00.800]  正在祝福的時候
[00:04:00.800 --> 00:04:02.800]  他就離別
[00:04:02.800 --> 00:04:09.800]  就是說耶穌是將他最好的賜給門徒
[00:04:09.800 --> 00:04:11.800]  然後他就走了
[00:04:11.800 --> 00:04:14.800]  以致門徒很開心
[00:04:14.800 --> 00:04:16.800]  回到聖殿當中敬拜神
[00:04:16.800 --> 00:04:18.800]  那是什麼
[00:04:18.800 --> 00:04:21.800]  耶穌留下什麼給門徒
[00:04:21.800 --> 00:04:24.800]  讓門徒覺得實在太好了
[00:04:24.800 --> 00:04:25.800]  耶穌走得非常好
[00:04:25.800 --> 00:04:28.800]  我是應該感恩和歡喜快樂
[00:04:28.800 --> 00:04:32.800]  這個正是我們需要去解答問題
[00:04:32.800 --> 00:04:35.800]  你們可能都覺得
[00:04:35.800 --> 00:04:38.800]  真的離別是一件好事嗎
[00:04:38.800 --> 00:04:41.800]  其實離別也可能是一件好事
[00:04:41.800 --> 00:04:43.800]  我不知道大家
[00:04:43.800 --> 00:04:47.800]  年輕的未看過這張照片
[00:04:47.800 --> 00:04:50.800]  上了年紀我們這些就見過
[00:04:50.800 --> 00:04:53.800]  84年中英聯合聲明之後
[00:04:53.800 --> 00:04:56.800]  到89年的天安門事件
[00:04:56.800 --> 00:04:57.800]  很多人離開香港
[00:04:57.800 --> 00:04:59.800]  90年代的移民潮
[00:04:59.800 --> 00:05:02.800]  移民潮其實對香港是一件很傷的事
[00:05:02.800 --> 00:05:04.800]  彷如近幾年都是這樣
[00:05:04.800 --> 00:05:07.800]  不過亦都產生正面的果效
[00:05:07.800 --> 00:05:10.800]  有很多崗位流空了
[00:05:10.800 --> 00:05:14.800]  特別是中層的流空了
[00:05:14.800 --> 00:05:16.800]  有機會向上流動
[00:05:16.800 --> 00:05:18.800]  特別是在教會界
[00:05:18.800 --> 00:05:20.800]  90年代很多人去了北美
[00:05:20.800 --> 00:05:21.800]  很多牧者
[00:05:21.800 --> 00:05:24.800]  不同年輕一代的牧者
[00:05:24.800 --> 00:05:26.800]  上位了
[00:05:26.800 --> 00:05:29.800]  上了一些堂主任級的位置
[00:05:29.800 --> 00:05:32.800]  成為了很年輕的傳道牧者
[00:05:32.800 --> 00:05:35.800]  所以離別不一定是壞事
[00:05:35.800 --> 00:05:39.800]  耶穌基督離別是帶著送給門徒的祝福
[00:05:39.800 --> 00:05:41.800]  是什麼祝福呢
[00:05:41.800 --> 00:05:44.800]  經文24章上文
[00:05:44.800 --> 00:05:46.800]  耶穌已經說得很清楚
[00:05:46.800 --> 00:05:47.800]  祝福是什麼呢
[00:05:47.800 --> 00:05:49.800]  當祂離別的時候
[00:05:49.800 --> 00:05:54.800]  祂會將父神的英許賜給門徒
[00:05:54.800 --> 00:05:55.800]  是什麼英許呢
[00:05:55.800 --> 00:05:57.800]  這個英許就說明了
