
[00:00:00.000 --> 00:00:04.740]  我們有了重生的生命之後
[00:00:04.740 --> 00:00:09.800]  還要在禱告上學習
[00:00:09.800 --> 00:00:13.400]  就好像一個小孩子
[00:00:13.400 --> 00:00:15.800]  他是有生命
[00:00:15.800 --> 00:00:19.320]  但是他和父親的談話還要學習
[00:00:19.320 --> 00:00:23.280]  他和他爸爸聊天還是要學習
[00:00:23.280 --> 00:00:27.880]  在我們禮拜四晚上的門徒訓練結束以後
[00:00:27.880 --> 00:00:31.360]  在我們禮拜四的門徒訓練結束之後
[00:00:31.360 --> 00:00:36.360]  我們就將一個新的重點放在禱告會上
[00:00:36.360 --> 00:00:40.200]  我們會將一個新的重點放在禱告會裏面
[00:00:40.200 --> 00:00:43.280]  我們會開始一個
[00:00:43.280 --> 00:00:46.760]  出信族的人的禱告學習班
[00:00:46.760 --> 00:00:51.720]  我們會開始一個初信主的人的禱告學習班
[00:00:51.720 --> 00:00:55.000]  在禮拜四晚上的禱告會裏面舉行
[00:00:55.000 --> 00:00:58.800]  在禮拜四晚上的禱告會裏面舉行
[00:00:58.800 --> 00:01:00.720]  這是很重要的學習
[00:01:00.720 --> 00:01:02.880]  這是很重要的學習
[00:01:02.880 --> 00:01:05.160]  如果一個人沒有學會禱告
[00:01:05.160 --> 00:01:07.200]  如果一個人沒有學會祈禱
[00:01:07.200 --> 00:01:09.800]  他的靈性總是站不住
[00:01:09.800 --> 00:01:12.160]  他的靈性總是站不住
[00:01:12.160 --> 00:01:15.800]  稍微受一點難阻
[00:01:15.800 --> 00:01:19.600]  稍微遭遇一點困難
[00:01:19.600 --> 00:01:23.400]  稍微受一點試煉
[00:01:23.400 --> 00:01:26.720]  稍微有一點不如意
[00:01:26.720 --> 00:01:28.080]  稍微有一點不如意
[00:01:28.080 --> 00:01:29.360]  他就會搖動
[00:01:29.360 --> 00:01:32.720]  甚至跌倒
[00:01:32.720 --> 00:01:36.960]  所以我們中間初信主的弟兄姊妹
[00:01:36.960 --> 00:01:39.880]  所以我們中間初信主的弟兄姊妹
[00:01:39.880 --> 00:01:43.760]  應該學習禱告
[00:01:43.760 --> 00:01:49.040]  這件事對你的靈性的建立有很重要的關係
[00:01:49.040 --> 00:01:52.720]  這件事對你的靈性的建立有很重要的關係
[00:01:52.720 --> 00:01:57.760]  我們以後會宣佈禱告學習班的時間
[00:01:57.760 --> 00:02:03.440]  我們以後會宣佈禱告學習班的時間
[00:02:03.440 --> 00:02:07.960]  聖經又告訴我們
[00:02:07.960 --> 00:02:17.760]  禱告是天父所定的蒙福的條件
[00:02:17.760 --> 00:02:19.920]  請大家搬到馬太福音
[00:02:19.920 --> 00:02:22.920]  請大家搬到馬太福音
[00:02:22.920 --> 00:02:30.560]  第七章十一節
[00:02:30.560 --> 00:02:34.160]  馬太福音第七章第十一節
[00:02:34.160 --> 00:02:36.520]  新約聖經第九頁
[00:02:36.520 --> 00:02:38.880]  「你們雖然不好
[00:02:38.880 --> 00:02:41.880]  尚且知道拿好東西給兒女
[00:02:41.880 --> 00:02:44.560]  何況你們在天上的父
[00:02:44.560 --> 00:02:48.920]  豈不更把好東西給求他的人嗎?
[00:02:48.920 --> 00:02:53.160]  這裡把好東西和求連在一起
[00:02:53.160 --> 00:03:06.480]  祈求的人可以得到天父的好東西
[00:03:06.480 --> 00:03:15.480]  這裡說的好東西就是各樣的屬靈的福氣
[00:03:15.480 --> 00:03:21.160]  天父有很多的屬靈的福氣
[00:03:21.160 --> 00:03:23.280]  他預備好了
[00:03:23.280 --> 00:03:27.680]  要給求他的人
[00:03:27.680 --> 00:03:33.720]  這是天父定的一個蒙福的道路
[00:03:33.720 --> 00:03:35.120]  在這裡主耶穌
[00:03:35.120 --> 00:03:39.440]  把世間做父母的和天父做一個比較
[00:03:39.440 --> 00:03:49.520]  主說:你們雖然不好
[00:03:49.520 --> 00:03:58.640]  尚且願意把好東西給兒女
[00:03:58.640 --> 00:04:03.320]  何況你們天上的父
[00:04:03.320 --> 00:04:11.000]  豈不更把好東西給求他的人嗎?
[00:04:11.000 --> 00:04:13.640]  這是一個應許
[00:04:13.640 --> 00:04:19.480]  也是一個條件
[00:04:19.480 --> 00:04:22.520]  聖經又告訴我們
[00:04:22.520 --> 00:04:33.280]  禱告是神所定的屬靈能力的出口
[00:04:33.280 --> 00:04:37.080]  大家都記得
[00:04:37.080 --> 00:04:41.360]  《詩圖行傳》告訴我們
[00:04:41.360 --> 00:04:51.520]  教會歷史的第一頁就是禱告
[00:04:51.520 --> 00:04:54.960]  大家都記得很清楚
[00:04:54.960 --> 00:04:58.680]  在《詩圖行傳》第一章
[00:04:58.680 --> 00:05:01.080]  告訴我們當時的門徒
[00:05:01.080 --> 00:05:12.880]  在所謂馬可樓上同心合意禱告
[00:05:12.880 --> 00:05:14.280]  多少時間?
[00:05:14.280 --> 00:05:18.880]  一年十天
[00:05:18.880 --> 00:05:23.320]  從主升天的時候開始
[00:05:23.320 --> 00:05:27.280]  一直到五星節的時候
[00:05:27.280 --> 00:05:30.680]  整整十天的時間
[00:05:30.680 --> 00:05:35.320]  他們同心合意禱告
[00:05:35.320 --> 00:05:38.880]  然後聖靈降臨
[00:05:38.880 --> 00:05:44.880]  教會就開始禱告
[00:05:44.880 --> 00:05:47.400]  所以教會的開始是禱告
[00:05:47.400 --> 00:05:49.600]  不僅如此
[00:05:49.600 --> 00:05:53.680]  《詩圖行傳》又告訴我們
[00:05:53.680 --> 00:05:59.160]  門徒的禱告和聖靈的工作與能力
[00:05:59.160 --> 00:06:06.000]  密切連在一起
[00:06:06.000 --> 00:06:11.480]  兩件事差不多成為一件事
[00:06:11.480 --> 00:06:15.480]  當門徒禱告的時候
[00:06:15.480 --> 00:06:19.320]  聖靈就大大作功
[00:06:19.320 --> 00:06:22.120]  彰顯能力
[00:06:22.120 --> 00:06:28.640]  《詩圖行傳》是我們的課本
[00:06:28.640 --> 00:06:31.040]  每一個教會
[00:06:31.040 --> 00:06:40.640]  都應該多多研討《詩圖行傳》
[00:06:40.640 --> 00:06:46.160]  一個美好的榜樣擺在我們面前
[00:06:46.160 --> 00:06:49.520]  我們不是要死板地學《詩圖行傳》
[00:06:49.520 --> 00:06:52.560]  我們不是要死板地學《詩圖行傳》
[00:06:52.560 --> 00:06:58.000]  但是我們要吸收裏面的真理
[00:06:58.000 --> 00:07:02.640]  抓住裏面的原則
[00:07:02.640 --> 00:07:04.880]  原則之一
[00:07:04.880 --> 00:07:13.760]  就是禱告和聖靈的能力連在一起
[00:07:13.760 --> 00:07:17.680]  這是我們要抓住的一個真理
[00:07:17.680 --> 00:07:20.200]  這是我們要抓住的一個真理
[00:07:20.200 --> 00:07:21.960]  不單止是這樣
[00:07:21.960 --> 00:07:25.560]  整個教會歷史都是告訴我們這件事
[00:07:25.560 --> 00:07:33.200]  教會歷史裏面有很多的復興運動
[00:07:33.200 --> 00:07:37.680]  每一次復興運動
[00:07:37.680 --> 00:07:46.320]  都有很明顯的禱告的動力
[00:07:46.320 --> 00:07:49.840]  這是沒有人能否認的一件事
[00:07:49.840 --> 00:07:52.640]  這是一個沒有人能否認的事實
[00:07:52.640 --> 00:07:55.160]  大家都知道
[00:07:55.160 --> 00:07:59.120]  就全世界來說
[00:07:59.120 --> 00:08:05.000]  美國的教會是比較熱心
[00:08:05.000 --> 00:08:12.920]  他們在傳福音的工作上貢獻最大
[00:08:12.920 --> 00:08:15.480]  為什麼是這樣呢?
[00:08:15.480 --> 00:08:22.520]  因為在美國的二百多年的歷史裏面
[00:08:22.520 --> 00:08:26.960]  有好幾次的大復興
[00:08:26.960 --> 00:08:29.760]  每一次的復興裏面
[00:08:29.760 --> 00:08:35.720]  有很強烈的禱告的心智
[00:08:35.720 --> 00:08:39.640]  因此影響很大
[00:08:39.640 --> 00:08:46.600]  給美國的教會打了一個根基
[00:08:46.600 --> 00:08:50.560]  我讀教會歷史的時候發現
[00:08:50.560 --> 00:08:53.160]  我舉一個例子
[00:08:53.160 --> 00:08:59.640]  在二百多年前
[00:08:59.640 --> 00:09:03.520]  在美國有一個主的僕人
