
[00:00:00.000 --> 00:00:03.920]  今天下午有神聖的典禮
[00:00:03.920 --> 00:00:06.240]  (主)今天下午有神聖的典禮
[00:00:06.240 --> 00:00:09.400]  這是我們全教會性的典禮
[00:00:09.400 --> 00:00:11.720]  (主)是我們全教會性的典禮
[00:00:11.720 --> 00:00:13.680]  所以請大家都來
[00:00:13.680 --> 00:00:15.520]  (主)所以請大家都來
[00:00:15.520 --> 00:00:21.160]  大家來對消受華同宮是支持和鼓勵
[00:00:21.160 --> 00:00:25.240]  (主)大家來是對消受華同宮支持和鼓勵
[00:00:25.240 --> 00:00:30.040]  我相信大家的來對它很重要也很寶貴
[00:00:30.040 --> 00:00:33.960]  我相信大家的來對它很重要也很寶貴
[00:00:33.960 --> 00:00:39.680]  (主)我們在這裡表示我們所有的同宮弟兄姊妹
[00:00:39.680 --> 00:00:43.120]  同心合一的侍奉主見證主
[00:00:43.120 --> 00:00:46.200]  我們在這裡就表示我們大家同宮和信徒
[00:00:46.200 --> 00:00:49.360]  一同見證主和侍奉主
[00:00:49.360 --> 00:00:53.560]  (主)我們低頭祈禱
[00:00:53.560 --> 00:00:55.320]  (主)主啊我們要敬拜祢
[00:00:55.320 --> 00:00:56.520]  (主)我們要高舉祢
[00:00:56.520 --> 00:00:58.280]  (主)我們要讚美祢
[00:00:58.280 --> 00:01:00.080]  (主)我們不負在祢的面前
[00:01:00.080 --> 00:01:02.360]  (主)正是無體土地
[00:01:02.360 --> 00:01:04.600]  (主)從我們的內心的深處
[00:01:04.600 --> 00:01:08.040]  (主)對祢發出敬拜和讚歎
[00:01:08.040 --> 00:01:11.160]  (主)主啊我們也要領受祢的話語
[00:01:11.160 --> 00:01:13.080]  (主)求我們的老師
[00:01:13.080 --> 00:01:16.680]  (主)寶慧師聖靈親自的教導我們
[00:01:16.680 --> 00:01:19.400]  (主)帶領我們進入真理
[00:01:19.400 --> 00:01:22.680]  (主)不但明白也進入到真理的當中
[00:01:22.680 --> 00:01:26.200]  (主)來實踐來生活
[00:01:26.200 --> 00:01:28.840]  (主)成為我們一切的規範
[00:01:28.840 --> 00:01:33.400]  (主)主啊我們謙卑科目在祢的施恩台前
[00:01:33.400 --> 00:01:35.640]  (主)求祢向我們發聲
[00:01:35.640 --> 00:01:37.880]  (主)求祢幫助祢的兩個孩子
[00:01:37.880 --> 00:01:40.200]  (主)把祢的話語傳達的清楚
[00:01:40.200 --> 00:01:42.680]  (主)我們一同領受心中
[00:01:42.680 --> 00:01:45.800]  (主)聚會中七分鐘毫無攔阻
[00:01:45.800 --> 00:01:47.160]  (主)奉主的名禱告
[00:01:47.160 --> 00:01:49.320]  (主)阿們
[00:01:49.320 --> 00:01:54.200]  請大家翻到加拉太書第二章
[00:01:54.200 --> 00:01:58.360]  請大家翻到加拉太書第二章
[00:01:58.360 --> 00:02:00.360]  第二十節
[00:02:00.360 --> 00:02:02.120]  第二十節
[00:02:02.120 --> 00:02:06.440]  加拉太書二章二十節
[00:02:06.440 --> 00:02:09.400]  我已經與基督同釘十字架
[00:02:09.400 --> 00:02:12.200]  現在活著的不再是我
[00:02:12.200 --> 00:02:15.080]  乃是基督在我裡面活著
[00:02:15.080 --> 00:02:17.640]  並且我如今在肉身活著
[00:02:17.640 --> 00:02:20.280]  是因信上帝的兒子而活
[00:02:20.280 --> 00:02:23.720]  他是愛我 為我捨己
[00:02:23.720 --> 00:02:27.240]  這一節經文是保羅的金句
[00:02:27.240 --> 00:02:31.560]  這一節經文是保羅的金句
[00:02:31.560 --> 00:02:34.920]  我們也願意拿來做我們的金句
[00:02:34.920 --> 00:02:37.800]  我們也願意拿來做我們的金句
[00:02:37.800 --> 00:02:39.640]  在這一節的經文裡
[00:02:39.640 --> 00:02:41.480]  在這一節的經文裡
[00:02:41.480 --> 00:02:44.920]  讓我們看見基督徒人生的意義
[00:02:44.920 --> 00:02:48.200]  讓我們看見基督徒人生的意義
[00:02:48.200 --> 00:02:52.040]  我們要把這一節經文分析來領受
[00:02:52.040 --> 00:02:55.240]  我們要把這一節經文分析來領受
[00:02:55.240 --> 00:03:00.440]  就如藉著這一節經文向我們每個人心裡講話
[00:03:00.440 --> 00:03:02.200]  求主就將這一節經文
[00:03:02.200 --> 00:03:05.320]  向我們每一個人的心裡講話
[00:03:05.320 --> 00:03:09.720]  首先我們要注意到
[00:03:09.720 --> 00:03:15.000]  基督徒的人生是與基督聯合的人生
[00:03:15.000 --> 00:03:19.960]  基督徒的人生是與基督聯繫的人生
[00:03:19.960 --> 00:03:21.480]  聯合的人生
[00:03:21.480 --> 00:03:23.640]  我們看第二十節第一句
[00:03:23.640 --> 00:03:26.440]  我們看二十節的第一句
[00:03:26.440 --> 00:03:30.360]  我已經與基督同釘十字架
[00:03:30.360 --> 00:03:33.240]  我已經與基督同釘十字架
[00:03:33.240 --> 00:03:36.200]  我們特別注意那個「同」字
[00:03:36.200 --> 00:03:38.440]  我們特別注意那個「同」字
[00:03:38.440 --> 00:03:41.640]  我們和基督同釘十字架
[00:03:41.640 --> 00:03:45.080]  我們與基督同釘十字架
[00:03:45.080 --> 00:03:47.880]  有些聖經的學者告訴我們
[00:03:47.880 --> 00:03:50.360]  有些聖經學者告訴我們
[00:03:50.360 --> 00:03:58.440]  這個同釘十字架在希臘文法裡面的實事是完成式
[00:03:58.440 --> 00:04:04.920]  這兩個字在希臘文的時間式上是完成式
[00:04:04.920 --> 00:04:09.400]  就表示這是過去已經完成的一件事
[00:04:09.400 --> 00:04:12.760]  就表示這是過去已經完成的一件事
[00:04:12.760 --> 00:04:17.720]  因此在一些聖經著釋裡面告訴我們
[00:04:17.720 --> 00:04:21.400]  因此在一些聖經著釋裡面告訴我們
[00:04:21.400 --> 00:04:26.120]  這是基督徒的一個繼承的地位
[00:04:26.120 --> 00:04:29.000]  這是基督徒繼承的地位
[00:04:29.000 --> 00:04:33.160]  已經繼承的地位
[00:04:33.160 --> 00:04:37.960]  已經完成的一個地位
[00:04:37.960 --> 00:04:44.520]  是神為我們安排的一個立場
[00:04:44.520 --> 00:04:47.800]  這是神的旨意
[00:04:47.800 --> 00:04:51.960]  當基督釘十字架的時候
[00:04:51.960 --> 00:04:55.000]  在神的計劃中
[00:04:55.000 --> 00:04:58.360]  在神的旨意中
[00:04:58.360 --> 00:05:02.840]  已經是要我們和基督同釘十字架
[00:05:02.840 --> 00:05:06.840]  是已經要我們和基督同釘十字架了
[00:05:06.840 --> 00:05:10.120]  十字架的意義可以用兩個字來表達
[00:05:10.120 --> 00:05:13.240]  十字架的意義可以用兩個字來表達
[00:05:13.240 --> 00:05:16.760]  就是認同
[00:05:16.760 --> 00:05:18.760]  基督和我們認同
[00:05:18.760 --> 00:05:20.920]  我們又和基督認同
[00:05:20.920 --> 00:05:22.680]  基督與我們認同
[00:05:22.680 --> 00:05:24.680]  我們又與基督認同
[00:05:24.680 --> 00:05:28.280]  基督認同我們
[00:05:28.280 --> 00:05:32.040]  站在我們的地位上為我們死
[00:05:32.040 --> 00:05:35.480]  站在我們的地位上為我們死
[00:05:35.480 --> 00:05:38.040]  完成了救恩
[00:05:38.040 --> 00:05:44.040]  我們這方面又和基督認同
[00:05:44.040 --> 00:05:47.080]  與祂同死
[00:05:47.080 --> 00:05:50.600]  基督向我們認同
[00:05:50.600 --> 00:05:56.440]  站在我們的地位上替我們死
[00:05:56.440 --> 00:06:00.200]  我們又與基督認同
[00:06:00.200 --> 00:06:03.080]  與祂同死
[00:06:03.080 --> 00:06:07.560]  我們與基督同死同釘十字架是什麼意思呢?
[00:06:07.560 --> 00:06:12.200]  我們與基督同死同釘十字架是什麼意思呢?
[00:06:12.200 --> 00:06:15.560]  在我們的秩序單上
[00:06:15.560 --> 00:06:18.920]  經文的最後一節
[00:06:18.920 --> 00:06:23.320]  就是五章二十四節
[00:06:23.320 --> 00:06:26.680]  在那裏這樣說
[00:06:26.680 --> 00:06:28.120]  請你讀二十四節
[00:06:28.120 --> 00:06:29.480]  第二十四節
[00:06:29.480 --> 00:06:31.800]  凡屬基督耶穌的人
[00:06:31.800 --> 00:06:33.720]  是已經把肉體
[00:06:33.720 --> 00:06:36.200]  連肉體的邪情私欲
[00:06:36.200 --> 00:06:38.520]  同釘在十字架上了
[00:06:38.520 --> 00:06:41.560]  我們和主同釘十字架的意義
[00:06:41.560 --> 00:06:45.480]  就是我們的肉體和祂的邪情私欲
[00:06:45.480 --> 00:06:47.960]  都同釘在十字架上
[00:06:47.960 --> 00:06:50.600]  我們與基督同釘十字架的意義
[00:06:50.600 --> 00:06:52.360]  就是我們已經把肉體
[00:06:52.360 --> 00:06:54.360]  連肉體的邪情私欲
[00:06:54.360 --> 00:06:57.480]  都同釘在十字架上了
[00:06:57.480 --> 00:06:58.600]  這就是說
[00:06:58.600 --> 00:07:01.160]  把神不喜悅的一切的事
[00:07:01.160 --> 00:07:03.160]  都釘在十字架上
[00:07:03.160 --> 00:07:06.280]  也就是說把神不喜歡的一切
[00:07:06.280 --> 00:07:08.040]  都釘在十字架上了
[00:07:08.040 --> 00:07:10.040]  和基督同釘
[00:07:10.040 --> 00:07:12.040]  就是與基督同釘
[00:07:12.040 --> 00:07:14.760]  這是神為我們定的立場
[00:07:14.760 --> 00:07:17.240]  這是神為我們定的立場
[00:07:17.240 --> 00:07:19.480]  是神的旨意計劃
[00:07:19.480 --> 00:07:21.480]  是神的旨意計劃
[00:07:21.480 --> 00:07:25.880]  我們領受這個真理
[00:07:25.880 --> 00:07:29.480]  站穩這個立場
[00:07:29.480 --> 00:07:33.240]  和基督聯合
[00:07:33.240 --> 00:07:35.080]  所以我們的人生
[00:07:35.080 --> 00:07:38.520]  第一是與基督聯合的人生
[00:07:38.520 --> 00:07:39.800]  所以我們的人生
[00:07:39.800 --> 00:07:42.840]  第一就是與基督聯合的人生
[00:07:42.840 --> 00:07:44.280]  第二
[00:07:44.280 --> 00:07:51.160]  我們的人生是否定自我的人生
[00:07:51.160 --> 00:07:54.760]  我們再返回《加拿大大術》第二章20節
[00:07:54.760 --> 00:07:58.120]  我們再返回《加拿大大術》第二章20節
[00:07:58.120 --> 00:07:59.880]  第二句
[00:07:59.880 --> 00:08:08.920]  現在活著的不再是我
[00:08:08.920 --> 00:08:12.360]  自我被否定
[00:08:12.360 --> 00:08:16.280]  基督被確定
[00:08:16.280 --> 00:08:20.280]  否定自我不是目的
[00:08:20.280 --> 00:08:22.600]  那是途徑
[00:08:22.600 --> 00:08:24.600]  那是方法
[00:08:24.600 --> 00:08:29.240]  目的是要確定基督
[00:08:29.240 --> 00:08:35.240]  如果我自己不被否定的話
[00:08:35.240 --> 00:08:40.760]  事實上基督就不可能被確定
[00:08:40.760 --> 00:08:42.200]  我也被確定
[00:08:42.200 --> 00:08:43.640]  基督也被確定
[00:08:43.640 --> 00:08:49.880]  立刻有衝突
[00:08:49.880 --> 00:08:52.760]  所以保羅告訴我們
[00:08:52.760 --> 00:08:56.440]  我們要否定自我
[00:08:56.440 --> 00:09:00.040]  不再是自我中心
[00:09:00.040 --> 00:09:06.520]  那是確定基督中心
[00:09:06.520 --> 00:09:08.360]  這樣一來
[00:09:08.360 --> 00:09:15.720]  基督就在我們的人生中成為中心
[00:09:15.720 --> 00:09:21.320]  成為我們人生的定位點
[00:09:21.320 --> 00:09:27.160]  我們一切向祂看齊
[00:09:27.160 --> 00:09:30.440]  祂坐在寶座上
[00:09:30.440 --> 00:09:34.200]  祂被確定了
[00:09:34.200 --> 00:09:35.800]  我們否定自我
[00:09:35.800 --> 00:09:41.000]  就是把自我裏面有許許多多不好的東西都除去
[00:09:41.000 --> 00:09:43.000]  我們越認識自己
[00:09:43.000 --> 00:09:46.760]  我們就越知道我們有多少的毛病
[00:09:46.760 --> 00:09:48.280]  我們越認識自己
[00:09:48.280 --> 00:09:51.240]  我們就越發覺到自己有很多的毛病
[00:09:51.240 --> 00:09:53.240]  有多少的敗壞
[00:09:53.240 --> 00:09:55.240]  有多少的罪過
[00:09:55.240 --> 00:09:57.240]  有多少的問題
[00:09:57.240 --> 00:10:00.760]  我們要把這些否定
[00:10:00.760 --> 00:10:04.760]  我們要確定基督
[00:10:04.760 --> 00:10:08.760]  讓我們知道我們有多少的問題
[00:10:08.760 --> 00:10:10.760]  我們要確定基督
[00:10:10.760 --> 00:10:18.360]  讓祂在我們的人生裏面做主管
[00:10:18.360 --> 00:10:20.360]  第三點
[00:10:20.360 --> 00:10:29.400]  我們的人生是反合性的人生
[00:10:29.400 --> 00:10:32.840]  我們注意兩句話
[00:10:32.840 --> 00:10:37.400]  表面是相反的
[00:10:37.400 --> 00:10:39.400]  是矛盾的
[00:10:39.400 --> 00:10:42.840]  但是裏面是一致的
[00:10:42.840 --> 00:10:46.120]  這兩句話是甚麼呢?
[00:10:46.120 --> 00:10:48.120]  第一句
[00:10:48.120 --> 00:10:53.080]  現在活著的不再是我
[00:10:53.080 --> 00:10:55.080]  但是下面又說
[00:10:55.080 --> 00:11:00.920]  我如今在肉身活著
[00:11:00.920 --> 00:11:06.920]  上一句說不再是我活著
[00:11:06.920 --> 00:11:09.480]  下一句說我活著
[00:11:09.480 --> 00:11:11.480]  第二句就說我活著
[00:11:11.480 --> 00:11:13.480]  這好像是矛盾
[00:11:13.480 --> 00:11:18.200]  又不是我活著 又是我活著
[00:11:18.200 --> 00:11:20.200]  這好像是衝突的
[00:11:20.200 --> 00:11:24.360]  事實上在裏面是一致的
[00:11:24.360 --> 00:11:28.920]  意思就是說
[00:11:28.920 --> 00:11:35.080]  我自我被否定的時候
[00:11:35.080 --> 00:11:38.120]  不是我消失了
[00:11:38.120 --> 00:11:44.280]  那是我和耶穌基督合一了
[00:11:44.280 --> 00:11:49.160]  所以我們的自我消失
[00:11:49.160 --> 00:11:53.000]  那是一個積極的消失
[00:11:53.000 --> 00:11:58.600]  因為我們和耶穌基督融合為一
[00:11:58.600 --> 00:12:01.480]  所以我們消失了
[00:12:01.480 --> 00:12:07.400]  我們的現在的活著不是木偶的樣子的活著
[00:12:07.400 --> 00:12:14.120]  不是傀儡式的活著
[00:12:14.120 --> 00:12:18.520]  而是從我們的意志裏面和基督合一
[00:12:18.520 --> 00:12:20.520]  讓基督活著
[00:12:20.520 --> 00:12:27.000]  我們的自我沒有消失
[00:12:27.000 --> 00:12:31.080]  我們的自我是和基督合一
[00:12:31.080 --> 00:12:33.560]  我們的自我是和基督合一
[00:12:33.560 --> 00:12:37.000]  這種的消失那是真的消失
[00:12:37.000 --> 00:12:45.320]  你看一個人做木偶戲的時候
[00:12:45.320 --> 00:12:54.280]  看見那個木偶完全受後面那隻手的控制
[00:12:54.280 --> 00:13:01.320]  幕後那隻手才是主宰一切
[00:13:01.320 --> 00:13:05.960]  我們的基督徒生活不是這樣
[00:13:05.960 --> 00:13:11.320]  我們不是傀儡 我們不是木偶
[00:13:11.320 --> 00:13:14.520]  我們是和基督合一
[00:13:14.520 --> 00:13:24.200]  我們是把意志和基督的旨意融合在一起
[00:13:24.200 --> 00:13:29.960]  這個裏面有被動的主動
[00:13:29.960 --> 00:13:33.880]  我們被主的愛感動
[00:13:33.880 --> 00:13:37.720]  我們被主的真理感動
[00:13:37.720 --> 00:13:46.120]  而自動的和主合一
[00:13:46.120 --> 00:13:50.360]  主主動來感動我們
[00:13:50.360 --> 00:13:52.840]  我們被感動
[00:13:52.840 --> 00:13:56.600]  但是在被感動之中
[00:13:56.600 --> 00:14:00.040]  我們有主動的和基督合一
[00:14:00.040 --> 00:14:05.320]  接受祂的旨意
[00:14:05.320 --> 00:14:09.480]  這是被動的主動
[00:14:09.480 --> 00:14:14.360]  完全的被動是傀儡
[00:14:14.360 --> 00:14:19.880]  我們被動的主動才是與主合一
[00:14:19.880 --> 00:14:25.000]  所以在基督徒的生活裏面
[00:14:25.000 --> 00:14:28.360]  我們的意志有作用
[00:14:28.360 --> 00:14:31.160]  我們的理性有作用
[00:14:31.160 --> 00:14:33.800]  我們的感情有作用
[00:14:33.800 --> 00:14:38.040]  我們的意志上與基督的意志合一
[00:14:38.040 --> 00:14:43.080]  我們的理性與基督的理性合一
[00:14:43.080 --> 00:14:47.800]  我們的感情與基督的感情合一
[00:14:47.800 --> 00:14:51.880]  在這一切之中
[00:14:51.880 --> 00:14:57.560]  我們仍然有主動
[00:14:57.560 --> 00:15:04.520]  這樣我們就沒有消失我們的價值
[00:15:04.520 --> 00:15:07.080]  這是神的旨意
[00:15:07.080 --> 00:15:16.520]  感謝神祂的作為不是讓我們做傀儡的作為
[00:15:16.520 --> 00:15:18.600]  第四方面
[00:15:18.600 --> 00:15:24.440]  我們的人生是超然性的人生
[00:15:24.440 --> 00:15:29.800]  不再是我乃是基督
[00:15:29.800 --> 00:15:33.000]  基督在我裏面
[00:15:33.000 --> 00:15:36.520]  來活出祂的生命
[00:15:36.520 --> 00:15:39.720]  透過我的信服
[00:15:39.720 --> 00:15:43.000]  透過我與祂的合一
[00:15:43.000 --> 00:15:47.640]  來活出祂的生命
[00:15:47.640 --> 00:15:51.720]  所以這是超然的生命
[00:15:51.720 --> 00:15:53.800]  我們不可能用自己的力量
[00:15:53.800 --> 00:16:01.400]  來真正的過一個基督徒的人生
[00:16:01.400 --> 00:16:04.440]  因為那個標準很高
[00:16:04.440 --> 00:16:09.400]  是超過我們能做到的
[00:16:09.400 --> 00:16:13.240]  那是基督在我們裏面
[00:16:13.240 --> 00:16:17.480]  活出祂的生命來
[00:16:17.480 --> 00:16:20.120]  但是我們要信服
[00:16:20.120 --> 00:16:24.280]  我們要主動的與祂合一
[00:16:24.280 --> 00:16:31.880]  然後祂能夠在我們裏面活出祂的生命來
[00:16:31.880 --> 00:16:34.520]  基督在我們裏面
[00:16:34.520 --> 00:16:36.920]  所以我們能做到我們原來做不到的
[00:16:36.920 --> 00:16:40.120]  所以我們能做到我們原來做不到的
