
[00:00:00.000 --> 00:00:02.000]  (字幕:我是阿神)
[00:00:02.000 --> 00:00:07.920]  今日的問題是
[00:00:07.920 --> 00:00:11.400]  基督徒可不可以追星
[00:00:11.400 --> 00:00:14.000]  最近很多人追韓星
[00:00:14.000 --> 00:00:16.000]  或者追ViuTV
[00:00:16.000 --> 00:00:22.480]  追星其實是一個很廣泛的用語
[00:00:22.480 --> 00:00:24.480]  我年輕的時候
[00:00:24.480 --> 00:00:27.280]  會追翡翠劇場
[00:00:27.280 --> 00:00:30.960]  據聞當年倚天屠龍記
[00:00:30.960 --> 00:00:34.480]  鄭少秋大結局的時候
[00:00:34.480 --> 00:00:36.480]  連街上都少了人
[00:00:36.480 --> 00:00:40.200]  個個蹲在家裏看翡翠劇場
[00:00:40.200 --> 00:00:44.360]  這些算不算追星呢
[00:00:44.360 --> 00:00:48.800]  為何今天很多人說追星呢
[00:00:48.800 --> 00:00:54.840]  可能因為今天的宣傳技巧有些變了
[00:00:54.840 --> 00:00:59.160]  例如上一排我去坐天星小輪
[00:00:59.160 --> 00:01:01.640]  過海見到一批人
[00:01:01.640 --> 00:01:03.640]  個個穿上T恤
[00:01:03.640 --> 00:01:06.840]  那天天星小輪不用錢
[00:01:06.840 --> 00:01:10.160]  就是那位星請我們坐天星小輪
[00:01:10.160 --> 00:01:16.720]  今日那個星很動員到他的粉絲
[00:01:16.720 --> 00:01:18.320]  去幫他做些事
[00:01:18.320 --> 00:01:23.840]  於是今日追星多了很多行為可以參與
[00:01:23.840 --> 00:01:25.840]  出了很多產品
[00:01:25.840 --> 00:01:27.840]  例如在海運大廈
[00:01:27.840 --> 00:01:30.840]  做了MIRROR的大相
[00:01:30.840 --> 00:01:33.840]  讓你站在那裏可以和MIRROR的頭
[00:01:33.840 --> 00:01:35.840]  星的頭拍照
[00:01:35.840 --> 00:01:37.840]  從某個角度來看
[00:01:37.840 --> 00:01:39.840]  追星是哪個年代都有的
[00:01:39.840 --> 00:01:41.840]  不是新的現象
[00:01:41.840 --> 00:01:43.840]  不過一些追星的行為
[00:01:43.840 --> 00:01:47.840]  的確是近幾年
[00:01:47.840 --> 00:01:49.840]  或者十年
[00:01:49.840 --> 00:01:51.840]  做得比較誇張
[00:01:51.840 --> 00:01:53.840]  又回到問題
[00:01:53.840 --> 00:01:55.840]  可不可以
[00:01:55.840 --> 00:01:58.840]  追星上主會很生氣
[00:01:58.840 --> 00:02:00.840]  我覺得不是的
[00:02:00.840 --> 00:02:02.840]  你不會因為追星而落地獄
[00:02:02.840 --> 00:02:04.840]  追星是偶像
[00:02:04.840 --> 00:02:06.840]  我想一般基督徒都知道
[00:02:06.840 --> 00:02:09.840]  姜濤不是耶穌
[00:02:09.840 --> 00:02:13.840]  追姜濤不等於敬拜耶穌
[00:02:13.840 --> 00:02:15.840]  如果真的有人混亂
[00:02:15.840 --> 00:02:17.840]  當向姜濤抱告
[00:02:17.840 --> 00:02:19.840]  你就要和他談談
[00:02:19.840 --> 00:02:21.840]  這些追星就有問題
[00:02:21.840 --> 00:02:23.840]  如果你和姜濤抱告
[00:02:23.840 --> 00:02:25.840]  不過大部份人
[00:02:25.840 --> 00:02:29.840]  追星不是拍姜濤的相
[00:02:29.840 --> 00:02:31.840]  和他鞠躬
[00:02:31.840 --> 00:02:33.840]  或者求姜濤保佑他
[00:02:33.840 --> 00:02:35.840]  一般追星都不是這些
[00:02:35.840 --> 00:02:37.840]  只是和他拍照
[00:02:37.840 --> 00:02:39.840]  一起拍照
[00:02:39.840 --> 00:02:41.840]  買一些和姜濤有關的商品
[00:02:41.840 --> 00:02:45.840]  所以如果是這樣
[00:02:45.840 --> 00:02:47.840]  我覺得追星和
[00:02:47.840 --> 00:02:51.840]  有些人喜歡買迪士尼的東西
[00:02:51.840 --> 00:02:53.840]  有些人喜歡買行山鞋
[00:02:53.840 --> 00:02:55.840]  家裡原來有十對行山鞋
[00:02:55.840 --> 00:02:57.840]  其實每個人都有不同的嗜好
