
[00:00:00.000 --> 00:00:02.000]  在我信耶穌的過程裏面
[00:00:02.000 --> 00:00:04.000]  都有人曾經問過一個問題
[00:00:04.000 --> 00:00:05.000]  其實都不是問問題
[00:00:05.000 --> 00:00:08.000]  是想質問我的信仰
[00:00:08.000 --> 00:00:10.000]  他的說法是甚麼呢
[00:00:10.000 --> 00:00:12.000]  基督教裏面所說
[00:00:12.000 --> 00:00:14.000]  人因為有罪
[00:00:14.000 --> 00:00:16.000]  人要受到應罰
[00:00:16.000 --> 00:00:18.000]  現在耶穌來到了
[00:00:18.000 --> 00:00:21.000]  為我們的罪釘在十字架上
[00:00:21.000 --> 00:00:24.000]  相信耶穌的人的罪
[00:00:24.000 --> 00:00:26.000]  就得到上帝的赦免
[00:00:26.000 --> 00:00:29.000]  以後我就可以繼續犯罪
[00:00:29.000 --> 00:00:31.000]  我自由地去犯罪
[00:00:31.000 --> 00:00:35.000]  上帝的恩典就繼續顯多
[00:00:35.000 --> 00:00:36.000]  沒有我的犯罪
[00:00:36.000 --> 00:00:38.000]  又如何顯出你的恩典呢
[00:00:38.000 --> 00:00:39.000]  沒有我的不好
[00:00:39.000 --> 00:00:41.000]  又如何顯出你的好呢
[00:00:41.000 --> 00:00:42.000]  大家有沒有聽過這樣的說話
[00:00:42.000 --> 00:00:44.000]  意思就是這樣
[00:00:44.000 --> 00:00:46.000]  其實這些說法
[00:00:46.000 --> 00:00:48.000]  在不同的年代
[00:00:48.000 --> 00:00:50.000]  不同的環境裏面
[00:00:50.000 --> 00:00:51.000]  其實都有人這樣說
[00:00:51.000 --> 00:00:54.000]  在保羅的那個年代裏面
[00:00:54.000 --> 00:00:56.000]  去傳福音
[00:00:56.000 --> 00:00:57.000]  都有人這樣說
[00:00:57.000 --> 00:00:59.000]  就是說
[00:00:59.000 --> 00:01:00.000]  保羅之前所說
[00:01:00.000 --> 00:01:02.000]  罪在那裏顯多
[00:01:02.000 --> 00:01:04.000]  恩典就更顯多
[00:01:04.000 --> 00:01:05.000]  有很多人可能都誤會了
[00:01:05.000 --> 00:01:06.000]  保羅這個意思
[00:01:06.000 --> 00:01:07.000]  既然是這樣
[00:01:07.000 --> 00:01:08.000]  要犯多些罪
[00:01:08.000 --> 00:01:10.000]  豈不是上帝的恩典
[00:01:10.000 --> 00:01:12.000]  更能夠去彰顯嗎
[00:01:12.000 --> 00:01:14.000]  誤解了保羅的意思
[00:01:14.000 --> 00:01:15.000]  保羅在這裏說
[00:01:15.000 --> 00:01:17.000]  見乎不可
[00:01:17.000 --> 00:01:18.000]  不是這樣的意思
[00:01:18.000 --> 00:01:19.000]  不是這樣的
[00:01:19.000 --> 00:01:20.000]  不是這樣的
[00:01:20.000 --> 00:01:21.000]  其實保羅所說
[00:01:21.000 --> 00:01:23.000]  罪在那裏顯多
[00:01:23.000 --> 00:01:25.000]  恩典就更顯多
[00:01:25.000 --> 00:01:27.000]  是說到未信耶穌之前
[00:01:27.000 --> 00:01:29.000]  那個狀況
[00:01:29.000 --> 00:01:30.000]  舉一個例子
[00:01:30.000 --> 00:01:31.000]  有一個國家
[00:01:31.000 --> 00:01:33.000]  有兩個囚犯
[00:01:33.000 --> 00:01:35.000]  一個是死囚
[00:01:35.000 --> 00:01:37.000]  就要判死刑
[00:01:37.000 --> 00:01:38.000]  一個要坐二十年監
[00:01:38.000 --> 00:01:41.000]  今天一個皇帝說
[00:01:41.000 --> 00:01:42.000]  大赦天下
[00:01:42.000 --> 00:01:43.000]  無罪了
[00:01:43.000 --> 00:01:45.000]  這一天的囚犯都無罪了
[00:01:45.000 --> 00:01:51.000]  這個要死囚的囚犯
[00:01:51.000 --> 00:01:54.000]  和一個二十年監禁的囚犯
[00:01:54.000 --> 00:01:56.000]  這個感受的恩典更多
[00:01:56.000 --> 00:01:58.000]  當然死囚的感受的恩典更多
[00:01:58.000 --> 00:02:00.000]  客觀上
[00:02:00.000 --> 00:02:03.000]  都是皇帝的恩典
[00:02:03.000 --> 00:02:04.000]  赦免了你們
[00:02:04.000 --> 00:02:06.000]  其實在皇帝的眼中
[00:02:06.000 --> 00:02:07.000]  可以說某程度
[00:02:07.000 --> 00:02:09.000]  都是一樣
[00:02:09.000 --> 00:02:10.000]  赦免了你們
[00:02:10.000 --> 00:02:11.000]  但是在感受上
[00:02:11.000 --> 00:02:13.000]  在人的經歷上
[00:02:13.000 --> 00:02:15.000]  就有多恩典多
[00:02:15.000 --> 00:02:17.000]  恩典少的經歷
[00:02:17.000 --> 00:02:20.000]  其實保羅是說這個情況
[00:02:20.000 --> 00:02:22.000]  保羅繼續說
[00:02:22.000 --> 00:02:24.000]  一個信了耶穌的人
[00:02:24.000 --> 00:02:26.000]  一個相信耶穌的人
[00:02:26.000 --> 00:02:29.000]  已經在罪裡面死了
[00:02:29.000 --> 00:02:32.000]  我們就不可以再在罪中生活
[00:02:32.000 --> 00:02:34.000]  保羅是什麼意思呢
[00:02:34.000 --> 00:02:39.000]  他就用了兩個圖像去解釋
[00:02:39.000 --> 00:02:42.000]  第一個就是耶穌的受死
[00:02:42.000 --> 00:02:44.000]  埋葬和復活
[00:02:44.000 --> 00:02:46.000]  耶穌的受死
[00:02:46.000 --> 00:02:47.000]  被釘在十字架上
[00:02:47.000 --> 00:02:49.000]  這個是客觀的事實
[00:02:49.000 --> 00:02:50.000]  因為當時的保羅
[00:02:50.000 --> 00:02:52.000]  那個情況
[00:02:52.000 --> 00:02:53.000]  有很多人都見過
[00:02:53.000 --> 00:02:54.000]  耶穌被釘十字架
[00:02:54.000 --> 00:02:55.000]  也都
[00:02:55.000 --> 00:02:58.000]  耶穌從死裡面復活
[00:02:58.000 --> 00:02:59.000]  有很多人
[00:02:59.000 --> 00:03:00.000]  也都見過
[00:03:00.000 --> 00:03:02.000]  這個復活的耶穌
[00:03:02.000 --> 00:03:04.000]  在初期教會
[00:03:04.000 --> 00:03:05.000]  其實他們傳講
[00:03:05.000 --> 00:03:06.000]  這個福音
[00:03:06.000 --> 00:03:08.000]  其實內容主要有兩個
[00:03:08.000 --> 00:03:09.000]  主要的內容
[00:03:09.000 --> 00:03:10.000]  第一個就是
[00:03:10.000 --> 00:03:12.000]  傳講耶穌是救主
[00:03:12.000 --> 00:03:14.000]  耶穌就是那個救主
[00:03:14.000 --> 00:03:16.000]  耶穌就是為人類
[00:03:16.000 --> 00:03:18.000]  預備的那個救主
[00:03:18.000 --> 00:03:20.000]  耶穌就是那個
[00:03:20.000 --> 00:03:21.000]  第二個訊息就是
[00:03:21.000 --> 00:03:22.000]  我們見過這個
[00:03:22.000 --> 00:03:26.000]  從死裡面復活的耶穌
[00:03:26.000 --> 00:03:28.000]  他已經從死裡面復活
[00:03:28.000 --> 00:03:29.000]  我們見過
[00:03:29.000 --> 00:03:32.000]  我們願意為他作見證
[00:03:32.000 --> 00:03:34.000]  付出任何代價
[00:03:34.000 --> 00:03:36.000]  我們都願意
[00:03:36.000 --> 00:03:38.000]  接著另一個圖像
[00:03:38.000 --> 00:03:40.000]  就是基督徒的洗禮
[00:03:40.000 --> 00:03:41.000]  基督徒的洗禮
[00:03:41.000 --> 00:03:42.000]  在當時來說
[00:03:42.000 --> 00:03:44.000]  和相信差不多
[00:03:44.000 --> 00:03:45.000]  同一個同義詞
[00:03:45.000 --> 00:03:47.000]  因為當時相信之後
[00:03:47.000 --> 00:03:48.000]  就差不多馬上
[00:03:48.000 --> 00:03:50.000]  就有一個洗禮
[00:03:50.000 --> 00:03:51.000]  所以這個洗禮
[00:03:51.000 --> 00:03:53.000]  就等於相信耶穌
[00:03:53.000 --> 00:03:56.000]  就馬上接受這個洗禮
[00:03:56.000 --> 00:03:57.000]  保羅在這裡說
[00:03:57.000 --> 00:03:58.000]  相信耶穌的人
[00:03:58.000 --> 00:04:00.000]  就是藉著這個洗禮
[00:04:00.000 --> 00:04:01.000]  去表示
[00:04:01.000 --> 00:04:03.000]  浸下去那一刻
[00:04:03.000 --> 00:04:04.000]  就是那個人浸下去
[00:04:04.000 --> 00:04:06.000]  就是救我
[00:04:06.000 --> 00:04:07.000]  那個腦
[00:04:07.000 --> 00:04:08.000]  所謂救我
[00:04:08.000 --> 00:04:10.000]  以前敵黨上帝的我
[00:04:10.000 --> 00:04:11.000]  已經死了
[00:04:11.000 --> 00:04:12.000]  當我起身的時候
[00:04:12.000 --> 00:04:13.000]  那一刻
[00:04:13.000 --> 00:04:14.000]  就是重新做人
[00:04:14.000 --> 00:04:15.000]  可以說
[00:04:15.000 --> 00:04:17.000]  新的生命在開始
[00:04:17.000 --> 00:04:19.000]  所以我們想浸禮班的時候
[00:04:19.000 --> 00:04:20.000]  通常都用這句話去說
[00:04:20.000 --> 00:04:21.000]  和耶穌同死
[00:04:21.000 --> 00:04:22.000]  同埋葬
[00:04:22.000 --> 00:04:24.000]  同復活
[00:04:24.000 --> 00:04:26.000]  我們耶穌受死
[00:04:26.000 --> 00:04:27.000]  埋葬了
[00:04:27.000 --> 00:04:28.000]  我們浸下去那一刻
[00:04:28.000 --> 00:04:29.000]  和耶穌同埋葬
[00:04:29.000 --> 00:04:31.000]  我們那個救人
[00:04:31.000 --> 00:04:33.000]  已經死去了
[00:04:33.000 --> 00:04:35.000]  耶穌一次過為罪人而死
[00:04:35.000 --> 00:04:38.000]  拯救地上所有的罪人
[00:04:38.000 --> 00:04:40.000]  所以一次過完成了
[00:04:40.000 --> 00:04:41.000]  我們受浸
[00:04:41.000 --> 00:04:42.000]  浸下去的時候
[00:04:42.000 --> 00:04:43.000]  我們的生命
[00:04:43.000 --> 00:04:45.000]  過去敵黨上帝的生命
[00:04:45.000 --> 00:04:46.000]  也都完結了
[00:04:46.000 --> 00:04:49.000]  耶穌從死裡面去復活
[00:04:49.000 --> 00:04:51.000]  顯出了上帝的榮耀
[00:04:51.000 --> 00:04:54.000]  今天我們從水裡面上來那一刻
[00:04:54.000 --> 00:04:55.000]  就顯示
[00:04:55.000 --> 00:04:57.000]  我們是一個新做的人
[00:04:57.000 --> 00:05:01.000]  保羅用這個類比去說出了
[00:05:01.000 --> 00:05:04.000]  一個真是相信耶穌的人
[00:05:04.000 --> 00:05:07.000]  已經在罪裡面去死了
[00:05:07.000 --> 00:05:10.000]  不可以再在罪中去生活
[00:05:10.000 --> 00:05:11.000]  其實保羅意思就是說
[00:05:11.000 --> 00:05:13.000]  過去我的生命
[00:05:13.000 --> 00:05:15.000]  是遠離上帝
[00:05:15.000 --> 00:05:16.000]  是敵黨上帝
[00:05:16.000 --> 00:05:19.000]  過去上帝和我是沒有關係的
[00:05:19.000 --> 00:05:20.000]  但是什麼叫信耶穌
[00:05:20.000 --> 00:05:21.000]  什麼叫悔改呢
[00:05:21.000 --> 00:05:22.000]  就是我現在回轉
[00:05:22.000 --> 00:05:25.000]  我整個人生方向的改變
[00:05:25.000 --> 00:05:28.000]  上帝和我是有關係的
[00:05:28.000 --> 00:05:29.000]  我現在去想
[00:05:29.000 --> 00:05:30.000]  究竟我做這件事
[00:05:30.000 --> 00:05:34.000]  是不是上帝喜歡我做的事呢
[00:05:34.000 --> 00:05:37.000]  是不是上帝要我做的事呢
[00:05:37.000 --> 00:05:40.000]  這個意念會放在我的心裡面
[00:05:40.000 --> 00:05:43.000]  所以我整個人生的方向是改變
[00:05:43.000 --> 00:05:45.000]  以前我不會這樣想
[00:05:45.000 --> 00:05:47.000]  以前也沒有這樣的思想
[00:05:47.000 --> 00:05:48.000]  在我的心裡面
[00:05:48.000 --> 00:05:49.000]  保羅在說
[00:05:49.000 --> 00:05:53.000]  一個真正相信耶穌的人
[00:05:53.000 --> 00:05:56.000]  是不會再好像以前的生活
[00:05:56.000 --> 00:05:58.000]  上帝和我沒有關係
[00:05:58.000 --> 00:06:00.000]  敵黨上帝的生活
[00:06:00.000 --> 00:06:01.000]  那個生活的狀況
[00:06:01.000 --> 00:06:03.000]  不會再是這樣的了
[00:06:03.000 --> 00:06:07.000]  我們整個人生方向是有所改變
[00:06:07.000 --> 00:06:11.000]  保羅繼續在說
[00:06:11.000 --> 00:06:14.000]  一個真正相信耶穌的人
[00:06:14.000 --> 00:06:17.000]  是從罪裡面去死了
[00:06:17.000 --> 00:06:20.000]  究竟這個新的生命會是怎樣的呢
[00:06:20.000 --> 00:06:21.000]  保羅在這裡用了一個
[00:06:21.000 --> 00:06:23.000]  使罪身滅絕
[00:06:23.000 --> 00:06:25.000]  有很多人誤解這個意思
[00:06:25.000 --> 00:06:27.000]  就是信了耶穌的人就不會犯罪
[00:06:27.000 --> 00:06:29.000]  信了耶穌的人
[00:06:29.000 --> 00:06:31.000]  就會做所有的事
[00:06:31.000 --> 00:06:34.000]  都是上帝所喜歡的
[00:06:34.000 --> 00:06:35.000]  是不是這樣的呢
[00:06:35.000 --> 00:06:36.000]  不是
[00:06:36.000 --> 00:06:38.000]  一個真正信耶穌的人
[00:06:38.000 --> 00:06:39.000]  是一個新的生命
[00:06:39.000 --> 00:06:41.000]  我們的舊惡
[00:06:41.000 --> 00:06:43.000]  我們仍然有一個罪性在這裡
[00:06:43.000 --> 00:06:45.000]  我們仍然有一個罪性
[00:06:45.000 --> 00:06:47.000]  我們讓這個罪性不要有工作
[00:06:47.000 --> 00:06:49.000]  保羅所說的一個罪身滅絕
[00:06:49.000 --> 00:06:52.000]  不要再讓這個罪性
[00:06:52.000 --> 00:06:55.000]  在我們身上有它的果效
[00:06:55.000 --> 00:06:56.000]  不要讓它有工作
[00:06:56.000 --> 00:06:59.000]  就好像我們信了耶穌之後
[00:06:59.000 --> 00:07:00.000]  有時候有些事
[00:07:00.000 --> 00:07:03.000]  我們就是如果這樣做
[00:07:03.000 --> 00:07:05.000]  我們會得到很多利益
[00:07:05.000 --> 00:07:07.000]  但是可能用一些不正確的方法
[00:07:07.000 --> 00:07:09.000]  可能用一些不好的方法
[00:07:09.000 --> 00:07:11.000]  對我的好處是很多
[00:07:11.000 --> 00:07:13.000]  但是如果不做
[00:07:13.000 --> 00:07:16.000]  我就沒有那個利益
[00:07:16.000 --> 00:07:18.000]  可能我要自己有些代價
[00:07:18.000 --> 00:07:19.000]  那做還是不做呢
[00:07:19.000 --> 00:07:21.000]  這個就是一個掙扎
[00:07:21.000 --> 00:07:22.000]  是不是
[00:07:22.000 --> 00:07:23.000]  保羅的意思就是說
[00:07:23.000 --> 00:07:26.000]  不要讓那個罪性的聲音影響你
[00:07:26.000 --> 00:07:27.000]  不要聽它的聲音
[00:07:27.000 --> 00:07:30.000]  要聽上帝引導你的聲音
[00:07:30.000 --> 00:07:31.000]  究竟這件事對不對
