
[00:00:00.000 --> 00:00:01.160]  在今天的猜拳主日
[00:00:01.160 --> 00:00:04.120]  我想和大家一起橫跨二千年
[00:00:04.120 --> 00:00:06.320]  從新約的彼得
[00:00:06.320 --> 00:00:09.160]  一直到二千年之後
[00:00:09.160 --> 00:00:11.880]  來中國宣教的內地會
[00:00:11.880 --> 00:00:13.520]  China Inland Mission
[00:00:13.520 --> 00:00:17.440]  就是戴德生醫生所設立的
[00:00:17.440 --> 00:00:22.720]  內地會一些宣教士的經歷和體驗
[00:00:22.720 --> 00:00:26.480]  神在二千年前這樣呼召彼得
[00:00:26.480 --> 00:00:32.760]  神在二千年之後同樣呼召他的宣教士
[00:00:32.760 --> 00:00:34.600]  內地會的弟兄姊妹
[00:00:34.600 --> 00:00:40.480]  也都宣召你走在他的路當中
[00:00:40.480 --> 00:00:41.600]  今天我們時間不多
[00:00:41.600 --> 00:00:46.120]  但我們試一下很快的來看看彼得
[00:00:46.120 --> 00:00:48.280]  我們的主耶穌怎樣去呼召他
[00:00:48.280 --> 00:00:50.640]  神怎樣去用他
[00:00:50.640 --> 00:00:52.800]  然後我們又看看
[00:00:52.800 --> 00:00:59.160]  在內地會的弟兄姊妹宣教士他們的經歷
[00:00:59.160 --> 00:01:03.680]  首先我們說彼得被耶穌所呼召
[00:01:03.680 --> 00:01:05.640]  並不是一次的
[00:01:05.640 --> 00:01:07.360]  如果看聖經
[00:01:07.360 --> 00:01:09.920]  心水清的話
[00:01:09.920 --> 00:01:11.640]  主耶穌是有幾次
[00:01:11.640 --> 00:01:13.000]  一步一步的
[00:01:13.000 --> 00:01:17.360]  將彼得大到完全放下他自己去跟從他
[00:01:17.360 --> 00:01:19.320]  正如你和我一樣
[00:01:19.320 --> 00:01:21.240]  我們有時候都有軟弱
[00:01:21.240 --> 00:01:23.400]  就好像彼得一樣出身汗味
[00:01:23.400 --> 00:01:26.360]  他也不見得特別有什麼長處
[00:01:26.360 --> 00:01:27.880]  但神就要用他
[00:01:27.880 --> 00:01:33.200]  彼得一步一步的去接近神自己的呼召
[00:01:33.200 --> 00:01:34.280]  聖經告訴我們
[00:01:34.280 --> 00:01:37.800]  彼得第一個在歷史裡面出現
[00:01:37.800 --> 00:01:40.280]  和耶穌基督的首次相遇
[00:01:40.280 --> 00:01:42.680]  就是約翰福音第一章
[00:01:42.680 --> 00:01:45.560]  當時候彼得和他的兄弟
[00:01:45.560 --> 00:01:47.240]  兩對的兄弟
[00:01:47.240 --> 00:01:50.320]  本來是跟隨施洗約翰的
[00:01:50.320 --> 00:01:51.480]  大家記得嗎?
[00:01:51.480 --> 00:01:52.960]  然後施洗約翰
[00:01:52.960 --> 00:01:56.200]  就將彼得和其他幾位弟兄
[00:01:56.200 --> 00:02:02.480]  介紹他們去跟從這位真正來的尼塞亞耶穌
[00:02:02.480 --> 00:02:04.160]  我們可以從今天的角度來說
[00:02:04.160 --> 00:02:08.720]  彼得當日跟隨施洗約翰其實也很著數
[00:02:08.720 --> 00:02:10.160]  說得不好聽一點
[00:02:10.160 --> 00:02:12.160]  是散工來的
[00:02:12.160 --> 00:02:12.960]  打散工
[00:02:12.960 --> 00:02:14.040]  為什麼呢?
[00:02:14.040 --> 00:02:17.080]  因為施洗約翰是獨行俠
[00:02:17.080 --> 00:02:18.600]  他一直都住在曠野
[00:02:18.600 --> 00:02:20.200]  不用人跟他一起住
[00:02:20.200 --> 00:02:21.600]  你不要搞他
[00:02:21.600 --> 00:02:22.280]  到差不多的時候
[00:02:22.280 --> 00:02:26.800]  他就出來在約旦河呼籲猶太人悔改
[00:02:26.800 --> 00:02:28.200]  於是那時候
[00:02:28.200 --> 00:02:32.400]  我相信彼得這些門徒才出來幫他
[00:02:32.400 --> 00:02:33.400]  幫什麼我也不知道
[00:02:33.400 --> 00:02:35.520]  可能他就像我們中國那樣
[00:02:35.520 --> 00:02:36.360]  你悔改
[00:02:36.360 --> 00:02:37.680]  彼得說你很悔改了
[00:02:37.680 --> 00:02:39.200]  加多一句
[00:02:39.200 --> 00:02:40.680]  然後就說修針
[00:02:40.680 --> 00:02:41.840]  排隊排隊
[00:02:41.840 --> 00:02:42.920]  不要亂走
[00:02:42.920 --> 00:02:44.040]  其實彼得也挺爽的
[00:02:44.040 --> 00:02:45.080]  因為他是打魚佬
[00:02:45.080 --> 00:02:46.280]  沒有什麼地位
[00:02:46.280 --> 00:02:48.200]  也沒有什麼尊嚴
[00:02:48.200 --> 00:02:50.000]  最厲害是那段時間
[00:02:50.000 --> 00:02:51.920]  不過完了之後
[00:02:51.920 --> 00:02:53.560]  施洗約翰就走了
[00:02:53.560 --> 00:02:54.800]  他就回家了
[00:02:54.800 --> 00:02:56.920]  所以他根本就是打散工
[00:02:56.920 --> 00:02:58.840]  然後又可以再打魚
[00:02:58.840 --> 00:02:59.840]  做回他自己的事情
[00:02:59.840 --> 00:03:01.080]  這樣也很爽
[00:03:01.080 --> 00:03:03.440]  不過這次施洗約翰說你跟隨耶穌
[00:03:03.440 --> 00:03:04.200]  不要再跟隨我
[00:03:04.200 --> 00:03:06.200]  因為我來是做他的先鋒
[00:03:06.200 --> 00:03:07.600]  所以他第一次
[00:03:07.600 --> 00:03:09.400]  聖經說他們是跟從耶穌
[00:03:09.400 --> 00:03:10.280]  你還記得
[00:03:10.280 --> 00:03:13.040]  彼得他們第一個問題問耶穌是什麼
[00:03:13.040 --> 00:03:13.440]  喂
[00:03:13.440 --> 00:03:14.200]  老老實實了
[00:03:14.200 --> 00:03:15.000]  師父
[00:03:15.000 --> 00:03:17.000]  今晚住哪裡?
[00:03:17.000 --> 00:03:18.360]  跟以前不同
[00:03:18.360 --> 00:03:20.480]  本來以前當然是住家裡
[00:03:20.480 --> 00:03:21.920]  現在跟隨耶穌的時候
[00:03:21.920 --> 00:03:22.960]  耶穌也沒有回答他
[00:03:22.960 --> 00:03:24.280]  你今晚來看看我住哪裡
[00:03:24.280 --> 00:03:25.720]  你就住哪裡
[00:03:25.720 --> 00:03:26.680]  我們以為
[00:03:26.680 --> 00:03:28.840]  然後聖經告訴我們
[00:03:28.840 --> 00:03:29.960]  彼得跟從耶穌
[00:03:29.960 --> 00:03:31.600]  其實還沒完
[00:03:31.600 --> 00:03:32.440]  還沒完的
[00:03:32.440 --> 00:03:34.120]  馬太福音第四章還有話
[00:03:34.120 --> 00:03:35.560]  過了一段時間之後
[00:03:35.560 --> 00:03:36.280]  聖經說
[00:03:36.280 --> 00:03:38.880]  耶穌在加利利海邊行走
[00:03:38.880 --> 00:03:40.480]  就看到什麼呢?
[00:03:40.480 --> 00:03:43.480]  彼得和他的兄弟安德烈在那裡
[00:03:43.480 --> 00:03:45.320]  在海裡面撒網
[00:03:45.320 --> 00:03:47.600]  原來這個人還在打魚
[00:03:47.600 --> 00:03:49.120]  這次不是散工
[00:03:49.120 --> 00:03:51.120]  這次是兼職
[00:03:51.120 --> 00:03:53.120]  做兼職而已
[00:03:53.120 --> 00:03:54.800]  他們還在打魚
[00:03:54.800 --> 00:03:56.640]  一邊跟隨耶穌一邊打魚
[00:03:56.640 --> 00:03:57.560]  於是耶穌說
[00:03:57.560 --> 00:03:58.960]  你來跟從我了
[00:03:58.960 --> 00:04:00.440]  你要得人魚
[00:04:00.440 --> 00:04:01.440]  得魚一樣
[00:04:01.440 --> 00:04:03.680]  於是他們就撇下網
[00:04:03.680 --> 00:04:05.680]  來跟隨耶穌
[00:04:05.680 --> 00:04:06.560]  為什麼呢?
[00:04:06.560 --> 00:04:07.320]  因為
[00:04:07.320 --> 00:04:09.040]  可能他跟隨耶穌的時候
[00:04:09.040 --> 00:04:10.280]  一三五跟隨耶穌
[00:04:10.280 --> 00:04:13.080]  二四六就回去打魚
[00:04:13.080 --> 00:04:14.080]  這樣多好啊
[00:04:14.080 --> 00:04:15.080]  也挺好的
[00:04:15.080 --> 00:04:16.560]  起碼有渣男
[00:04:16.560 --> 00:04:18.560]  跟隨耶穌哪有收入
[00:04:18.560 --> 00:04:19.800]  耶穌說不行
[00:04:19.800 --> 00:04:20.720]  你跟隨我
[00:04:20.720 --> 00:04:21.960]  就真的完全跟隨我
[00:04:21.960 --> 00:04:23.440]  連網都要等
[00:04:23.440 --> 00:04:25.640]  我們以為就已經完結了
[00:04:25.640 --> 00:04:26.520]  很美麗的完結
[00:04:26.520 --> 00:04:27.240]  還沒完
[00:04:27.240 --> 00:04:29.040]  剛才我們讀路加福音第四章
[00:04:29.040 --> 00:04:29.840]  又再來
[00:04:29.840 --> 00:04:30.840]  遲些時間
[00:04:30.840 --> 00:04:32.040]  聖經記載一件事
[00:04:32.040 --> 00:04:33.160]  就是耶穌說道
[00:04:33.160 --> 00:04:34.480]  那些人很吵
[00:04:34.480 --> 00:04:35.400]  聽不到
[00:04:35.400 --> 00:04:37.400]  於是他就撐了船外
[00:04:37.400 --> 00:04:39.040]  離開岸邊一點
[00:04:39.040 --> 00:04:41.640]  那些人在岸邊聽他在船上說道
[00:04:41.640 --> 00:04:43.200]  不過聖經加了一句話
[00:04:43.200 --> 00:04:45.560]  我們今天特別重要的
[00:04:45.560 --> 00:04:47.560]  就是那艘船是誰的?
[00:04:47.560 --> 00:04:48.600]  彼得的
[00:04:48.600 --> 00:04:50.720]  原來彼得還有一艘船
[00:04:50.720 --> 00:04:53.040]  他網就不殺了
[00:04:53.040 --> 00:04:54.120]  魚就不打了
[00:04:54.120 --> 00:04:55.560]  不過船還留在那裡
[00:04:55.560 --> 00:04:56.960]  我們中國人說
[00:04:56.960 --> 00:04:58.600]  不怕一萬最怕萬一
[00:04:58.600 --> 00:04:59.360]  是不是?
[00:04:59.360 --> 00:05:00.600]  有什麼都可以回頭
[00:05:00.600 --> 00:05:01.360]  還有一艘船
[00:05:01.360 --> 00:05:03.640]  但是耶穌這次真加火藥佬
[00:05:03.640 --> 00:05:06.320]  拿了他自己所有的東西都扔了
[00:05:06.320 --> 00:05:07.840]  所以耶穌說完道之後
[00:05:07.840 --> 00:05:09.480]  說我們出去深海那裡打魚
[00:05:09.480 --> 00:05:10.480]  是不是?
[00:05:10.480 --> 00:05:11.680]  其實大家看到
[00:05:11.680 --> 00:05:13.480]  剛才我們讀聖經都知道
[00:05:13.480 --> 00:05:15.480]  彼得的心裡是不爽的
[00:05:15.480 --> 00:05:17.160]  我也猜到他在想什麼
[00:05:17.160 --> 00:05:18.640]  他心裡就想
[00:05:18.640 --> 00:05:19.800]  師父
[00:05:19.800 --> 00:05:21.960]  你當我沒看見嗎?
[00:05:21.960 --> 00:05:23.560]  說打魚
[00:05:23.560 --> 00:05:24.920]  我幾代都是打魚
[00:05:24.920 --> 00:05:26.240]  你教我打魚?
[00:05:26.240 --> 00:05:28.800]  我昨晚打了一晚魚都沒有
[00:05:28.800 --> 00:05:30.560]  你以為深水有魚嗎?
[00:05:30.560 --> 00:05:32.080]  大家釣過魚都知道
[00:05:32.080 --> 00:05:34.840]  深水不一定有魚的
[00:05:34.840 --> 00:05:36.360]  不過
[00:05:36.360 --> 00:05:37.280]  你是師父
[00:05:37.280 --> 00:05:38.120]  我就聽你的話
[00:05:38.120 --> 00:05:39.720]  誰知道一打就打了很多
[00:05:39.720 --> 00:05:42.480]  這個神蹟將彼得整個人打倒
[00:05:42.480 --> 00:05:44.560]  聖經說他就撲在耶穌的面前
[00:05:44.560 --> 00:05:45.400]  說你離開我
[00:05:45.400 --> 00:05:46.240]  因為我是罪人
[00:05:46.240 --> 00:05:47.600]  他不是要趕走耶穌
[00:05:47.600 --> 00:05:50.240]  他感覺到自己很深的兩重的罪疚感
[00:05:50.240 --> 00:05:51.040]  第一重
[00:05:51.040 --> 00:05:52.920]  他感覺到自己信不過
[00:05:52.920 --> 00:05:54.480]  這一位這麼偉大的主人
[00:05:54.480 --> 00:05:58.120]  竟然在他最厲害的那件事裡面打倒他
[00:05:58.120 --> 00:05:59.400]  他最厲害是打魚
[00:05:59.400 --> 00:06:02.320]  耶穌說我就是在你最厲害的那件事裡面關掉你
[00:06:02.320 --> 00:06:03.720]  我就要打更多的魚
[00:06:03.720 --> 00:06:04.720]  你打不到
[00:06:04.720 --> 00:06:06.160]  第二
[00:06:06.160 --> 00:06:08.720]  彼得聽到耶穌要說的話
[00:06:09.240 --> 00:06:12.360]  耶穌做這件事彼得很明白
[00:06:12.360 --> 00:06:13.760]  我們說高手過招
[00:06:13.760 --> 00:06:15.520]  彼得和耶穌高手過招
[00:06:15.520 --> 00:06:17.440]  耶穌做這件事彼得聽得明白
[00:06:17.440 --> 00:06:18.880]  一看就知道為什麼
[00:06:18.880 --> 00:06:21.200]  因為他知道他還有一艘船在那裡
[00:06:21.200 --> 00:06:23.920]  這個是你一切的安全感最後的底線
[00:06:23.920 --> 00:06:26.040]  耶穌說這個你也要扔掉
[00:06:26.040 --> 00:06:26.920]  跟我
[00:06:26.920 --> 00:06:29.160]  於是聖經說他們就撇下所有
[00:06:29.160 --> 00:06:30.440]  連一艘船都沒有
[00:06:30.440 --> 00:06:32.440]  從今之後就跟耶穌
[00:06:32.440 --> 00:06:35.560]  這個是我們的主一步一步地帶
[00:06:35.560 --> 00:06:36.880]  是我們有時候軟弱
[00:06:36.880 --> 00:06:38.000]  好像彼得一樣
[00:06:38.000 --> 00:06:43.280]  但是我們的主一步一步地將他帶到我們的生命完全的奉獻給他
[00:06:43.280 --> 00:06:47.360]  說到這裡的時候我就想起一位內地會的姐妹
[00:06:47.360 --> 00:06:48.480]  我介紹給大家
[00:06:48.480 --> 00:06:50.320]  她的中文名字有個翻譯的
[00:06:50.320 --> 00:06:51.800]  就叫做楊失桂寧
[00:06:51.800 --> 00:06:54.720]  她是加拿大二十世紀初
[00:06:54.720 --> 00:06:56.440]  內地會的宣教士
[00:06:56.440 --> 00:06:59.920]  這位姐妹的原來的英文名字叫做Isabel Miller
[00:06:59.920 --> 00:07:02.640]  她是溫哥華長大的一位
[00:07:02.640 --> 00:07:04.120]  很愛主的姐妹
[00:07:04.120 --> 00:07:05.440]  這位年輕的姐妹
[00:07:05.440 --> 00:07:07.880]  在University of British Columbia
[00:07:07.880 --> 00:07:10.720]  就是我們今天卑詩大學的高材生
[00:07:10.720 --> 00:07:11.680]  她讀文學
[00:07:11.680 --> 00:07:12.680]  讀語言
[00:07:12.680 --> 00:07:14.400]  在她自己的傳記
[00:07:14.400 --> 00:07:16.280]  那本傳記也譯成中文
[00:07:16.280 --> 00:07:18.800]  叫做《尋找的尋》
[00:07:18.800 --> 00:07:20.280]  那本書也值得大家看
[00:07:20.280 --> 00:07:21.240]  如果有興趣的話
[00:07:21.240 --> 00:07:22.480]  你可以去買來看
[00:07:22.480 --> 00:07:24.840]  英文叫做《By Searching》
[00:07:24.840 --> 00:07:29.640]  就說她自己去中國宣教之前的心路歷程和經歷
[00:07:29.640 --> 00:07:32.520]  這位這麼優秀的姐妹
[00:07:32.520 --> 00:07:34.840]  她在大學裡面成績非常好
[00:07:34.840 --> 00:07:37.720]  然後她立志將來要做大學的教授
[00:07:37.720 --> 00:07:39.520]  就算做不到大學的教授
[00:07:39.520 --> 00:07:41.120]  她也要做中學的校長
[00:07:41.120 --> 00:07:44.280]  但是到了她二十三歲的時候
[00:07:44.280 --> 00:07:50.000]  她聽到戴德生醫生宣教的呼籲
[00:07:50.000 --> 00:07:51.800]  她心裡面就受感動
[00:07:51.800 --> 00:07:54.680]  她決定要去中國傳福音
[00:07:54.680 --> 00:07:56.920]  二十世紀初的中國亂到不堪
[00:07:56.920 --> 00:08:00.800]  大家也知道剛剛結束了庚子權亂
[00:08:00.800 --> 00:08:03.000]  或者叫做義和團之亂
[00:08:03.000 --> 00:08:04.280]  殺了很多宣教士
[00:08:04.280 --> 00:08:06.400]  但是她心裡面就決定要去中國
[00:08:06.400 --> 00:08:07.360]  去哪裡?
[00:08:07.360 --> 00:08:10.360]  神感動她要去雲南省
[00:08:10.360 --> 00:08:13.560]  當時雲南省真是烏煙瘴氣的地方
[00:08:13.560 --> 00:08:17.600]  這位姐妹當時已經有一位男朋友
[00:08:17.600 --> 00:08:19.240]  並且他們已經訂了婚
[00:08:19.240 --> 00:08:20.280]  這位弟兄
[00:08:20.280 --> 00:08:22.880]  他們想著快要結婚的弟兄
[00:08:22.880 --> 00:08:25.360]  他就跟這位未婚夫說
[00:08:25.360 --> 00:08:28.000]  神呼召我要去中國
[00:08:28.000 --> 00:08:29.320]  他這位未婚夫說
[00:08:29.320 --> 00:08:32.560]  我從來沒有想過要去中國
[00:08:32.560 --> 00:08:34.040]  太不可思議了
[00:08:34.920 --> 00:08:36.120]  我想和你在加拿大
[00:08:36.120 --> 00:08:36.920]  我們一起侍奉
[00:08:36.920 --> 00:08:37.960]  我們一起結婚
[00:08:37.960 --> 00:08:40.000]  但是我不可以去中國
[00:08:40.000 --> 00:08:42.480]  因為這件事他受到很大的困擾
[00:08:42.480 --> 00:08:43.720]  曾經想過自殺
[00:08:43.720 --> 00:08:46.560]  這位姐妹後來她看聖經的時候
[00:08:46.560 --> 00:08:48.160]  又看到彼得所說的話
[00:08:48.160 --> 00:08:48.960]  很有意思
[00:08:48.960 --> 00:08:51.080]  她讀到彼得有一次
[00:08:51.080 --> 00:08:52.680]  彼得對耶穌說
[00:08:52.680 --> 00:08:54.680]  你有永生之道
[00:08:54.680 --> 00:08:57.520]  我們還跟從誰呢?
[00:08:57.520 --> 00:08:59.360]  她在當時心裡面就很受感動
[00:08:59.360 --> 00:09:00.120]  說是的
[00:09:00.120 --> 00:09:02.120]  耶穌基督有永生之道
[00:09:02.120 --> 00:09:03.480]  我還有什麼路可以走呢?
[00:09:03.480 --> 00:09:05.120]  我就跟從我們的主耶穌
[00:09:05.120 --> 00:09:07.520]  於是她就毅然放棄了
[00:09:07.520 --> 00:09:10.640]  她這段本來快要結婚的婚姻
