
[00:00:00.000 --> 00:00:01.920]  我們一起讀一段聖經
[00:00:01.920 --> 00:00:03.400]  就是剛才大家讀過
[00:00:03.400 --> 00:00:05.520]  《馬可福音》第五章
[00:00:05.520 --> 00:00:12.320]  一個人曾經經歷神給他很奇妙的釋放
[00:00:12.320 --> 00:00:13.840]  我想翻譯這段聖經的時候
[00:00:13.840 --> 00:00:16.400]  就會很自然想起一個故事
[00:00:16.400 --> 00:00:18.800]  是我們曾經提及過的
[00:00:18.800 --> 00:00:22.640]  我記得在幾年之前參加一個聚會
[00:00:22.640 --> 00:00:24.800]  在聚會裏面遇到一位弟兄
[00:00:24.800 --> 00:00:27.600]  他是失明 看不到東西的
[00:00:27.600 --> 00:00:31.040]  他是從中國東北省那邊出來
[00:00:31.040 --> 00:00:35.040]  當時他在台上有一些見證
[00:00:35.040 --> 00:00:36.320]  當我一聽見證的時候
[00:00:36.320 --> 00:00:39.680]  才察覺到他的情況是很可憐
[00:00:39.680 --> 00:00:42.720]  因為他自小就失明
[00:00:42.720 --> 00:00:46.400]  他到六歲才知道自己失明
[00:00:46.400 --> 00:00:48.680]  他以為所有小朋友都看不見
[00:00:48.680 --> 00:00:52.000]  直至有一天跟一班小朋友在玩的時候
[00:00:52.000 --> 00:00:53.840]  大家散開了
[00:00:53.840 --> 00:00:56.400]  只是他跌了進坑渠
[00:00:56.400 --> 00:00:59.840]  其他人都知道跳開就走了
[00:00:59.840 --> 00:01:02.800]  他問為甚麼他們會跳得開
[00:01:02.800 --> 00:01:05.880]  突然才知道自己跟別人是不同的
[00:01:05.880 --> 00:01:09.200]  別人看得見 自己是看不見的
[00:01:09.200 --> 00:01:12.720]  直至之後他說他內心很自卑
[00:01:12.720 --> 00:01:15.640]  又覺得自己前面很灰暗
[00:01:15.640 --> 00:01:18.560]  覺得別人看得見 自己看不到
[00:01:18.560 --> 00:01:21.320]  就是這樣度過一段很長的時間
[00:01:21.320 --> 00:01:25.240]  後來他自己嘗試聽收音機
[00:01:25.240 --> 00:01:27.680]  因為他看不到 他就聽
[00:01:27.680 --> 00:01:29.640]  有一次扭來扭去的時候
[00:01:29.640 --> 00:01:33.880]  發現有一個福音廣播電台
[00:01:33.880 --> 00:01:36.760]  因此他自己就很奇怪一直聽
[00:01:36.760 --> 00:01:40.080]  聽見電台講及一位主耶穌
[00:01:40.080 --> 00:01:41.040]  他當時就說
[00:01:41.040 --> 00:01:42.840]  他說我自己認識
[00:01:42.840 --> 00:01:45.480]  聽過很多有關神靈的事情
[00:01:45.480 --> 00:01:47.320]  但多數都告訴我知道
[00:01:47.320 --> 00:01:49.560]  要去供奉那些神靈
[00:01:49.560 --> 00:01:51.400]  要去服侍他們
[00:01:51.400 --> 00:01:53.200]  如果甚麼時候得罪那些神靈
[00:01:53.200 --> 00:01:56.800]  就會面對神靈的懲罰
[00:01:56.800 --> 00:01:59.920]  但突然聽到一位主耶穌很不同
[00:01:59.920 --> 00:02:03.480]  這位主耶穌是愛我們
[00:02:03.480 --> 00:02:07.800]  願意來到世上為我們死
[00:02:07.800 --> 00:02:10.240]  願意來服侍我們
[00:02:10.240 --> 00:02:12.760]  不是要受人的服侍
[00:02:12.760 --> 00:02:15.520]  而是為人去做事
[00:02:15.520 --> 00:02:17.000]  他說哪裏有的
[00:02:17.000 --> 00:02:19.280]  只有神要求人為他服侍
[00:02:19.280 --> 00:02:20.560]  為他做事
[00:02:20.560 --> 00:02:24.360]  怎會他來到為我做事呢
[00:02:24.360 --> 00:02:26.000]  他很驚訝
[00:02:26.000 --> 00:02:28.520]  然後一直很有興趣一直聽
[00:02:28.520 --> 00:02:29.760]  一直聽的時候
[00:02:29.760 --> 00:02:31.040]  慢慢他認識
[00:02:31.040 --> 00:02:34.360]  然後他信了耶穌
[00:02:34.360 --> 00:02:35.320]  當他信了耶穌之後
[00:02:35.320 --> 00:02:38.480]  他就說自己內心有一個很大的轉變
[00:02:38.480 --> 00:02:42.480]  對自己前面重新有一份信心
[00:02:42.480 --> 00:02:46.800]  後來發覺上帝給他一個很特別的才幹
[00:02:46.800 --> 00:02:49.400]  他能夠唱很好聽的詩歌
[00:02:49.400 --> 00:02:51.560]  他的聲音很悅耳
[00:02:51.560 --> 00:02:54.000]  後來又發覺自己可以作曲
[00:02:54.000 --> 00:02:56.280]  記得當日他在台上的時候
[00:02:56.280 --> 00:02:58.560]  他就自己唱一首詩歌
[00:02:58.560 --> 00:03:00.040]  來讚美神
[00:03:00.040 --> 00:03:01.680]  很感動
[00:03:01.680 --> 00:03:04.560]  我見到一位太太
[00:03:04.560 --> 00:03:05.960]  在他旁邊
[00:03:05.960 --> 00:03:07.520]  就這樣表面觀察
[00:03:07.520 --> 00:03:10.840]  一位很能幹很聰明的太太
[00:03:10.840 --> 00:03:12.840]  一路帶著他走
[00:03:12.840 --> 00:03:14.880]  後來知道是他太太
[00:03:14.880 --> 00:03:16.720]  是他的妻子
[00:03:16.720 --> 00:03:19.600]  神很奇妙帶另一位的姊妹
[00:03:19.600 --> 00:03:21.200]  跟他結合
[00:03:21.200 --> 00:03:23.360]  不會嫌棄他失明
[00:03:23.360 --> 00:03:27.000]  但是幫助他大家一起來生活
[00:03:27.000 --> 00:03:29.080]  因此他後來讀了神學
[00:03:29.080 --> 00:03:31.040]  又可以在不同的地方
[00:03:31.040 --> 00:03:34.840]  來傳揚耶穌的福音
[00:03:34.840 --> 00:03:36.840]  我一路看著他唱詩歌
[00:03:36.840 --> 00:03:38.000]  講見證的時候
[00:03:38.000 --> 00:03:40.680]  就感受到一件真實的事情
[00:03:40.680 --> 00:03:45.200]  就是神為一個人做了很大的事
[00:03:45.200 --> 00:03:47.200]  過去是灰暗的人生
[00:03:47.200 --> 00:03:48.720]  但是今天
[00:03:48.720 --> 00:03:51.640]  神給他有一種很平安
[00:03:51.640 --> 00:03:54.280]  和一種很光明的生活
[00:03:54.280 --> 00:03:57.680]  很明顯地來活出來
[00:03:57.680 --> 00:03:59.200]  很多人當信耶穌的時候
[00:03:59.200 --> 00:04:00.440]  都經歷過
[00:04:00.440 --> 00:04:03.960]  上帝怎樣來賜下平安
[00:04:03.960 --> 00:04:06.480]  賜下生命的釋放
[00:04:06.480 --> 00:04:09.200]  而今天當你跟我們再讀聖經的時候
[00:04:09.200 --> 00:04:11.000]  同樣見到一位在
[00:04:11.000 --> 00:04:13.680]  當時主耶穌釋放的人
[00:04:13.680 --> 00:04:15.720]  他都經歷過上帝在他身上
[00:04:15.720 --> 00:04:18.240]  一個很奇妙的作為
[00:04:18.240 --> 00:04:19.480]  釋放了他
[00:04:19.480 --> 00:04:21.080]  給他有平安
[00:04:21.080 --> 00:04:22.160]  我們大家這個時候
[00:04:22.160 --> 00:04:24.160]  一起看回聖經
[00:04:24.160 --> 00:04:26.800]  聖經提到一個人
[00:04:26.800 --> 00:04:29.280]  他住在一個地方叫做格拉森
[00:04:29.280 --> 00:04:33.120]  這個地方是當時很多外族人住的地方
[00:04:33.120 --> 00:04:34.800]  耶穌去到的時候
[00:04:34.800 --> 00:04:38.160]  沒有很多人出來去擁護他
[00:04:38.160 --> 00:04:39.960]  反而有一個人出來
[00:04:39.960 --> 00:04:43.080]  大家看回第二節
[00:04:43.080 --> 00:04:44.880]  聖經就說:「耶穌一下船
[00:04:44.880 --> 00:04:47.720]  就有一個被污靈附著的人
[00:04:47.720 --> 00:04:50.720]  從墓地裡迎面而來
[00:04:50.720 --> 00:04:53.240]  那人經常住在墳墓中間
[00:04:53.240 --> 00:04:55.200]  從來沒有人能綁住他
[00:04:55.200 --> 00:04:58.560]  甚至用鎖鏈都不能」
[00:04:58.560 --> 00:04:59.600]  聖經提到這個人
[00:04:59.600 --> 00:05:01.280]  他被污靈
[00:05:01.280 --> 00:05:05.280]  被污鬼來附著
[00:05:05.280 --> 00:05:06.760]  今天當大家來到
[00:05:06.760 --> 00:05:08.840]  小心去明白
[00:05:08.840 --> 00:05:11.360]  你會體會到這個世界
[00:05:11.360 --> 00:05:14.040]  有靈的世界
[00:05:14.040 --> 00:05:15.960]  不單止有人的世界
[00:05:15.960 --> 00:05:17.400]  有靈的世界
[00:05:17.400 --> 00:05:18.880]  有光明的靈
[00:05:18.880 --> 00:05:23.080]  有黑暗或者污穢的靈
[00:05:23.080 --> 00:05:24.160]  有很多人
[00:05:24.160 --> 00:05:27.880]  這些時間會學習很多不同的武術
[00:05:27.880 --> 00:05:30.280]  我所說的不是
[00:05:30.280 --> 00:05:31.360]  怎樣耍太極
[00:05:31.360 --> 00:05:34.840]  或者學一下柔道
[00:05:34.840 --> 00:05:35.920]  有些人很喜歡
