
[00:00:00.000 --> 00:00:03.880]  今天是教會二十二週年的堂慶
[00:00:03.880 --> 00:00:09.200]  在二零零一年教會正式成立在將軍地區
[00:00:09.200 --> 00:00:11.480]  經過了二十二年的時間
[00:00:11.480 --> 00:00:14.440]  實在我們見到上帝有很多的看顧
[00:00:14.440 --> 00:00:16.760]  很多值得感恩的地方
[00:00:16.760 --> 00:00:18.520]  今天我們的主題
[00:00:18.520 --> 00:00:21.520]  「承載主恩 感恩前行」
[00:00:21.520 --> 00:00:23.440]  希望透過這一段經文
[00:00:23.440 --> 00:00:24.840]  讓我們做一次思想
[00:00:24.840 --> 00:00:27.880]  我們怎樣去承載主的恩典
[00:00:27.880 --> 00:00:30.400]  我們懷著一個什麼樣的心情
[00:00:30.400 --> 00:00:33.600]  繼續前行去侍奉上帝
[00:00:33.600 --> 00:00:35.400]  在這一段經文
[00:00:35.400 --> 00:00:38.920]  記載了一件大家很熟悉的事跡
[00:00:38.920 --> 00:00:41.840]  就是耶穌用五餅二魚
[00:00:41.840 --> 00:00:44.240]  去餵飽了大約有二萬人
[00:00:44.240 --> 00:00:47.320]  最少有二萬人的神蹟
[00:00:47.320 --> 00:00:51.440]  在四卷方書裡同時記載的事
[00:00:51.440 --> 00:00:54.080]  這就是其中一個事跡
[00:00:54.080 --> 00:00:56.600]  很少四卷方書同時有記載
[00:00:56.600 --> 00:00:58.720]  但是五餅魚的神蹟卻是
[00:00:58.720 --> 00:01:02.160]  每一卷方書都有記載這件事
[00:01:02.160 --> 00:01:04.560]  在《馬可方》裡的描述就是
[00:01:04.560 --> 00:01:07.800]  當耶穌在行神蹟之前
[00:01:07.800 --> 00:01:11.720]  打發門徒去走遍加利利的地方
[00:01:11.720 --> 00:01:14.280]  進行了一次宣教的旅程
[00:01:14.280 --> 00:01:16.320]  又或者是宣教的訓練
[00:01:16.320 --> 00:01:17.800]  對一群門徒來說
[00:01:17.800 --> 00:01:20.200]  效果相當不錯
[00:01:20.200 --> 00:01:24.600]  甚至驚動了當時的統治者
[00:01:24.600 --> 00:01:25.920]  希律安提柏
[00:01:25.920 --> 00:01:28.560]  還以為是施洗約翰復活了
[00:01:28.560 --> 00:01:30.360]  耶穌是施洗約翰復活
[00:01:30.360 --> 00:01:31.560]  去差派門徒出去
[00:01:31.560 --> 00:01:34.200]  所以有這麼大的一個果效
[00:01:34.200 --> 00:01:36.560]  接著耶穌就帶著門徒
[00:01:36.560 --> 00:01:39.080]  渡過了湖的對岸
[00:01:39.080 --> 00:01:42.600]  可以說逃離了希律管轄的範圍
[00:01:42.600 --> 00:01:44.000]  但是有一些群眾
[00:01:44.000 --> 00:01:46.440]  就一直跟隨著耶穌
[00:01:46.440 --> 00:01:48.160]  就在這個背景之下
[00:01:48.160 --> 00:01:52.480]  耶穌施行了五餅二魚的神蹟
[00:01:52.480 --> 00:01:55.280]  因為在《馬可方》裡記載
[00:01:55.280 --> 00:01:57.440]  因為耶穌憐憫他們
[00:01:57.440 --> 00:02:00.600]  因為他們如同羊
[00:02:00.600 --> 00:02:03.160]  沒有牧人一般
[00:02:03.160 --> 00:02:06.000]  在背景裡我們來看看
[00:02:06.000 --> 00:02:07.680]  一個神蹟的發生
[00:02:07.680 --> 00:02:10.120]  第六章的第一至第二節這樣說
[00:02:10.120 --> 00:02:11.360]  「這是以後
[00:02:11.360 --> 00:02:13.520]  耶穌渡過加利利海
[00:02:13.520 --> 00:02:15.280]  就是提比利亞海
[00:02:15.280 --> 00:02:16.800]  有許多人因為看見
[00:02:16.800 --> 00:02:19.720]  他在病人身上所行的神蹟
[00:02:19.720 --> 00:02:21.760]  就跟隨他」
[00:02:21.760 --> 00:02:23.920]  「這是以後」是說到第五章裡
[00:02:23.920 --> 00:02:25.600]  說到耶穌在畢氏大池
[00:02:25.600 --> 00:02:28.640]  醫治了三十八年的一個癱子
[00:02:28.640 --> 00:02:30.000]  在這件事之後
[00:02:30.000 --> 00:02:34.240]  接著耶穌就渡過了加利利海
[00:02:34.240 --> 00:02:36.520]  加利利的東岸可以說
[00:02:36.520 --> 00:02:38.400]  相對來說就是一個西岸
[00:02:38.400 --> 00:02:40.200]  有東岸就有西岸
[00:02:40.200 --> 00:02:43.200]  在海的西岸
[00:02:43.200 --> 00:02:46.160]  基本上是猶大人居住的一個地方
[00:02:46.160 --> 00:02:49.560]  在大約耶穌降生之後二十年
[00:02:49.560 --> 00:02:51.440]  當時的希律安提柏
[00:02:51.440 --> 00:02:53.560]  就在一個西岸的地方
[00:02:53.560 --> 00:02:55.360]  建造了一個城市
[00:02:55.360 --> 00:02:57.160]  這個城市的名字
[00:02:57.160 --> 00:02:59.320]  就是當時羅馬的皇帝
[00:02:59.320 --> 00:03:02.920]  凱撒提比劉去改的一個名字
[00:03:02.920 --> 00:03:05.800]  接著就稱這個為提比利亞
[00:03:05.800 --> 00:03:08.040]  接著漸漸將這個名字
[00:03:08.040 --> 00:03:10.480]  移到這個湖裡面
[00:03:10.480 --> 00:03:13.320]  所謂提比利亞湖
[00:03:13.320 --> 00:03:15.680]  在這裡很多人去跟隨耶穌
[00:03:15.680 --> 00:03:19.080]  主要不是因為他們看見耶穌是誰
[00:03:19.080 --> 00:03:21.720]  耶穌你就是上帝的兒子
[00:03:21.720 --> 00:03:24.960]  你可以給我們一個永恆的生命
[00:03:24.960 --> 00:03:27.680]  你可以讓我們能夠認識上帝
[00:03:27.680 --> 00:03:28.320]  跟從上帝
[00:03:28.320 --> 00:03:29.200]  所以我跟從你
[00:03:29.200 --> 00:03:30.040]  不是
[00:03:30.040 --> 00:03:32.680]  在這裡就說到這一群人
[00:03:32.680 --> 00:03:36.400]  就好像楊峰第二章的23-25節所說的
[00:03:36.400 --> 00:03:37.520]  那些人一樣
[00:03:37.520 --> 00:03:39.840]  因為他看見耶穌
[00:03:39.840 --> 00:03:42.080]  在很多病人的身上
[00:03:42.080 --> 00:03:44.560]  行了好一個神蹟
[00:03:44.560 --> 00:03:48.040]  所以就跟隨著耶穌了
[00:03:48.040 --> 00:03:50.320]  在第三至第四節這樣說
[00:03:50.320 --> 00:03:53.760]  耶穌上了山跟門徒一同坐在那裡
[00:03:53.760 --> 00:03:57.760]  那時猶太人的逾越節近了
[00:03:57.760 --> 00:04:00.800]  耶穌跟一群門徒坐在一起
[00:04:00.800 --> 00:04:03.200]  祂希望單獨跟門徒在一起
[00:04:03.200 --> 00:04:04.360]  不過後來發現
[00:04:04.360 --> 00:04:08.520]  有很多的群眾都靠近了
[00:04:08.520 --> 00:04:12.880]  在這裡用了背景
[00:04:12.880 --> 00:04:14.520]  可以說約翰說了
[00:04:14.520 --> 00:04:18.400]  行五餅二魚的神蹟的時間是何時呢
[00:04:18.400 --> 00:04:22.160]  就是逾越節這個大約的時間
[00:04:22.160 --> 00:04:24.840]  但約翰說這個逾越節的時間
[00:04:24.840 --> 00:04:28.640]  究竟是想表達一個時間性上
[00:04:28.640 --> 00:04:32.040]  還是想表達一個更深的意思呢
[00:04:32.040 --> 00:04:35.480]  其實約翰在這裡是表達一個更深的意思
[00:04:35.480 --> 00:04:38.880]  猶太人的逾越節是慶祝
[00:04:38.880 --> 00:04:41.360]  可以說慶祝逃離了埃及
[00:04:41.360 --> 00:04:45.280]  上帝將他們和埃及這個地方拯救出來
[00:04:45.280 --> 00:04:47.640]  進入上帝應許的地方
[00:04:47.640 --> 00:04:49.280]  這是一個很重要的事件
[00:04:49.280 --> 00:04:51.480]  他們每一年都透過逾越節
[00:04:51.480 --> 00:04:53.920]  去紀念上帝的拯救
[00:04:53.920 --> 00:04:56.640]  這個慶典是包括每一家人
[00:04:56.640 --> 00:04:59.240]  都去宰殺一頭羔羊
[00:04:59.240 --> 00:05:01.360]  然後就吃了這隻羔羊
[00:05:01.360 --> 00:05:03.720]  在《讓方》裡說到
[00:05:03.720 --> 00:05:06.360]  耶穌就是神的羔羊
[00:05:06.360 --> 00:05:12.280]  耶穌就是上帝要來拯救人的那個羔羊
[00:05:12.280 --> 00:05:14.960]  第一次提及逾越節
[00:05:14.960 --> 00:05:18.360]  大約在《讓方》第二章裡說到
[00:05:18.360 --> 00:05:21.640]  耶穌是以自己的身體為電
[00:05:21.640 --> 00:05:22.920]  大家還記不記得
[00:05:22.920 --> 00:05:24.520]  耶穌說一個電
[00:05:24.520 --> 00:05:26.200]  如果你拆了它之後
[00:05:26.200 --> 00:05:29.160]  我三天就可以建立起來
[00:05:29.160 --> 00:05:31.720]  耶穌是以自己的身體為電
[00:05:31.720 --> 00:05:35.120]  所以在那裡是指向耶穌自己的死亡
[00:05:35.120 --> 00:05:37.160]  第三次提及逾越節
[00:05:37.160 --> 00:05:39.120]  大約在《讓方》十一章裡
[00:05:39.120 --> 00:05:42.360]  那裡也說到耶穌受死的時候
[00:05:42.360 --> 00:05:44.280]  如何釘十字架的情況
[00:05:44.280 --> 00:05:45.840]  去提及逾越節
[00:05:45.840 --> 00:05:48.320]  接著中間的第二次
[00:05:48.320 --> 00:05:50.320]  再一次提及逾越節
[00:05:50.320 --> 00:05:53.480]  在這個餵飽
[00:05:53.480 --> 00:05:56.480]  行五餅二魚的神蹟
[00:05:56.480 --> 00:05:57.960]  這個神蹟是代表著
[00:05:57.960 --> 00:06:00.880]  耶穌就是生命的糧
[00:06:00.880 --> 00:06:03.200]  在這個神蹟之後
[00:06:03.200 --> 00:06:04.640]  耶穌就去說
[00:06:04.640 --> 00:06:07.160]  生命的糧這個道理
[00:06:07.160 --> 00:06:09.760]  祂就是真正的糧
[00:06:09.760 --> 00:06:13.280]  祂將自己的肉可以表示是真正的糧食
[00:06:13.280 --> 00:06:18.600]  是表示人必須要去吃這個糧
[00:06:18.600 --> 00:06:21.160]  才可以得到真正的永生
[00:06:21.160 --> 00:06:22.560]  這個關聯是什麼呢
[00:06:22.560 --> 00:06:24.960]  可以說是羔羊的犧牲
[00:06:24.960 --> 00:06:28.240]  是預示著 預表著耶穌的死亡
[00:06:28.240 --> 00:06:30.840]  所以整個舊約一點的事
[00:06:30.840 --> 00:06:34.560]  事跡是預表耶穌的拯救
[00:06:34.560 --> 00:06:35.400]  在舊約裡面
[00:06:35.400 --> 00:06:37.760]  當以色列人從埃及地
[00:06:37.760 --> 00:06:40.600]  進入上帝應許地方的階段裡面
[00:06:40.600 --> 00:06:41.760]  在抗夜裡面
[00:06:41.760 --> 00:06:45.080]  要大家還記得上帝藉著這個瑪拿
[00:06:45.080 --> 00:06:46.680]  天天的餵養他們
[00:06:46.680 --> 00:06:49.760]  讓他們得以能夠繼續生存
[00:06:49.760 --> 00:06:51.680]  在出埃及
[00:06:51.680 --> 00:06:53.760]  就是代表著上帝將一個人
[00:06:53.760 --> 00:06:55.840]  從罪惡的境況裡面
[00:06:55.840 --> 00:06:59.360]  帶入去得到上帝所給他們的生命
[00:06:59.360 --> 00:07:00.600]  這個福分
[00:07:00.600 --> 00:07:02.040]  如預知的筵席
[00:07:02.040 --> 00:07:04.960]  和也都被聖餐所取代
[00:07:04.960 --> 00:07:07.480]  如預知這個筵席和聖餐
[00:07:07.480 --> 00:07:09.560]  其實兩者都指向一樣東西
[00:07:09.560 --> 00:07:13.760]  就是耶穌在十字架上所成就的救贖的工作
[00:07:13.760 --> 00:07:17.080]  所以約翰在這裡提及如預知
[00:07:17.080 --> 00:07:21.360]  其實是一個很深入的
[00:07:21.360 --> 00:07:23.680]  想表達一個信仰的信息
[00:07:23.680 --> 00:07:26.280]  將舊約一點的事情
[00:07:26.280 --> 00:07:29.280]  和現在發生的事情連在一起
[00:07:29.280 --> 00:07:31.360]  另一方面也可以這麼說
[00:07:31.360 --> 00:07:34.520]  記載如預知也有另一個作用
[00:07:34.520 --> 00:07:38.360]  如預知在當時巴勒斯坦的猶太人裡面
[00:07:38.360 --> 00:07:39.560]  是很重要的
