
[00:00:00.000 --> 00:00:02.000]  美尊會平安
[00:00:02.000 --> 00:00:04.260]  能夠回到自己的家
[00:00:04.260 --> 00:00:05.600]  一起來敬拜
[00:00:05.600 --> 00:00:09.320]  和分享神的話是我最大的滿足
[00:00:09.320 --> 00:00:16.320]  教會提議和交代我和大家一起來思想一個主題
[00:00:16.320 --> 00:00:19.200]  叫做同行湖面
[00:00:19.200 --> 00:00:21.400]  在教會裡等姐妹之間
[00:00:21.400 --> 00:00:23.760]  可以能夠同行湖面
[00:00:23.760 --> 00:00:25.280]  我一路思想
[00:00:25.280 --> 00:00:26.880]  我心裡的感動
[00:00:26.880 --> 00:00:29.800]  就用了菲律賓書第一章
[00:00:29.800 --> 00:00:33.280]  一句可能大家很熟悉的經文
[00:00:33.280 --> 00:00:35.280]  作為我們今天的主題
[00:00:35.280 --> 00:00:37.720]  就是怎樣才算是
[00:00:37.720 --> 00:00:40.200]  好像菲律賓教會一樣
[00:00:40.200 --> 00:00:44.640]  同心合意的興旺福音
[00:00:44.640 --> 00:00:46.760]  同心合意
[00:00:46.760 --> 00:00:49.200]  興旺福音這句話
[00:00:49.200 --> 00:00:51.440]  在菲律賓書裡出現
[00:00:51.440 --> 00:00:54.680]  也成為我們很多教會和基督徒
[00:00:54.680 --> 00:00:57.600]  我們心裡很想很想
[00:00:57.600 --> 00:01:00.560]  能夠看到的一幅美麗的圖畫
[00:01:00.560 --> 00:01:03.000]  不如我們先看回菲律賓書
[00:01:03.000 --> 00:01:07.360]  今天大綱在大家網上或手機裡都會有
[00:01:07.360 --> 00:01:09.560]  如果你有聖經的話
[00:01:09.560 --> 00:01:12.400]  和我一起打開我們讀到的聖經
[00:01:12.400 --> 00:01:13.360]  如果不是的話
[00:01:13.360 --> 00:01:15.480]  我在講道那裡
[00:01:15.480 --> 00:01:19.800]  會和大家一起提到那些內容
[00:01:19.800 --> 00:01:23.920]  在菲律賓書第一章
[00:01:23.920 --> 00:01:25.400]  是這樣說的
[00:01:25.400 --> 00:01:27.920]  第三至第六節
[00:01:27.920 --> 00:01:32.240]  保羅在菲律賓書裡所寫的說話
[00:01:32.240 --> 00:01:36.880]  可以說是他的心事
[00:01:36.880 --> 00:01:38.360]  如果大家看少林寺
[00:01:38.360 --> 00:01:43.440]  記得菲律賓地方的教會和保羅特別有淵源
[00:01:43.440 --> 00:01:48.400]  當天神感動保羅的馬其頓異象
[00:01:48.400 --> 00:01:52.320]  他離開了猶太人的福音工場
[00:01:52.320 --> 00:01:55.000]  然後過了愛琴海第一站
[00:01:55.000 --> 00:01:58.680]  去到外邦人希臘的城市
[00:01:58.680 --> 00:01:59.960]  就是菲律賓
[00:01:59.960 --> 00:02:02.680]  在那裡建立了第一間教會
[00:02:02.680 --> 00:02:04.480]  所以對於保羅來說
[00:02:04.480 --> 00:02:08.480]  特別有意思
[00:02:08.480 --> 00:02:10.280]  到後來保羅當然
[00:02:10.280 --> 00:02:12.480]  到寫菲律賓書的時候
[00:02:12.480 --> 00:02:15.160]  保羅在羅馬坐牢
[00:02:15.160 --> 00:02:18.520]  在羅馬坐牢前前後都已經12年了
[00:02:18.520 --> 00:02:23.200]  但是保羅和菲律賓教會的情誼很深
[00:02:23.200 --> 00:02:26.640]  菲律賓教會聽見保羅坐牢就很擔心
[00:02:26.640 --> 00:02:31.320]  於是派了二巴忽提走到羅馬
[00:02:31.320 --> 00:02:33.360]  到處找
[00:02:33.360 --> 00:02:36.080]  最後在監獄裡找到保羅
[00:02:36.080 --> 00:02:37.920]  保羅很感動
[00:02:37.920 --> 00:02:41.720]  就說不如你回去告訴菲律賓教會的頂智媒
[00:02:41.720 --> 00:02:43.880]  神有很多恩典給我
[00:02:43.880 --> 00:02:44.960]  雖然是很痛苦
[00:02:44.960 --> 00:02:46.280]  但也有很多困難
[00:02:46.280 --> 00:02:48.600]  於是就想想
[00:02:48.600 --> 00:02:50.680]  與其等你回去說
[00:02:50.680 --> 00:02:53.400]  不如我寫下來你回去讀給他們聽
[00:02:53.400 --> 00:02:56.520]  於是就寫了這個菲律賓書
[00:02:56.520 --> 00:02:58.480]  所以菲律賓書背後
[00:02:58.480 --> 00:03:01.640]  有很深的一種情誼在裡
[00:03:01.640 --> 00:03:03.160]  而第一章一開始的時候
[00:03:03.160 --> 00:03:07.080]  保羅就表示了他對菲律賓教會那種
[00:03:07.080 --> 00:03:09.360]  很美麗的描述
[00:03:09.360 --> 00:03:10.760]  第三節到第六節
[00:03:10.760 --> 00:03:12.760]  不如我讀給大家聽
[00:03:12.760 --> 00:03:15.200]  保羅說我每逢想起你們
[00:03:15.200 --> 00:03:17.320]  我就感謝我的神
[00:03:17.320 --> 00:03:19.800]  每逢為你們眾人祈求的時候
[00:03:19.800 --> 00:03:23.200]  常常是歡歡喜喜的祈求
[00:03:23.200 --> 00:03:24.200]  為什麼呢
[00:03:24.200 --> 00:03:28.000]  因為從第一天直到如今
[00:03:28.000 --> 00:03:30.840]  你們是同心合二的
[00:03:30.840 --> 00:03:32.840]  興旺福音
[00:03:32.840 --> 00:03:36.160]  我深信在你們心裡動功的
[00:03:36.160 --> 00:03:37.880]  那位神必成全者
[00:03:37.880 --> 00:03:40.280]  直到耶穌基督的日子
[00:03:40.280 --> 00:03:41.520]  就在這裡出現了
[00:03:41.520 --> 00:03:42.520]  這句話
[00:03:42.520 --> 00:03:44.320]  同心合二
[00:03:44.320 --> 00:03:46.560]  興旺福音
[00:03:46.560 --> 00:03:49.120]  剛才很簡單的幾句話
[00:03:49.120 --> 00:03:50.080]  我們可以看到
[00:03:50.080 --> 00:03:52.040]  在保羅的心中
[00:03:52.040 --> 00:03:53.480]  菲律賓的教會
[00:03:53.480 --> 00:03:56.840]  真的又令他感動又令他感恩
[00:03:56.840 --> 00:04:01.440]  可以是一幅很美麗的圖畫
[00:04:01.440 --> 00:04:04.880]  甚至可以說是完美的教會
[00:04:04.880 --> 00:04:07.600]  今天我們就用這一句話
[00:04:07.600 --> 00:04:09.000]  同心合二
[00:04:09.000 --> 00:04:15.080]  興旺福音來開展我們對教會的了解
[00:04:15.080 --> 00:04:19.240]  如果我們用中文這一句話
[00:04:19.240 --> 00:04:21.360]  我們就有一個感覺
[00:04:21.360 --> 00:04:23.040]  這間教會很好
[00:04:23.040 --> 00:04:23.760]  很美麗
[00:04:23.760 --> 00:04:25.680]  差不多是完美的教會
[00:04:25.680 --> 00:04:27.800]  大家同心合二
[00:04:27.800 --> 00:04:29.360]  沒有人不同意見
[00:04:29.360 --> 00:04:31.640]  大家一起去興旺福音
[00:04:31.640 --> 00:04:32.640]  你說多好呢
[00:04:32.640 --> 00:04:34.600]  這個可以說是最美麗
[00:04:34.600 --> 00:04:38.080]  最完美的教會的圖畫
[00:04:38.080 --> 00:04:40.280]  但坦白說
[00:04:40.280 --> 00:04:44.440]  有哪間教會是完美的呢
[00:04:44.440 --> 00:04:48.360]  甚至菲律賓教會其實也不完美
[00:04:48.360 --> 00:04:50.280]  如果你看菲律賓書
[00:04:50.280 --> 00:04:52.440]  菲律賓教會怎麼會沒有問題呢
[00:04:52.440 --> 00:04:56.200]  菲律賓教會裡面有人事的鬥爭
[00:04:56.200 --> 00:04:58.000]  第四章說到保羅說
[00:04:58.000 --> 00:05:00.480]  你勸教會裡面的兩位姐妹
[00:05:00.480 --> 00:05:01.920]  姐妹大家都認識
[00:05:01.920 --> 00:05:03.920]  變成很資深的
[00:05:03.920 --> 00:05:05.960]  秦都基和友亞迭
[00:05:05.960 --> 00:05:08.920]  他們這樣的鬥就不好
[00:05:08.920 --> 00:05:10.040]  大家要同心
[00:05:10.040 --> 00:05:13.520]  教會裡面菲律賓教會一樣有問題
[00:05:13.520 --> 00:05:15.360]  第二
[00:05:15.360 --> 00:05:16.440]  菲律賓書裡面說到
[00:05:16.440 --> 00:05:18.440]  菲律賓教會裡面一樣有異端
[00:05:18.440 --> 00:05:19.680]  搞搞震
[00:05:19.680 --> 00:05:24.800]  哪一間教會可以像我們估計的
[00:05:24.800 --> 00:05:27.400]  這麼完美的同心合二
[00:05:27.400 --> 00:05:28.280]  興旺福音
[00:05:28.280 --> 00:05:30.160]  完全沒有不同的意見
[00:05:30.160 --> 00:05:30.880]  老實說
[00:05:30.880 --> 00:05:33.200]  我今年上了主五十多年的侍奉神
[00:05:33.200 --> 00:05:34.680]  差不多五十年
[00:05:34.680 --> 00:05:36.920]  去了很多個教會
[00:05:36.920 --> 00:05:38.840]  你問我有哪間教會是完美的
[00:05:38.840 --> 00:05:40.920]  沒有一間教會
[00:05:40.920 --> 00:05:41.960]  我不是悲觀
[00:05:41.960 --> 00:05:43.960]  但這是很真實的
[00:05:43.960 --> 00:05:47.280]  一間教會什麼人都有
[00:05:47.280 --> 00:05:50.360]  怎麼會大家意見完全相同
[00:05:50.360 --> 00:05:54.280]  比教會都不可能
[00:05:54.280 --> 00:05:57.120]  我曾經聽過一位教會的傳道人
[00:05:57.120 --> 00:05:57.800]  跟我說過
[00:05:57.800 --> 00:06:01.200]  我們教會沒有不同意見
[00:06:01.200 --> 00:06:02.120]  只有一個意見
[00:06:02.120 --> 00:06:04.600]  大家一起同心合二
[00:06:04.600 --> 00:06:07.160]  我沒有回答他
[00:06:07.160 --> 00:06:08.720]  我心裡面
[00:06:08.720 --> 00:06:10.560]  一間教會只有一種意見
[00:06:10.560 --> 00:06:12.560]  沒有不同意見的
[00:06:12.560 --> 00:06:14.120]  一是天堂
[00:06:14.120 --> 00:06:17.520]  一是地獄
[00:06:17.520 --> 00:06:19.040]  哪有不同意見
[00:06:19.040 --> 00:06:22.600]  全契二十多人去旅行
[00:06:22.600 --> 00:06:25.640]  只是聊坐不坐旅遊巴
[00:06:25.640 --> 00:06:27.280]  路徑怎樣
[00:06:27.280 --> 00:06:29.200]  聊了多久都搞不定
[00:06:29.200 --> 00:06:30.880]  二十多人都有不同意見
[00:06:30.880 --> 00:06:33.080]  一間教會一千幾百人
