
[00:00:00.000 --> 00:00:04.000]  今天和大家思想的路加福音第四章
[00:00:04.000 --> 00:00:08.000]  特別提到主耶穌自己一個奉差遣的身份
[00:00:08.000 --> 00:00:13.000]  而我們今天怎樣來跟隨這位奉差遣的基督
[00:00:13.000 --> 00:00:16.000]  我自己很多年都很喜歡一節的金句
[00:00:16.000 --> 00:00:19.000]  就是主耶穌自己的說話
[00:00:19.000 --> 00:00:21.000]  在約翰福音裡面所提及
[00:00:21.000 --> 00:00:24.000]  主就說:我的食物
[00:00:24.000 --> 00:00:31.000]  就是遵行差我來者的旨意,作成他的功
[00:00:31.000 --> 00:00:34.000]  每次我想起這節經文的時候就想到
[00:00:34.000 --> 00:00:38.000]  主的食物究竟是什麼呢?
[00:00:38.000 --> 00:00:43.000]  當然食物我們了解是能夠維持我們生命
[00:00:43.000 --> 00:00:47.000]  讓我們能夠繼續生存的一個重要的原因
[00:00:47.000 --> 00:00:49.000]  但對於主來說
[00:00:49.000 --> 00:00:52.000]  主的食物不是一些物質的食物
[00:00:52.000 --> 00:00:56.000]  而是去遵從主的旨意
[00:00:56.000 --> 00:00:58.000]  遵從神的旨意
[00:00:58.000 --> 00:01:01.000]  能夠叫他可以繼續的生存
[00:01:01.000 --> 00:01:05.000]  能夠叫他可以得到滿足
[00:01:05.000 --> 00:01:10.000]  作成他的功是他人生的目標
[00:01:10.000 --> 00:01:13.000]  當我不斷想起經文的時候就會想到
[00:01:13.000 --> 00:01:15.000]  我相信每一個弟兄姊妹都會體會
[00:01:15.000 --> 00:01:18.000]  神對我們每一個人都有他的心意
[00:01:18.000 --> 00:01:22.000]  當我們何時能夠按他的旨意來生活的時候
[00:01:22.000 --> 00:01:25.000]  我們才會真正的滿足
[00:01:25.000 --> 00:01:29.000]  當我們說到我們今天是一個奉差遣的群體
[00:01:29.000 --> 00:01:31.000]  我們也常常在北宣說到
[00:01:31.000 --> 00:01:33.000]  因為聖經說到主耶穌說
[00:01:33.000 --> 00:01:38.000]  父怎樣差遣我,我也照樣差遣你們
[00:01:38.000 --> 00:01:40.000]  有時候一想到差遣的時候會覺得
[00:01:40.000 --> 00:01:44.000]  夠忙了,不要再叫我做什麼
[00:01:44.000 --> 00:01:47.000]  有時候以為是一些額外的責任
[00:01:47.000 --> 00:01:50.000]  額外的一些擔子
[00:01:50.000 --> 00:01:53.000]  我們來到教會很想有一些恩典
[00:01:53.000 --> 00:01:55.000]  有一些祝福
[00:01:55.000 --> 00:01:58.000]  但其實聖經當說到差遣的時候
[00:01:58.000 --> 00:02:02.000]  正正是祝福的一個真正的渠道
[00:02:02.000 --> 00:02:04.000]  神要給我們的恩惠
[00:02:04.000 --> 00:02:07.000]  不單止給我們自己領受恩典
[00:02:07.000 --> 00:02:09.000]  可以給我們感覺滿足
[00:02:09.000 --> 00:02:14.000]  更加要讓我們成為了施恩的管道
[00:02:14.000 --> 00:02:16.000]  讓我們領受差遣的時候
[00:02:16.000 --> 00:02:20.000]  可以將所領受的恩惠延伸出去
[00:02:20.000 --> 00:02:24.000]  在那個時候自己就有更大的領受恩惠
[00:02:24.000 --> 00:02:27.000]  因為最大的臨到的方式
[00:02:27.000 --> 00:02:30.000]  是當我們成為了管道
[00:02:30.000 --> 00:02:32.000]  所以你會發覺聖經提及到
[00:02:32.000 --> 00:02:35.000]  當神祝福亞伯拉罕的時候
[00:02:35.000 --> 00:02:37.000]  不單止祝福他
[00:02:37.000 --> 00:02:40.000]  還叫他成為了萬代的祝福
[00:02:40.000 --> 00:02:41.000]  各位電影姐妹
[00:02:41.000 --> 00:02:42.000]  當我們說到差遣的時候
[00:02:42.000 --> 00:02:47.000]  你記得是神要施恩給我們的途徑
[00:02:47.000 --> 00:02:50.000]  而當你去承受神的差遣的時候
[00:02:50.000 --> 00:02:54.000]  你就會體會到原來滿足神對你的差遣
[00:02:54.000 --> 00:02:58.000]  是會叫你得真正的祝福
[00:02:58.000 --> 00:02:59.000]  而很多電影姐妹
[00:02:59.000 --> 00:03:02.000]  我過去很多時候跟他們聊天的時候
[00:03:02.000 --> 00:03:03.000]  發覺任何的電影姐妹
[00:03:03.000 --> 00:03:07.000]  當何時是真正完成神給他的託付
[00:03:07.000 --> 00:03:10.000]  他的人生是真正的滿足
[00:03:10.000 --> 00:03:14.000]  他感覺到他被造的目的已經達到
[00:03:14.000 --> 00:03:17.000]  而他會有一種真正心靈的滿足
[00:03:17.000 --> 00:03:19.000]  因此電影姐妹
[00:03:19.000 --> 00:03:21.000]  當我們想到奉差遣的時候
[00:03:21.000 --> 00:03:23.000]  但願我們都能夠得著神給我們
[00:03:23.000 --> 00:03:27.000]  那種真正的滿足和價值
[00:03:27.000 --> 00:03:29.000]  因此我們看到第四章的時候
[00:03:29.000 --> 00:03:32.000]  正正是思想耶穌自己的榜樣
[00:03:32.000 --> 00:03:34.000]  我們一起來思想
[00:03:34.000 --> 00:03:39.000]  首先我們看回第四章第十八、十九節
[00:03:39.000 --> 00:03:42.000]  亦都是主耶穌在會堂當中
[00:03:42.000 --> 00:03:47.000]  他讀經的時候講到的兩節的說話
[00:03:47.000 --> 00:03:48.000]  十八節
[00:03:48.000 --> 00:03:49.000]  主的靈在我身上
[00:03:49.000 --> 00:03:53.000]  因為祂告我去傳福音給貧窮的人
[00:03:53.000 --> 00:03:56.000]  差遣我去宣告被擄的得釋放
[00:03:56.000 --> 00:03:58.000]  乞訝的得看見
[00:03:58.000 --> 00:04:00.000]  受壓制的得自由
[00:04:00.000 --> 00:04:04.000]  又宣告主越納人的欺憐
[00:04:04.000 --> 00:04:06.000]  這裡所提及的經文
[00:04:06.000 --> 00:04:10.000]  是以創下書六十一章第一、第二節的經文
[00:04:10.000 --> 00:04:12.000]  亦都是路加夫音一開始
[00:04:12.000 --> 00:04:15.000]  講到主耶穌的工作開始的階段
[00:04:15.000 --> 00:04:18.000]  一段重要的經文
[00:04:18.000 --> 00:04:23.000]  而這兩節經文正正是講耶穌一生的侍奉方向
[00:04:23.000 --> 00:04:27.000]  在他之後所講述的很多不同的侍奉的時候
[00:04:27.000 --> 00:04:30.000]  這兩節就將整個的方向
[00:04:30.000 --> 00:04:33.000]  很清楚地勾畫出來
[00:04:33.000 --> 00:04:34.000]  路加夫音很明顯
[00:04:34.000 --> 00:04:36.000]  是將這節的金句
[00:04:36.000 --> 00:04:39.000]  放在一個開始重要的位置
[00:04:39.000 --> 00:04:41.000]  但當開始的時候
[00:04:41.000 --> 00:04:42.000]  第一句話就講
[00:04:42.000 --> 00:04:46.000]  主的靈在我身上
[00:04:46.000 --> 00:04:48.000]  當主講到祂的侍奉的時候
[00:04:48.000 --> 00:04:49.000]  很清楚地講到
[00:04:49.000 --> 00:04:54.000]  祂是靠著聖靈完成神給祂的使命
[00:04:54.000 --> 00:04:55.000]  弟兄姊妹
[00:04:55.000 --> 00:04:57.000]  如果你要侍奉神
[00:04:57.000 --> 00:05:00.000]  一定不是你自己的努力
[00:05:00.000 --> 00:05:02.000]  甚至不是你的熱心
[00:05:02.000 --> 00:05:03.000]  而是聖靈在你生命當中
[00:05:03.000 --> 00:05:05.000]  如何使用你
[00:05:05.000 --> 00:05:08.000]  而叫別人得到祝福
[00:05:08.000 --> 00:05:09.000]  如果你看回前面的經文
[00:05:09.000 --> 00:05:14.000]  我們試試看前面第四章第一節開始
[00:05:14.000 --> 00:05:18.000]  你會發覺當時耶穌被聖靈充滿
[00:05:18.000 --> 00:05:22.000]  然後提到聖靈引領他到曠野裏面
[00:05:22.000 --> 00:05:24.000]  好像很奇怪
[00:05:24.000 --> 00:05:27.000]  為何聖靈要耶穌受試探呢?
[00:05:27.000 --> 00:05:28.000]  好像神是知道
[00:05:28.000 --> 00:05:31.000]  耶穌要在這個挑戰當中
[00:05:31.000 --> 00:05:34.000]  證明表現出那種堅定
[00:05:34.000 --> 00:05:37.000]  成為我們今天的免禮
[00:05:37.000 --> 00:05:39.000]  所以在當時
[00:05:39.000 --> 00:05:41.000]  耶穌面對很多不同的試探
[00:05:41.000 --> 00:05:42.000]  弟兄姊妹
[00:05:42.000 --> 00:05:44.000]  有些時候當你面對試探的時候
[00:05:44.000 --> 00:05:47.000]  或許是神要去磨練的時刻
[00:05:47.000 --> 00:05:50.000]  又或者神是要你向祂表明出
[00:05:50.000 --> 00:05:52.000]  你那種堅定的心
[00:05:52.000 --> 00:05:55.000]  而你知道主耶穌的方法就是
[00:05:55.000 --> 00:06:00.000]  祂去用神的話去勝過撒旦
[00:06:00.000 --> 00:06:02.000]  當撒旦說你拜我吧
[00:06:02.000 --> 00:06:03.000]  耶穌就說
[00:06:03.000 --> 00:06:05.000]  當拜主你的神
[00:06:05.000 --> 00:06:07.000]  單要侍奉他
[00:06:07.000 --> 00:06:10.000]  當主耶穌高舉基督
[00:06:10.000 --> 00:06:11.000]  高舉上帝
[00:06:11.000 --> 00:06:12.000]  在那個時候
[00:06:12.000 --> 00:06:16.000]  祂就領受力量去勝過撒旦
[00:06:16.000 --> 00:06:19.000]  所以到了第十四節的時候
[00:06:19.000 --> 00:06:21.000]  這件事情結束後
[00:06:21.000 --> 00:06:22.000]  有什麼事發生呢?
[00:06:22.000 --> 00:06:24.000]  第十四節聖經就說
[00:06:24.000 --> 00:06:26.000]  耶穌帶著聖靈的能力
[00:06:26.000 --> 00:06:29.000]  回到加里尼的地方
[00:06:29.000 --> 00:06:31.000]  祂帶著聖靈的能力
[00:06:31.000 --> 00:06:35.000]  來開始祂自己的侍奉
[00:06:35.000 --> 00:06:36.000]  各位弟兄姊妹
[00:06:36.000 --> 00:06:38.000]  或者我們也說一說
[00:06:38.000 --> 00:06:42.000]  如何能夠領受聖靈的能力呢?
[00:06:42.000 --> 00:06:45.000]  我們常常聽到聖經提及聖靈的工作
[00:06:45.000 --> 00:06:50.000]  但是你和我要能夠在世上完成神給你的使命
[00:06:50.000 --> 00:06:52.000]  一個最核心的部分就是
[00:06:52.000 --> 00:06:56.000]  你尋求聖靈的能力
[00:06:56.000 --> 00:06:57.000]  或者簡單說
[00:06:57.000 --> 00:06:59.000]  得到聖靈的能力
[00:06:59.000 --> 00:07:04.000]  很在乎你能否在生活上高舉耶穌
[00:07:04.000 --> 00:07:06.000]  當你高舉耶穌基督
[00:07:06.000 --> 00:07:08.000]  凡事要聽從祂的旨意
[00:07:08.000 --> 00:07:10.000]  聖靈就工作了
[00:07:10.000 --> 00:07:14.000]  大家會記得在聖經格林多後書第三章提及
[00:07:14.000 --> 00:07:16.000]  聖經三章十六節就說
[00:07:16.000 --> 00:07:19.000]  我們何時轉向基督
[00:07:19.000 --> 00:07:22.000]  心裡的魄子就除去了
[00:07:22.000 --> 00:07:24.000]  何時我們謙卑自己
[00:07:24.000 --> 00:07:26.000]  心轉向耶穌基督
[00:07:26.000 --> 00:07:31.000]  魄子的阻礙和自我就被除去了
[00:07:31.000 --> 00:07:32.000]  十七節就說
[00:07:32.000 --> 00:07:33.000]  主就是那靈
[00:07:33.000 --> 00:07:35.000]  主的靈在那裡
[00:07:35.000 --> 00:07:37.000]  那裡得以自由
[00:07:37.000 --> 00:07:40.000]  主和聖靈是合一的
[00:07:40.000 --> 00:07:42.000]  當你高舉耶穌基督的時候
[00:07:42.000 --> 00:07:45.000]  聖靈就在其中工作
[00:07:45.000 --> 00:07:47.000]  就充滿我們
[00:07:47.000 --> 00:07:48.000]  所以你記得
[00:07:48.000 --> 00:07:49.000]  《哲學傳遞》五章提及
[00:07:49.000 --> 00:07:54.000]  神賜聖靈給那些順從的人
[00:07:54.000 --> 00:07:56.000]  當你順從的時候
[00:07:56.000 --> 00:07:59.000]  聖靈就能夠在你心中工作
[00:07:59.000 --> 00:08:04.000]  而產生超過你所想像的一種力量
[00:08:04.000 --> 00:08:06.000]  有些時候我想起
[00:08:06.000 --> 00:08:08.000]  有很多教會他們的成長
[00:08:08.000 --> 00:08:12.000]  很多時候都不是什麼策劃組織
[00:08:12.000 --> 00:08:14.000]  而是聖靈在當中很奇妙的工作
[00:08:14.000 --> 00:08:16.000]  我記得一次我去到韓國的時候
[00:08:16.000 --> 00:08:19.000]  聽到當地一個故事
[00:08:19.000 --> 00:08:21.000]  這個故事就說到他們一間教會
[00:08:21.000 --> 00:08:24.000]  他們以前是一間小小的教會
[00:08:24.000 --> 00:08:28.000]  因此不足夠弟兄姊妹來去坐
