
[00:00:00.000 --> 00:00:08.000]  這個時代每一個人都追求自由
[00:00:08.000 --> 00:00:13.000]  自由的表現自己
[00:00:13.000 --> 00:00:20.000]  但是聖經所講的自由是什麼呢?
[00:00:20.000 --> 00:00:26.000]  我們自由的表現基督
[00:00:26.000 --> 00:00:35.000]  因為在自我裡頭有許多的缺點
[00:00:35.000 --> 00:00:47.000]  在墮落的人性裡面有許多的污點
[00:00:47.000 --> 00:00:51.000]  如果我們盡量表現自我
[00:00:51.000 --> 00:00:55.000]  就會把那些缺點、污點都表現出來了
[00:00:55.000 --> 00:01:03.000]  這個時代的標語就是
[00:01:03.000 --> 00:01:15.000]  自我表現表現自己完全沒有任何的限制
[00:01:15.000 --> 00:01:21.000]  這是這個潮流的趨向
[00:01:21.000 --> 00:01:28.000]  但是基督徒有另外一個潮流
[00:01:28.000 --> 00:01:32.000]  這個很重要
[00:01:32.000 --> 00:01:35.000]  我們有我們基督徒的潮流
[00:01:35.000 --> 00:01:43.000]  我們這個潮流就是表現基督
[00:01:43.000 --> 00:01:49.000]  在表現基督的時候會有一些難度
[00:01:49.000 --> 00:01:52.000]  有一些問題
[00:01:52.000 --> 00:01:57.000]  我們把這些難度、這些問題都要除去
[00:01:57.000 --> 00:02:02.000]  那個時候我們就自由了
[00:02:02.000 --> 00:02:06.000]  基督徒的自由有一個目的
[00:02:06.000 --> 00:02:12.000]  要達成我們人生的目標
[00:02:12.000 --> 00:02:14.000]  就是向基督
[00:02:14.000 --> 00:02:20.000]  但是攔住我們達成這個目標的事
[00:02:20.000 --> 00:02:30.000]  都是限制了我們屬靈的自由
[00:02:30.000 --> 00:02:31.000]  有人說得好
[00:02:31.000 --> 00:02:41.000]  基督徒的自由是不自由的自由
[00:02:41.000 --> 00:02:43.000]  不自由是限制
[00:02:43.000 --> 00:02:57.000]  我們接受限制為要真正自由來表現基督
[00:02:57.000 --> 00:03:07.000]  所以我們願意不自由為要自由
[00:03:07.000 --> 00:03:18.000]  我們要從聖經裡來看屬靈的自由律是什麼
[00:03:18.000 --> 00:03:23.000]  我們要把它分析一下
[00:03:23.000 --> 00:03:25.000]  我們看第一
[00:03:25.000 --> 00:03:33.000]  我們的自由是在真理中的自由
[00:03:33.000 --> 00:03:43.000]  我們看約翰福音八章三十二節
[00:03:43.000 --> 00:03:50.000]  這是我們很熟悉的一節聖經
[00:03:50.000 --> 00:03:58.000]  約翰福音八章三十二節
[00:03:58.000 --> 00:04:03.000]  主耶穌說你們必曉得真理
[00:04:03.000 --> 00:04:12.000]  真理必教你們得以自由
[00:04:12.000 --> 00:04:20.000]  真理就好像那個火車的軌道一樣
[00:04:20.000 --> 00:04:22.000]  這個火車開行的時候
[00:04:22.000 --> 00:04:24.000]  如果它是在軌道上
[00:04:24.000 --> 00:04:33.000]  它可以自由的前行
[00:04:33.000 --> 00:04:35.000]  一切其他的都要避開
[00:04:35.000 --> 00:04:45.000]  讓這個火車可以毫不攔阻的來進行
[00:04:45.000 --> 00:04:47.000]  如果沒有軌道
[00:04:47.000 --> 00:04:50.000]  這個火車寸步難行
[00:04:50.000 --> 00:04:57.000]  屬靈的自由也是如此
[00:04:57.000 --> 00:05:02.000]  我們這個自由是在真理裡面去運用的
[00:05:02.000 --> 00:05:13.000]  今天很多的人對自由誤解了
[00:05:13.000 --> 00:05:15.000]  他們認為自由就是隨便
[00:05:15.000 --> 00:05:17.000]  我想怎麼做就怎麼做
[00:05:17.000 --> 00:05:26.000]  他們認為自由就是我歡喜怎麼樣就怎麼樣
[00:05:26.000 --> 00:05:28.000]  我想怎麼樣就怎麼樣
[00:05:28.000 --> 00:05:30.000]  我要怎麼樣就怎麼樣
[00:05:30.000 --> 00:05:37.000]  那是撒旦的自由
[00:05:37.000 --> 00:05:41.000]  撒旦有一個招牌
[00:05:41.000 --> 00:05:43.000]  招牌自由
[00:05:43.000 --> 00:05:46.000]  本愛自由要自由的人到這裡來
[00:05:46.000 --> 00:05:53.000]  我就給你們自由
[00:05:53.000 --> 00:05:55.000]  好你們來了
[00:05:55.000 --> 00:05:57.000]  你們現在無所欲為
[00:05:57.000 --> 00:06:03.000]  想做什麼就做什麼
[00:06:03.000 --> 00:06:05.000]  很多人一聽真好
[00:06:05.000 --> 00:06:07.000]  這真是解放了解放了
[00:06:07.000 --> 00:06:09.000]  我們都來了
[00:06:09.000 --> 00:06:18.000]  結果呢他們被捆綁了
[00:06:18.000 --> 00:06:23.000]  被自我捆綁了
[00:06:23.000 --> 00:06:31.000]  他們被墮落的天性捆綁了
[00:06:31.000 --> 00:06:41.000]  他們被反對真理的許多事物捆綁了
[00:06:41.000 --> 00:06:49.000]  這個時候他們醒悟了
[00:06:49.000 --> 00:06:58.000]  他們就發出了保羅所發出的呼聲
[00:06:58.000 --> 00:07:03.000]  大家記得保羅的呼聲
[00:07:03.000 --> 00:07:06.000]  很絕望的呼聲
[00:07:06.000 --> 00:07:17.000]  那是在羅馬書七章二十四節
[00:07:17.000 --> 00:07:21.000]  保羅說我真是苦啊
[00:07:21.000 --> 00:07:26.000]  誰能救我脫離這個屈死的身體呢
[00:07:26.000 --> 00:07:29.000]  保羅說告訴我
[00:07:29.000 --> 00:07:33.000]  誰能救我脫離這個屈死的身體呢
[00:07:33.000 --> 00:07:36.000]  他講的這句話是屈死的身體
[00:07:36.000 --> 00:07:38.000]  這句話有一個歷史的背景
[00:07:38.000 --> 00:07:44.000]  當時在羅馬帝國的時代
[00:07:44.000 --> 00:07:48.000]  有一種很殘酷的死刑
[00:07:48.000 --> 00:07:55.000]  如果一個人被定了這個死刑
[00:07:55.000 --> 00:08:02.000]  那麼這個人就和一個死人的身體綁在一起
[00:08:02.000 --> 00:08:06.000]  面對面 眼對眼 口對口
[00:08:06.000 --> 00:08:08.000]  綁在一起丟不在外面
[00:08:08.000 --> 00:08:11.000]  如果有人被判了這麼大的死刑
[00:08:11.000 --> 00:08:13.000]  這個人就會被連在一起
[00:08:13.000 --> 00:08:18.000]  連在一起 連在一起 從外面
[00:08:18.000 --> 00:08:22.000]  白天在那裡 晚上也在那裡
[00:08:22.000 --> 00:08:24.000]  一整天 一整晚
[00:08:24.000 --> 00:08:32.000]  一直到這個活的人死的時候為止
[00:08:32.000 --> 00:08:37.000]  這個活的人無法掙脫那個死人的身體
[00:08:37.000 --> 00:08:44.000]  因為綁在一起
[00:08:44.000 --> 00:08:47.000]  這個活人沒有自由
[00:08:47.000 --> 00:08:52.000]  跟那個死人綁在一起
[00:08:52.000 --> 00:08:55.000]  包羅爾的呼聲就是這個意思
[00:08:55.000 --> 00:08:57.000]  我真是哭啊
[00:08:57.000 --> 00:09:00.000]  我和一個死人綁在一起
[00:09:00.000 --> 00:09:09.000]  這個死人是誰
[00:09:09.000 --> 00:09:12.000]  如果是別人
[00:09:12.000 --> 00:09:16.000]  他還可以掙脫 離開
[00:09:20.000 --> 00:09:27.000]  但是這個死人就是自己天性裡面那個敗壞的因素
[00:09:27.000 --> 00:09:36.000]  他說我真是哭啊 我沒有自由
[00:09:36.000 --> 00:09:42.000]  在同一章 羅馬書七章十八節
[00:09:42.000 --> 00:09:47.000]  包羅爾說 我願意做的善我不去做
[00:09:47.000 --> 00:09:50.000]  我不願意行的惡我倒去做
[00:09:50.000 --> 00:10:07.000]  我願意去做好 但是我做不到
[00:10:07.000 --> 00:10:10.000]  我不願意做壞 我做出來
[00:10:11.000 --> 00:10:14.000]  For the world is present within me
[00:10:14.000 --> 00:10:18.000]  But how to do or perform that which is good I find not
[00:10:18.000 --> 00:10:21.000]  我真是哭啊 我沒有自由
[00:10:21.000 --> 00:10:27.000]  我沒有自由來遵行天父的旨意
[00:10:27.000 --> 00:10:36.000]  我沒有自由來跟從耶穌基督 效法他
[00:10:37.000 --> 00:10:41.000]  但是下面 包羅爾的呼聲改變了
[00:10:41.000 --> 00:10:52.000]  在七章二十五節 變成了一個歡呼 一個喜樂 得勝的呼聲
[00:11:02.000 --> 00:11:08.000]  這些神靠著我們的主耶穌基督就能脫離了
[00:11:08.000 --> 00:11:24.000]  這個呼聲在兩千年來 千千萬萬的人在回聲回應
[00:11:24.000 --> 00:11:32.000]  千千萬萬的人說 在基督裡我們得勝了 我們得脫離了
[00:11:32.000 --> 00:11:49.000]  一個跟從基督的人 基督的真理 把他釋放 使他自由了
[00:11:49.000 --> 00:11:57.000]  如果一個人開車到了紅燈的地方
[00:11:57.000 --> 00:12:02.000]  他說我是自由的 為什麼受紅燈的限制
[00:12:02.000 --> 00:12:13.000]  好 我不受限制 我要自由 我衝紅燈
[00:12:17.000 --> 00:12:20.000]  結果呢 他進了醫院
[00:12:20.000 --> 00:12:29.000]  動也動不得 打了封蓋 完全沒有自由了
[00:12:29.000 --> 00:12:40.000]  他的自由有規律 他的自由有規律
[00:12:45.000 --> 00:12:48.000]  為什麼上帝要限制我們
[00:12:48.000 --> 00:12:56.000]  我們說上帝啊 你為什麼限制我的自由 說這個不可以 那個不可以
[00:12:56.000 --> 00:13:08.000]  後來明白了 這些限制都是出於天父的愛 要保護我
[00:13:09.000 --> 00:13:20.000]  政府啊 為什麼要有紅燈的 沒紅燈我不是可以自由了嗎
[00:13:20.000 --> 00:13:23.000]  這個紅燈是保護我
[00:13:23.000 --> 00:13:30.000]  所以有人說得好
[00:13:30.000 --> 00:13:38.000]  上帝 天父 在他的命令裡頭藏著他的愛
[00:13:38.000 --> 00:13:50.000]  當我們順服的時候 就享受神的愛了
[00:13:50.000 --> 00:13:58.000]  在我長大的地方是山東
[00:13:58.000 --> 00:14:10.000]  我小的時候見到一些做母親的 做的事 我現在記得很清楚 覺得很寶貴
[00:14:10.000 --> 00:14:17.000]  有的母親有很多孩子
[00:14:17.000 --> 00:14:21.000]  母親還要做工
[00:14:23.000 --> 00:14:28.000]  孩子還小 她要做工 沒辦法照顧孩子
[00:14:28.000 --> 00:14:32.000]  怎麼辦呢
[00:14:32.000 --> 00:14:34.000]  她想一個好辦法
[00:14:34.000 --> 00:14:40.000]  她拿一條繩子
[00:14:40.000 --> 00:14:46.000]  這個繩子的這一頭呢 綁在媽媽的腰上
[00:14:48.000 --> 00:14:53.000]  這一頭呢 綁在小孩子的腰上
[00:14:53.000 --> 00:14:58.000]  那麼這個繩子有多長呢
[00:14:58.000 --> 00:15:01.000]  安全地帶那麼長
[00:15:01.000 --> 00:15:12.000]  媽媽知道什麼地方危險
[00:15:13.000 --> 00:15:20.000]  那麼她就這個繩子呢 限住那個孩子剛剛不能到那個危險的地方去
[00:15:20.000 --> 00:15:36.000]  所以這個孩子就綁著這個繩子 在媽媽周圍跑來跑去 跑來跑去 很平安 很平安
[00:15:40.000 --> 00:15:45.000]  有的時候孩子說 媽媽 為什麼用這個繩子綁著我啊
[00:15:45.000 --> 00:15:53.000]  他還想辦法 看媽媽看不見的時候 想辦法解開這個繩子
[00:15:53.000 --> 00:16:00.000]  可是媽媽一看見 喔 不可以 再給他綁好 再綁好
[00:16:00.000 --> 00:16:08.000]  這個小孩子可能很反感
[00:16:08.000 --> 00:16:11.000]  媽媽很專制 不給我自由
[00:16:11.000 --> 00:16:19.000]  但是那就是愛的綑綁
[00:16:19.000 --> 00:16:27.000]  聖經裡的話說 慈神愛所
[00:16:28.000 --> 00:16:34.000]  在聖經裡說 慈愛的繩子 慈愛的所住
[00:16:34.000 --> 00:16:41.000]  記了
[00:16:41.000 --> 00:16:44.000]  真好
[00:16:44.000 --> 00:16:52.000]  那麼這個爸爸這個孩子限住是愛他
[00:16:52.000 --> 00:16:56.000]  這個孩子安全了 可以很平安的玩耍
[00:16:56.000 --> 00:16:58.000]  母親也可以做工作
[00:16:58.000 --> 00:17:07.000]  最好看的 一個媽媽 三條繩子
[00:17:07.000 --> 00:17:14.000]  三個孩子周圍玩 玩 玩
[00:17:14.000 --> 00:17:19.000]  媽媽一邊工作 一邊看一看 一邊看一看
[00:17:19.000 --> 00:17:21.000]  微笑一下
[00:17:22.000 --> 00:17:26.000]  我想到這個情況 再想到聖經說
[00:17:26.000 --> 00:17:29.000]  天父的慈神愛所
[00:17:29.000 --> 00:17:32.000]  我說主啊 我懂了 我懂了 我懂了
[00:17:32.000 --> 00:17:36.000]  謝謝祢限制我 謝謝祢限制我
[00:17:36.000 --> 00:17:49.000]  我們祖的那個繩子是真理的愛
[00:17:49.000 --> 00:17:51.000]  繩子是真理的愛
[00:17:51.000 --> 00:18:05.000]  這是自由律的第一個意義
[00:18:05.000 --> 00:18:07.000]  在真理中自由
[00:18:07.000 --> 00:18:15.000]  在愛中自由
[00:18:15.000 --> 00:18:20.000]  第二個是愛的自由
[00:18:20.000 --> 00:18:23.000]  愛的自由
[00:18:23.000 --> 00:18:32.000]  我們來看加勒太書五章十三節
[00:18:32.000 --> 00:18:39.000]  五章十三節 保羅這樣說
[00:18:39.000 --> 00:18:43.000]  弟兄們 你們蒙召是要得自由
[00:18:43.000 --> 00:18:45.000]  這是神的旨意
[00:18:45.000 --> 00:18:48.000]  祂召我們 叫我們得自由
[00:18:48.000 --> 00:18:50.000]  感謝主 知識
[00:18:50.000 --> 00:18:52.000]  不可將你們的自由
[00:18:52.000 --> 00:18:56.000]  當作放縱情慾的機會
[00:18:56.000 --> 00:19:00.000]  總要用愛心互相扶持
[00:19:01.000 --> 00:19:04.000]  在加勒太書五章十三節
[00:19:04.000 --> 00:19:05.000]  保羅說
[00:19:05.000 --> 00:19:08.000]  弟兄們 你們蒙召是要得自由
[00:19:08.000 --> 00:19:11.000]  只用不自由為了屬於靈魂的位置
[00:19:11.000 --> 00:19:14.000]  但用愛心互相扶持
