
[00:00:00.000 --> 00:00:13.000]  感謝主再一次賜給我機會能夠和各位土內的弟兄姊妹來彼此的勉勵提醒
[00:00:13.000 --> 00:00:24.000]  我們願意聖靈藉著聖經的話向我們的心靈來發聲
[00:00:24.000 --> 00:00:34.000]  讓我們今天每一位都能夠直接的從寶座前領受
[00:00:34.000 --> 00:00:41.000]  願主遮蓋人的一切的軟弱無用
[00:00:41.000 --> 00:00:50.000]  那今天我們領受的題目是認識撒旦的詭計
[00:00:50.000 --> 00:00:59.000]  撒旦的詭計是從伊夫所書六章十一節取來的
[00:00:59.000 --> 00:01:05.000]  那裏保羅用撒旦的詭計的這個名稱
[00:01:05.000 --> 00:01:13.000]  詭計就表示很不容易識破
[00:01:14.000 --> 00:01:23.000]  我們很容易被蒙蔽欺騙捉弄愚弄
[00:01:23.000 --> 00:01:31.000]  所以我們需要神的話語的亮光來支票我們
[00:01:31.000 --> 00:01:37.000]  如何的認識清楚撒旦的各種的詭計
[00:01:38.000 --> 00:01:48.000]  我們能夠不上當我們能夠勝過他各樣的詭計
[00:01:48.000 --> 00:01:55.000]  人自己不能夠識破撒旦的詭計
[00:01:55.000 --> 00:01:59.000]  他很容易蒙蔽我們
[00:02:00.000 --> 00:02:10.000]  我記得好多年前去印尼這個新加勒亞那邊附近的方家
[00:02:10.000 --> 00:02:15.000]  一個地方去探望一位宣教士
[00:02:15.000 --> 00:02:21.000]  他就告訴我他們怎麼樣抓猴子
[00:02:21.000 --> 00:02:25.000]  他們預備了陷阱抓猴子
[00:02:25.000 --> 00:02:28.000]  大家知道猴子很精明
[00:02:29.000 --> 00:02:30.000]  但是呢
[00:02:30.000 --> 00:02:35.000]  這些抓猴子的人比猴子更精明
[00:02:35.000 --> 00:02:37.000]  結果呢
[00:02:37.000 --> 00:02:40.000]  這個猴子被抓到
[00:02:40.000 --> 00:02:44.000]  我們自己的聰明
[00:02:44.000 --> 00:02:48.000]  不過是像那個猴子的聰明
[00:02:48.000 --> 00:02:56.000]  我們如果不是借著神的話語的提醒光照
[00:02:56.000 --> 00:03:04.000]  我們很容易落在他的比我們自己更高明的陷阱裡頭
[00:03:04.000 --> 00:03:07.000]  所以我們用一個科目的心
[00:03:07.000 --> 00:03:09.000]  天妃的心
[00:03:09.000 --> 00:03:10.000]  仰望的心
[00:03:10.000 --> 00:03:20.000]  來學習如何清清楚楚的認識撒旦的各種的詭計
[00:03:22.000 --> 00:03:29.000]  那麼大家手中有我的信息的內容的綱要
[00:03:29.000 --> 00:03:34.000]  但是我將次序改一改
[00:03:34.000 --> 00:03:35.000]  今天呢
[00:03:35.000 --> 00:03:41.000]  我們就從第四點來看
[00:03:41.000 --> 00:03:48.000]  在潮流方面撒旦的詭計
[00:03:49.000 --> 00:03:52.000]  我們看兩節的聖經
[00:03:52.000 --> 00:04:00.000]  先看七十路第十二章十二節
[00:04:00.000 --> 00:04:05.000]  七十路十二章十二節
[00:04:05.000 --> 00:04:14.000]  所以住天和住在其中的你們都快樂吧
[00:04:14.000 --> 00:04:18.000]  只是地獄還有貨了
[00:04:18.000 --> 00:04:22.000]  因為撒旦知道自己的時候不多
[00:04:22.000 --> 00:04:26.000]  就氣憤憤的下到你們那裡去了
[00:04:26.000 --> 00:04:29.000]  這裡幕僚一句說
[00:04:29.000 --> 00:04:33.000]  魔鬼知道自己的時候不多
[00:04:33.000 --> 00:04:37.000]  這就表示是末世的時候了
[00:04:37.000 --> 00:04:41.000]  他就氣憤憤的
[00:04:41.000 --> 00:04:43.000]  不甘心的
[00:04:43.000 --> 00:04:45.000]  變本加厲的
[00:04:45.000 --> 00:04:48.000]  下到你們那裡去了
[00:04:48.000 --> 00:04:51.000]  下到人間
[00:04:51.000 --> 00:04:57.000]  在人間造成了這個末世的潮流
[00:04:57.000 --> 00:05:02.000]  這個潮流的描述
[00:05:02.000 --> 00:05:09.000]  我們來看提摩太后書第三章
[00:05:10.000 --> 00:05:17.000]  請大家翻到提摩太后書第三章
[00:05:17.000 --> 00:05:22.000]  第一節到第五節
[00:05:22.000 --> 00:05:29.000]  你該知道末世末世我們的時代
[00:05:29.000 --> 00:05:33.000]  必有危險的日子來到
[00:05:33.000 --> 00:05:36.000]  因為那時人要專顧自己
[00:05:36.000 --> 00:05:38.000]  貪愛錢財
[00:05:38.000 --> 00:05:40.000]  自誇狂傲
[00:05:40.000 --> 00:05:42.000]  妄賭
[00:05:42.000 --> 00:05:44.000]  違背父母
[00:05:44.000 --> 00:05:45.000]  忘恩負義
[00:05:45.000 --> 00:05:47.000]  心不勝解
[00:05:47.000 --> 00:05:50.000]  無親情不解怨
[00:05:50.000 --> 00:05:51.000]  好說慚言
[00:05:51.000 --> 00:05:53.000]  不能自悅
[00:05:53.000 --> 00:05:55.000]  心情凶暴
[00:05:55.000 --> 00:05:56.000]  不愛良善
[00:05:56.000 --> 00:05:58.000]  脈足脈友
[00:05:58.000 --> 00:06:00.000]  任意妄為
[00:06:00.000 --> 00:06:01.000]  自高自大
[00:06:01.000 --> 00:06:04.000]  愛艷樂不愛神
[00:06:04.000 --> 00:06:06.000]  有今天的外貌
[00:06:06.000 --> 00:06:09.000]  卻背了今天的實意
[00:06:09.000 --> 00:06:13.000]  這等人你要躲開
[00:06:13.000 --> 00:06:15.000]  在這裡我們看見
[00:06:15.000 --> 00:06:18.000]  撒旦所造成的末世的潮流
[00:06:18.000 --> 00:06:22.000]  內容的要點很清楚
[00:06:22.000 --> 00:06:26.000]  讓我們一樣一樣的來思想領受
[00:06:26.000 --> 00:06:28.000]  第一句話
[00:06:28.000 --> 00:06:30.000]  你該知道
[00:06:31.000 --> 00:06:33.000]  每一個基督徒
[00:06:33.000 --> 00:06:36.000]  應該清楚知道
[00:06:36.000 --> 00:06:39.000]  末世撒旦的作為
[00:06:39.000 --> 00:06:42.000]  這樣的潮流的內容
[00:06:42.000 --> 00:06:46.000]  我們應該清楚的認識
[00:06:46.000 --> 00:06:48.000]  認識以後
[00:06:48.000 --> 00:06:51.000]  我們可以防範
[00:06:51.000 --> 00:06:57.000]  末世必有危險的日子來到
[00:06:58.000 --> 00:07:02.000]  危險對我們的靈性危險
[00:07:02.000 --> 00:07:08.000]  讓我們失去了應有的與神的關係
[00:07:08.000 --> 00:07:13.000]  應有的生活的方式
[00:07:13.000 --> 00:07:14.000]  重點
[00:07:14.000 --> 00:07:15.000]  內容
[00:07:15.000 --> 00:07:21.000]  這是一個值得我們特別注意的
[00:07:21.000 --> 00:07:24.000]  一個時代的情況
[00:07:24.000 --> 00:07:27.000]  我們認定
[00:07:27.000 --> 00:07:31.000]  這是危險的日子
[00:07:31.000 --> 00:07:37.000]  危險就是不小心就落在陷阱裡頭
[00:07:37.000 --> 00:07:42.000]  所以我們要張大我們的蘇靈的眼睛
[00:07:42.000 --> 00:07:44.000]  藉著神話
[00:07:44.000 --> 00:07:45.000]  透過神話
[00:07:45.000 --> 00:07:49.000]  看清楚撒旦的軌跡
[00:07:49.000 --> 00:07:52.000]  陷阱是什麼
[00:07:53.000 --> 00:07:57.000]  在這裡我們一樣樣的來看
[00:07:57.000 --> 00:08:01.000]  第二句
[00:08:01.000 --> 00:08:05.000]  因為那時人要專顧自己
[00:08:05.000 --> 00:08:08.000]  專顧自己
[00:08:08.000 --> 00:08:10.000]  那在個人方面講
[00:08:10.000 --> 00:08:12.000]  這就是自我中心
[00:08:12.000 --> 00:08:16.000]  在哲學方面講
[00:08:16.000 --> 00:08:19.000]  人本主義
[00:08:19.000 --> 00:08:24.000]  把人自己放在一切的中心
[00:08:24.000 --> 00:08:26.000]  對於文化方面來講
[00:08:26.000 --> 00:08:31.000]  就是自由
[00:08:31.000 --> 00:08:32.000]  自由
[00:08:32.000 --> 00:08:35.000]  不受任何的約束
[00:08:35.000 --> 00:08:38.000]  一切都是相對的
[00:08:38.000 --> 00:08:44.000]  在這樣的一個時代當中
[00:08:44.000 --> 00:08:47.000]  我們要如何呢
[00:08:48.000 --> 00:08:53.000]  我們要學習基督中心
[00:08:53.000 --> 00:08:57.000]  剛才看的是自我中心
[00:08:57.000 --> 00:09:03.000]  這是撒旦要造成的一種的情勢
[00:09:03.000 --> 00:09:07.000]  撒旦是與神為敵
[00:09:07.000 --> 00:09:08.000]  自我中心
[00:09:08.000 --> 00:09:11.000]  他要贖神的人
[00:09:11.000 --> 00:09:15.000]  跟他走而不跟基督走
[00:09:15.000 --> 00:09:18.000]  抗拒基督中心
[00:09:18.000 --> 00:09:22.000]  但是感謝神
[00:09:22.000 --> 00:09:25.000]  我們看見保羅
[00:09:25.000 --> 00:09:28.000]  在菲律賓書一章二十一節
[00:09:28.000 --> 00:09:32.000]  所講的寶貴的見證
[00:09:32.000 --> 00:09:33.000]  他說
[00:09:33.000 --> 00:09:36.000]  或生或死
[00:09:36.000 --> 00:09:42.000]  宗教基督在我身上照常顯大
[00:09:42.000 --> 00:09:45.000]  生也好死也好
[00:09:45.000 --> 00:09:49.000]  這個心智多麼堅強
[00:09:49.000 --> 00:09:52.000]  將生命置於度外
[00:09:52.000 --> 00:09:55.000]  撒旦見到這樣的人就怕了
[00:09:55.000 --> 00:09:58.000]  他無計可施
[00:09:58.000 --> 00:10:03.000]  保羅要付一切的代價
[00:10:03.000 --> 00:10:06.000]  包括生死在內
[00:10:06.000 --> 00:10:09.000]  來達成一個目的
[00:10:09.000 --> 00:10:13.000]  就是讓基督在他身上顯大
[00:10:13.000 --> 00:10:21.000]  讓基督中心來取代他的自我中心
[00:10:21.000 --> 00:10:31.000]  我們看見在哥羅西書一章十八節
[00:10:31.000 --> 00:10:34.000]  保羅在那裡說
[00:10:34.000 --> 00:10:39.000]  讓基督在凡事上居首位
[00:10:39.000 --> 00:10:47.000]  這是讓主居首位那首詩歌的來源
[00:10:47.000 --> 00:10:52.000]  讓主居首位
[00:10:52.000 --> 00:10:55.000]  我們自己從寶座上下來
[00:10:55.000 --> 00:10:58.000]  很不簡單的一件事
[00:10:58.000 --> 00:11:02.000]  因為我們習慣了自己上寶座
[00:11:02.000 --> 00:11:08.000]  現在我們要唱另外一個詩歌
[00:11:08.000 --> 00:11:09.000]  副歌
[00:11:09.000 --> 00:11:11.000]  重複地唱
[00:11:11.000 --> 00:11:15.000]  讓主居首位
[00:11:15.000 --> 00:11:17.000]  不再是我
[00:11:17.000 --> 00:11:20.000]  乃是基督我
[00:11:20.000 --> 00:11:24.000]  我們再看第二
[00:11:24.000 --> 00:11:27.000]  貪愛錢財
[00:11:27.000 --> 00:11:30.000]  這是物質主義
[00:11:31.000 --> 00:11:34.000]  我們看見今天
[00:11:34.000 --> 00:11:37.000]  一般的人
[00:11:37.000 --> 00:11:40.000]  都是追求物質的獲得
[00:11:40.000 --> 00:11:43.000]  物質的享受
[00:11:43.000 --> 00:11:45.000]  這是個人方面
[00:11:45.000 --> 00:11:48.000]  那麼在哲學方面
[00:11:48.000 --> 00:11:50.000]  有唯物論
[00:11:50.000 --> 00:11:52.000]  唯物
[00:11:52.000 --> 00:11:56.000]  只有物是真實的
[00:11:56.000 --> 00:11:58.000]  其他的
[00:11:58.000 --> 00:12:00.000]  是次要的
[00:12:00.000 --> 00:12:02.000]  這個唯物論
[00:12:02.000 --> 00:12:05.000]  也是許多的人
[00:12:05.000 --> 00:12:08.000]  將精神、注意、眼光
[00:12:08.000 --> 00:12:12.000]  都集中在物質上
[00:12:12.000 --> 00:12:19.000]  那麼在這樣的一個處境當中
[00:12:19.000 --> 00:12:21.000]  基督徒應該怎麼樣呢?
[00:12:21.000 --> 00:12:26.000]  有一個國度的價值觀
[00:12:26.000 --> 00:12:27.000]  主耶穌
[00:12:27.000 --> 00:12:29.000]  馬太福音第六章
[00:12:29.000 --> 00:12:32.000]  的門徒講
[00:12:32.000 --> 00:12:35.000]  你們要先求神的國
[00:12:35.000 --> 00:12:37.000]  和祂的義
[00:12:37.000 --> 00:12:38.000]  然後
[00:12:38.000 --> 00:12:40.000]  這些東西
[00:12:40.000 --> 00:12:45.000]  就是你們日用的需要
[00:12:45.000 --> 00:12:49.000]  都必加給你們
[00:12:49.000 --> 00:12:53.000]  先求神的國和祂的義
[00:12:53.000 --> 00:12:58.000]  把神的國放在人生的首位上
[00:12:58.000 --> 00:13:00.000]  然後
[00:13:00.000 --> 00:13:02.000]  我們放心
[00:13:02.000 --> 00:13:04.000]  這位國度的主
[00:13:04.000 --> 00:13:08.000]  要按照祂豐富的恩典
[00:13:08.000 --> 00:13:13.000]  將我們人生所需要的物質的一切的一切
[00:13:13.000 --> 00:13:16.000]  都賜給我們
[00:13:16.000 --> 00:13:19.000]  國度在前
[00:13:19.000 --> 00:13:23.000]  其他的在後
[00:13:23.000 --> 00:13:27.000]  這是我們要建立的
[00:13:27.000 --> 00:13:31.000]  國度的價值觀
[00:13:31.000 --> 00:13:36.000]  我們再看第三樣
[00:13:36.000 --> 00:13:40.000]  放獨
[00:13:40.000 --> 00:13:43.000]  四誇黃奧放獨
[00:13:45.000 --> 00:13:47.000]  那麼放獨呢
[00:13:47.000 --> 00:13:48.000]  可以把它叫做
[00:13:48.000 --> 00:13:51.000]  凡叛主義
[00:13:51.000 --> 00:13:54.000]  放獨是在下的
[00:13:54.000 --> 00:13:58.000]  對在上的
[00:13:58.000 --> 00:13:59.000]  放獨
[00:13:59.000 --> 00:14:01.000]  為放
[00:14:01.000 --> 00:14:03.000]  解獨
[00:14:03.000 --> 00:14:06.000]  今天
[00:14:06.000 --> 00:14:09.000]  在這個世界的潮流裡頭
[00:14:09.000 --> 00:14:11.000]  凡叛主義
[00:14:11.000 --> 00:14:13.000]  很顯著
[00:14:13.000 --> 00:14:17.000]  不要任何的權威
[00:14:17.000 --> 00:14:20.000]  我是我的主
[00:14:20.000 --> 00:14:22.000]  誰也不能指揮我
[00:14:22.000 --> 00:14:24.000]  管理我
[00:14:24.000 --> 00:14:26.000]  凡叛
[00:14:26.000 --> 00:14:31.000]  凡叛一切的既有的制度
[00:14:31.000 --> 00:14:37.000]  甚至於包括家庭制度在裡頭
[00:14:37.000 --> 00:14:41.000]  在這樣的一個潮流當中
[00:14:41.000 --> 00:14:43.000]  基督徒怎麼樣呢
[00:14:43.000 --> 00:14:48.000]  我們要順服正義
[00:14:48.000 --> 00:14:55.000]  我們可以反對一切不合神之意的事
[00:14:55.000 --> 00:15:01.000]  我們可以有一個堅定的明顯的立場
[00:15:01.000 --> 00:15:06.000]  反對與神對立的事物
[00:15:06.000 --> 00:15:09.000]  與真理對立的事物
[00:15:09.000 --> 00:15:11.000]  同時
[00:15:11.000 --> 00:15:14.000]  我們堅定立場
[00:15:14.000 --> 00:15:18.000]  順服真理
[00:15:18.000 --> 00:15:21.000]  我們記得
[00:15:21.000 --> 00:15:26.000]  在約翰福音18章37節
[00:15:26.000 --> 00:15:29.000]  耶穌基督受比拉多的審問
[00:15:29.000 --> 00:15:32.000]  比拉多問他說
[00:15:32.000 --> 00:15:34.000]  你是王嗎
[00:15:34.000 --> 00:15:37.000]  主耶穌怎麼回答說呢
[00:15:37.000 --> 00:15:40.000]  你說的是
[00:15:40.000 --> 00:15:43.000]  我是王
[00:15:43.000 --> 00:15:48.000]  但是我的國不屬這個世界
[00:15:48.000 --> 00:15:53.000]  凡屬真理的人
[00:15:53.000 --> 00:15:56.000]  必跟從我
[00:15:56.000 --> 00:15:58.000]  所以主的意思就是
[00:15:58.000 --> 00:16:01.000]  他的國度是真理的國度
[00:16:01.000 --> 00:16:03.000]  他是真理的王
[00:16:03.000 --> 00:16:05.000]  那些認識真理
[00:16:05.000 --> 00:16:06.000]  接受真理
[00:16:06.000 --> 00:16:08.000]  順服真理的人
[00:16:08.000 --> 00:16:12.000]  就必跟從主耶穌
[00:16:12.000 --> 00:16:17.000]  然後在第19章
[00:16:17.000 --> 00:16:20.000]  在那裡提到
[00:16:20.000 --> 00:16:24.000]  有人就用一個牌子
[00:16:24.000 --> 00:16:28.000]  寫了字掛在基督的十字架上
[00:16:28.000 --> 00:16:32.000]  上面寫猶太人的王
[00:16:32.000 --> 00:16:35.000]  是用三種的文字寫的
[00:16:35.000 --> 00:16:37.000]  基督那文
[00:16:37.000 --> 00:16:39.000]  拉丁文
[00:16:39.000 --> 00:16:42.000]  和西伶尼文
[00:16:42.000 --> 00:16:46.000]  這個很值得我們注意
[00:16:46.000 --> 00:16:51.000]  三種語言的牌子寫
[00:16:51.000 --> 00:16:53.000]  一都是王
[00:16:53.000 --> 00:16:56.000]  我相信這件事裡面
[00:16:56.000 --> 00:17:01.000]  有很寶貴的重要的意義
[00:17:01.000 --> 00:17:04.000]  提示
[00:17:04.000 --> 00:17:06.000]  大家知道
[00:17:06.000 --> 00:17:09.000]  這個希伯來文
[00:17:09.000 --> 00:17:13.000]  可以代表宗教界
[00:17:13.000 --> 00:17:17.000]  拉丁文羅馬帝國的文字
[00:17:17.000 --> 00:17:20.000]  可以代表政治界
[00:17:20.000 --> 00:17:26.000]  希伯來文是文化的文字
[00:17:26.000 --> 00:17:29.000]  是文化界
[00:17:29.000 --> 00:17:34.000]  這三種的文字一起出現在十字架上
[00:17:34.000 --> 00:17:38.000]  王 王 王
[00:17:38.000 --> 00:17:41.000]  讓我們看見歷史中
