
[00:00:00.000 --> 00:00:01.400]  當我讀完《斷聖經》之前
[00:00:01.400 --> 00:00:02.960]  我就想起一件事情
[00:00:02.960 --> 00:00:06.000]  大家會認識在新約當中主耶穌提及
[00:00:06.000 --> 00:00:10.440]  就是有一個患了十二年血流的女士
[00:00:10.440 --> 00:00:13.720]  來捉摸耶穌衣裳的睡子
[00:00:13.720 --> 00:00:15.200]  大家記得這件事情
[00:00:15.200 --> 00:00:18.040]  當時耶穌會很驚訝
[00:00:18.040 --> 00:00:20.360]  祂會問哪一個捉摸我
[00:00:20.360 --> 00:00:24.280]  門徒就帶著取笑的口吻說
[00:00:24.280 --> 00:00:26.280]  周圍這麼多人擁擠你
[00:00:26.280 --> 00:00:28.000]  你還問哪一個捉摸你
[00:00:28.360 --> 00:00:30.360]  那麼多人在這裡當然有人碰到你
[00:00:30.360 --> 00:00:32.440]  但耶穌說不是
[00:00:32.440 --> 00:00:35.640]  我感覺有能力從我身上出去
[00:00:35.640 --> 00:00:39.160]  在當時一位女士
[00:00:39.160 --> 00:00:43.880]  在眾人當中唯一一個能夠得著能力的
[00:00:43.880 --> 00:00:48.200]  因為她經歷過過去很多醫生幫不了她
[00:00:48.200 --> 00:00:49.560]  用盡她的錢財
[00:00:49.560 --> 00:00:51.200]  沒有辦法治好自己
[00:00:51.200 --> 00:00:53.880]  但是她知道在無助當中
[00:00:53.880 --> 00:00:55.160]  她可以依靠神
[00:00:55.400 --> 00:00:58.400]  因此她全心來到耶穌的背後
[00:00:58.400 --> 00:01:01.400]  帶著信心去捉摸耶穌
[00:01:01.400 --> 00:01:05.240]  因此她在信心當中得著醫治
[00:01:05.240 --> 00:01:07.080]  各位弟兄姊妹
[00:01:07.080 --> 00:01:09.920]  在我們跟隨主的路上
[00:01:09.920 --> 00:01:11.600]  我們都會問一個問題
[00:01:11.600 --> 00:01:14.680]  我們有沒有捉摸到耶穌
[00:01:14.680 --> 00:01:17.160]  很多時候星期日回來崇拜
[00:01:17.160 --> 00:01:18.560]  星期六回來崇拜
[00:01:18.560 --> 00:01:20.280]  在崇拜當中
[00:01:20.280 --> 00:01:22.600]  有很多人回來
[00:01:22.840 --> 00:01:26.240]  有多少人捉摸到耶穌
[00:01:26.240 --> 00:01:29.160]  經歷到祂的能力
[00:01:29.160 --> 00:01:31.600]  很多人會聽到
[00:01:31.600 --> 00:01:34.760]  有多少人會聽到神的話
[00:01:34.760 --> 00:01:37.880]  又能夠得到心靈的復興
[00:01:37.880 --> 00:01:41.160]  當然無論是說還是聽
[00:01:41.160 --> 00:01:42.840]  都要問自己這個問題
[00:01:42.840 --> 00:01:46.840]  究竟我有沒有帶著一份渴求的心
[00:01:46.840 --> 00:01:49.480]  帶著信心去尋求祂
[00:01:49.480 --> 00:01:51.080]  以致得到呢
[00:01:52.200 --> 00:01:53.360]  今天我們讀的聖經
[00:01:53.360 --> 00:01:55.160]  說到希米大靈的復興
[00:01:55.160 --> 00:01:58.160]  整群猶太人在神的面前
[00:01:58.160 --> 00:02:01.480]  他們真正明白神的道
[00:02:01.480 --> 00:02:05.320]  他們渴求聽神的話
[00:02:05.320 --> 00:02:08.120]  而經歷神給他們的復興
[00:02:08.120 --> 00:02:09.920]  但願我們在將來
[00:02:09.920 --> 00:02:10.760]  在今天
[00:02:10.760 --> 00:02:14.360]  我們都能夠這樣去經歷神給我們的復興
[00:02:14.360 --> 00:02:16.240]  所以我們跟著思想的
[00:02:16.240 --> 00:02:20.520]  放心
[00:02:20.520 --> 00:02:22.520]  只是跌了一本詩集而已
[00:02:22.520 --> 00:02:26.200]  跟著我們所思想的就是
[00:02:26.200 --> 00:02:30.920]  究竟猶太人怎樣去經歷神給他們的復興
[00:02:30.920 --> 00:02:33.600]  在剛才大家讀的第八章裡面
[00:02:33.600 --> 00:02:36.400]  你會看到當時他們如同一人
[00:02:36.400 --> 00:02:39.640]  聚集在一個叫做水門前的廣場
[00:02:39.640 --> 00:02:41.600]  如果大家留心一下
[00:02:41.600 --> 00:02:43.760]  這群人他們所經歷的事情
[00:02:43.760 --> 00:02:45.640]  其實就是一群猶太人
[00:02:45.640 --> 00:02:47.720]  被擄之後歸回
[00:02:48.640 --> 00:02:50.480]  他們經歷了很多方面的事情
[00:02:50.480 --> 00:02:52.280]  首先他們經歷了所羅巴伯
[00:02:52.280 --> 00:02:55.280]  帶領他們回到耶路撒冷的地方
[00:02:55.280 --> 00:02:57.160]  重新建造聖殿
[00:02:57.160 --> 00:02:59.320]  大家記得前幾次我們曾經提及
[00:02:59.320 --> 00:03:02.520]  後來神又帶領著一個以色列
[00:03:02.520 --> 00:03:03.720]  一個民事
[00:03:03.720 --> 00:03:04.880]  一個經學家
[00:03:04.880 --> 00:03:09.760]  回來重建猶太人他們的屬靈的生命
[00:03:09.760 --> 00:03:11.520]  第三
[00:03:11.520 --> 00:03:13.160]  到今天這個時候
[00:03:13.160 --> 00:03:14.440]  尼西米到了
[00:03:14.440 --> 00:03:15.760]  被神的靈感動
[00:03:15.760 --> 00:03:18.400]  他放棄了他自己的高薪厚職
[00:03:18.880 --> 00:03:21.440]  這個職位是非常高的職位
[00:03:21.440 --> 00:03:23.440]  他放棄了
[00:03:23.440 --> 00:03:25.120]  他離開自己的地方
[00:03:25.120 --> 00:03:28.200]  就去到耶路撒冷建造城牆
[00:03:28.200 --> 00:03:30.760]  所以你會發覺三種的建造
[00:03:30.760 --> 00:03:32.800]  第一是建造聖殿
[00:03:32.800 --> 00:03:35.240]  第二是建造屬靈的生命
[00:03:35.240 --> 00:03:38.640]  第三是建造城牆
[00:03:38.640 --> 00:03:41.000]  在建造城牆的過程當中
[00:03:41.000 --> 00:03:42.600]  他們很出乎意料
[00:03:42.600 --> 00:03:44.120]  因為很多人逼迫他們
[00:03:44.120 --> 00:03:45.120]  難阻他們
[00:03:45.120 --> 00:03:47.360]  但是竟然在52天
[00:03:47.360 --> 00:03:48.160]  聖經說
[00:03:48.440 --> 00:03:51.360]  他們成功地建造好整個城牆
[00:03:51.360 --> 00:03:53.560]  因此他們在感恩
[00:03:53.560 --> 00:03:54.960]  在驚訝的時候
[00:03:54.960 --> 00:03:57.120]  聚集在神的面前
[00:03:57.120 --> 00:03:58.880]  他們在當中
[00:03:58.880 --> 00:04:00.560]  看見神的作為
[00:04:00.560 --> 00:04:02.480]  他們深深地感動
[00:04:02.480 --> 00:04:04.520]  在感動之餘
[00:04:04.520 --> 00:04:06.560]  他們有一種新的渴慕
[00:04:06.560 --> 00:04:08.640]  更新了對神的渴慕
[00:04:08.640 --> 00:04:09.840]  因此
[00:04:09.840 --> 00:04:11.920]  接著下面的時間就說到
[00:04:11.920 --> 00:04:13.160]  他們在這個時刻
[00:04:13.160 --> 00:04:15.360]  眾民如同一人
[00:04:15.960 --> 00:04:18.520]  同心合意地來到神的面前
[00:04:18.520 --> 00:04:20.360]  他們主動邀請
[00:04:20.360 --> 00:04:21.880]  這位經學家
[00:04:21.880 --> 00:04:22.840]  以色列
[00:04:22.840 --> 00:04:24.520]  跟他們說神的道
[00:04:24.520 --> 00:04:27.200]  其實以色列回到耶路撒冷經
[00:04:27.200 --> 00:04:28.560]  已經有十多年了
[00:04:28.560 --> 00:04:29.560]  在過去
[00:04:29.560 --> 00:04:31.200]  他們一直鼓勵百姓來到
[00:04:31.200 --> 00:04:32.680]  小心神的心意
[00:04:32.680 --> 00:04:35.160]  但是似乎大家的反應很冷淡
[00:04:35.160 --> 00:04:36.880]  但是這個時候
[00:04:36.880 --> 00:04:38.560]  他們主動邀請他們來
[00:04:38.560 --> 00:04:40.880]  是要聽神的道
[00:04:40.880 --> 00:04:43.480]  然後選擇了7月1日
[00:04:43.480 --> 00:04:44.680]  大家知道
[00:04:44.920 --> 00:04:46.160]  在這個時候
[00:04:46.160 --> 00:04:47.480]  第二節說
[00:04:47.480 --> 00:04:49.280]  7月初一日
[00:04:49.280 --> 00:04:51.680]  以斯拉濟斯把律法書
[00:04:51.680 --> 00:04:54.200]  帶到所有聽了能明白的
[00:04:54.200 --> 00:04:56.600]  男女會眾面前
[00:04:56.600 --> 00:04:58.080]  7月1日
[00:04:58.080 --> 00:05:01.720]  我們很快就到7月1日
[00:05:01.720 --> 00:05:04.280]  在當時的7月1日
[00:05:04.280 --> 00:05:06.760]  是教育裏面一個重要的節日
[00:05:06.760 --> 00:05:08.520]  叫做「崔號節」
[00:05:08.520 --> 00:05:10.080]  「崔國號」
[00:05:10.080 --> 00:05:11.680]  在這個節日裏
[00:05:11.680 --> 00:05:14.280]  大家放下一切的工作休息
[00:05:14.640 --> 00:05:17.360]  而集中來敬拜神的日子
[00:05:17.360 --> 00:05:19.520]  因此在這個節日裏
[00:05:19.520 --> 00:05:20.800]  以斯利人很清楚知道
[00:05:20.800 --> 00:05:22.640]  這個時候要放下一切
[00:05:22.640 --> 00:05:24.720]  要去敬拜神
[00:05:24.720 --> 00:05:27.600]  放下平時纏累自己的事情
[00:05:27.600 --> 00:05:28.920]  去敬拜神
[00:05:28.920 --> 00:05:30.320]  因此7月1日
[00:05:30.320 --> 00:05:31.320]  如同一人
[00:05:31.320 --> 00:05:33.760]  在神的面前來敬拜他
[00:05:33.760 --> 00:05:35.840]  他一定接你留心
[00:05:35.840 --> 00:05:36.440]  就是
[00:05:36.440 --> 00:05:39.480]  為什麼聖經常常提醒我們
[00:05:39.480 --> 00:05:40.840]  我的心啊
[00:05:40.840 --> 00:05:43.640]  你不可忘記他的一切恩惠
[00:05:44.560 --> 00:05:47.760]  提醒我們要向上思想神的工作
[00:05:47.760 --> 00:05:49.560]  去感謝他
[00:05:49.560 --> 00:05:53.040]  何時我們感受神的恩惠的時候
[00:05:53.040 --> 00:05:56.000]  我們對他的渴求也會提升
[00:05:56.000 --> 00:05:57.360]  更加知道
[00:05:57.360 --> 00:05:58.480]  他愛我們
[00:05:58.480 --> 00:06:00.840]  我們應當來尋求他
[00:06:00.840 --> 00:06:03.400]  我記得有位弟兄分享
[00:06:03.400 --> 00:06:06.360]  當他離開了教會一段長時間
[00:06:06.360 --> 00:06:09.320]  放下了自己的信仰
[00:06:09.320 --> 00:06:11.320]  後來有一次
[00:06:11.320 --> 00:06:12.680]  偶然的機會
[00:06:12.680 --> 00:06:13.880]  回到教會
[00:06:14.440 --> 00:06:15.640]  回到教會崇拜的時候
[00:06:15.640 --> 00:06:16.840]  有一些陌生的感覺
[00:06:16.840 --> 00:06:18.760]  但在崇拜當中的時候
[00:06:18.760 --> 00:06:21.160]  突然想起自己過去所經歷的事
[00:06:21.160 --> 00:06:24.240]  很奇妙的是自己這麼多年
[00:06:24.240 --> 00:06:25.600]  雖然離開了神
[00:06:25.600 --> 00:06:27.720]  但神仍然保守了他
[00:06:27.720 --> 00:06:29.280]  他的事業很順利
[00:06:29.280 --> 00:06:31.160]  家庭很快樂
[00:06:31.160 --> 00:06:32.960]  有好的家庭
[00:06:32.960 --> 00:06:34.800]  一邊唱詩歌的時候
[00:06:34.800 --> 00:06:36.480]  想起這些一切的恩惠
[00:06:36.480 --> 00:06:38.840]  突然想起其實不是必然的
[00:06:38.840 --> 00:06:41.640]  很多他的朋友其實也不一定是這樣
[00:06:41.640 --> 00:06:44.000]  因此心裡突然有一份感動
[00:06:44.000 --> 00:06:45.400]  「神啊 感謝祢」
[00:06:45.400 --> 00:06:47.040]  「我雖然這樣待祢」
[00:06:47.040 --> 00:06:49.320]  「但祢仍然這麼愛我」
[00:06:49.320 --> 00:06:51.640]  在這個感動之餘
[00:06:51.640 --> 00:06:53.160]  這位弟兄決心
[00:06:53.160 --> 00:06:55.760]  重新一次轉向神
[00:06:55.760 --> 00:06:58.680]  到今天繼續一直跟隨神
[00:06:58.680 --> 00:07:01.240]  有時候你會想起
[00:07:01.240 --> 00:07:04.240]  當你思想神的恩惠的時候
[00:07:04.240 --> 00:07:07.480]  你裡面有一種很自然的渴慕
[00:07:07.480 --> 00:07:09.240]  去尋求神
[00:07:09.240 --> 00:07:12.000]  我們的信仰不是一些規條
[00:07:12.280 --> 00:07:14.400]  不是要去追求就追求
[00:07:14.400 --> 00:07:18.360]  是需要從內心裡面去體會神的恩惠
[00:07:18.360 --> 00:07:21.920]  以至我們自然地很想去尋求神
[00:07:21.920 --> 00:07:23.320]  因此你會發覺
[00:07:23.320 --> 00:07:26.600]  在當時的猶太人所經歷的事情就是
[00:07:26.600 --> 00:07:30.400]  想回到過去的秘魯歸回
[00:07:30.400 --> 00:07:33.880]  想回到五十二日重建城牆
[00:07:33.880 --> 00:07:35.720]  想回到這一切的時候
[00:07:35.720 --> 00:07:39.280]  他們就自然地全群聚集在神的面前
[00:07:39.280 --> 00:07:41.000]  要聽神的話
[00:07:41.560 --> 00:07:43.320]  他們放下一切的工作
[00:07:43.320 --> 00:07:44.640]  去敬拜神
[00:07:44.640 --> 00:07:46.640]  去思想神的恩惠
[00:07:46.640 --> 00:07:48.880]  因此你接著會看到
[00:07:48.880 --> 00:07:51.920]  他們如何很熱切地學習神的道
[00:07:51.920 --> 00:07:54.000]  我們再看下面的經文
[00:07:54.000 --> 00:07:55.880]  他們如何學習呢?
[00:07:55.880 --> 00:07:57.240]  在第三節說
[00:07:57.240 --> 00:08:01.360]  「在水門前的廣闊地方
[00:08:01.360 --> 00:08:04.080]  從清早到中午」
[00:08:04.080 --> 00:08:05.640]  我想問大家
[00:08:05.640 --> 00:08:07.920]  清早你估計幾點鐘左右呢?
[00:08:09.160 --> 00:08:12.000]  在當時我相信是差不多六點鐘左右
[00:08:12.000 --> 00:08:14.480]  六點鐘到中午十二點鐘
[00:08:14.480 --> 00:08:15.480]  幾多個小時呢?
[00:08:15.480 --> 00:08:17.960]  是六個小時
[00:08:17.960 --> 00:08:22.360]  是六個小時一直來聽神的道
[00:08:22.360 --> 00:08:24.840]  他們很熱心地來聽
[00:08:24.840 --> 00:08:26.520]  今天我想有些時候
[00:08:26.520 --> 00:08:28.000]  開始有很多教會就說
