
[00:00:00.000 --> 00:00:04.920]  我們今天繼續地查考《石圖行傳》的信息
[00:00:04.920 --> 00:00:10.080]  這是《石圖行傳》講章的第八講
[00:00:10.080 --> 00:00:16.000]  今天我們要繼續地查看《石圖行傳》裏面所記載的
[00:00:16.000 --> 00:00:19.760]  《石圖門》所建的十二個異象
[00:00:19.760 --> 00:00:25.080]  上一次我們已經看了其中的頭四個異象
[00:00:25.080 --> 00:00:29.120]  今天我們從第五個異象開始看
[00:00:29.120 --> 00:00:33.920]  但願神藉着這些當時給石圖門的異象
[00:00:33.920 --> 00:00:37.960]  今天向我們發出來它的活潑的
[00:00:37.960 --> 00:00:43.480]  永遠不改變的、永遠長新的信息
[00:00:43.480 --> 00:00:46.000]  第五個異象
[00:00:46.000 --> 00:00:52.200]  我們可以把它叫做新目標或者新視野的異象
[00:00:52.200 --> 00:01:00.520]  這是記載在《石圖行傳》第23章第11節的地方
[00:01:00.520 --> 00:01:06.120]  第23章第11節我讀給各位聽
[00:01:06.120 --> 00:01:09.880]  當夜主站在保羅旁邊說
[00:01:09.880 --> 00:01:14.760]  放心吧,你怎樣在耶路撒冷爲我作見證
[00:01:14.760 --> 00:01:20.240]  也必怎樣在羅馬爲我作見證
[00:01:20.240 --> 00:01:23.280]  當時保羅是在耶路撒冷
[00:01:23.280 --> 00:01:27.680]  但是主在這個異象裏面告訴他說
[00:01:27.680 --> 00:01:31.520]  他將要到羅馬去傳福音
[00:01:31.520 --> 00:01:36.360]  這是保羅所渴望要做的一件事
[00:01:36.360 --> 00:01:40.360]  一直到現在還沒有能夠完成他的願望
[00:01:40.360 --> 00:01:42.800]  但是現在想不到
[00:01:42.800 --> 00:01:46.640]  神藉着他所受的生命的危險
[00:01:46.640 --> 00:01:50.760]  他所受的逼迫而完成他這個願望
[00:01:50.760 --> 00:01:56.120]  成全福音廣傳的進一步計劃
[00:01:56.120 --> 00:02:01.280]  我們感謝神這一次保羅作見
[00:02:01.280 --> 00:02:06.640]  後來就在這一次作見之後不久
[00:02:06.640 --> 00:02:09.240]  被送到羅馬去
[00:02:09.240 --> 00:02:12.040]  因爲他決定要上訴
[00:02:12.040 --> 00:02:17.760]  這樣政府的公費就把他帶去了羅馬
[00:02:17.760 --> 00:02:19.960]  不需要自己出路費
[00:02:19.960 --> 00:02:24.360]  這是神何等奇妙的工作
[00:02:24.360 --> 00:02:30.880]  這個異象使保羅的工作範圍
[00:02:30.880 --> 00:02:34.920]  他的視野大大的擴展
[00:02:34.920 --> 00:02:40.120]  今天神也要使我們的視野擴展
[00:02:40.120 --> 00:02:45.080]  使我們的水平線更加推開
[00:02:45.080 --> 00:02:49.040]  我們有的時候單單看見一個小小的範圍
[00:02:49.040 --> 00:02:53.560]  我們就把自己陷在那個小範圍裏面去工作
[00:02:53.560 --> 00:02:57.000]  我們認爲那就是一切的一切
[00:02:57.000 --> 00:02:59.920]  但是讓我們記得
[00:02:59.920 --> 00:03:04.120]  祖過去如何的在逼迫之中
[00:03:04.120 --> 00:03:08.200]  爲保羅開了新的工作範圍
[00:03:08.200 --> 00:03:14.200]  最後也把他送進那個遙遠的京都裏面去傳福音
[00:03:14.200 --> 00:03:18.840]  照樣神也能夠把我們的小圈子推開
[00:03:18.840 --> 00:03:21.640]  除去我們一切的限制攔阻
[00:03:21.640 --> 00:03:26.040]  讓我們傳福音的工作更加擴展
[00:03:26.040 --> 00:03:27.680]  不但我們個人是如此
[00:03:27.680 --> 00:03:29.800]  我們的教會也是如此
[00:03:29.800 --> 00:03:34.800]  我們整個地區的福音工作也可以如此
[00:03:34.800 --> 00:03:37.840]  但願在整個世界
[00:03:37.840 --> 00:03:44.240]  我們不斷地不斷地看見神這樣做擴展的工作
[00:03:44.240 --> 00:03:48.920]  使所有的教會都不斷地有新的傳福音的目標
[00:03:48.920 --> 00:03:52.200]  和新的視野
[00:03:52.200 --> 00:03:56.000]  第六個意向是保證的意向
[00:03:56.000 --> 00:04:00.480]  這個記載在十八章第九節裏面
[00:04:00.480 --> 00:04:02.600]  十八章第九節
[00:04:02.600 --> 00:04:06.840]  這個時候保羅是在哥林多傳福音
[00:04:06.840 --> 00:04:09.600]  他受了逼迫攔阻
[00:04:09.600 --> 00:04:13.320]  猶太人毀謗他、攻擊他
[00:04:13.320 --> 00:04:19.040]  但是在這個時候主耶穌向他顯現
[00:04:19.040 --> 00:04:22.400]  這個意向記載在第九節裏面
[00:04:22.400 --> 00:04:24.160]  我讀給各位聽
[00:04:24.160 --> 00:04:27.600]  夜間主在異鄉中對保羅說
[00:04:27.600 --> 00:04:30.560]  不要怕,只管講,不要閉口
[00:04:30.560 --> 00:04:34.680]  有我與你同在,必沒有人下手害你
[00:04:34.680 --> 00:04:39.040]  因爲在這城裏我有許多的百姓
[00:04:39.040 --> 00:04:42.000]  保羅在那裏住了一年零六個月
[00:04:42.000 --> 00:04:45.800]  將審得到,教訓他們
[00:04:45.800 --> 00:04:48.960]  當時保羅面對逼迫
[00:04:48.960 --> 00:04:52.880]  主耶穌怕他灰心害怕
[00:04:52.880 --> 00:04:55.800]  所以在這裏向他鼓勵
[00:04:55.800 --> 00:04:57.760]  也向他做保證
[00:04:57.760 --> 00:05:00.480]  對他說你不要怕,只管講
[00:05:00.480 --> 00:05:04.400]  我在這裏揀選了許多的人要得救
[00:05:04.400 --> 00:05:06.800]  你只要傳講他們聽見了
[00:05:06.800 --> 00:05:08.600]  就會相信你
[00:05:08.600 --> 00:05:10.800]  在這裏我與你同在
[00:05:10.800 --> 00:05:13.640]  沒有人能夠下手害你
[00:05:13.640 --> 00:05:15.600]  我要保護你
[00:05:15.600 --> 00:05:19.520]  我要透過你完成我的計劃
[00:05:19.520 --> 00:05:22.200]  你在這裏的工作必不會落空
[00:05:22.200 --> 00:05:23.920]  必不會歸於徒然
[00:05:23.920 --> 00:05:25.400]  必然成全
[00:05:25.400 --> 00:05:27.800]  你不要擔憂,不要退後
[00:05:27.800 --> 00:05:30.200]  不要閉口,只管講
[00:05:30.200 --> 00:05:34.680]  這是何等寶貴的保證的意象
[00:05:34.680 --> 00:05:37.280]  當保羅看見了這個意象
[00:05:37.280 --> 00:05:39.160]  聽見了主在這個意象裏面
[00:05:39.160 --> 00:05:41.320]  向他說的話的時候
[00:05:41.320 --> 00:05:44.480]  他的感覺真是何等的興奮
[00:05:44.480 --> 00:05:46.120]  何等的快樂
[00:05:46.120 --> 00:05:48.080]  他就重新得力
[00:05:48.080 --> 00:05:49.440]  剛強起來
[00:05:49.440 --> 00:05:51.360]  敢問
[00:05:51.360 --> 00:05:54.880]  奔走前面傳不應的道路
[00:05:54.880 --> 00:05:58.800]  這是我們每一個人所需要的
[00:05:58.800 --> 00:06:02.200]  我們是不是也等候要看見這樣一個意象
[00:06:02.200 --> 00:06:05.920]  才這樣重新剛強復興起來呢?
[00:06:05.920 --> 00:06:06.840]  不必
[00:06:06.840 --> 00:06:08.360]  我們打開聖經
[00:06:08.360 --> 00:06:10.400]  翻到這一段的時候
[00:06:10.400 --> 00:06:12.760]  我們就可以重新溫習
[00:06:12.760 --> 00:06:17.000]  當日復活的主如何的向保羅顯現
[00:06:17.000 --> 00:06:19.240]  如何的把這個意象給他
[00:06:19.240 --> 00:06:22.560]  如何的向他講話
[00:06:22.560 --> 00:06:26.800]  我們的主是昨日今日一直到永遠不改變的
[00:06:26.800 --> 00:06:31.200]  他過去如何的把這個意象給傳不應的保羅
[00:06:31.200 --> 00:06:36.760]  今天也必照樣把同樣的意象給傳不應的基督徒
[00:06:36.760 --> 00:06:40.040]  每一個基督徒只要是願意傳不應
[00:06:40.040 --> 00:06:44.480]  都可以從這個意象裏面重新得力
[00:06:44.480 --> 00:06:46.240]  第七個意象
[00:06:46.240 --> 00:06:50.200]  我們可以把它叫做安慰的意象
[00:06:50.200 --> 00:06:54.320]  這是主特別顯現給斯蒂凡看的
[00:06:54.320 --> 00:07:00.160]  這個意象記載在第七章第五十五節
[00:07:00.160 --> 00:07:03.520]  第七章第五十五節
[00:07:03.520 --> 00:07:06.400]  這是很寶貴的一節聖經
[00:07:06.400 --> 00:07:07.960]  我讀給各位聽
[00:07:07.960 --> 00:07:10.000]  七章五十五節
[00:07:10.000 --> 00:07:12.480]  但斯蒂凡被聖靈充滿
[00:07:12.480 --> 00:07:14.120]  定睛往天
[00:07:14.120 --> 00:07:15.880]  看見神的榮耀
[00:07:15.880 --> 00:07:19.240]  又看見耶穌站在神的右邊
[00:07:19.240 --> 00:07:20.160]  就說
[00:07:20.160 --> 00:07:22.040]  我看見天開了
[00:07:22.040 --> 00:07:25.320]  人子站在神的右邊
[00:07:25.320 --> 00:07:28.480]  當時斯蒂凡被聖靈充滿
[00:07:28.480 --> 00:07:31.720]  他的眼睛就舉起來
[00:07:31.720 --> 00:07:33.280]  往天上看
[00:07:33.280 --> 00:07:34.640]  他看的時候
[00:07:34.640 --> 00:07:37.440]  就看見這一個寶貴的意象
[00:07:37.440 --> 00:07:39.840]  就是神的榮耀的意象
[00:07:39.840 --> 00:07:41.240]  不但看見神
[00:07:41.240 --> 00:07:44.840]  又看見主耶穌站在神的右邊
[00:07:44.840 --> 00:07:46.080]  不是坐在那裏
[00:07:46.080 --> 00:07:48.040]  而是站在那裏
[00:07:48.040 --> 00:07:49.760]  這大概是表示
[00:07:49.760 --> 00:07:51.600]  主耶穌何等地
[00:07:51.600 --> 00:07:54.040]  重視斯蒂凡的殉道
[00:07:54.040 --> 00:07:55.560]  現在他站起來
[00:07:55.560 --> 00:07:57.480]  要歡迎斯蒂凡
[00:07:57.480 --> 00:08:00.720]  這是何等大的榮耀
[00:08:00.720 --> 00:08:03.480]  站在神右邊的主耶穌
[00:08:03.480 --> 00:08:06.240]  竟然這樣地重視斯蒂凡
[00:08:06.240 --> 00:08:06.960]  是的
[00:08:06.960 --> 00:08:08.200]  一個愛主的人
[00:08:08.200 --> 00:08:10.240]  一個爲主付代價的人
[00:08:10.240 --> 00:08:12.080]  一個爲主犧牲的人
