
[00:00:00.000 --> 00:00:02.000]  詞曲:陳小霞
[00:00:02.000 --> 00:00:04.000]  演唱:陳小霞
[00:00:04.000 --> 00:00:06.000]  編曲:陳小霞
[00:00:06.000 --> 00:00:08.000]  演唱:陳小霞
[00:00:08.000 --> 00:00:10.000]  演唱:陳小霞
[00:00:10.000 --> 00:00:12.000]  演唱:陳小霞
[00:00:12.000 --> 00:00:14.000]  演唱:陳小霞
[00:00:14.000 --> 00:00:16.000]  演唱:陳小霞
[00:00:16.000 --> 00:00:18.000]  演唱:陳小霞
[00:00:18.000 --> 00:00:20.000]  演唱:陳小霞
[00:00:20.000 --> 00:00:22.000]  演唱:陳小霞
[00:00:22.000 --> 00:00:24.000]  演唱:陳小霞
[00:00:24.000 --> 00:00:26.000]  演唱:陳小霞
[00:00:26.000 --> 00:00:28.000]  演唱:陳小霞
[00:00:28.000 --> 00:00:30.000]  演唱:陳小霞
[00:00:30.000 --> 00:00:32.000]  演唱:陳小霞
[00:00:32.000 --> 00:00:34.000]  演唱:陳小霞
[00:00:34.000 --> 00:00:36.000]  演唱:陳小霞
[00:00:36.000 --> 00:00:38.000]  演唱:陳小霞
[00:00:38.000 --> 00:00:40.000]  演唱:陳小霞
[00:00:40.000 --> 00:00:42.000]  演唱:陳小霞
[00:00:42.000 --> 00:00:44.000]  演唱:陳小霞
[00:00:44.000 --> 00:00:46.000]  演唱:陳小霞
[00:00:46.000 --> 00:00:48.000]  演唱:陳小霞
[00:00:48.000 --> 00:00:50.000]  演唱:陳小霞
[00:00:50.000 --> 00:00:52.000]  演唱:陳小霞
[00:00:52.000 --> 00:00:54.000]  演唱:陳小霞
[00:00:54.000 --> 00:00:56.000]  演唱:陳小霞
[00:00:56.000 --> 00:00:58.000]  演唱:陳小霞
[00:00:58.000 --> 00:01:00.000]  演唱:陳小霞
[00:01:00.000 --> 00:01:02.000]  演唱:陳小霞
[00:01:02.000 --> 00:01:04.000]  演唱:陳小霞
[00:01:04.000 --> 00:01:06.000]  演唱:陳小霞
[00:01:06.000 --> 00:01:08.000]  演唱:陳小霞
[00:01:08.000 --> 00:01:10.000]  演唱:陳小霞
[00:01:10.000 --> 00:01:12.000]  演唱:陳小霞
[00:01:12.000 --> 00:01:14.000]  演唱:陳小霞
[00:01:14.000 --> 00:01:16.000]  演唱:陳小霞
[00:01:16.000 --> 00:01:18.000]  演唱:陳小霞
[00:01:18.000 --> 00:01:20.000]  演唱:陳小霞
[00:01:20.000 --> 00:01:22.000]  演唱:陳小霞
[00:01:22.000 --> 00:01:24.000]  演唱:陳小霞
[00:01:24.000 --> 00:01:26.000]  演唱:陳小霞
[00:01:26.000 --> 00:01:28.000]  演唱:陳小霞
[00:01:28.000 --> 00:01:30.000]  Hello
[00:01:30.000 --> 00:01:32.000]  大兄姊妹晚安
[00:01:32.000 --> 00:01:36.000]  今晚我們還有現場的朋友
[00:01:36.000 --> 00:01:38.000]  大兄姊妹在我們當中
[00:01:38.000 --> 00:01:40.000]  所以今天我們又對著網上
[00:01:40.000 --> 00:01:42.000]  又對著現場
[00:01:42.000 --> 00:01:44.000]  難度加增
[00:01:44.000 --> 00:01:46.000]  另外最大難度就是我們的嘉賓
[00:01:46.000 --> 00:01:48.000]  易景霖博士
[00:01:48.000 --> 00:01:52.000]  因為你看到這裡拿著你的拐杖
[00:01:52.000 --> 00:01:54.000]  弄傷了
[00:01:54.000 --> 00:01:56.000]  然後你也上來
[00:01:56.000 --> 00:01:58.000]  感謝主
[00:01:58.000 --> 00:02:00.000]  能夠弄傷也可以上來
[00:02:00.000 --> 00:02:02.000]  感謝主
[00:02:02.000 --> 00:02:06.000]  充滿了誠意
[00:02:06.000 --> 00:02:10.000]  上星期剛做了十字韌帶修補手術
[00:02:10.000 --> 00:02:12.000]  沒錯
[00:02:12.000 --> 00:02:14.000]  但也立即上來了
[00:02:14.000 --> 00:02:16.000]  原本我們上星期是要邀請你的
[00:02:16.000 --> 00:02:18.000]  是的
[00:02:18.000 --> 00:02:20.000]  但剛好那天做手術
[00:02:20.000 --> 00:02:22.000]  是的
[00:02:22.000 --> 00:02:24.000]  所以之前因為打羽毛球
[00:02:24.000 --> 00:02:28.000]  想不到一個動作
[00:02:28.000 --> 00:02:30.000]  走到左邊後場
[00:02:30.000 --> 00:02:32.000]  退後殺球
[00:02:32.000 --> 00:02:34.000]  想著也是做了幾十年的動作
[00:02:34.000 --> 00:02:36.000]  誰不知年紀大
[00:02:36.000 --> 00:02:38.000]  機器壞
[00:02:38.000 --> 00:02:40.000]  一眼就搞不定
[00:02:40.000 --> 00:02:42.000]  你很保重
[00:02:42.000 --> 00:02:44.000]  不過我想將來你還是玩桌上遊戲
[00:02:44.000 --> 00:02:46.000]  你和Toby玩桌上遊戲
[00:02:46.000 --> 00:02:48.000]  是的
[00:02:48.000 --> 00:02:50.000]  但怎樣也好
[00:02:50.000 --> 00:02:52.000]  今天就要捉住你
[00:02:52.000 --> 00:02:54.000]  我要《能看見》
[00:02:54.000 --> 00:02:56.000]  這本書
[00:02:56.000 --> 00:02:58.000]  剛剛新鮮出爐
[00:02:58.000 --> 00:03:00.000]  特別說一下
[00:03:00.000 --> 00:03:02.000]  從你作者的角度
[00:03:02.000 --> 00:03:04.000]  他讚寫《麻可福音》
[00:03:04.000 --> 00:03:06.000]  的零修書
[00:03:06.000 --> 00:03:08.000]  待會我們一起聊聊天
[00:03:08.000 --> 00:03:10.000]  台下的現場的
[00:03:10.000 --> 00:03:12.000]  大英姐妹
[00:03:12.000 --> 00:03:14.000]  可能也有問題想問一下
[00:03:14.000 --> 00:03:16.000]  交流一下
[00:03:16.000 --> 00:03:18.000]  藉著今天晚上我們可以彼此交流
[00:03:18.000 --> 00:03:20.000]  在你身上學習
[00:03:20.000 --> 00:03:22.000]  Toby
[00:03:22.000 --> 00:03:24.000]  我們有時間賣廣告
[00:03:24.000 --> 00:03:26.000]  如果你喜歡這條片
[00:03:26.000 --> 00:03:28.000]  記得讚好和分享
[00:03:28.000 --> 00:03:30.000]  另外你可以訂閱
[00:03:30.000 --> 00:03:32.000]  旺角浸信會的頻道
[00:03:32.000 --> 00:03:34.000]  另外
[00:03:34.000 --> 00:03:36.000]  在螢光幕會看到KLcode
[00:03:36.000 --> 00:03:38.000]  如果你看到KLcode
[00:03:38.000 --> 00:03:40.000]  掃一下就會有
[00:03:40.000 --> 00:03:42.000]  奉獻資訊
[00:03:42.000 --> 00:03:44.000]  多與少也好
[00:03:44.000 --> 00:03:46.000]  希望大家可以支持我們
