
[00:00:00.000 --> 00:00:04.000]  問題是 可不可以拍散拖?
[00:00:04.000 --> 00:00:06.000]  拍拖是否一定要為了結婚?
[00:00:06.000 --> 00:00:08.000]  我想問這個問題的人
[00:00:08.000 --> 00:00:10.000]  可能會覺得
[00:00:10.000 --> 00:00:12.000]  拍拖很認真
[00:00:12.000 --> 00:00:14.000]  不如兩個人輕輕鬆鬆
[00:00:14.000 --> 00:00:16.000]  不用那麼認真
[00:00:16.000 --> 00:00:18.000]  就更加舒服
[00:00:18.000 --> 00:00:20.000]  不過拍拖認不認真
[00:00:20.000 --> 00:00:22.000]  都是兩回事
[00:00:22.000 --> 00:00:24.000]  我想所謂拍拖要認真
[00:00:24.000 --> 00:00:26.000]  是指有兩個方法
[00:00:26.000 --> 00:00:28.000]  一個方法是
[00:00:28.000 --> 00:00:30.000]  對你的拍拖對象專一
[00:00:30.000 --> 00:00:32.000]  意思是在這段時間
[00:00:32.000 --> 00:00:34.000]  大家拍拖
[00:00:34.000 --> 00:00:36.000]  就只有那個對象
[00:00:36.000 --> 00:00:38.000]  只有你男女朋友的對象
[00:00:38.000 --> 00:00:40.000]  就不應該有第三者
[00:00:40.000 --> 00:00:42.000]  或者有第三者大家會吃醋
[00:00:42.000 --> 00:00:44.000]  這是第一個認真
[00:00:44.000 --> 00:00:46.000]  第二個認真就是
[00:00:46.000 --> 00:00:48.000]  當大家拍拖的時候
[00:00:48.000 --> 00:00:50.000]  是認真地考慮
[00:00:50.000 --> 00:00:52.000]  將來會不會真的結婚?
[00:00:52.000 --> 00:00:54.000]  究竟拍拖
[00:00:54.000 --> 00:00:56.000]  和拍拖
[00:00:56.000 --> 00:00:58.000]  是否可以拍散拖
[00:00:58.000 --> 00:01:00.000]  未必要專一
[00:01:00.000 --> 00:01:02.000]  未必要那麼認真
[00:01:02.000 --> 00:01:04.000]  去考慮將來會不會結婚
[00:01:04.000 --> 00:01:06.000]  老實說聖經沒有規條
[00:01:06.000 --> 00:01:08.000]  不過對我來說
[00:01:08.000 --> 00:01:10.000]  我想我不太贊成
[00:01:10.000 --> 00:01:12.000]  我們去拍散拖
[00:01:12.000 --> 00:01:14.000]  因為拍拖
[00:01:14.000 --> 00:01:16.000]  老實說剛才有一個定義
[00:01:16.000 --> 00:01:18.000]  定義就是
[00:01:18.000 --> 00:01:20.000]  專一地對待對方
[00:01:20.000 --> 00:01:22.000]  在拍拖的過程中
[00:01:22.000 --> 00:01:24.000]  考慮將來會不會結婚
[00:01:24.000 --> 00:01:26.000]  考慮一下
[00:01:26.000 --> 00:01:28.000]  如果我們沒有專一
[00:01:28.000 --> 00:01:30.000]  即是可以今天一個
[00:01:30.000 --> 00:01:32.000]  第二天一個
[00:01:32.000 --> 00:01:34.000]  不過這樣想
[00:01:34.000 --> 00:01:36.000]  我們的問題就是
[00:01:36.000 --> 00:01:38.000]  如果大家拍拖的過程中
[00:01:38.000 --> 00:01:40.000]  由一方開始
[00:01:40.000 --> 00:01:42.000]  越來越投入
[00:01:42.000 --> 00:01:44.000]  開始對對方有種期望
[00:01:44.000 --> 00:01:46.000]  希望對方只有你一個的時候
[00:01:46.000 --> 00:01:48.000]  但大家在那時候才談
[00:01:48.000 --> 00:01:50.000]  是否很有張力
[00:01:50.000 --> 00:01:52.000]  為何不一早
[00:01:52.000 --> 00:01:54.000]  想清楚
[00:01:54.000 --> 00:01:56.000]  這段時間只有對方
[00:01:56.000 --> 00:01:58.000]  第二個原因也有關係
[00:01:58.000 --> 00:02:00.000]  可能大家覺得
[00:02:00.000 --> 00:02:02.000]  先玩玩不用那麼認真
[00:02:02.000 --> 00:02:04.000]  如果大家覺得對方吸引
[00:02:04.000 --> 00:02:06.000]  開始投入
[00:02:06.000 --> 00:02:08.000]  投入感情的時候
[00:02:08.000 --> 00:02:10.000]  就會問
[00:02:10.000 --> 00:02:12.000]  對方未必有為將來的緣故
[00:02:12.000 --> 00:02:14.000]  那種拉扯
[00:02:14.000 --> 00:02:16.000]  構成中間
[00:02:16.000 --> 00:02:18.000]  很多張力
[00:02:18.000 --> 00:02:20.000]  不過我又會覺得
[00:02:20.000 --> 00:02:22.000]  如果你不想那麼認真
[00:02:22.000 --> 00:02:24.000]  可能覺得輕鬆
[00:02:24.000 --> 00:02:26.000]  我就會這樣說
[00:02:26.000 --> 00:02:28.000]  其實我會說
[00:02:28.000 --> 00:02:30.000]  拍拖是需要認真
[00:02:30.000 --> 00:02:32.000]  不過不用那麼緊張
[00:02:32.000 --> 00:02:34.000]  為何這樣說?認真的意思
[00:02:34.000 --> 00:02:36.000]  就是你在那段時間
[00:02:36.000 --> 00:02:38.000]  認真地對你的男朋友
[00:02:38.000 --> 00:02:40.000]  女朋友
[00:02:40.000 --> 00:02:42.000]  只有他一個
[00:02:42.000 --> 00:02:44.000]  但同時也要去問
[00:02:44.000 --> 00:02:46.000]  將來是否結婚
[00:02:46.000 --> 00:02:48.000]  因為還未需要結婚
[00:02:48.000 --> 00:02:50.000]  說真的
[00:02:50.000 --> 00:02:52.000]  拍拖並非一生一世
[00:02:52.000 --> 00:02:54.000]  與對方做人世
[00:02:54.000 --> 00:02:56.000]  在這段時間
[00:02:56.000 --> 00:02:58.000]  不用那麼緊張
[00:02:58.000 --> 00:03:00.000]  大家享受拍拖的開心
[00:03:00.000 --> 00:03:02.000]  拍拖的過程
[00:03:02.000 --> 00:03:04.000]  不過要認真一點
[00:03:04.000 --> 00:03:06.000]  所以對我來說
[00:03:06.000 --> 00:03:08.000]  拍拖是一個好的態度
[00:03:08.000 --> 00:03:10.000]  認真地對待對方
[00:03:10.000 --> 00:03:12.000]  過程中不用太緊張
[00:03:12.000 --> 00:03:14.000]  這是一個更好的
[00:03:14.000 --> 00:03:16.000]  拍拖態度
[00:03:16.000 --> 00:03:18.000]  這個問題是
[00:03:18.000 --> 00:03:20.000]  我遇上一個人
[00:03:20.000 --> 00:03:22.000]  對他有點意思
[00:03:22.000 --> 00:03:24.000]  怎知道他可否跟自己拍拖
[00:03:24.000 --> 00:03:26.000]  和可以曖昧多久
[00:03:26.000 --> 00:03:28.000]  我對問這個問題的朋友
[00:03:28.000 --> 00:03:30.000]  首先想說恭喜你
[00:03:30.000 --> 00:03:32.000]  因為你遇上一個
[00:03:32.000 --> 00:03:34.000]  你有點意思
[00:03:34.000 --> 00:03:36.000]  可能喜歡他的人
[00:03:36.000 --> 00:03:38.000]  說真的
[00:03:38.000 --> 00:03:40.000]  我們今天在自由戀愛的社會
[00:03:40.000 --> 00:03:42.000]  我們可以有拍拖機會
[00:03:42.000 --> 00:03:44.000]  好好認識其實很難得
[00:03:44.000 --> 00:03:46.000]  知道以前的社會
[00:03:46.000 --> 00:03:48.000]  沒有機會自由戀愛
[00:03:48.000 --> 00:03:50.000]  我們要好好珍惜這個機會
[00:03:50.000 --> 00:03:52.000]  問他
[00:03:52.000 --> 00:03:54.000]  是否可以跟自己拍拖
[00:03:54.000 --> 00:03:56.000]  我想只有兩個條件
[00:03:56.000 --> 00:03:58.000]  第一個條件
[00:03:58.000 --> 00:04:00.000]  就是對方
[00:04:00.000 --> 00:04:02.000]  沒有拍拖沒有結婚
[00:04:02.000 --> 00:04:04.000]  因為我們在說
[00:04:04.000 --> 00:04:06.000]  拍拖是一個專一對待對方
[00:04:06.000 --> 00:04:08.000]  即是你
[00:04:08.000 --> 00:04:10.000]  只有他一個男朋友
[00:04:10.000 --> 00:04:12.000]  或女朋友
[00:04:12.000 --> 00:04:14.000]  這種專一對待
[00:04:14.000 --> 00:04:16.000]  是很重要的
[00:04:16.000 --> 00:04:18.000]  如果你又想
[00:04:18.000 --> 00:04:20.000]  對方正在拍拖
[00:04:20.000 --> 00:04:22.000]  不要緊 反正他沒有結婚
[00:04:22.000 --> 00:04:24.000]  我都踩進去
[00:04:24.000 --> 00:04:26.000]  其實真的不是很好的關係
[00:04:26.000 --> 00:04:28.000]  說真的
[00:04:28.000 --> 00:04:30.000]  他為了你去跟他之前的女朋友分手
[00:04:30.000 --> 00:04:32.000]  將來他都可以
[00:04:32.000 --> 00:04:34.000]  為另一個人跟你分手
[00:04:34.000 --> 00:04:36.000]  所以
[00:04:36.000 --> 00:04:38.000]  說到這裏
[00:04:38.000 --> 00:04:40.000]  我又不太認同
[00:04:40.000 --> 00:04:42.000]  騎牛搵馬的狀況
[00:04:42.000 --> 00:04:44.000]  見到另一個很吸引
[00:04:44.000 --> 00:04:46.000]  又去跟另一個人拍拖
[00:04:46.000 --> 00:04:48.000]  其實很容易帶來一種
[00:04:48.000 --> 00:04:50.000]  欺騙感情的感覺
[00:04:50.000 --> 00:04:52.000]  將來萬一
[00:04:52.000 --> 00:04:54.000]  分手後
[00:04:54.000 --> 00:04:56.000]  沒有朋友做
[00:04:56.000 --> 00:04:58.000]  所以都要小心
[00:04:58.000 --> 00:05:00.000]  第二個開始拍拖的條件
[00:05:00.000 --> 00:05:02.000]  你真的覺得
[00:05:02.000 --> 00:05:04.000]  對他有好感
[00:05:04.000 --> 00:05:06.000]  即是你有機會
[00:05:06.000 --> 00:05:08.000]  將來真的跟他結婚
[00:05:08.000 --> 00:05:10.000]  這個都是重要的
[00:05:10.000 --> 00:05:12.000]  因為我們在說
[00:05:12.000 --> 00:05:14.000]  拍拖為了兩個目的
[00:05:14.000 --> 00:05:16.000]  就是去跟一個人
[00:05:16.000 --> 00:05:18.000]  專一地對待他
[00:05:18.000 --> 00:05:20.000]  大家去考慮是否結婚
[00:05:20.000 --> 00:05:22.000]  所以起碼初步
[00:05:22.000 --> 00:05:24.000]  你都會估計
[00:05:24.000 --> 00:05:26.000]  這個人
[00:05:26.000 --> 00:05:28.000]  無論在價值觀、年齡
[00:05:28.000 --> 00:05:30.000]  或者興趣各方面
[00:05:30.000 --> 00:05:32.000]  跟自己
[00:05:32.000 --> 00:05:34.000]  都有少少相配
[00:05:34.000 --> 00:05:36.000]  又帶來好感的時候
[00:05:36.000 --> 00:05:38.000]  你真的可以是一個
[00:05:38.000 --> 00:05:40.000]  跟你拍拖的人
[00:05:40.000 --> 00:05:42.000]  最後一個問題
[00:05:42.000 --> 00:05:44.000]  可以曖昧多久
[00:05:44.000 --> 00:05:46.000]  曖昧的意思就是
[00:05:46.000 --> 00:05:48.000]  其實在這段時間
[00:05:48.000 --> 00:05:50.000]  我又未講清楚
[00:05:50.000 --> 00:05:52.000]  我想在一個
[00:05:52.000 --> 00:05:54.000]  好感的初期
[00:05:54.000 --> 00:05:56.000]  有些曖昧的時間
[00:05:56.000 --> 00:05:58.000]  其實一點都不奇怪
[00:05:58.000 --> 00:06:00.000]  不過可能要避免
[00:06:00.000 --> 00:06:02.000]  曖昧很久
[00:06:02.000 --> 00:06:04.000]  大家又出街
[00:06:04.000 --> 00:06:06.000]  都不講清楚
[00:06:06.000 --> 00:06:08.000]  我想這個真的要避免
[00:06:08.000 --> 00:06:10.000]  如果一種曖昧的狀況
[00:06:10.000 --> 00:06:12.000]  得久的時候
[00:06:12.000 --> 00:06:14.000]  可能大家會有一種假設
[00:06:14.000 --> 00:06:16.000]  其實是否在拍拖
[00:06:16.000 --> 00:06:18.000]  你知道拍拖是期望對方
[00:06:18.000 --> 00:06:20.000]  專一
[00:06:20.000 --> 00:06:22.000]  突然間一段交往的日子
[00:06:22.000 --> 00:06:24.000]  好像拍拖那樣久了
[00:06:24.000 --> 00:06:26.000]  可能會令到一個人
[00:06:26.000 --> 00:06:28.000]  覺得其實對方
[00:06:28.000 --> 00:06:30.000]  是否專一地對待我
[00:06:30.000 --> 00:06:32.000]  到真的發覺不是
[00:06:32.000 --> 00:06:34.000]  又發覺可能對方
[00:06:34.000 --> 00:06:36.000]  柔弱一點
[00:06:36.000 --> 00:06:38.000]  其他異性朋友可能帶來
[00:06:38.000 --> 00:06:40.000]  一些很大的傷害
[00:06:40.000 --> 00:06:42.000]  拍拖不是說今天
[00:06:42.000 --> 00:06:44.000]  馬上要答應對方做人世
[00:06:44.000 --> 00:06:46.000]  不過到了差不多
[00:06:46.000 --> 00:06:48.000]  去到大家講清楚
[00:06:48.000 --> 00:06:50.000]  我們拍拖了
[00:06:50.000 --> 00:06:52.000]  是否專一地對待對方
[00:06:52.000 --> 00:06:54.000]  是否真的考慮將來有結婚
[00:06:54.000 --> 00:06:56.000]  這些都是重要的
[00:06:56.000 --> 00:06:58.000]  不過我又會想
[00:06:58.000 --> 00:07:00.000]  為何有時候會拖長曖昧
[00:07:00.000 --> 00:07:02.000]  可能有不同的原因
[00:07:02.000 --> 00:07:04.000]  第一個原因
[00:07:04.000 --> 00:07:06.000]  可能是心驚驚
[00:07:06.000 --> 00:07:08.000]  跟對方講清楚
[00:07:08.000 --> 00:07:10.000]  表白
[00:07:10.000 --> 00:07:12.000]  怕對方拒絕自己
[00:07:12.000 --> 00:07:14.000]  可能是一個這樣的原因
[00:07:14.000 --> 00:07:16.000]  曖昧的情況
[00:07:16.000 --> 00:07:18.000]  是否真的那麼享受
[00:07:18.000 --> 00:07:20.000]  有時候大家都渴望
[00:07:20.000 --> 00:07:22.000]  不如搞清楚一點
[00:07:22.000 --> 00:07:24.000]  鼓起勇氣
[00:07:24.000 --> 00:07:26.000]  問一問對方
