
[00:00:00.000 --> 00:00:04.000]  剛才唱祖火那首詩
[00:00:04.000 --> 00:00:05.000]  最後一句
[00:00:05.000 --> 00:00:08.000]  他活在我心
[00:00:08.000 --> 00:00:10.000]  那個他字最高
[00:00:10.000 --> 00:00:12.000]  我好多年唱不到那個音了
[00:00:12.000 --> 00:00:14.000]  但是今天很奇怪
[00:00:14.000 --> 00:00:15.000]  我唱到了
[00:00:15.000 --> 00:00:20.000]  祖火在我們心
[00:00:20.000 --> 00:00:21.000]  我們就年輕一點
[00:00:21.000 --> 00:00:23.000]  這是我跟徐華醫生學的
[00:00:23.000 --> 00:00:28.000]  祖的愛 祖的恩 祖的存在
[00:00:28.000 --> 00:00:30.000]  充滿我們的心
[00:00:30.000 --> 00:00:31.000]  我們就比較年輕
[00:00:31.000 --> 00:00:32.000]  我們的身體年輕
[00:00:32.000 --> 00:00:34.000]  人性也比較年輕
[00:00:34.000 --> 00:00:36.000]  我們一同來敬拜祖
[00:00:36.000 --> 00:00:40.000]  等候在祖的面前聽祂的話語
[00:00:40.000 --> 00:00:42.000]  感謝祖
[00:00:42.000 --> 00:00:47.000]  祖們一年一次的夏令會聚集在一起
[00:00:47.000 --> 00:00:50.000]  又來到我們的中間
[00:00:50.000 --> 00:00:52.000]  我們非常的快樂
[00:00:52.000 --> 00:00:53.000]  感謝祖
[00:00:53.000 --> 00:00:54.000]  昨天晚上
[00:00:54.000 --> 00:00:56.000]  祖已經與我們同在
[00:00:56.000 --> 00:00:58.000]  向我們講話
[00:00:58.000 --> 00:01:00.000]  昨天晚上我的信息是什麼
[00:01:00.000 --> 00:01:01.000]  一句話
[00:01:01.000 --> 00:01:05.000]  一百萬美金的愛
[00:01:05.000 --> 00:01:08.000]  昨天晚上來的都聽見了
[00:01:08.000 --> 00:01:10.000]  那位姊妹過去做校花的
[00:01:10.000 --> 00:01:14.000]  她肯去到麻風病院的印度
[00:01:14.000 --> 00:01:19.000]  來把她的生命獻給那些患麻風病的
[00:01:19.000 --> 00:01:23.000]  可憐的 沒有人愛的病人
[00:01:23.000 --> 00:01:25.000]  一百萬給她
[00:01:25.000 --> 00:01:26.000]  她不願意做
[00:01:26.000 --> 00:01:28.000]  但是因為祖的愛
[00:01:28.000 --> 00:01:29.000]  她願意做
[00:01:29.000 --> 00:01:33.000]  所以祖的愛比一百萬美金更寶貴
[00:01:33.000 --> 00:01:36.000]  我們所以願意跟同族
[00:01:36.000 --> 00:01:38.000]  愛族 侍奉他
[00:01:38.000 --> 00:01:39.000]  贊美他 榮耀他
[00:01:39.000 --> 00:01:43.000]  是因為他的無比的愛
[00:01:43.000 --> 00:01:44.000]  無比的愛
[00:01:44.000 --> 00:01:47.000]  比一百萬美金寶貴得多了
[00:01:47.000 --> 00:01:49.000]  這是昨天晚上我的信息
[00:01:49.000 --> 00:01:52.000]  我不曉得你們得到的信息是什麼
[00:01:52.000 --> 00:01:53.000]  每一個人我相信
[00:01:53.000 --> 00:01:57.000]  都由同族得到信息
[00:01:57.000 --> 00:02:00.000]  美國有許多的項鈴會
[00:02:00.000 --> 00:02:02.000]  我們求祖
[00:02:02.000 --> 00:02:05.000]  是我們這個項鈴會
[00:02:05.000 --> 00:02:09.000]  能夠在更深的生命的追求上
[00:02:09.000 --> 00:02:12.000]  蒙祖的恩典
[00:02:12.000 --> 00:02:14.000]  我們希望祖恩到我們
[00:02:14.000 --> 00:02:18.000]  我們認定這條路
[00:02:18.000 --> 00:02:20.000]  是由許多聖靈
[00:02:20.000 --> 00:02:22.000]  已經在心裡開始做功
[00:02:22.000 --> 00:02:26.000]  和睦得到更深生命的弟兄姊妹
[00:02:26.000 --> 00:02:28.000]  可以有一個地方
[00:02:28.000 --> 00:02:31.000]  大家一起同心合意
[00:02:31.000 --> 00:02:34.000]  追求更深的生命
[00:02:34.000 --> 00:02:39.000]  為要更多的滿足主的心意
[00:02:39.000 --> 00:02:43.000]  這條路是非常合神心意的路
[00:02:43.000 --> 00:02:44.000]  因為祖說
[00:02:44.000 --> 00:02:46.000]  我來了是要教養你的生命
[00:02:46.000 --> 00:02:49.000]  並且得得更豐盛
[00:02:49.000 --> 00:02:52.000]  祖的旨意是要我們的生命以後
[00:02:52.000 --> 00:02:54.000]  得得更豐盛
[00:02:54.000 --> 00:02:55.000]  那個更豐盛的生命
[00:02:55.000 --> 00:02:57.000]  就是更深的生命
[00:02:57.000 --> 00:03:00.000]  這是祖到世界上來的目的
[00:03:00.000 --> 00:03:02.000]  這是祂的計劃
[00:03:02.000 --> 00:03:03.000]  祂的心意
[00:03:03.000 --> 00:03:05.000]  我們體會祖這個心意
[00:03:05.000 --> 00:03:07.000]  我們向著這個目標
[00:03:07.000 --> 00:03:08.000]  這個方向
[00:03:08.000 --> 00:03:11.000]  這個路線來奔跑
[00:03:11.000 --> 00:03:15.000]  求神是我們這個項鈴會
[00:03:15.000 --> 00:03:17.000]  在將來的日子
[00:03:17.000 --> 00:03:20.000]  更加能夠被神使用
[00:03:20.000 --> 00:03:22.000]  使許多的弟兄姊妹
[00:03:22.000 --> 00:03:30.000]  能夠走上這條更深的生命的追求和得著之路
[00:03:30.000 --> 00:03:31.000]  在每一個時代裡面
[00:03:31.000 --> 00:03:35.000]  神都掀起更深生命的運動
[00:03:35.000 --> 00:03:37.000]  沒有例外
[00:03:37.000 --> 00:03:38.000]  你看教會的歷史
[00:03:38.000 --> 00:03:41.000]  每一個時期裡頭
[00:03:41.000 --> 00:03:42.000]  神都預備好了
[00:03:42.000 --> 00:03:43.000]  安排了
[00:03:43.000 --> 00:03:45.000]  借著某些人
[00:03:45.000 --> 00:03:47.000]  借著某些機會
[00:03:47.000 --> 00:03:50.000]  能夠使更深生命的追求
[00:03:50.000 --> 00:03:51.000]  一直地活在
[00:03:51.000 --> 00:03:54.000]  活在屬於祂的人當中
[00:03:54.000 --> 00:03:57.000]  漠視也不例外
[00:03:57.000 --> 00:04:00.000]  更深生命的這個運動
[00:04:00.000 --> 00:04:01.000]  在今天
[00:04:01.000 --> 00:04:02.000]  不但沒有過去
[00:04:02.000 --> 00:04:06.000]  而且正因為這個時代的特殊
[00:04:06.000 --> 00:04:13.000]  我們更加需要更深生命的追求的學習和得著
[00:04:13.000 --> 00:04:14.000]  在這個時代裡頭
[00:04:14.000 --> 00:04:17.000]  神掀起了英國的Catholic Convention
[00:04:17.000 --> 00:04:20.000]  現在差不多120年了
[00:04:20.000 --> 00:04:25.000]  這一個運動是不是因為時日久而衰退下去呢
[00:04:25.000 --> 00:04:26.000]  沒有
[00:04:26.000 --> 00:04:30.000]  從100週年的那個時候開始
[00:04:30.000 --> 00:04:32.000]  回饋的人數更增加
[00:04:32.000 --> 00:04:34.000]  從過去的一直保持5000人
[00:04:34.000 --> 00:04:36.000]  增加到7000人
[00:04:36.000 --> 00:04:41.000]  有中間的2000是7000人的聚會
[00:04:41.000 --> 00:04:44.000]  我們看見這一個更深生命的運動
[00:04:44.000 --> 00:04:47.000]  在全世界各大洲
[00:04:47.000 --> 00:04:50.000]  許多的國家裡頭在進行
[00:04:50.000 --> 00:04:54.000]  我們昨天連到過五個國家
[00:04:54.000 --> 00:04:58.000]  去參與了他們的一個Catholic的聚會
[00:04:58.000 --> 00:05:02.000]  我看見神的工作是普遍性的
[00:05:02.000 --> 00:05:07.000]  我也很確定求神在這一個時代裡頭
[00:05:07.000 --> 00:05:08.000]  在這一個潮流裡頭
[00:05:08.000 --> 00:05:10.000]  在這一個處境裡頭
[00:05:10.000 --> 00:05:14.000]  是美國的華人的弟兄姊妹
[00:05:14.000 --> 00:05:18.000]  也能夠重新抓住這個焦點
[00:05:18.000 --> 00:05:24.000]  神的這個心意來追求更深生命的得著
[00:05:24.000 --> 00:05:26.000]  為了什麼
[00:05:26.000 --> 00:05:29.000]  不是為了更深生命而更深生命
[00:05:29.000 --> 00:05:31.000]  我們為了滿足神的心意
[00:05:31.000 --> 00:05:34.000]  而且為了我們得到更深的生命以後
[00:05:34.000 --> 00:05:37.000]  可以成為流通的江河
[00:05:37.000 --> 00:05:41.000]  管則渠道至神的恩典至神的福音
[00:05:41.000 --> 00:05:45.000]  通過我們流出去流出去流出去
[00:05:45.000 --> 00:05:49.000]  我們願意自己更多的被充滿
[00:05:49.000 --> 00:05:50.000]  我們的靈力更深
[00:05:50.000 --> 00:05:53.000]  是為了能夠更合神使用
[00:05:53.000 --> 00:05:56.000]  在這個時代裡頭弟兄姊妹們
[00:05:56.000 --> 00:05:58.000]  神要用你
[00:05:58.000 --> 00:05:59.000]  神要用我
[00:05:59.000 --> 00:06:01.000]  神要用我們在座的每一個人
[00:06:01.000 --> 00:06:04.000]  他對你對你對你
[00:06:04.000 --> 00:06:06.000]  有他的旨意有他的計劃
[00:06:06.000 --> 00:06:09.000]  他要完全在你的身上
[00:06:09.000 --> 00:06:10.000]  我們在這裡
[00:06:10.000 --> 00:06:12.000]  我相信今天晚上
[00:06:12.000 --> 00:06:16.000]  這裡樓上樓下會完全的充滿了
[00:06:16.000 --> 00:06:18.000]  我們這一千多人在這裡加上
[00:06:18.000 --> 00:06:21.000]  青年的弟兄姊妹們
[00:06:21.000 --> 00:06:22.000]  我們在這裡
[00:06:22.000 --> 00:06:24.000]  如果我們這一千五百人
[00:06:24.000 --> 00:06:26.000]  能夠飛出得著
[00:06:26.000 --> 00:06:27.000]  被生命充滿
[00:06:27.000 --> 00:06:30.000]  我們進入更深的恩典裡頭
[00:06:30.000 --> 00:06:31.000]  更深的生命裡頭
[00:06:31.000 --> 00:06:34.000]  我們會發揮很大很強
[00:06:34.000 --> 00:06:36.000]  很寶貴的作用
[00:06:36.000 --> 00:06:39.000]  那是神的心意
[00:06:39.000 --> 00:06:41.000]  感謝神
[00:06:41.000 --> 00:06:43.000]  他要我們走這條路
[00:06:43.000 --> 00:06:44.000]  所以我們說
[00:06:44.000 --> 00:06:47.000]  主啊既然是你的心意
[00:06:47.000 --> 00:06:50.000]  我們就走這條路
[00:06:50.000 --> 00:06:54.000]  有的人入門就滿足了
[00:06:54.000 --> 00:06:56.000]  沒有在恩典的入門以後
[00:06:56.000 --> 00:06:57.000]  繼續的追求
[00:06:57.000 --> 00:07:01.000]  得到很豐盛的生命和恩典
[00:07:01.000 --> 00:07:04.000]  在紐約有許多的餐館
[00:07:04.000 --> 00:07:06.000]  有的很出名
[00:07:06.000 --> 00:07:07.000]  是不是有任何的人
[00:07:07.000 --> 00:07:08.000]  進了餐館的門
[00:07:08.000 --> 00:07:10.000]  一進了門就滿足了
[00:07:10.000 --> 00:07:11.000]  夠了我進了餐館
[00:07:11.000 --> 00:07:13.000]  就轉頭走了呢
[00:07:13.000 --> 00:07:15.000]  你從來沒見過這樣的人
[00:07:15.000 --> 00:07:16.000]  如果見過他你會說
[00:07:16.000 --> 00:07:18.000]  他有點問題在這裡
[00:07:18.000 --> 00:07:20.000]  每一個進到餐館裡面的人
[00:07:20.000 --> 00:07:21.000]  進了門
[00:07:21.000 --> 00:07:22.000]  那不是他的目的
[00:07:22.000 --> 00:07:23.000]  他要坐下
[00:07:23.000 --> 00:07:26.000]  要享受大餐
[00:07:26.000 --> 00:07:28.000]  要得到滿足
[00:07:28.000 --> 00:07:30.000]  有的好的餐館
[00:07:30.000 --> 00:07:33.000]  你進去要排隊
[00:07:33.000 --> 00:07:35.000]  排隊當中有兩種人
[00:07:35.000 --> 00:07:36.000]  第一種人
[00:07:36.000 --> 00:07:38.000]  等的時間太久了
[00:07:38.000 --> 00:07:39.000]  不等了
[00:07:39.000 --> 00:07:40.000]  到另外一個地方
[00:07:40.000 --> 00:07:42.000]  隨便吃一點就可以了
[00:07:42.000 --> 00:07:43.000]  這是一種人
[00:07:43.000 --> 00:07:45.000]  第二種人呢
[00:07:45.000 --> 00:07:48.000]  雖然白長龍
[00:07:48.000 --> 00:07:49.000]  廣東話講的
[00:07:49.000 --> 00:07:50.000]  我還是要等
[00:07:50.000 --> 00:07:51.000]  還是要等
[00:07:51.000 --> 00:07:53.000]  因為這裡的菜太好吃了
[00:07:53.000 --> 00:07:55.000]  我一定要吃到
[00:07:55.000 --> 00:07:58.000]  我們進到神的恩典門以後
[00:07:58.000 --> 00:08:01.000]  我們不以入門為滿足
[00:08:01.000 --> 00:08:03.000]  單單停止在入門的基督徒
[00:08:03.000 --> 00:08:05.000]  太多了
[00:08:05.000 --> 00:08:07.000]  還沒有嘗到神恩典的滋味
[00:08:07.000 --> 00:08:08.000]  嘗過以後說
[00:08:08.000 --> 00:08:10.000]  我非等不可
[00:08:10.000 --> 00:08:11.000]  非追求不可
[00:08:11.000 --> 00:08:12.000]  非得到不可
[00:08:12.000 --> 00:08:14.000]  非嘗過不可
[00:08:14.000 --> 00:08:16.000]  嘗過恩典的滋味
[00:08:16.000 --> 00:08:18.000]  就必如此
[00:08:18.000 --> 00:08:19.000]  就是說
[00:08:19.000 --> 00:08:21.000]  我們有許多的
[00:08:21.000 --> 00:08:23.000]  許多的內心的感受
[00:08:23.000 --> 00:08:26.000]  催動我們去繼續地追求
[00:08:26.000 --> 00:08:27.000]  更深的靈受
[00:08:27.000 --> 00:08:29.000]  更豐富的得著
[00:08:29.000 --> 00:08:31.000]  我們自己成為一個豐盛的人生
[00:08:31.000 --> 00:08:33.000]  神的這一計劃
[00:08:33.000 --> 00:08:35.000]  就是我們對於成全
