
[00:00:00.000 --> 00:00:02.920]  大家會留意到下星期
[00:00:02.920 --> 00:00:07.800]  就是我們教會年曆的壽苦周
[00:00:07.800 --> 00:00:10.560]  整個星期我們會常常紀念主耶穌
[00:00:10.560 --> 00:00:11.680]  在這段時間
[00:00:11.680 --> 00:00:14.400]  在歷史當中祂曾經經歷
[00:00:14.400 --> 00:00:19.040]  諸般的患難、苦害、羞辱
[00:00:19.040 --> 00:00:20.600]  然後在下星期的主日
[00:00:20.600 --> 00:00:23.000]  我們已經是一個復活節的主日
[00:00:23.000 --> 00:00:25.520]  而今天我們讀這段聖經的時候
[00:00:25.520 --> 00:00:30.360]  我們都會留意到在整四卷的方書裏面
[00:00:30.360 --> 00:00:32.600]  這一篇的圖文
[00:00:32.600 --> 00:00:35.880]  是唯一一篇主耶穌的長篇的圖文
[00:00:35.880 --> 00:00:38.640]  亦都在這篇圖文裏面
[00:00:38.640 --> 00:00:42.800]  當祂將祂心裏面最深切關切的事情
[00:00:42.800 --> 00:00:43.800]  表達出來
[00:00:43.800 --> 00:00:47.240]  亦都成為了我們在預備
[00:00:47.240 --> 00:00:51.040]  來思想主耶穌的壽苦的時候
[00:00:51.040 --> 00:00:53.040]  我們必須留心的事情
[00:00:53.800 --> 00:00:55.640]  在十八篇跟著的聖經
[00:00:55.640 --> 00:00:56.920]  已經講述到主耶穌
[00:00:56.920 --> 00:00:59.480]  祂去到黑西瑪利園的地方
[00:00:59.480 --> 00:01:00.840]  是被捉拿
[00:01:00.840 --> 00:01:04.560]  接著被接受釘十字架的苦害
[00:01:04.560 --> 00:01:08.120]  所以當我們今天讀這篇圖文的時候
[00:01:08.120 --> 00:01:09.600]  我們會留心的
[00:01:09.600 --> 00:01:10.560]  第一
[00:01:10.560 --> 00:01:11.960]  就是你知道
[00:01:11.960 --> 00:01:14.280]  這是主在祂離世之前
[00:01:14.280 --> 00:01:17.120]  一個很重要的圖文
[00:01:17.120 --> 00:01:21.960]  亦都是將祂自己心裏面對我們的期望
[00:01:22.920 --> 00:01:26.680]  主對我們生命的方向
[00:01:26.680 --> 00:01:28.920]  一個很重要的指示
[00:01:28.920 --> 00:01:30.720]  我們當如何離開
[00:01:30.720 --> 00:01:32.320]  當如何跟隨上帝
[00:01:32.320 --> 00:01:34.960]  亦都在主的圖文當中表達出來
[00:01:34.960 --> 00:01:37.240]  第二就是你發覺
[00:01:37.240 --> 00:01:39.800]  上帝一定聽主耶穌的祈禱
[00:01:39.800 --> 00:01:43.000]  所以你會留意就是在歷世歷代
[00:01:43.000 --> 00:01:46.280]  上帝正是按照主所祈禱的
[00:01:46.280 --> 00:01:48.240]  來成就這些事情
[00:01:48.240 --> 00:01:52.040]  是神要去承傳的事情
[00:01:52.920 --> 00:01:55.320]  因此今天我們當去聽
[00:01:55.320 --> 00:01:56.600]  當去看的時候
[00:01:56.600 --> 00:01:58.800]  我們都帶著一份信心
[00:01:58.800 --> 00:02:01.960]  朝著這個方向來追求
[00:02:01.960 --> 00:02:03.000]  去努力
[00:02:03.000 --> 00:02:05.920]  去配合神要承傳的事情
[00:02:05.920 --> 00:02:08.360]  或者我們眼前所見到的
[00:02:08.360 --> 00:02:10.640]  未必盡如這裡所提的
[00:02:10.640 --> 00:02:11.840]  但你知道
[00:02:11.840 --> 00:02:15.280]  這是上帝必然要去承傳的事情
[00:02:15.280 --> 00:02:18.480]  而你和我就帶著信心
[00:02:18.480 --> 00:02:20.440]  繼續在這個方向追求
[00:02:20.920 --> 00:02:24.240]  我們會得到上帝要成就的事情
[00:02:24.240 --> 00:02:27.000]  所以我們都帶著一份這樣的心思
[00:02:27.000 --> 00:02:30.280]  一起來思想這段圖文的幾個重點
[00:02:30.280 --> 00:02:33.040]  我們也嘗試從兩方面
[00:02:33.040 --> 00:02:35.600]  特別去思想這段圖文
[00:02:35.600 --> 00:02:39.840]  第一就是我們思想我們這一群人
[00:02:39.840 --> 00:02:42.320]  是一群無差遣
[00:02:42.320 --> 00:02:45.600]  在世上見證主的一群人
[00:02:45.600 --> 00:02:48.760]  我請大家先看看聖經十七章
[00:02:49.200 --> 00:02:52.320]  我們先留意第十四節的經文
[00:02:52.320 --> 00:02:56.800]  第十七章第十四節
[00:02:56.800 --> 00:02:58.920]  主耶穌說
[00:02:58.920 --> 00:03:00.520]  「我把你的道」
[00:03:00.520 --> 00:03:02.000]  祂和天父祈禱
[00:03:02.000 --> 00:03:05.600]  「將神的道賜給了他們
[00:03:05.600 --> 00:03:07.880]  世人恨他們
[00:03:07.880 --> 00:03:10.400]  因為他們不屬於這世界
[00:03:10.400 --> 00:03:13.080]  像我不屬於這世界一樣」
[00:03:13.080 --> 00:03:14.280]  十五節
[00:03:14.280 --> 00:03:17.480]  「我不求你使他們離開世界
[00:03:17.640 --> 00:03:22.280]  只求你保守他們脫離那惡者」
[00:03:22.280 --> 00:03:25.640]  主耶穌清楚講述到
[00:03:25.640 --> 00:03:28.880]  祂從世界揀選我們出來
[00:03:28.880 --> 00:03:32.200]  叫我們不再屬於這個世界
[00:03:32.200 --> 00:03:35.520]  因為祂本身是不屬於這個世界
[00:03:35.520 --> 00:03:38.280]  而凡是信靠耶穌的人
[00:03:38.280 --> 00:03:40.080]  領受一個生命
[00:03:40.080 --> 00:03:44.160]  這個生命本質上是不屬於這個世界
[00:03:45.280 --> 00:03:48.080]  而聖經說到既然我們不屬於世界
[00:03:48.080 --> 00:03:49.880]  我們會經歷一件事情
[00:03:49.880 --> 00:03:55.680]  就會經歷到這個世界會恨那些不屬於它的人
[00:03:55.680 --> 00:04:00.240]  講述到既然是有一種分別
[00:04:00.240 --> 00:04:03.520]  甚至是一種敵對的狀況
[00:04:03.520 --> 00:04:05.440]  所以屬神的人
[00:04:05.440 --> 00:04:07.360]  不屬於世界的人
[00:04:07.360 --> 00:04:13.400]  會經歷到這個世界對教徒的恨惡或排斥
[00:04:14.520 --> 00:04:17.400]  這種事情是主耶穌在離開世界之前
[00:04:17.400 --> 00:04:21.360]  已經很清楚地講述到會發生的事情
[00:04:21.360 --> 00:04:23.320]  或者你說
[00:04:23.320 --> 00:04:24.920]  也未必的
[00:04:24.920 --> 00:04:26.520]  我也很愉快
[00:04:26.520 --> 00:04:29.440]  生活上也和一般人沒有太大分別
[00:04:29.440 --> 00:04:32.880]  可以到處有很多很好的生活
[00:04:32.880 --> 00:04:41.080]  沒錯我們不一定會因此受到很明顯的迫迫或困難
[00:04:41.920 --> 00:04:47.360]  但是弟兄姊妹如果你認真地聽從主而生活
[00:04:47.360 --> 00:04:52.240]  你會真的知道自己不屬於這個世界
[00:04:52.240 --> 00:04:54.160]  來過你的日子
[00:04:54.160 --> 00:04:57.200]  我可以很肯定地說
[00:04:57.200 --> 00:04:59.520]  你會或早或遲
[00:04:59.520 --> 00:05:03.000]  會經歷到這種被恨惡的情況
[00:05:03.000 --> 00:05:06.920]  你會去體會這件事情
[00:05:06.920 --> 00:05:10.080]  今天我想更多弟兄姊妹會經歷到
[00:05:10.240 --> 00:05:13.680]  如果你堅持一些你個人的信念
[00:05:13.680 --> 00:05:17.680]  你會發覺你會面對著很多不同的挑戰
[00:05:17.680 --> 00:05:19.520]  或者所說的恨惡
[00:05:19.520 --> 00:05:22.600]  如果你說這個世界只有一位的上帝
[00:05:22.600 --> 00:05:26.240]  耶穌基督是唯一的道路讓你得到救恩
[00:05:26.240 --> 00:05:30.680]  今天你可能會面對著對你的批評
[00:05:30.680 --> 00:05:32.720]  覺得你很霸道
[00:05:32.720 --> 00:05:36.120]  為什麼你會這麼偏擇
[00:05:36.120 --> 00:05:38.880]  只以為你的上帝才是救恩
[00:05:38.880 --> 00:05:40.080]  其他不是
[00:05:41.080 --> 00:05:45.680]  因為你相信這個世界是一位獨一的真神
