
[00:00:00.000 --> 00:00:13.560]  各位歡迎大家回到神學茶館
[00:00:13.560 --> 00:00:16.400]  今次我們會一起探討一下
[00:00:16.400 --> 00:00:18.560]  大瀉或者贖罪圈
[00:00:18.560 --> 00:00:21.200]  它的歷史發展是怎樣
[00:00:21.200 --> 00:00:24.240]  我自己的博士論文
[00:00:24.240 --> 00:00:26.120]  其實是做修道主義的
[00:00:26.120 --> 00:00:30.520]  據我所知 大瀉不是憑空爆出來的
[00:00:30.520 --> 00:00:35.400]  大瀉本身都經歷了一段很長的歷史過程
[00:00:35.400 --> 00:00:37.240]  我自己有看過的
[00:00:37.240 --> 00:00:41.800]  是愛爾蘭教會的一些保守的手冊
[00:00:41.800 --> 00:00:43.680]  據知當時的教會
[00:00:43.680 --> 00:00:48.040]  他們的懲罰對於犯罪的人的懲罰是比較嚴厲的
[00:00:48.040 --> 00:00:49.520]  舉例來說
[00:00:49.520 --> 00:00:53.320]  一個人如果他偷了鄰居的一隻羊
[00:00:53.320 --> 00:00:55.320]  去神父那裏告解
[00:00:55.320 --> 00:00:59.240]  神父就會要求他去保守
[00:00:59.240 --> 00:01:01.600]  要做的事情就是
[00:01:01.600 --> 00:01:05.720]  三年都只可以喝清水和吃麵包
[00:01:05.720 --> 00:01:07.920]  並且三年都不准洗澡
[00:01:07.920 --> 00:01:13.080]  作為一個糾正他的行為的處罰
[00:01:13.080 --> 00:01:19.880]  但是由於愛爾蘭的教會他們的懲罰是這麼嚴厲
[00:01:19.880 --> 00:01:21.880]  有很多人都做不到
[00:01:21.880 --> 00:01:23.680]  譬如剛才的懲罰
[00:01:23.680 --> 00:01:25.680]  假設你是一個年輕力壯的
[00:01:25.680 --> 00:01:27.440]  可能是可以的
[00:01:27.440 --> 00:01:31.320]  但是假設那個人是一個70歲的老人家
[00:01:31.320 --> 00:01:32.960]  可能他真的做不到
[00:01:32.960 --> 00:01:37.680]  就開始出現了一種叫做替代的方案
[00:01:37.680 --> 00:01:40.480]  這個替代的方案就是
[00:01:40.480 --> 00:01:43.640]  假如你的身體承受不住
[00:01:43.640 --> 00:01:47.800]  就有一個較為輕散的懲罰
[00:01:47.800 --> 00:01:53.200]  就是你改為去唸誦詩篇500次
[00:01:53.200 --> 00:01:55.200]  又或者是我不懂得寫字
[00:01:55.200 --> 00:02:02.640]  你可以捐一筆錢去輔助村裡的孤兒寡婦
[00:02:02.640 --> 00:02:04.640]  作為一個保守
[00:02:04.640 --> 00:02:08.840]  所以或者從歷史來看
[00:02:08.840 --> 00:02:13.680]  大赦他本身的原意
[00:02:13.680 --> 00:02:17.520]  其實是一種屬靈的醫療
[00:02:17.520 --> 00:02:22.160]  特別是去對應罪人所犯的罪
[00:02:22.160 --> 00:02:23.360]  譬如他貪心的
[00:02:23.360 --> 00:02:25.360]  就可能要他去施捨
[00:02:25.360 --> 00:02:29.800]  他是有很多身體的慾望的
[00:02:29.800 --> 00:02:33.760]  可能他就用禁食來處理這些問題
[00:02:33.760 --> 00:02:39.760]  所以一開始其實大赦都是一種比較個人
[00:02:39.760 --> 00:02:45.400]  或者充滿一個人情味的模樣的考量
[00:02:45.400 --> 00:02:48.280]  一開始不是為了要斂財
[00:02:48.280 --> 00:02:52.040]  而是為了要體恤一些在軟弱裡面
[00:02:52.040 --> 00:02:55.040]  仍然被罪惡糾纏的人
[00:02:55.040 --> 00:02:57.040]  我這樣理解對不對
[00:02:57.040 --> 00:03:00.040]  其實關於大赦
[00:03:00.040 --> 00:03:02.680]  其實是有一個歷史的發展
[00:03:02.680 --> 00:03:04.680]  我們回到初期教會的時候
[00:03:04.680 --> 00:03:07.880]  初期教會一般的罪
[00:03:07.880 --> 00:03:09.880]  不是那些很嚴重的罪
[00:03:09.880 --> 00:03:13.480]  都可以自己向天主懺悔得到赦免
[00:03:13.480 --> 00:03:18.600]  但是有三種罪就一定要作公開的告解
[00:03:18.600 --> 00:03:19.600]  包括什麼呢
[00:03:19.600 --> 00:03:22.120]  背教 背教就是說他因為受到迫害
[00:03:22.120 --> 00:03:24.120]  他否認自己的信仰
[00:03:24.120 --> 00:03:28.520]  或者他是犯奸淫
[00:03:28.520 --> 00:03:29.800]  這是很嚴重的罪過
[00:03:29.800 --> 00:03:32.800]  或者他殺了人
[00:03:32.800 --> 00:03:34.800]  有意謀殺一個人
[00:03:34.800 --> 00:03:36.800]  這三種罪是很嚴重的
[00:03:36.800 --> 00:03:39.800]  這三種罪首先他要私底下
[00:03:39.800 --> 00:03:41.800]  告訴神父
[00:03:41.800 --> 00:03:47.320]  然後神父認為適當要他作公開的告解
[00:03:47.320 --> 00:03:50.320]  不是私底下是公開的告解
[00:03:50.320 --> 00:03:53.320]  還有會給他一個非常重的保屬
[00:03:53.320 --> 00:03:55.320]  他可能要做幾個月
[00:03:55.320 --> 00:03:57.320]  或者幾年的保屬
[00:03:57.320 --> 00:03:59.320]  公開作的
[00:03:59.320 --> 00:04:02.320]  譬如說他要穿一些麻衣
[00:04:02.320 --> 00:04:04.320]  很粗衣麻布那些
[00:04:04.320 --> 00:04:09.320]  可能他要減睡眠的時間
[00:04:09.320 --> 00:04:12.320]  或者做一些很粗重的工作
[00:04:12.320 --> 00:04:14.320]  可能要做幾年時間
[00:04:14.320 --> 00:04:18.320]  當他做完所有的保屬之後
[00:04:18.320 --> 00:04:20.320]  教會就會赦他罪
[00:04:20.320 --> 00:04:22.320]  還有赦你的贊佛
[00:04:22.320 --> 00:04:24.320]  兩樣一起赦
[00:04:24.320 --> 00:04:27.320]  但這件事一生只能一次機會
[00:04:27.320 --> 00:04:30.320]  即是說如果你犯了極之嚴重
[00:04:30.320 --> 00:04:31.320]  剛才所說的三種罪
[00:04:31.320 --> 00:04:34.320]  背教 犯奸淫 殺人的罪
[00:04:34.320 --> 00:04:37.320]  你一生只能做一次公開的告解
[00:04:37.320 --> 00:04:38.320]  一次公開的保屬
[00:04:38.320 --> 00:04:40.320]  你再犯不好意思
[00:04:40.320 --> 00:04:42.320]  你跟天主談妥
[00:04:42.320 --> 00:04:44.320]  你靠天主的仁慈
[00:04:44.320 --> 00:04:46.320]  教會沒有辦法幫到你
[00:04:46.320 --> 00:04:50.320]  所以當時這是第二個洗禮
[00:04:50.320 --> 00:04:51.320]  做了一個什麼問題呢?
[00:04:51.320 --> 00:04:52.320]  的確是
[00:04:52.320 --> 00:04:55.320]  它可以幫到一個人的悔改
[00:04:55.320 --> 00:04:56.320]  靈命的成長
[00:04:56.320 --> 00:04:57.320]  但因為太嚴厲
[00:04:57.320 --> 00:04:59.320]  所以很多人就走正面
[00:04:59.320 --> 00:05:00.320]  既然是這樣
[00:05:00.320 --> 00:05:02.320]  那我就先不洗禮了
[00:05:02.320 --> 00:05:04.320]  因為我這麼早洗禮
[00:05:04.320 --> 00:05:06.320]  我又這麼早用了唯一一次的機會
[00:05:06.320 --> 00:05:08.320]  以後我犯罪怎麼辦?
[00:05:08.320 --> 00:05:11.320]  所以很多人拖到差不多臨終才洗禮
[00:05:11.320 --> 00:05:16.320]  變成了原本的屬靈的意義
[00:05:16.320 --> 00:05:18.320]  變成了扭曲了
[00:05:18.320 --> 00:05:23.320]  所以後來去到十一世紀的時候
[00:05:23.320 --> 00:05:25.320]  十一世紀的時候
[00:05:25.320 --> 00:05:27.320]  他就這樣了
[00:05:27.320 --> 00:05:30.320]  比如愛爾蘭教會的情況
[00:05:30.320 --> 00:05:33.320]  因為這個人的保屬太過嚴厲
[00:05:33.320 --> 00:05:35.320]  他根本沒有辦法負擔
[00:05:35.320 --> 00:05:39.320]  可能他年紀或者健康諸如此類
[00:05:39.320 --> 00:05:43.320]  不如找一些稍微輕可的保屬
[00:05:43.320 --> 00:05:45.320]  或者一些他的能力
[00:05:45.320 --> 00:05:47.320]  他做得到的
[00:05:47.320 --> 00:05:49.320]  這個就是有一點交換的意思
[00:05:49.320 --> 00:05:51.320]  用一些比較輕的縮短他的保屬
[00:05:51.320 --> 00:05:54.320]  用其他東西交換了他的保屬
[00:05:54.320 --> 00:05:57.320]  有一段時間是這樣的
[00:05:57.320 --> 00:06:06.320]  去到大概是七八世紀
[00:06:06.320 --> 00:06:08.320]  愛爾蘭教會的教友開始
[00:06:08.320 --> 00:06:10.320]  他形成了一個習慣
[00:06:10.320 --> 00:06:13.320]  他私底下找一個神父去辦告解
[00:06:13.320 --> 00:06:16.320]  本來初期教會是公開告解
[00:06:16.320 --> 00:06:18.320]  他私底下就辦了
[00:06:18.320 --> 00:06:20.320]  得到神父私底下赦他罪
[00:06:20.320 --> 00:06:22.320]  神父給他一個保屬
[00:06:22.320 --> 00:06:24.320]  他要做完那個保屬
[00:06:24.320 --> 00:06:25.320]  神父就赦他罪了
[00:06:25.320 --> 00:06:26.320]  按照神父的要求
[00:06:26.320 --> 00:06:32.320]  所以這個保屬其實和修和聖事
[00:06:32.320 --> 00:06:34.320]  即是告解聖事有關係
[00:06:34.320 --> 00:06:37.320]  因為當神父給他的保屬
[00:06:37.320 --> 00:06:40.320]  其實是幫助他深度悔改
[00:06:40.320 --> 00:06:41.320]  清醒自己的罪過
[00:06:41.320 --> 00:06:43.320]  不會再犯同樣的罪過
[00:06:43.320 --> 00:06:51.320]  還有補償你對天主所定的秩序的傷害
[00:06:51.320 --> 00:06:53.320]  對人的傷害
[00:06:53.320 --> 00:06:57.320]  當你做完那些保屬
[00:06:57.320 --> 00:07:01.320]  按照教會法要求保屬做完
[00:07:01.320 --> 00:07:06.320]  也等於你得到天主赦免你暫時的處罰
[00:07:06.320 --> 00:07:12.320]  由十一世紀開始就有這個概念
[00:07:12.320 --> 00:07:15.320]  所以真真正正大赦這個制度
[00:07:15.320 --> 00:07:18.320]  是由十一世紀開始奠定的
[00:07:18.320 --> 00:07:23.320]  到了十三、十四世紀就有一個變化
[00:07:23.320 --> 00:07:27.320]  原本我們看到初世紀和十一世紀
[00:07:27.320 --> 00:07:31.320]  那個保屬都是和告解聖事有關的
[00:07:31.320 --> 00:07:32.320]  是相連的
[00:07:32.320 --> 00:07:36.320]  到了十三、十四世紀那個變化就是
[00:07:36.320 --> 00:07:41.320]  大赦和懺悔聖事分離了
[00:07:41.320 --> 00:07:44.320]  一個人他看到自己犯了大罪
[00:07:44.320 --> 00:07:46.320]  他找一個神父辦告解
[00:07:46.320 --> 00:07:48.320]  神父就赦了他的罪
[00:07:48.320 --> 00:07:49.320]  罪完赦了
[00:07:49.320 --> 00:07:54.320]  給一個其實不是很重的保屬
[00:07:54.320 --> 00:07:57.320]  可能要他唸一些經 做一些祈禱
[00:07:57.320 --> 00:08:02.320]  但是在告解聖事之外
[00:08:02.320 --> 00:08:07.320]  教會就說如果你滿全了某一些條件
[00:08:07.320 --> 00:08:09.320]  我就可以赦了你的暫罰
[00:08:09.320 --> 00:08:12.320]  這個就和告解聖事沒有關係
[00:08:12.320 --> 00:08:14.320]  在告解聖事之外
[00:08:14.320 --> 00:08:16.320]  給他一個赦免
[00:08:16.320 --> 00:08:17.320]  我舉個例子
[00:08:17.320 --> 00:08:20.320]  教會要求他一定要辦告解
[00:08:20.320 --> 00:08:21.320]  是必然的
[00:08:21.320 --> 00:08:22.320]  一定要辦告解
[00:08:22.320 --> 00:08:24.320]  和要對所有的罪過
[00:08:24.320 --> 00:08:27.320]  不止死的罪
[00:08:27.320 --> 00:08:30.320]  都要完全棄絕這些罪惡
[00:08:30.320 --> 00:08:32.320]  連依戀都要棄絕
[00:08:32.320 --> 00:08:36.320]  還有你做一些對於祈禱
[00:08:36.320 --> 00:08:39.320]  或者做一些善工
[00:08:39.320 --> 00:08:40.320]  或者幫助人
[00:08:40.320 --> 00:08:43.320]  教會就會赦了你的暫罰
[00:08:43.320 --> 00:08:46.320]  就和辦告解一樣沒有關係
[00:08:46.320 --> 00:08:50.320]  這個就是十三、十四世紀的發展
[00:08:50.320 --> 00:08:53.320]  這件事一直到現在都是
[00:08:53.320 --> 00:08:55.320]  所以在後來
[00:08:55.320 --> 00:08:58.320]  在終界改革那個年代
[00:08:58.320 --> 00:09:02.320]  就已經是十三、十四世紀之後的事情
[00:09:02.320 --> 00:09:08.320]  所以那個大赦和修和聖事是分開的
[00:09:08.320 --> 00:09:11.320]  大概歷史是這樣的
[00:09:11.320 --> 00:09:16.320]  神父 看來在那個歷史的發展裏面
[00:09:16.320 --> 00:09:24.320]  那個修和的聖事和那個大赦的分道揚鑣
[00:09:24.320 --> 00:09:28.320]  其實就是一個很重要的位置
[00:09:28.320 --> 00:09:31.320]  在歷史裏面來說
[00:09:31.320 --> 00:09:35.320]  是什麼導致這樣分開呢?
[00:09:35.320 --> 00:09:43.320]  我聽過全大赦是由十字軍召集開始
[00:09:43.320 --> 00:09:46.320]  有一個說法就是
[00:09:46.320 --> 00:09:51.320]  如果任何人去參加十字軍戰死沙場的話
[00:09:51.320 --> 00:09:54.320]  就可以馬上去到天堂
[00:09:54.320 --> 00:09:58.320]  不需要經過煉獄的暫罰
[00:09:58.320 --> 00:10:02.320]  所以就吸引了很多信徒去參與
[00:10:02.320 --> 00:10:09.320]  一個大赦和和解聖事的分離
[00:10:09.320 --> 00:10:14.320]  這和當時的一些歷史處境是否也有些關係?
[00:10:14.320 --> 00:10:16.320]  你提的那個例子
[00:10:16.320 --> 00:10:19.320]  十字軍是在十一世紀的時候的情況
[00:10:19.320 --> 00:10:22.320]  那時候還沒有分離
[00:10:22.320 --> 00:10:31.320]  就是說如果一個人去參加十字軍
[00:10:31.320 --> 00:10:37.320]  他可以得到這個大赦
[00:10:37.320 --> 00:10:39.320]  卸下所有的暫罰
