
[00:00:00.000 --> 00:00:04.000]  今天我们来到第二个奥秘
[00:00:04.000 --> 00:00:08.000]  大家手中都有奖义
[00:00:08.000 --> 00:00:14.000]  今天看到奥秘就是教会的奥秘
[00:00:14.000 --> 00:00:18.000]  这是一个很重要的奥秘
[00:00:18.000 --> 00:00:22.000]  为什么我们把教会叫做奥秘呢?
[00:00:22.000 --> 00:00:29.000]  因为圣经本身就是把教会叫做奥秘
[00:00:29.000 --> 00:00:32.000]  我们看两部的经文
[00:00:32.000 --> 00:00:40.000]  先看七十录第一章第二十节
[00:00:40.000 --> 00:00:42.000]  论到你所看见
[00:00:42.000 --> 00:00:48.000]  在我右手中的七星和七个金灯台的奥秘
[00:00:48.000 --> 00:00:52.000]  那七星就是七个教会的使者
[00:00:52.000 --> 00:00:55.000]  七灯台就是七个教会
[00:00:55.000 --> 00:01:03.000]  在这里把教会叫做奥秘
[00:01:03.000 --> 00:01:06.000]  我们再看第二部的圣经
[00:01:06.000 --> 00:01:14.000]  在依附所书第三章九节到十节
[00:01:14.000 --> 00:01:17.000]  印在我们的奖义里面了
[00:01:17.000 --> 00:01:20.000]  又使众人都明白
[00:01:20.000 --> 00:01:30.000]  这历代以来隐藏在创造万物荣耀之神里的奥秘是如何安排的
[00:01:30.000 --> 00:01:35.000]  为要借着教会是天上执政的掌权的
[00:01:35.000 --> 00:01:39.000]  现在得知神百般的智慧
[00:01:39.000 --> 00:01:42.000]  这里提到神的奥秘
[00:01:42.000 --> 00:01:46.000]  这个奥秘是怎么样显明出来呢?
[00:01:46.000 --> 00:01:51.000]  跟着就提到借着教会
[00:01:51.000 --> 00:01:58.000]  使万有都认识神的百般的智慧
[00:01:58.000 --> 00:02:05.000]  所以这个奥秘里面教会是一个重要的角色
[00:02:05.000 --> 00:02:08.000]  在下面讲一讲的说
[00:02:08.000 --> 00:02:12.000]  这奥秘又可称为赋音的奥秘
[00:02:12.000 --> 00:02:14.000]  五章第三节
[00:02:14.000 --> 00:02:17.000]  赋音两个字旁边有点点
[00:02:17.000 --> 00:02:21.000]  表示原文没有这两个字
[00:02:21.000 --> 00:02:24.000]  但是它与赋音有关
[00:02:24.000 --> 00:02:28.000]  所以在翻译的时候就加上赋音两个字
[00:02:28.000 --> 00:02:31.000]  所以这个翻译是没有错的
[00:02:31.000 --> 00:02:35.000]  这个加上赋音两个字是没有错的
[00:02:35.000 --> 00:02:39.000]  所以这个奥秘是教会的奥秘
[00:02:39.000 --> 00:02:41.000]  又是赋音的奥秘
[00:02:41.000 --> 00:02:45.000]  同时又可以称为基督的奥秘
[00:02:45.000 --> 00:02:48.000]  三章第四节
[00:02:48.000 --> 00:02:52.000]  那么这样一来我们就看见
[00:02:52.000 --> 00:02:54.000]  这个奥秘和教会有关
[00:02:54.000 --> 00:02:56.000]  和赋音有关
[00:02:56.000 --> 00:02:58.000]  和基督有关
[00:02:58.000 --> 00:03:04.000]  因为我们把它和七十路第一章第二十节
[00:03:04.000 --> 00:03:07.000]  刚才读过的经文连在一起
[00:03:07.000 --> 00:03:14.000]  所以我们就把它叫做教会的奥秘
[00:03:14.000 --> 00:03:17.000]  在这个奥秘里面
[00:03:17.000 --> 00:03:20.000]  从一部所述中我们看见
[00:03:20.000 --> 00:03:23.000]  保罗对圣灵感动
[00:03:23.000 --> 00:03:29.000]  用八个比喻来形容教会的性质
[00:03:29.000 --> 00:03:34.000]  把教会的性质作用都清楚地讲出来
[00:03:34.000 --> 00:03:37.000]  这八个比喻很生动
[00:03:37.000 --> 00:03:44.000]  可以帮助我们清楚地了解教会的奥秘
[00:03:44.000 --> 00:03:46.000]  这八个比喻
[00:03:46.000 --> 00:03:53.000]  第一教会是基督的身体
[00:03:53.000 --> 00:03:59.000]  在一部所述里面有好多的经文讲到
[00:03:59.000 --> 00:04:04.000]  教会是基督的身体
[00:04:04.000 --> 00:04:12.000]  那么我们把这个比喻的内容来分析一下来看
[00:04:12.000 --> 00:04:14.000]  第一点
[00:04:14.000 --> 00:04:21.000]  以色列人和外邦人在教会中合成一体
[00:04:21.000 --> 00:04:24.000]  这是旧约时代所不知道的
[00:04:24.000 --> 00:04:29.000]  远远超过以色列人的意料之外
[00:04:29.000 --> 00:04:32.000]  从前以色列人只是知道
[00:04:32.000 --> 00:04:37.000]  他们自己是耶和华的选民
[00:04:37.000 --> 00:04:40.000]  全世界各国各民当中
[00:04:40.000 --> 00:04:43.000]  只有他们才是选民
[00:04:43.000 --> 00:04:46.000]  和神有一切的关系
[00:04:46.000 --> 00:04:51.000]  其他的民族都是恩典的局外人
[00:04:51.000 --> 00:04:53.000]  他们是外邦人
[00:04:53.000 --> 00:04:58.000]  他们和神的恩典之约没有关系
[00:04:58.000 --> 00:05:02.000]  与神的应许没有关系
[00:05:02.000 --> 00:05:05.000]  只有以色列人是选民
[00:05:05.000 --> 00:05:08.000]  过去他们的观念是这样的
[00:05:08.000 --> 00:05:11.000]  但是在新约时代
[00:05:11.000 --> 00:05:15.000]  神界的圣灵显明出来
[00:05:15.000 --> 00:05:19.000]  神在基督里不但拯救以色列人
[00:05:19.000 --> 00:05:22.000]  也拯救外邦人
[00:05:22.000 --> 00:05:25.000]  全世界各国各族各民
[00:05:25.000 --> 00:05:31.000]  他们都被包裹在神的救恩计划里面
[00:05:31.000 --> 00:05:36.000]  这对他们是一个大的启示
[00:05:36.000 --> 00:05:38.000]  一个新的亮光
[00:05:38.000 --> 00:05:42.000]  是他们过去完全不晓得的
[00:05:42.000 --> 00:05:44.000]  他们过去很骄傲
[00:05:44.000 --> 00:05:48.000]  认为万子中神丹丹认识他们
[00:05:48.000 --> 00:05:49.000]  爱他们
[00:05:49.000 --> 00:05:51.000]  现在他们看见了
[00:05:51.000 --> 00:05:54.000]  神的爱是不适性的
[00:05:54.000 --> 00:05:58.000]  神爱别的民族和爱以色列人
[00:05:58.000 --> 00:06:01.000]  是一样的深厚
[00:06:01.000 --> 00:06:02.000]  感谢天父
[00:06:02.000 --> 00:06:07.000]  他没有把任何的民族隔除在外
[00:06:07.000 --> 00:06:11.000]  他的恩典的手是伸到全世界
[00:06:11.000 --> 00:06:13.000]  每一个国家
[00:06:13.000 --> 00:06:17.000]  每一个角落去在那里拯救
[00:06:17.000 --> 00:06:21.000]  所有愿意相信的人
[00:06:21.000 --> 00:06:26.000]  因此在这里三章第六节告诉我们
[00:06:26.000 --> 00:06:32.000]  以色列人和外邦人在教会里面成为一体
[00:06:32.000 --> 00:06:35.000]  我们翻到这个地方看看
[00:06:35.000 --> 00:06:38.000]  三章第六节
[00:06:38.000 --> 00:06:43.000]  这奥秘就是外邦人在基督耶稣里
[00:06:43.000 --> 00:06:45.000]  借着福音
[00:06:45.000 --> 00:06:47.000]  所以同为后世
[00:06:47.000 --> 00:06:49.000]  同为一体
[00:06:49.000 --> 00:06:51.000]  同讽兴其
[00:06:51.000 --> 00:06:57.000]  外邦人和以色列人在基督里同为一体
[00:06:57.000 --> 00:07:01.000]  组成的同一个身体就是基督的身体
[00:07:01.000 --> 00:07:03.000]  基督是头
[00:07:03.000 --> 00:07:06.000]  教会是他的身体
[00:07:06.000 --> 00:07:07.000]  在这个教会里面
[00:07:07.000 --> 00:07:08.000]  有以色列人
[00:07:08.000 --> 00:07:10.000]  有外邦人
[00:07:10.000 --> 00:07:14.000]  原来以色列人和外邦人中间是有隔膜的
[00:07:14.000 --> 00:07:17.000]  有一道墙把他们隔开
[00:07:17.000 --> 00:07:18.000]  现在呢
[00:07:18.000 --> 00:07:22.000]  在基督里这个墙被撤掉
[00:07:22.000 --> 00:07:25.000]  所以以色列人和外邦人
[00:07:25.000 --> 00:07:27.000]  他们合在一起
[00:07:27.000 --> 00:07:32.000]  成了人的百姓
[00:07:32.000 --> 00:07:37.000]  他们合成同一个身体就是教会
[00:07:37.000 --> 00:07:40.000]  头就是耶稣基督
[00:07:40.000 --> 00:07:43.000]  那么这是非常宝贵的一件事
[00:07:43.000 --> 00:07:47.000]  告诉我们知道福音是不适性的
[00:07:47.000 --> 00:07:49.000]  我们了解了这个奥秘以后
[00:07:49.000 --> 00:07:53.000]  我们立刻有一个不适性的负担
[00:07:53.000 --> 00:07:59.000]  我们就把福音要传到万邦去
[00:07:59.000 --> 00:08:01.000]  今天的花轮教会
[00:08:01.000 --> 00:08:06.000]  感谢主慢慢地了解了这一个责任
[00:08:06.000 --> 00:08:09.000]  他们看见了这个亮光
[00:08:09.000 --> 00:08:11.000]  他们心里发出了响应
[00:08:11.000 --> 00:08:12.000]  他们说主啊
[00:08:12.000 --> 00:08:15.000]  既然你的恩典是不适性的
[00:08:15.000 --> 00:08:20.000]  你的旨意是要拯救各地各方各族的人
[00:08:20.000 --> 00:08:22.000]  那么我和我的教会
[00:08:22.000 --> 00:08:29.000]  就愿意投入在这个福祉的大使领的工作里面
[00:08:29.000 --> 00:08:32.000]  我不愿意单单注意到自己
[00:08:32.000 --> 00:08:34.000]  和自己的教会
[00:08:34.000 --> 00:08:38.000]  我愿意把我们的眼光放宽放远
[00:08:38.000 --> 00:08:42.000]  能够关心到整个的世界
[00:08:42.000 --> 00:08:47.000]  Oh Lord, put the whole world in my heart
[00:08:47.000 --> 00:08:50.000]  把全世界放在我的心中
[00:08:50.000 --> 00:08:52.000]  这是我们的祷告
[00:08:52.000 --> 00:08:55.000]  这是一个非常宝贵的
[00:08:55.000 --> 00:08:58.000]  和福天父之一的一个祷告
[00:08:58.000 --> 00:09:03.000]  关心全世界人的需要
[00:09:03.000 --> 00:09:07.000]  在过去花轮教会只注意自己
[00:09:07.000 --> 00:09:09.000]  只注意自己的教会
[00:09:09.000 --> 00:09:13.000]  只注意自己所在的地区
[00:09:13.000 --> 00:09:18.000]  但是现在主的马其顿的呼声
[00:09:18.000 --> 00:09:20.000]  已经临到了花轮教会
[00:09:20.000 --> 00:09:23.000]  在近十几年来
[00:09:23.000 --> 00:09:26.000]  许多的教会陆续地陆续地
[00:09:26.000 --> 00:09:30.000]  就在拆团的工作上起来了
[00:09:30.000 --> 00:09:33.000]  他们愿意担起这个责任
[00:09:33.000 --> 00:09:35.000]  或者奉献金钱
[00:09:35.000 --> 00:09:38.000]  或者拆迁宣教室
[00:09:38.000 --> 00:09:40.000]  或者带走
[00:09:40.000 --> 00:09:43.000]  有的三样一起做
[00:09:43.000 --> 00:09:45.000]  又带走
[00:09:45.000 --> 00:09:47.000]  又有金钱的奉献
[00:09:47.000 --> 00:09:50.000]  又有宣教室拆迁出去
[00:09:50.000 --> 00:09:54.000]  这是非常好的一个现象
[00:09:54.000 --> 00:09:56.000]  所以我们了解了真理
[00:09:56.000 --> 00:09:59.000]  这个真理的亮光照到我们心里
[00:09:59.000 --> 00:10:01.000]  我们就有了新的看见
[00:10:01.000 --> 00:10:03.000]  就开始有了一条新的路
[00:10:03.000 --> 00:10:05.000]  有了新的追求
[00:10:05.000 --> 00:10:08.000]  有了新的贡献
[00:10:08.000 --> 00:10:11.000]  这是必然的
[00:10:11.000 --> 00:10:16.000]  我们现在看第二个要点
[00:10:16.000 --> 00:10:19.000]  基督是身体的头
[00:10:19.000 --> 00:10:24.000]  祂是元首支配身子的一切行动
[00:10:24.000 --> 00:10:26.000]  基督是头
[00:10:26.000 --> 00:10:28.000]  头做主
[00:10:28.000 --> 00:10:30.000]  祂主持一切
[00:10:30.000 --> 00:10:32.000]  支配一切
[00:10:32.000 --> 00:10:35.000]  祂从治一切
[00:10:35.000 --> 00:10:40.000]  这个头来支配身子的一切的行动
[00:10:40.000 --> 00:10:44.000]  身体不能够支配自己
[00:10:44.000 --> 00:10:47.000]  必须头来支配它
