
[00:00:00.000 --> 00:00:03.000]  我們接著一齊會來到思想聖經的說話
[00:00:03.000 --> 00:00:04.000]  在唐慶的時候
[00:00:04.000 --> 00:00:06.000]  我們一齊來到思想教會生活是什麼
[00:00:06.000 --> 00:00:09.000]  我相信是很貼合的時候
[00:00:09.000 --> 00:00:13.000]  請大家一起打開剛才《士徒行傳》第二章的經文
[00:00:13.000 --> 00:00:15.000]  大家知道《士徒行傳》第二章
[00:00:15.000 --> 00:00:18.000]  講到當時聖靈降臨的時候
[00:00:18.000 --> 00:00:22.000]  當時一班的使徒被聖靈充滿
[00:00:22.000 --> 00:00:24.000]  彼得就起來傳講福音的信息
[00:00:24.000 --> 00:00:26.000]  當時三千人信著
[00:00:26.000 --> 00:00:28.000]  三千人信著之後
[00:00:28.000 --> 00:00:32.000]  他們開展了新約的教會
[00:00:32.000 --> 00:00:37.000]  大家看回聖經的第二章第42節
[00:00:37.000 --> 00:00:39.000]  這裡講述他們的教會生活
[00:00:39.000 --> 00:00:41.000]  也是今天我們的榜樣
[00:00:41.000 --> 00:00:44.000]  其中很清楚將四個很重要的元素
[00:00:44.000 --> 00:00:46.000]  四大教會生活的元素
[00:00:46.000 --> 00:00:48.000]  來描寫出來
[00:00:48.000 --> 00:00:50.000]  我們從他們身上學習
[00:00:50.000 --> 00:00:52.000]  在第42節說
[00:00:52.000 --> 00:00:56.000]  都恆心遵守使徒的教訓
[00:00:56.000 --> 00:00:59.000]  第一方面就是一個新約的教會
[00:00:59.000 --> 00:01:01.000]  他們恆心
[00:01:01.000 --> 00:01:03.000]  英文翻譯很好
[00:01:03.000 --> 00:01:04.000]  Devoted
[00:01:04.000 --> 00:01:06.000]  是全心投入去
[00:01:06.000 --> 00:01:08.000]  是持久的
[00:01:08.000 --> 00:01:10.000]  不是一天兩天
[00:01:10.000 --> 00:01:11.000]  是持久的
[00:01:11.000 --> 00:01:13.000]  也就是認真的
[00:01:13.000 --> 00:01:18.000]  是恆心地去進行使徒的教訓
[00:01:18.000 --> 00:01:19.000]  大家可以想像
[00:01:19.000 --> 00:01:23.000]  當時突然間開設一間聖經學校
[00:01:23.000 --> 00:01:25.000]  有多少學生
[00:01:25.000 --> 00:01:27.000]  最少三千個學生
[00:01:27.000 --> 00:01:29.000]  他們都上同一個課程
[00:01:29.000 --> 00:01:32.000]  就是初信栽培班
[00:01:32.000 --> 00:01:34.000]  同樣是初信的弟兄姊妹
[00:01:34.000 --> 00:01:36.000]  但他們一起很熱切的
[00:01:36.000 --> 00:01:37.000]  很熱烈的
[00:01:37.000 --> 00:01:39.000]  來認識神的說話
[00:01:39.000 --> 00:01:41.000]  認識真理
[00:01:41.000 --> 00:01:43.000]  他們遵守使徒的教訓
[00:01:43.000 --> 00:01:45.000]  他們知道使徒帶著權柄
[00:01:45.000 --> 00:01:48.000]  將神的真理傳達給他們知道
[00:01:48.000 --> 00:01:50.000]  所以大家在跟著經文看到
[00:01:50.000 --> 00:01:52.000]  第43節說
[00:01:52.000 --> 00:01:53.000]  中間說
[00:01:53.000 --> 00:01:57.000]  使徒有行了許多歧視神蹟
[00:01:57.000 --> 00:01:59.000]  他們行了許多歧視神蹟
[00:01:59.000 --> 00:02:03.000]  印證出他們所說的是出於神
[00:02:03.000 --> 00:02:05.000]  不是人的說話
[00:02:05.000 --> 00:02:07.000]  是從神而來的真理
[00:02:07.000 --> 00:02:10.000]  大家留意在哥倫多後書第十二章十二節
[00:02:10.000 --> 00:02:11.000]  保羅說
[00:02:11.000 --> 00:02:15.000]  神讓他們能夠有神蹟歧視異能
[00:02:15.000 --> 00:02:21.000]  這些行動是顯出他們使徒的憑據來
[00:02:21.000 --> 00:02:24.000]  因為他們能夠神給他們特別的能力
[00:02:24.000 --> 00:02:28.000]  以至確認了他們那種權柄的身份
[00:02:28.000 --> 00:02:31.000]  因此他們傳講出真理
[00:02:31.000 --> 00:02:33.000]  而當時的各信徒
[00:02:33.000 --> 00:02:35.000]  他們很體會到這種的真實性
[00:02:35.000 --> 00:02:37.000]  他們就認真地去研讀
[00:02:37.000 --> 00:02:39.000]  明白神的道
[00:02:39.000 --> 00:02:42.000]  因此教會生活的第一個重要的元素就是
[00:02:42.000 --> 00:02:46.000]  整個群體是一個認真持久
[00:02:46.000 --> 00:02:50.000]  去認識學習真理的群體
[00:02:50.000 --> 00:02:52.000]  所以你和我都需要在主教裏面
[00:02:52.000 --> 00:02:54.000]  不斷去認識神的道
[00:02:54.000 --> 00:02:57.000]  才可以被稱為教會
[00:02:57.000 --> 00:03:00.000]  有一次我記得有位神學院的老師告訴我
[00:03:00.000 --> 00:03:01.000]  他說有一間教會
[00:03:01.000 --> 00:03:05.000]  他們很認真地整體弟兄姊妹學習聖經
[00:03:05.000 --> 00:03:07.000]  我說怎樣認真呢
[00:03:07.000 --> 00:03:09.000]  他說這間教會有千多人
[00:03:09.000 --> 00:03:13.000]  但主教的人數比他們崇拜的人數更多
[00:03:13.000 --> 00:03:16.000]  所有弟兄姊妹都參加主學
[00:03:16.000 --> 00:03:19.000]  是認真地去研讀聖經
[00:03:19.000 --> 00:03:23.000]  而他們在當中的聖經水平比別人高
[00:03:23.000 --> 00:03:27.000]  老師說當他們有弟兄姊妹來報考神學院的時候
[00:03:27.000 --> 00:03:29.000]  一般他們的弟兄姊妹
[00:03:29.000 --> 00:03:31.000]  比其他教會的弟兄姊妹
[00:03:31.000 --> 00:03:34.000]  聖經水平都會高一些
[00:03:34.000 --> 00:03:36.000]  整個教會都是這樣
[00:03:36.000 --> 00:03:39.000]  很認真地去研習聖經
[00:03:39.000 --> 00:03:43.000]  今天十月份是我們北宣主學的新季度
[00:03:43.000 --> 00:03:44.000]  我都鼓勵弟兄姊妹
[00:03:44.000 --> 00:03:47.000]  所有弟兄姊妹都認真地參加主學
[00:03:47.000 --> 00:03:49.000]  學習聖經
[00:03:49.000 --> 00:03:50.000]  我都順便說
[00:03:50.000 --> 00:03:52.000]  我越來越發覺我們會傾向
[00:03:52.000 --> 00:03:54.000]  很想能夠促成
[00:03:54.000 --> 00:03:57.000]  很想能夠有快餐的學習
[00:03:57.000 --> 00:03:59.000]  因此上三個月讀完一季之後
[00:03:59.000 --> 00:04:01.000]  就懂得所有的聖經
[00:04:01.000 --> 00:04:02.000]  或者很心急
[00:04:02.000 --> 00:04:04.000]  很想快點去應用
[00:04:04.000 --> 00:04:08.000]  很快就能夠很生活化地用出所有的聖經
[00:04:08.000 --> 00:04:09.000]  沒錯
[00:04:09.000 --> 00:04:11.000]  生活化的學習是重要的
[00:04:11.000 --> 00:04:12.000]  但同時重要
[00:04:12.000 --> 00:04:14.000]  或者更加重要就是
[00:04:14.000 --> 00:04:19.000]  能夠很認真地一卷一卷地去研讀聖經
[00:04:19.000 --> 00:04:20.000]  不要心急
[00:04:20.000 --> 00:04:22.000]  給自己時間
[00:04:22.000 --> 00:04:26.000]  讓神的話滲入你的生命的每一部份
[00:04:26.000 --> 00:04:30.000]  你知道當你能夠讀了主學的十年左右
[00:04:30.000 --> 00:04:34.000]  你會新教育聖經全部讀一遍
[00:04:34.000 --> 00:04:36.000]  幫助自己忍耐著
[00:04:36.000 --> 00:04:39.000]  你認真地去研讀神的話
[00:04:39.000 --> 00:04:41.000]  這是極其重要的
[00:04:41.000 --> 00:04:43.000]  我記得有一次宣教士跟我們分享
[00:04:43.000 --> 00:04:45.000]  可能大家都聽到
[00:04:45.000 --> 00:04:47.000]  他說參加了特別的婚禮
[00:04:47.000 --> 00:04:51.000]  是兩個中年的宣教士結婚
[00:04:51.000 --> 00:04:54.000]  為什麼這麼大年紀才結婚呢?
[00:04:54.000 --> 00:04:57.000]  原來他們年輕的時候拍拖相愛
[00:04:57.000 --> 00:05:00.000]  但是他們來自兩個不同的地區
[00:05:00.000 --> 00:05:05.000]  分別在翻譯兩個民族的語言成為聖經
[00:05:05.000 --> 00:05:06.000]  當他們結婚的時候
[00:05:06.000 --> 00:05:09.000]  就要放棄其中一邊
[00:05:09.000 --> 00:05:10.000]  當他們一邊探討的時候
[00:05:10.000 --> 00:05:11.000]  他們感受到神
[00:05:11.000 --> 00:05:12.000]  一邊感動他們的心
[00:05:12.000 --> 00:05:15.000]  他們就說我們遲一點吧
[00:05:15.000 --> 00:05:17.000]  然後兩個人分別在兩個民族當中
[00:05:17.000 --> 00:05:20.000]  翻譯聖經二十多年
[00:05:20.000 --> 00:05:22.000]  後來他們結婚了
[00:05:22.000 --> 00:05:24.000]  每個人帶著一本聖經
[00:05:24.000 --> 00:05:28.000]  是兩個不同的民族新譯的聖經
[00:05:28.000 --> 00:05:30.000]  然後他們完成了這件事情
[00:05:30.000 --> 00:05:32.000]  他們就結婚了
[00:05:32.000 --> 00:05:36.000]  他們不介意延遲他們個人的利益
[00:05:36.000 --> 00:05:37.000]  但是他們很開心
[00:05:37.000 --> 00:05:40.000]  能夠為別人預備聖經
[00:05:40.000 --> 00:05:42.000]  有人很認真地為我們翻譯聖經
[00:05:42.000 --> 00:05:43.000]  為我們準備
[00:05:43.000 --> 00:05:45.000]  我們豈不是更加應該
[00:05:45.000 --> 00:05:48.000]  很留心地去認識神的道
[00:05:48.000 --> 00:05:49.000]  真正的教會生活
[00:05:49.000 --> 00:05:52.000]  必須包含了整個群體
[00:05:52.000 --> 00:05:56.000]  是認真的持久的讀神的話
[00:05:56.000 --> 00:05:57.000]  第二方面大家再看
[00:05:57.000 --> 00:06:00.000]  在聖經的四十二節說
