
[00:00:00.000 --> 00:00:02.720]  如果大家一直有離開全福
[00:00:02.720 --> 00:00:05.680]  就知道我提過我有個心意
[00:00:05.680 --> 00:00:09.040]  希望可以在6月、7月和8月
[00:00:09.040 --> 00:00:12.800]  三次崇拜的廣告裏面
[00:00:12.800 --> 00:00:15.080]  和大家分享一個主題
[00:00:15.080 --> 00:00:18.440]  叫做《肅靈的氣質與福音使命》
[00:00:18.440 --> 00:00:23.200]  大家手頭的程序單裏面
[00:00:23.200 --> 00:00:24.360]  有我講到的大綱
[00:00:24.360 --> 00:00:25.640]  也都大家可以打開
[00:00:25.640 --> 00:00:27.880]  我們一起來思想
[00:00:27.880 --> 00:00:33.680]  我上個月和大家講了耶穌和法蘭西斯
[00:00:33.680 --> 00:00:35.600]  為什麼我將聖經的人物
[00:00:35.600 --> 00:00:37.880]  又將歷代一些很重要的
[00:00:37.880 --> 00:00:39.880]  屬靈的信徒放在一起呢?
[00:00:39.880 --> 00:00:41.520]  這個是我一個新的嘗試
[00:00:41.520 --> 00:00:44.440]  我自己未試過這樣講這種道
[00:00:44.440 --> 00:00:47.160]  但我對自己希望有一個新的嘗試
[00:00:47.160 --> 00:00:49.160]  就是我們一方面在聖經裏面
[00:00:49.160 --> 00:00:53.320]  看見神自己的很深刻
[00:00:53.320 --> 00:00:56.360]  也都很永恆的屬靈的真理
[00:00:56.360 --> 00:01:00.400]  尤其是在不同的信徒生命當中所表現出來
[00:01:00.400 --> 00:01:02.760]  然後我又很想和大家
[00:01:02.760 --> 00:01:05.640]  體察在過去這二千年裏面
[00:01:05.640 --> 00:01:07.440]  那些跟隨神的人
[00:01:07.440 --> 00:01:12.240]  那些真真實實的有血有肉的信徒
[00:01:12.240 --> 00:01:15.560]  和聖經裏面的真真實實的使徒
[00:01:15.560 --> 00:01:17.560]  或者甚至耶穌基督自己
[00:01:17.560 --> 00:01:21.200]  其實他們都是有同一樣的屬靈的氣質
[00:01:21.200 --> 00:01:24.120]  我希望我們好像希伯來書講
[00:01:24.120 --> 00:01:29.720]  我們有一個見證人好像雲彩一樣圍繞著我們
[00:01:29.720 --> 00:01:32.960]  給大家一個真正的體會
[00:01:32.960 --> 00:01:34.400]  聖經不是講的
[00:01:34.400 --> 00:01:36.080]  聖經不是一個理論來的
[00:01:36.080 --> 00:01:38.080]  聖經不是神說你要這樣做這樣做
[00:01:38.080 --> 00:01:39.360]  講了就算了
[00:01:39.360 --> 00:01:42.280]  真是在歷代裏面有人做到的
[00:01:42.280 --> 00:01:44.560]  有人真是去實踐出來的
[00:01:44.560 --> 00:01:47.680]  有人實踐到為什麼你和我實踐不到呢?
[00:01:47.680 --> 00:01:49.960]  這個我們要問我們自己
[00:01:49.960 --> 00:01:54.240]  不是一個高言大字
[00:01:54.240 --> 00:01:57.440]  只是講一個理想而已
[00:01:57.440 --> 00:01:59.640]  今天我不再重複上一次
[00:01:59.640 --> 00:02:02.960]  我們在耶穌基督身上所看到的屬靈氣質
[00:02:02.960 --> 00:02:09.360]  然後我們看到在十三世紀的法蘭西斯
[00:02:09.360 --> 00:02:12.400]  這個意大利的一個屬靈的偉人
[00:02:12.400 --> 00:02:15.400]  他們的生命當中真是表現出來
[00:02:15.400 --> 00:02:17.840]  今天我想大家看另外一個角色
[00:02:17.840 --> 00:02:19.640]  看另外一些的見證
[00:02:19.640 --> 00:02:21.840]  我就選了彼得
[00:02:21.840 --> 00:02:23.680]  我和大家提過了
[00:02:23.680 --> 00:02:24.640]  如果你記不記得
[00:02:24.640 --> 00:02:26.440]  下一次再告訴你
[00:02:26.440 --> 00:02:29.240]  八月我會和大家講保羅
[00:02:29.240 --> 00:02:31.280]  耶穌基督、彼得、保羅
[00:02:31.280 --> 00:02:33.480]  我相信這三個可以說是我們
[00:02:33.480 --> 00:02:35.680]  屬靈生命裏面的典範
[00:02:35.680 --> 00:02:38.680]  今天我們特別留意來看彼得
[00:02:38.680 --> 00:02:43.000]  但是我在歷代裏面選了一些什麼的聖徒
[00:02:43.000 --> 00:02:47.200]  和大家做一個彼得生命裏面的體驗的一個
[00:02:47.200 --> 00:02:49.080]  對比和實踐呢
[00:02:49.080 --> 00:02:50.600]  我就會選了
[00:02:50.600 --> 00:02:51.280]  你看到了
[00:02:51.280 --> 00:02:57.240]  我選了內地會裏面好幾位的宣教士
[00:02:57.240 --> 00:03:01.640]  大家可能都應該聽過內地會的China Inland Mission
[00:03:01.640 --> 00:03:04.560]  就是著名的戴德生醫生
[00:03:04.560 --> 00:03:06.240]  Hudson Taylor
[00:03:06.240 --> 00:03:09.760]  英國的這位偉大的宣教士
[00:03:09.760 --> 00:03:11.440]  他有負擔
[00:03:11.440 --> 00:03:13.080]  他認為千條生命
[00:03:13.080 --> 00:03:15.240]  他不會留下一條不給中國
[00:03:15.240 --> 00:03:16.800]  千磅英金
[00:03:16.800 --> 00:03:18.840]  他會全數的給中國
[00:03:18.840 --> 00:03:23.680]  這個英國的十九世紀的偉大的宣教士
[00:03:23.680 --> 00:03:25.680]  就是他去到中國
[00:03:25.680 --> 00:03:29.000]  然後他設立了這個內地會
[00:03:29.000 --> 00:03:33.600]  內地會是1865年開始成立
[00:03:33.600 --> 00:03:35.720]  開始就焦聚了
[00:03:35.720 --> 00:03:38.480]  神感動了很多很多的
[00:03:38.480 --> 00:03:41.160]  在西方的基督教的
[00:03:41.160 --> 00:03:44.840]  是教會裏面的傳教士
[00:03:44.840 --> 00:03:46.320]  紛紛的進入到中國
[00:03:46.320 --> 00:03:48.600]  今天你和我在中國裏面見到
[00:03:48.600 --> 00:03:50.760]  甚至你和我成為基督徒
[00:03:50.760 --> 00:03:52.920]  多多少少直接間接
[00:03:52.920 --> 00:03:56.480]  都是因為他們的福音帶到來中國
[00:03:56.480 --> 00:03:59.320]  十九世紀當然是很困難的日子
[00:03:59.320 --> 00:04:01.360]  中國對外很排斥
[00:04:01.360 --> 00:04:03.200]  對西人對西方
[00:04:03.200 --> 00:04:07.760]  尤其是受到這些鴉片戰爭
[00:04:07.760 --> 00:04:11.360]  洋教的印象很差
[00:04:11.360 --> 00:04:14.880]  而內地會大家看名字就知道
[00:04:14.880 --> 00:04:16.840]  內地會最大的特色就是
[00:04:16.840 --> 00:04:19.840]  他們不只是停留在那些很容易
[00:04:19.840 --> 00:04:23.000]  已經被迫打開了的那些
[00:04:23.000 --> 00:04:26.360]  海邊的沿岸的城市
[00:04:26.360 --> 00:04:30.360]  比如廣州 上海 福建這些城市
[00:04:30.360 --> 00:04:31.400]  那些不是不重要
[00:04:31.400 --> 00:04:33.760]  但那些已經很多宣教士都會去
[00:04:33.760 --> 00:04:36.320]  但是戴德生的心意
[00:04:36.320 --> 00:04:37.320]  和內地會的心意
[00:04:37.320 --> 00:04:39.440]  就是我進去沒有人去到的地方
[00:04:39.440 --> 00:04:41.160]  就是中國的內地
[00:04:41.160 --> 00:04:43.000]  那些從來沒有西人去過
[00:04:43.000 --> 00:04:47.960]  不要說外人的傳教士去到
[00:04:47.960 --> 00:04:50.480]  在那裡大家可以相信
[00:04:50.480 --> 00:04:54.240]  是一個非常困難的使命和挑戰
