
[00:00:00.000 --> 00:00:03.580]  我們在過去一直讀這段聖經的時候
[00:00:03.580 --> 00:00:05.580]  都會常常提到哈該書
[00:00:05.580 --> 00:00:07.580]  我們記得哈該書裏面
[00:00:07.580 --> 00:00:09.580]  哈該先知對當時的猶太人
[00:00:09.580 --> 00:00:11.580]  不斷地發出勉勵
[00:00:11.580 --> 00:00:14.580]  勉勵我們 勉勵他們
[00:00:14.580 --> 00:00:17.580]  不要忘記神的殿 方樑
[00:00:17.580 --> 00:00:23.580]  不要只想著自己所住的天花板房屋
[00:00:23.580 --> 00:00:26.580]  而呼籲很多很多當時的人
[00:00:26.580 --> 00:00:31.580]  來留心關心神的事情 關心屬靈的事情
[00:00:31.580 --> 00:00:33.580]  我都想回到另一節聖經
[00:00:33.580 --> 00:00:35.580]  是我們弟兄姊妹常常提及的
[00:00:35.580 --> 00:00:39.580]  就是聖經的《針研書》23章裏面提到
[00:00:39.580 --> 00:00:41.580]  神說:我的兒啊
[00:00:41.580 --> 00:00:44.580]  你要將你的心歸我
[00:00:44.580 --> 00:00:49.580]  你的眼目也要喜悅我的道路
[00:00:49.580 --> 00:00:53.580]  上帝吩咐我們要反思自己
[00:00:53.580 --> 00:00:56.580]  你的心歸向誰呢?
[00:00:56.580 --> 00:00:59.580]  你的心歸向甚麼呢?
[00:00:59.580 --> 00:01:02.580]  你的眼目正在喜悅甚麼道路
[00:01:02.580 --> 00:01:05.580]  正在喜悅甚麼事呢?
[00:01:05.580 --> 00:01:07.580]  而聖經裏面常常勉勵我們
[00:01:07.580 --> 00:01:09.580]  叫我們的心轉向神
[00:01:09.580 --> 00:01:12.580]  叫我們真的知道將自己歸向神
[00:01:12.580 --> 00:01:15.580]  因為我們是屬於神的
[00:01:15.580 --> 00:01:18.580]  當我們何時都歸向上帝
[00:01:18.580 --> 00:01:22.580]  我們順從祂 去侍奉祂 去跟隨祂的時候
[00:01:22.580 --> 00:01:25.580]  聖經就說 神就可以將祂的恩惠
[00:01:25.580 --> 00:01:28.580]  是倍然的 是豐富的
[00:01:28.580 --> 00:01:30.580]  來刺在我們生命中
[00:01:30.580 --> 00:01:32.580]  或者說 當我們何時知道
[00:01:32.580 --> 00:01:34.580]  祂真的順從上帝的時候
[00:01:34.580 --> 00:01:37.580]  好像打開了天上的窗戶
[00:01:37.580 --> 00:01:39.580]  神可以將祂的恩惠
[00:01:39.580 --> 00:01:42.580]  來傾注在我們生命當中
[00:01:42.580 --> 00:01:44.580]  當我們讀到《以色列記》的時候
[00:01:44.580 --> 00:01:46.580]  我們會發覺 神不斷呼籲祂的子民
[00:01:46.580 --> 00:01:50.580]  去將心轉向祂 去侍奉祂
[00:01:50.580 --> 00:01:52.580]  去建造神的殿
[00:01:52.580 --> 00:01:53.580]  在這個時候
[00:01:53.580 --> 00:01:55.580]  我們就看到神很歡喜快樂
[00:01:55.580 --> 00:01:58.580]  將祂的恩惠來賜給人
[00:01:58.580 --> 00:02:01.580]  當然這個不是一種交換
[00:02:01.580 --> 00:02:04.580]  而是何時我們將心轉向神
[00:02:04.580 --> 00:02:06.580]  就除去那些障礙
[00:02:06.580 --> 00:02:10.580]  神可以傾注祂的恩典在我們生命中
[00:02:10.580 --> 00:02:13.580]  所以今天當我們再讀《以色列記》的時候
[00:02:13.580 --> 00:02:15.580]  我們的心都是這樣祈求
[00:02:15.580 --> 00:02:18.580]  主呀 讓我們的心知道去順從祢
[00:02:18.580 --> 00:02:20.580]  去侍奉祢
[00:02:20.580 --> 00:02:25.580]  我們可以經歷神定義要賜給我們各樣的恩惠
[00:02:25.580 --> 00:02:27.580]  我請大家再看一看聖經
[00:02:27.580 --> 00:02:28.580]  當你讀聖經的時候
[00:02:28.580 --> 00:02:31.580]  你記得我們上次讀到第五章的時候
[00:02:31.580 --> 00:02:33.580]  你記得有一個河西的總督
[00:02:33.580 --> 00:02:35.580]  他的名字叫達賴
[00:02:35.580 --> 00:02:37.580]  名字比較特別
[00:02:37.580 --> 00:02:40.580]  但這個人他去到猶太人當中
[00:02:40.580 --> 00:02:42.580]  就質詢他們很多問題
[00:02:42.580 --> 00:02:47.580]  誰給你們有權來建造的聖殿
[00:02:47.580 --> 00:02:51.580]  當時的猶太人很放膽地回答他
[00:02:51.580 --> 00:02:55.580]  是因為先王古列吩咐我們這樣做的
[00:02:55.580 --> 00:02:59.580]  這位達賴當時沒有禁止他們繼續建造聖殿
[00:02:59.580 --> 00:03:00.580]  就表示好
[00:03:00.580 --> 00:03:04.580]  我去上奏給一位君王大利烏王
[00:03:04.580 --> 00:03:06.580]  詢問他有沒有這樣的事情
[00:03:06.580 --> 00:03:09.580]  然後再聽從指示
[00:03:09.580 --> 00:03:11.580]  因此聖經裡面就說到
[00:03:11.580 --> 00:03:15.580]  真是英國的奏書上到大利烏王的手上
[00:03:15.580 --> 00:03:17.580]  而他真是有所行動
[00:03:17.580 --> 00:03:19.580]  所以第六章的第一節
[00:03:19.580 --> 00:03:21.580]  你會見到聖經說
[00:03:21.580 --> 00:03:27.580]  於是大利烏王下令考察在巴比倫庫房的檔案
[00:03:27.580 --> 00:03:30.580]  在馬袋省的亞馬他宮中
[00:03:30.580 --> 00:03:32.580]  發現了一卷書卷
[00:03:32.580 --> 00:03:36.580]  其中寫著這五的一段的記錄
[00:03:36.580 --> 00:03:40.580]  當時大利烏王真是按照這個要求
[00:03:40.580 --> 00:03:43.580]  他去查考這些書卷
[00:03:43.580 --> 00:03:48.580]  在巴比倫的庫房儲存了很多不同的寶藏
[00:03:48.580 --> 00:03:50.580]  很多重要的文獻
[00:03:50.580 --> 00:03:53.580]  但是查不到這件事
[00:03:53.580 --> 00:03:55.580]  後來他們想一想
[00:03:55.580 --> 00:03:58.580]  或許應該是亞馬他宮
[00:03:58.580 --> 00:04:02.580]  因為當時古列王的下宮就是亞馬他宮
[00:04:02.580 --> 00:04:06.580]  下宮的地方就是這個地方冬天很寒冷
[00:04:06.580 --> 00:04:08.580]  但夏天很清爽
[00:04:08.580 --> 00:04:10.580]  很宜人的地方
[00:04:10.580 --> 00:04:13.580]  當時古列王也是在這個地方
[00:04:13.580 --> 00:04:18.580]  下令猶太人回國重建聖殿的地方
[00:04:18.580 --> 00:04:21.580]  所以他們就在英國的地方發現了一卷書卷
[00:04:21.580 --> 00:04:24.580]  裏面有這樣的記錄
[00:04:24.580 --> 00:04:26.580]  這卷書卷記錄了甚麼呢?
[00:04:26.580 --> 00:04:28.580]  大家留意下面提到
[00:04:28.580 --> 00:04:31.580]  這個聖殿的模式是怎樣
[00:04:31.580 --> 00:04:32.580]  當然所寫的
[00:04:32.580 --> 00:04:37.580]  你會發覺比索羅門王所建造的聖殿更加大
[00:04:37.580 --> 00:04:40.580]  是因為君王很希望有更大的聖殿
[00:04:40.580 --> 00:04:43.580]  到後來的情況不一定是這個尺寸
[00:04:43.580 --> 00:04:46.580]  但是當時王的一種心意
[00:04:46.580 --> 00:04:48.580]  然後看第四節的時候
[00:04:48.580 --> 00:04:51.580]  曾經說三層光滑的石塊
[00:04:51.580 --> 00:04:53.580]  一層新木頭
[00:04:53.580 --> 00:04:58.580]  所有費用用來由哪裏支付呢?
[00:04:58.580 --> 00:05:02.580]  由王的庫房支付
[00:05:02.580 --> 00:05:04.580]  意味著君王下令
[00:05:04.580 --> 00:05:09.580]  一切的開支由王自己支付
[00:05:09.580 --> 00:05:12.580]  他負責一切的建築費用
[00:05:12.580 --> 00:05:14.580]  第五節有提及另一件事情
[00:05:14.580 --> 00:05:18.580]  就是過去被擄掠的金銀器銘
[00:05:18.580 --> 00:05:21.580]  現在要回到神的殿中
[00:05:21.580 --> 00:05:24.580]  在第五節最後一句話說
[00:05:24.580 --> 00:05:28.580]  國案原來的地方放在神的殿中
[00:05:28.580 --> 00:05:30.580]  表達那份尊敬
[00:05:30.580 --> 00:05:33.580]  要將各樣的物品放在原處
[00:05:33.580 --> 00:05:36.580]  回到原本聖殿的地方
[00:05:36.580 --> 00:05:39.580]  放在原來的地方
[00:05:39.580 --> 00:05:40.580]  當你讀到這裏的時候
[00:05:40.580 --> 00:05:41.580]  你會察覺
[00:05:41.580 --> 00:05:47.580]  大概大利烏王不一定要聽從達賴的請求
[00:05:47.580 --> 00:05:50.580]  他可以不去查冊這件事情
[00:05:50.580 --> 00:05:53.580]  當你發覺巴比倫公母的時候
[00:05:53.580 --> 00:05:55.580]  他可以說這班人說謊
[00:05:55.580 --> 00:05:57.580]  沒有這件事情
[00:05:57.580 --> 00:05:59.580]  但他很小心繼續思想的時候
[00:05:59.580 --> 00:06:04.580]  就察覺可能是在亞瑪他宮
[00:06:04.580 --> 00:06:07.580]  最終發現了文字裏寫明
[00:06:07.580 --> 00:06:12.580]  這位君王要求費用由王庫支付
[00:06:12.580 --> 00:06:16.580]  而且一切器銘要搬回原來的地方
[00:06:16.580 --> 00:06:19.580]  當然當大利烏王知道這件事情之後
[00:06:19.580 --> 00:06:21.580]  他大概可以不理會
[00:06:21.580 --> 00:06:24.580]  這是以前君王所訂下的命令
[00:06:24.580 --> 00:06:26.580]  他現在可以不理會
[00:06:26.580 --> 00:06:31.580]  但他不單止肯定確定這個命令
[00:06:31.580 --> 00:06:33.580]  而且加上自己的命令
[00:06:33.580 --> 00:06:35.580]  大家看第六節
[00:06:35.580 --> 00:06:39.580]  於是大利烏王下令說
[00:06:39.580 --> 00:06:42.580]  現在河西那邊的總督達賴
[00:06:42.580 --> 00:06:46.580]  和他們的同僚要遠離那裏
[00:06:46.580 --> 00:06:47.580]  第七節
[00:06:47.580 --> 00:06:51.580]  不要干涉這神殿的工程
[00:06:51.580 --> 00:06:53.580]  這位君王很清楚
[00:06:53.580 --> 00:06:57.580]  加上他自己當今的命令
[00:06:57.580 --> 00:07:01.580]  就是要他們這班在河西省的領袖
[00:07:01.580 --> 00:07:04.580]  你們不要干擾他們所做的事情
[00:07:04.580 --> 00:07:05.580]  然後之二
[00:07:05.580 --> 00:07:11.580]  君王也擔心他們會阻礙神殿的工程
[00:07:11.580 --> 00:07:13.580]  要他們遠離這個地方
[00:07:13.580 --> 00:07:15.580]  英文有句翻譯叫做
[00:07:15.580 --> 00:07:17.580]  Leave them alone
[00:07:17.580 --> 00:07:18.580]  讓他們自己做
[00:07:18.580 --> 00:07:19.580]  不要騷擾他們
[00:07:19.580 --> 00:07:21.580]  不要阻礙他們
[00:07:21.580 --> 00:07:23.580]  不單止這樣
[00:07:23.580 --> 00:07:24.580]  當你再看的時候
[00:07:24.580 --> 00:07:26.580]  你會發覺君王再加上新的命令
[00:07:26.580 --> 00:07:28.580]  在第八節
[00:07:28.580 --> 00:07:31.580]  我又下令你們要協助
[00:07:31.580 --> 00:07:34.580]  這些猶太人的長老重建神殿
[00:07:34.580 --> 00:07:36.580]  你要作者事
[00:07:36.580 --> 00:07:40.580]  從河西那邊交給王府的稅收中
[00:07:40.580 --> 00:07:43.580]  撥出充足的經費給他們
[00:07:43.580 --> 00:07:46.580]  免得工程停頓
[00:07:46.580 --> 00:07:49.580]  要支付他們一切工程的費用
[00:07:49.580 --> 00:07:52.580]  不是從中央撥錢過來
[00:07:52.580 --> 00:07:55.580]  因為河西省是比較偏遠的省份
[00:07:55.580 --> 00:07:58.580]  可能調撥金錢需要長時間
[00:07:58.580 --> 00:08:00.580]  但王座吩咐
[00:08:00.580 --> 00:08:05.580]  河西省所撥出來交給中央的稅項
[00:08:05.580 --> 00:08:07.580]  預備交給王的錢
[00:08:07.580 --> 00:08:09.580]  就從那裡拿錢出來
[00:08:09.580 --> 00:08:12.580]  給他們來建造工程
[00:08:12.580 --> 00:08:13.580]  是即時的
[00:08:13.580 --> 00:08:16.580]  是立刻的可以調動到金錢
[00:08:16.580 --> 00:08:19.580]  來支付這些工程的需要
[00:08:19.580 --> 00:08:20.580]  不單這樣
[00:08:20.580 --> 00:08:23.580]  王更進一步提出
[00:08:23.580 --> 00:08:25.580]  在讀第九節的時候
[00:08:25.580 --> 00:08:28.580]  他們所需要的什麼東西
[00:08:28.580 --> 00:08:32.580]  包括梵濟獻給天上神的各種生畜
[00:08:32.580 --> 00:08:34.580]  還有很多的祭品
[00:08:34.580 --> 00:08:36.580]  包括酒和油
[00:08:36.580 --> 00:08:39.580]  都要照著祭師們所說的
[00:08:39.580 --> 00:08:41.580]  天天供給他們
[00:08:41.580 --> 00:08:44.580]  不可疏忽
[00:08:44.580 --> 00:08:45.580]  讀到這裡的時候
[00:08:45.580 --> 00:08:48.580]  我不知道大家有什麼感覺
[00:08:48.580 --> 00:08:52.580]  這位君王真是情至耳盡
[00:08:52.580 --> 00:08:54.580]  他做到足
[00:08:54.580 --> 00:08:58.580]  連每一天他們要有的獻祭的祭品
[00:08:58.580 --> 00:08:59.580]  包括酒和油
[00:08:59.580 --> 00:09:03.580]  要天天供給他們來獻祭
[00:09:03.580 --> 00:09:05.580]  不單只幫助他們建造
[00:09:05.580 --> 00:09:08.580]  這個聖殿的工程費用
[00:09:08.580 --> 00:09:11.580]  而且按照當時祭師的要求
[00:09:11.580 --> 00:09:12.580]  來將一切的祭品
[00:09:12.580 --> 00:09:15.580]  供應他們獻祭
