
[00:00:00.000 --> 00:00:03.600]  馬太記載耶穌行這些神蹟之前
[00:00:03.600 --> 00:00:06.200]  其實是有些背景
[00:00:06.200 --> 00:00:09.880]  是說到耶穌去到自己的城中的地方
[00:00:09.880 --> 00:00:11.000]  納西里的地方
[00:00:11.000 --> 00:00:12.200]  去到家鄉裡面
[00:00:12.200 --> 00:00:14.000]  去行很多神蹟
[00:00:14.000 --> 00:00:15.800]  也都傳講上帝的真理
[00:00:15.800 --> 00:00:17.400]  但是家鄉的人
[00:00:17.400 --> 00:00:18.600]  他是拒絕他
[00:00:18.600 --> 00:00:20.200]  接著又形容到
[00:00:20.200 --> 00:00:22.400]  施洗日漢被捉拿
[00:00:22.400 --> 00:00:23.600]  接著被殺
[00:00:23.600 --> 00:00:25.600]  施洗日漢是代表著
[00:00:25.600 --> 00:00:27.800]  就是他說彌賽亞的先鋒
[00:00:27.800 --> 00:00:30.800]  上帝所差派來的那一個救主
[00:00:30.800 --> 00:00:33.800]  一個很重要的人物
[00:00:33.800 --> 00:00:35.600]  現在這個人物
[00:00:35.600 --> 00:00:36.800]  也都被害
[00:00:36.800 --> 00:00:38.000]  以致於死
[00:00:38.000 --> 00:00:39.600]  也都象徵著
[00:00:39.600 --> 00:00:41.800]  將要來的那一位彌賽亞
[00:00:41.800 --> 00:00:43.400]  也都會受苦
[00:00:43.400 --> 00:00:44.800]  以致於死
[00:00:44.800 --> 00:00:46.800]  所以在這些背景裡面
[00:00:46.800 --> 00:00:49.000]  說到耶穌在加利利
[00:00:49.000 --> 00:00:51.800]  向猶太人傳講真理的
[00:00:51.800 --> 00:00:53.200]  這個階段
[00:00:53.200 --> 00:00:55.000]  已經告一段落了
[00:00:55.000 --> 00:00:58.800]  他也都將會去到他在人生裡面
[00:00:58.800 --> 00:01:01.200]  可以說是最終極的最後一站
[00:01:01.200 --> 00:01:02.200]  耶路撒冷
[00:01:02.200 --> 00:01:03.800]  因為耶穌很清楚知道
[00:01:03.800 --> 00:01:06.600]  他來到是要為人的罪
[00:01:06.600 --> 00:01:08.000]  釘在十字架上面
[00:01:08.000 --> 00:01:10.000]  最終極的一個方向
[00:01:10.000 --> 00:01:12.200]  是上耶路撒冷去
[00:01:12.200 --> 00:01:14.000]  就在這個過程裡面
[00:01:14.000 --> 00:01:15.600]  他現在退到去
[00:01:15.600 --> 00:01:20.000]  外邦人的這個地方裡面
[00:01:20.000 --> 00:01:23.600]  耶穌可以說
[00:01:23.600 --> 00:01:25.800]  來到外邦人的地方
[00:01:25.800 --> 00:01:27.600]  施行這些神蹟
[00:01:27.600 --> 00:01:31.400]  是要說明一個很重要的方向
[00:01:31.400 --> 00:01:32.400]  神的恩典
[00:01:32.400 --> 00:01:34.400]  不單止臨到猶太人
[00:01:34.400 --> 00:01:36.000]  也都臨到
[00:01:36.000 --> 00:01:40.000]  其他不同民族的人的生命裡面
[00:01:40.000 --> 00:01:41.000]  一班的猶太人
[00:01:41.000 --> 00:01:42.600]  本來按照肉體
[00:01:42.600 --> 00:01:45.200]  他們應該去認識上帝
[00:01:45.200 --> 00:01:48.000]  應該稱為上帝的兒女
[00:01:48.000 --> 00:01:50.000]  也都應該領受上帝的恩典
[00:01:50.000 --> 00:01:52.400]  不過他們最後沒有領受到
[00:01:52.400 --> 00:01:55.000]  沒有回應到上帝這一份的恩典
[00:01:55.000 --> 00:01:57.000]  反而一班的外邦人
[00:01:57.000 --> 00:01:58.000]  這一班
[00:01:58.000 --> 00:02:00.000]  就是一個外邦的婦人
[00:02:00.000 --> 00:02:01.400]  能夠得到
[00:02:01.400 --> 00:02:04.800]  猶太人可以說是這班人被定罪
[00:02:04.800 --> 00:02:07.000]  就是因為他們沒有回應到
[00:02:07.000 --> 00:02:09.800]  上帝給他們這個
[00:02:09.800 --> 00:02:13.200]  奇妙的一個慈愛和恩典
[00:02:13.200 --> 00:02:17.400]  在一開始這個神蹟裡面
[00:02:17.400 --> 00:02:20.000]  馬太很強調一個婦人
[00:02:20.000 --> 00:02:23.400]  是一個迦南的婦人
[00:02:23.400 --> 00:02:25.800]  迦南地的人
[00:02:25.800 --> 00:02:27.400]  在猶太人裡面很清楚
[00:02:27.400 --> 00:02:28.800]  以色列的敵人
[00:02:28.800 --> 00:02:31.400]  就是以色列人的敵人就是迦南人
[00:02:31.400 --> 00:02:33.600]  因為上帝把他們從
[00:02:33.600 --> 00:02:34.800]  出拉及地
[00:02:34.800 --> 00:02:36.400]  帶到迦南地的時候
[00:02:36.400 --> 00:02:38.400]  和迦南人有很多的爭戰
[00:02:38.400 --> 00:02:41.200]  所以在他們以色列的民族裡面
[00:02:41.200 --> 00:02:42.000]  或者歷史裡面
[00:02:42.000 --> 00:02:44.000]  迦南人就是我們的敵人
[00:02:44.000 --> 00:02:47.400]  但現在耶穌竟然去
[00:02:47.400 --> 00:02:49.400]  對我們的敵人
[00:02:49.400 --> 00:02:52.600]  施行這個神蹟幫助他
[00:02:52.600 --> 00:02:55.600]  也都這個我們所稱為的敵人
[00:02:55.600 --> 00:02:58.200]  現在竟然有信心來到耶穌面前
[00:02:58.200 --> 00:03:00.000]  去求他的幫助
[00:03:00.000 --> 00:03:01.400]  這個迦南的婦人
[00:03:01.400 --> 00:03:02.600]  因為他的女兒
[00:03:02.600 --> 00:03:06.200]  被邪靈影響
[00:03:06.200 --> 00:03:08.200]  以致到他整個人
[00:03:08.200 --> 00:03:10.200]  都落在一個相當痛苦的狀態
[00:03:10.200 --> 00:03:13.000]  這個婦人應該已經用盡所有的方法
[00:03:13.000 --> 00:03:14.200]  都幫不到他的女兒
[00:03:14.200 --> 00:03:17.000]  到最後她來到耶穌的面前
[00:03:17.000 --> 00:03:21.400]  祈求耶穌對她的幫助
[00:03:21.400 --> 00:03:25.800]  而這個外邦婦人的反應
[00:03:25.800 --> 00:03:27.800]  正正是和一班
[00:03:27.800 --> 00:03:30.600]  剛才在第十五章裡面
[00:03:30.600 --> 00:03:32.800]  記載一班法利塞人
[00:03:32.800 --> 00:03:34.200]  一班宗教領袖
[00:03:34.200 --> 00:03:35.600]  對耶穌的態度
[00:03:35.600 --> 00:03:38.400]  成為一個很強烈的對比
[00:03:38.400 --> 00:03:40.400]  一班法利塞人
[00:03:40.400 --> 00:03:41.600]  一班宗教領袖
[00:03:41.600 --> 00:03:43.600]  去拒絕耶穌
[00:03:43.600 --> 00:03:45.200]  但一個外邦的婦人
[00:03:45.200 --> 00:03:48.400]  現在去尋求耶穌的幫助
[00:03:48.400 --> 00:03:50.400]  這個迦南的婦人
[00:03:50.400 --> 00:03:51.600]  一開始就說
[00:03:51.600 --> 00:03:54.200]  耶穌你是大衛的子孫
[00:03:54.200 --> 00:03:56.400]  從這個稱呼裡面
[00:03:56.400 --> 00:03:58.400]  很清楚看到
[00:03:58.400 --> 00:04:00.600]  迦南婦人對耶穌的認識是很清楚的
[00:04:00.600 --> 00:04:03.400]  你就是大衛的子孫
[00:04:03.400 --> 00:04:04.400]  是什麼意思呢
[00:04:04.400 --> 00:04:06.200]  因為在猶太人的傳統裡面
[00:04:06.200 --> 00:04:07.200]  很清楚知道
[00:04:07.200 --> 00:04:09.400]  上帝差泰尼的那個救主
[00:04:09.400 --> 00:04:11.000]  叫彌賽亞
[00:04:11.000 --> 00:04:14.400]  就是從大衛的後裔而出
[00:04:14.400 --> 00:04:15.800]  所以這個婦人
[00:04:15.800 --> 00:04:19.600]  去叫大衛的子孫
[00:04:19.600 --> 00:04:21.000]  去承認耶穌
[00:04:21.000 --> 00:04:24.400]  你就是上帝差泰尼的那一位
[00:04:24.400 --> 00:04:27.000]  不過雖然這個婦人
[00:04:27.000 --> 00:04:30.200]  很清楚的認識耶穌的身份
[00:04:30.200 --> 00:04:33.000]  但是也不因此
[00:04:33.000 --> 00:04:35.200]  她自然地可以分享
[00:04:35.200 --> 00:04:39.600]  猶太人那種特別的福氣
[00:04:39.600 --> 00:04:42.600]  所以耶穌可以說一開始的時候
[00:04:42.600 --> 00:04:44.800]  對她沉默
[00:04:44.800 --> 00:04:47.000]  沒有作出一個回應
[00:04:47.000 --> 00:04:48.200]  其實耶穌整個過程
[00:04:48.200 --> 00:04:49.800]  如果大家留心看一些
