
[00:00:00.000 --> 00:00:03.480]  他講了兩個處境
[00:00:03.480 --> 00:00:05.960]  第一個處境
[00:00:05.960 --> 00:00:07.460]  就在這裡說
[00:00:07.460 --> 00:00:11.240]  如果那些紙紙不是連結於我
[00:00:11.240 --> 00:00:12.240]  他們會怎樣呢?
[00:00:12.240 --> 00:00:14.240]  就會被扔掉
[00:00:14.240 --> 00:00:16.180]  扔掉之後
[00:00:16.180 --> 00:00:17.780]  紙紙就會枯乾
[00:00:17.780 --> 00:00:20.580]  枯乾之後就會收集在一起做什麼呢?
[00:00:20.580 --> 00:00:23.420]  他們就會扔到火中焚燒
[00:00:23.420 --> 00:00:25.280]  這個
[00:00:25.280 --> 00:00:29.680]  正正是《馬太福音》第七章的處境
[00:00:30.120 --> 00:00:32.040]  《馬太福音》在登山部分
[00:00:32.040 --> 00:00:34.440]  耶穌說了類似的話
[00:00:34.440 --> 00:00:38.120]  就說到那些不相信耶穌的人
[00:00:38.120 --> 00:00:40.120]  他們會面對什麼呢?
[00:00:40.120 --> 00:00:41.920]  他們會面對神的審判
[00:00:41.920 --> 00:00:43.920]  神的憤怒
[00:00:43.920 --> 00:00:45.660]  有些人說
[00:00:45.660 --> 00:00:47.240]  喂 主啊 主啊
[00:00:47.240 --> 00:00:50.360]  我不是奉祢的名講鬼醫病
[00:00:50.360 --> 00:00:53.280]  但是耶穌說我從來都不認識祢
[00:00:53.280 --> 00:00:55.760]  就是說我從來都跟祢沒有關係
[00:00:55.760 --> 00:00:58.040]  所以《葡萄樹與之子》
[00:00:58.040 --> 00:01:00.520]  其中一個圖像就是說
[00:01:00.520 --> 00:01:04.520]  有些人不是跟耶穌基督有關係的
[00:01:04.520 --> 00:01:06.040]  就被
[00:01:06.040 --> 00:01:08.400]  就不是連於葡萄樹上
[00:01:08.400 --> 00:01:11.640]  收集起來就在火中焚燒
[00:01:11.640 --> 00:01:16.120]  面對終極的神的審判
[00:01:16.120 --> 00:01:18.760]  就是罪的功架是死
[00:01:18.760 --> 00:01:24.200]  這個是一個很可怕的圖像
[00:01:25.480 --> 00:01:29.000]  其實《葡萄樹與之子》不是一個很美麗的故事
[00:01:29.000 --> 00:01:31.000]  不要美化這個故事
[00:01:31.000 --> 00:01:33.000]  是在說
[00:01:33.000 --> 00:01:36.520]  有些人不是連於葡萄樹上
[00:01:36.520 --> 00:01:40.520]  的時候會被神所審判
[00:01:40.520 --> 00:01:43.520]  是一個很可怕的場景
[00:01:43.520 --> 00:01:45.520]  大家明白嗎?
[00:01:45.520 --> 00:01:47.520]  但是神愛世人
[00:01:47.520 --> 00:01:50.520]  所以他要解決這麼可怕的處境
[00:01:50.520 --> 00:01:52.520]  那怎麼解決呢?
[00:01:52.520 --> 00:01:54.520]  經文說到是用「揀選」
[00:01:54.520 --> 00:01:56.520]  Election
[00:01:56.520 --> 00:01:58.520]  Election
[00:01:58.520 --> 00:02:00.520]  「揀」呢
[00:02:00.520 --> 00:02:02.520]  「揀」是什麼意思呢?
[00:02:02.520 --> 00:02:06.520]  大家可能去過街市買水果
[00:02:06.520 --> 00:02:08.520]  買水果要「揀」的
[00:02:08.520 --> 00:02:10.520]  是你主動「揀」的
[00:02:10.520 --> 00:02:12.520]  是嗎?
[00:02:12.520 --> 00:02:14.520]  「揀」是什麼呢?「揀」最好的
[00:02:14.520 --> 00:02:16.520]  「揀」最好的
[00:02:16.520 --> 00:02:18.520]  你不會「揀」差的
[00:02:18.520 --> 00:02:20.520]  「揀」最好的
[00:02:20.520 --> 00:02:22.520]  神主動的「揀」我們
[00:02:22.520 --> 00:02:24.520]  「揀」最好的給我們
[00:02:24.520 --> 00:02:26.520]  例如什麼呢?在《已忽所書》一章說
[00:02:26.520 --> 00:02:28.520]  在創世之先
[00:02:28.520 --> 00:02:30.520]  未有世界之前的已經「揀」我們
[00:02:30.520 --> 00:02:32.520]  查選家訂閱節目要認清楚
[00:02:32.520 --> 00:02:34.520]  不是我們有什麼好
[00:02:34.520 --> 00:02:36.520]  而是神很愛我們
[00:02:36.520 --> 00:02:38.520]  愛到什麼地步呢?
[00:02:38.520 --> 00:02:40.520]  創世之先「揀」我們
[00:02:40.520 --> 00:02:42.520]  「揀」最好的給我們
[00:02:42.520 --> 00:02:44.520]  包括什麼呢?
[00:02:44.520 --> 00:02:46.520]  包括從我們脫離死和罪惡
[00:02:46.520 --> 00:02:48.520]  從讓我們得釋放之後
[00:02:48.520 --> 00:02:50.520]  成為聖傑
[00:02:50.520 --> 00:02:52.520]  無可瑕疵
[00:02:52.520 --> 00:02:54.520]  讓我們成為神的兒女
[00:02:54.520 --> 00:02:56.520]  讓我們去到能夠
[00:02:56.520 --> 00:02:58.520]  去到能夠忍受天上各樣
[00:02:58.520 --> 00:03:00.520]  屬靈的恩賜和福氣
[00:03:00.520 --> 00:03:02.520]  並且讓我們
[00:03:02.520 --> 00:03:04.520]  去多結果子
[00:03:04.520 --> 00:03:06.520]  成聖
[00:03:06.520 --> 00:03:10.520]  其實我們今天坐在這裡的時候
[00:03:10.520 --> 00:03:12.520]  第一點我想說
[00:03:12.520 --> 00:03:14.520]  耶穌的愛是什麼愛呢?
[00:03:14.520 --> 00:03:16.520]  這份是什麼呢?
[00:03:16.520 --> 00:03:18.520]  是賜予生命的愛
[00:03:18.520 --> 00:03:20.520]  是拯救我們的愛
[00:03:20.520 --> 00:03:22.520]  在御府期
[00:03:22.520 --> 00:03:24.520]  今天我們仍然在御府期
[00:03:24.520 --> 00:03:26.520]  肖香復活節
[00:03:26.520 --> 00:03:28.520]  其實我們應當思想
[00:03:28.520 --> 00:03:30.520]  我們的生命
[00:03:30.520 --> 00:03:32.520]  不單止在上當日
[00:03:32.520 --> 00:03:34.520]  一年、十年、二十年前
[00:03:34.520 --> 00:03:36.520]  神拯救我們
[00:03:36.520 --> 00:03:38.520]  不單止主會再來
[00:03:38.520 --> 00:03:42.520]  會完全拯救我們
[00:03:42.520 --> 00:03:44.520]  今天祂也在拯救我們
[00:03:44.520 --> 00:03:46.520]  在我們生命當中
[00:03:46.520 --> 00:03:48.520]  拯救我們
[00:03:48.520 --> 00:03:50.520]  我們應該好好反思
[00:03:50.520 --> 00:03:52.520]  自己的生命
[00:03:52.520 --> 00:03:54.520]  有什麼地方我們需要更新成長
[00:03:54.520 --> 00:03:58.520]  不要離開葡萄樹
[00:03:58.520 --> 00:04:02.520]  生命的泉源
[00:04:02.520 --> 00:04:06.520]  我看過一篇文章
[00:04:06.520 --> 00:04:08.520]  他就說
[00:04:08.520 --> 00:04:10.520]  How to breathe in the season of Lent
[00:04:10.520 --> 00:04:12.520]  在御府期的季節
[00:04:12.520 --> 00:04:14.520]  如何呼吸
[00:04:14.520 --> 00:04:16.520]  在座的護士
[00:04:16.520 --> 00:04:18.520]  我不要班門弄斧
[00:04:18.520 --> 00:04:20.520]  我只說那篇文章說什麼
[00:04:20.520 --> 00:04:22.520]  他說我們每一個人
[00:04:22.520 --> 00:04:24.520]  每天大約呼吸二萬次
[00:04:24.520 --> 00:04:26.520]  吸入呼出二萬次
[00:04:26.520 --> 00:04:30.520]  吸入呼出
[00:04:30.520 --> 00:04:32.520]  是將氧氣帶到肺部
[00:04:32.520 --> 00:04:36.520]  原來肺部有大約
[00:04:36.520 --> 00:04:40.520]  六億個
[00:04:40.520 --> 00:04:42.520]  叫做什麼?
[00:04:42.520 --> 00:04:44.520]  就是這些
[00:04:44.520 --> 00:04:46.520]  總之有六億個細胞
[00:04:46.520 --> 00:04:50.520]  這些細胞吸入後
[00:04:50.520 --> 00:04:52.520]  將氧氣帶到血管
[00:04:52.520 --> 00:04:56.520]  以致生命
[00:04:56.520 --> 00:04:58.520]  全身流露著氧氣
[00:04:58.520 --> 00:05:04.520]  不過究竟有多少氧氣流到血管
[00:05:04.520 --> 00:05:08.520]  就很視乎我們排出了多少二氧化碳
[00:05:08.520 --> 00:05:10.520]  因為從云不息氣
[00:05:10.520 --> 00:05:12.520]  吸氧氣要排出二氧化碳
[00:05:12.520 --> 00:05:14.520]  這篇文章的作者就說
[00:05:14.520 --> 00:05:16.520]  你們明不明白這是什麼比喻
[00:05:16.520 --> 00:05:18.520]  是比喻來的
[00:05:18.520 --> 00:05:22.520]  我們生命當中有很多二氧化碳
[00:05:22.520 --> 00:05:24.520]  需要排出來
[00:05:24.520 --> 00:05:26.520]  以致我們才能領受
[00:05:26.520 --> 00:05:28.520]  那個生命之道
[00:05:28.520 --> 00:05:30.520]  將神的彼線吸入去
[00:05:30.520 --> 00:05:32.520]  我們的生命之道
[00:05:32.520 --> 00:05:34.520]  我們才能領受
[00:05:34.520 --> 00:05:36.520]  那個生命之道
[00:05:36.520 --> 00:05:38.520]  將神的彼線吸入去
[00:05:38.520 --> 00:05:40.520]  我們的生命當中
[00:05:40.520 --> 00:05:42.520]  我們的內心
[00:05:42.520 --> 00:05:44.520]  就像一隻杯
[00:05:44.520 --> 00:05:46.520]  如果我們裝滿了很多的
[00:05:46.520 --> 00:05:48.520]  嫉妒
[00:05:48.520 --> 00:05:50.520]  憤恨
[00:05:50.520 --> 00:05:52.520]  不饒恕
[00:05:52.520 --> 00:05:54.520]  貪婪
[00:05:54.520 --> 00:05:56.520]  或者那些淫亂的東西
[00:05:56.520 --> 00:05:58.520]  很難將
[00:05:58.520 --> 00:06:00.520]  上帝的彼線
[00:06:00.520 --> 00:06:02.520]  吸入內心當中
[00:06:02.520 --> 00:06:04.520]  唯有慢慢排出來
[00:06:04.520 --> 00:06:06.520]  所以在《禹福奇》當中
[00:06:06.520 --> 00:06:08.520]  這篇文章就提醒我們
[00:06:08.520 --> 00:06:10.520]  讓我們明白
[00:06:10.520 --> 00:06:12.520]  上帝很想拯救我們
[00:06:12.520 --> 00:06:14.520]  但我們都需要去認罪
[00:06:14.520 --> 00:06:16.520]  悔改
[00:06:16.520 --> 00:06:18.520]  讓我們的生命不斷排毒
[00:06:18.520 --> 00:06:22.520]  生命有更新
[00:06:22.520 --> 00:06:24.520]  有成長
[00:06:24.520 --> 00:06:26.520]  有聖靈的幫助
[00:06:26.520 --> 00:06:28.520]  有工作
[00:06:28.520 --> 00:06:30.520]  這是很需要我們每天有操練
[00:06:30.520 --> 00:06:32.520]  每天去被神所拯救
[00:06:32.520 --> 00:06:34.520]  被神所拯救
[00:06:34.520 --> 00:06:36.520]  第二個在這裡
[00:06:36.520 --> 00:06:38.520]  葡萄樹與枝子的比喻
[00:06:38.520 --> 00:06:40.520]  是說
[00:06:40.520 --> 00:06:42.520]  生命被拯救之後
[00:06:42.520 --> 00:06:44.520]  有改變
[00:06:44.520 --> 00:06:46.520]  凡結果子的
[00:06:46.520 --> 00:06:48.520]  他就修理乾淨
[00:06:48.520 --> 00:06:50.520]  如果第一個的
[00:06:50.520 --> 00:06:52.520]  情景是審判的時候
[00:06:52.520 --> 00:06:54.520]  第二個的情景
[00:06:54.520 --> 00:06:56.520]  是多結果子
[00:06:56.520 --> 00:06:58.520]  如果第一個的情景
[00:06:58.520 --> 00:07:00.520]  是很負面的
[00:07:00.520 --> 00:07:02.520]  很消極的時候
[00:07:02.520 --> 00:07:04.520]  第二個的情景是很積極的
[00:07:04.520 --> 00:07:06.520]  很正面的
[00:07:06.520 --> 00:07:08.520]  我們的父祂修理乾淨
[00:07:08.520 --> 00:07:10.520]  是要我們多結果子
[00:07:10.520 --> 00:07:12.520]  這個多結果子是什麼意思呢?
[00:07:12.520 --> 00:07:14.520]  其實他的意思是
[00:07:14.520 --> 00:07:16.520]  讓我們
[00:07:16.520 --> 00:07:18.520]  乾淨
[00:07:18.520 --> 00:07:20.520]  就好像上一回
[00:07:20.520 --> 00:07:22.520]  我在說耶穌為門徒洗腳
[00:07:22.520 --> 00:07:24.520]  彼得說你不要洗我的腳
[00:07:24.520 --> 00:07:26.520]  但耶穌說
[00:07:26.520 --> 00:07:28.520]  我要洗你的腳
[00:07:28.520 --> 00:07:30.520]  乾淨
[00:07:30.520 --> 00:07:32.520]  當然這個乾淨不是
[00:07:32.520 --> 00:07:34.520]  肉身上的乾淨
[00:07:34.520 --> 00:07:36.520]  是心靈定性上的乾淨
[00:07:36.520 --> 00:07:38.520]  我們是屬於上帝
[00:07:38.520 --> 00:07:40.520]  凡接待他的
[00:07:40.520 --> 00:07:42.520]  就是信他明的人
[00:07:42.520 --> 00:07:44.520]  他就似他們權並做神的兒女
[00:07:44.520 --> 00:07:46.520]  接受耶穌基督
[00:07:46.520 --> 00:07:48.520]  讓他成為我生命的主
[00:07:48.520 --> 00:07:50.520]  讓我成為神的兒女
[00:07:50.520 --> 00:07:52.520]  讓聖靈內住在我們生命當中
[00:07:52.520 --> 00:07:54.520]  以致我們能夠
[00:07:54.520 --> 00:07:56.520]  不斷的去
[00:07:56.520 --> 00:07:58.520]  成性
