
[00:00:00.000 --> 00:00:06.600]  主來平安,我們一同去敬拜神,一同思想神的話語
[00:00:06.600 --> 00:00:12.900]  先問大家,大家在香港很熟悉的一件事是甚麼?
[00:00:12.900 --> 00:00:16.900]  是考試,從小到大考很多試
[00:00:16.900 --> 00:00:22.900]  然後要做你的專業,又要很多評核試
[00:00:22.900 --> 00:00:28.900]  很多父母到子女長大,要再讀一次中學
[00:00:28.900 --> 00:00:34.900]  以前我爸媽不理我讀書,考不好就被他罵
[00:00:34.900 --> 00:00:39.900]  現在我認識一些父母,不知道你們是否也有些這樣
[00:00:39.900 --> 00:00:46.900]  因為兒子讀中幾,要一起寄公式給他溫書
[00:00:46.900 --> 00:00:51.900]  即是耕懶做父母,所以我們很熟悉考試
[00:00:51.900 --> 00:00:57.900]  如果信仰也需要一個專業評估,我怕沒有人回教會
[00:00:57.900 --> 00:01:03.900]  如果真的有,你覺得如何評估一個信徒呢?
[00:01:03.900 --> 00:01:08.900]  你會說你也有課程,如果我轉一轉角度
[00:01:08.900 --> 00:01:16.900]  可能過去四五至六年,這個世界的轉變是一個考試的場景
[00:01:16.900 --> 00:01:23.900]  實踐到我們的信仰,究竟我們信仰暫立不住,散了
[00:01:23.900 --> 00:01:28.900]  還是我們經過考驗有不錯的分數呢?
[00:01:28.900 --> 00:01:33.900]  所以平時熟能操練,學習,讀聖經,祈禱都很重要
[00:01:33.900 --> 00:01:40.900]  比考試前會操練考試文件,或者會練習,或者準備
[00:01:40.900 --> 00:01:48.900]  當真的有這個場景出來,你能夠去對應,也能展示我們的信仰真實
[00:01:48.900 --> 00:01:51.900]  但如果你說評分標準是什麼呢?
[00:01:51.900 --> 00:01:55.900]  我相信今天想分享經文絕對是一個適合信仰的評分
[00:01:55.900 --> 00:01:57.900]  就是最大的誡命
[00:01:57.900 --> 00:02:06.900]  我們先讀一段經文,我們今天分享馬可福音的一段經文
[00:02:06.900 --> 00:02:09.900]  我們讀一次,預備起
[00:02:09.900 --> 00:02:15.900]  這裡看到一個對話,這個當然不是一個oral考試
[00:02:15.900 --> 00:02:19.900]  但耶穌被人考了
[00:02:19.900 --> 00:02:25.900]  如果剛才的問題,你覺得現在有人評估你的信仰,你給自己幾分
[00:02:25.900 --> 00:02:28.900]  通常很謙卑,不合格
[00:02:28.900 --> 00:02:31.900]  但如果怎樣評呢?當然我沒有資格
[00:02:31.900 --> 00:02:35.900]  唯有上帝最有資格去評我們
[00:02:35.900 --> 00:02:41.900]  或者是神的話語,這裡很熟悉的最大誡命,愛神愛人,是不是呢?
[00:02:41.900 --> 00:02:43.900]  最重要嘛
[00:02:43.900 --> 00:02:52.900]  意思是如果我真的有一個優次,次序,你搜其他,比如當有613條
[00:02:52.900 --> 00:02:59.900]  你搜完611條,都不及這個最首要,耶穌回應最重要
[00:02:59.900 --> 00:03:03.900]  我先看馬可福音,先簡介一點
[00:03:03.900 --> 00:03:06.900]  其實16章的聖經不多
[00:03:06.900 --> 00:03:11.900]  今天分享的經文只在11章至15章的部分
[00:03:11.900 --> 00:03:23.900]  是什麼事呢?就是耶路撒冷,耶穌被殺害的進入階段
[00:03:23.900 --> 00:03:36.900]  今天我們分享的經文,12章其實在背景,在之前的經文可以看到很多的爭論
[00:03:36.900 --> 00:03:45.900]  很多人來到耶穌面前可能想攻擊他,或者看他答得怎樣,或者找他的錯處等等
[00:03:45.900 --> 00:03:52.900]  激烈的辯論,去到這裡是其中一個爭論的對話
[00:03:52.900 --> 00:03:54.900]  所以不算激烈
[00:03:54.900 --> 00:03:58.900]  耶穌上的即使在馬可福音很好的展示出來
[00:03:58.900 --> 00:04:03.900]  為什麼會去到12章呢?之後可能會說前面
[00:04:03.900 --> 00:04:08.900]  他的即使有傳道,傳天國福音,叫人悔改,歸向神
[00:04:08.900 --> 00:04:11.900]  到很多神蹟,醫治
[00:04:11.900 --> 00:04:14.900]  其實去到這裡仍然有很多對話,教導
[00:04:14.900 --> 00:04:20.900]  很多人都會想靠近他,跟隨他
[00:04:20.900 --> 00:04:22.900]  也有很多人想攻擊他
[00:04:22.900 --> 00:04:25.900]  其實去到御苦期,我們知道接下來的受苦節到復活節
[00:04:25.900 --> 00:04:32.900]  引述的經文正是一個準備,究竟耶穌和我們的關係是怎樣呢?
[00:04:32.900 --> 00:04:35.900]  他在地上即使有很多人和他有不同的關係
[00:04:35.900 --> 00:04:39.900]  有很愛他,跟他,也有很不喜歡他
[00:04:39.900 --> 00:04:43.900]  甚至很明顯在馬可福音說有些人想殺他
[00:04:43.900 --> 00:04:45.900]  後來真的做了出來
[00:04:45.900 --> 00:04:50.900]  然而今天,或每年受苦節,復活節
[00:04:50.900 --> 00:04:54.900]  都是聽離不開的經文
[00:04:54.900 --> 00:05:01.900]  你用什麼身,第幾身去到這個場景呢?
[00:05:01.900 --> 00:05:05.900]  如果你當作看劇集,第三身,就看看吧
[00:05:05.900 --> 00:05:07.900]  又重溫一下吧
[00:05:07.900 --> 00:05:12.900]  有時候我們很喜歡看的電影都不介意看多一次
[00:05:12.900 --> 00:05:17.900]  但看完,哭完,笑完就沒有關係
[00:05:17.900 --> 00:05:21.900]  如果你當受苦節,復活節的事情
[00:05:21.900 --> 00:05:25.900]  用第三身,局外人,看完而已,也沒有感覺
[00:05:25.900 --> 00:05:32.900]  我們要轉一轉,你用第一身的角度
[00:05:32.900 --> 00:05:35.900]  感受,思想投入去
[00:05:35.900 --> 00:05:38.900]  所以去到那個場景
[00:05:38.900 --> 00:05:42.900]  剛才的經文,我們想像一下
[00:05:42.900 --> 00:05:45.900]  在現場我們都一起參與的時間
[00:05:45.900 --> 00:05:48.900]  耶穌究竟跟我們說什麼呢?
[00:05:48.900 --> 00:05:54.900]  相信聖經記載,不只是問他問題的人
[00:05:54.900 --> 00:05:56.900]  我們逐步去看,先看28節
[00:05:56.900 --> 00:06:01.900]  剛才說有一個文士來到,聽到他們之前的辯論
[00:06:01.900 --> 00:06:06.900]  他評價耶穌,耶穌回答得真好
[00:06:06.900 --> 00:06:08.900]  接著就問了問題
[00:06:08.900 --> 00:06:13.900]  你會看到文士更加譯得好
[00:06:13.900 --> 00:06:16.900]  有些說法叫做律法師
[00:06:16.900 --> 00:06:19.900]  其實直譯的字是抄寫的人
[00:06:19.900 --> 00:06:23.900]  不是抄什麼,就是抄律法,抄聖經
[00:06:23.900 --> 00:06:27.900]  當時稱呼是精通摩西律法的人
[00:06:27.900 --> 00:06:29.900]  即是專家,不是裝的
[00:06:29.900 --> 00:06:35.900]  所以他不是很厲害,我相信他也很熟悉摩西律法
[00:06:35.900 --> 00:06:39.900]  所以他有一個意見或評價
[00:06:39.900 --> 00:06:43.900]  耶穌回答得好,跟之前的辯論
[00:06:43.900 --> 00:06:45.900]  他的目的是什麼呢?
[00:06:45.900 --> 00:06:50.900]  聽到他們辯論,覺得打譜,就問這個問題
[00:06:50.900 --> 00:06:53.900]  當然要看是不是印象
[00:06:53.900 --> 00:06:59.900]  即是現代人叫做挑機,或擂台挑戰
[00:06:59.900 --> 00:07:02.900]  11至12章的確有很多連串爭論
[00:07:02.900 --> 00:07:06.900]  耶穌回應,其中律法師
[00:07:06.900 --> 00:07:10.900]  其實一章17節的確是說
[00:07:10.900 --> 00:07:13.900]  那些犧犬律黨的人,法利賽人
[00:07:13.900 --> 00:07:19.900]  就著他去陷害他,真的不是好心
[00:07:19.900 --> 00:07:23.900]  18至27節說那些殺都該人,沒有復活的事
[00:07:23.900 --> 00:07:27.900]  所以他們不同意,就來跟耶穌辯論
[00:07:27.900 --> 00:07:32.900]  到這28節都接著的情況
[00:07:32.900 --> 00:07:38.900]  律法師就來問,究竟他是挑戰還是請教
[00:07:38.900 --> 00:07:41.900]  高手耶穌回答得很好
[00:07:41.900 --> 00:07:45.900]  就像我們看見你喜歡打球
[00:07:45.900 --> 00:07:50.900]  如果場上的人看見你厲害,你也想跟他較量一下
[00:07:50.900 --> 00:07:57.900]  我們參考馬太和路加相關的經文記載
[00:07:57.900 --> 00:08:01.900]  又真的很不同,那裏說是那個文士來試探耶穌
[00:08:01.900 --> 00:08:05.900]  所以我們嘗試做一個對比的時間
[00:08:05.900 --> 00:08:07.900]  重要的是他問了什麼呢?
[00:08:07.900 --> 00:08:09.900]  都有點不妥
[00:08:09.900 --> 00:08:12.900]  他28節問,誡命中那條事第一要緊
[00:08:12.900 --> 00:08:17.900]  而在路加福音就說,有一個律法師來試探耶穌
[00:08:17.900 --> 00:08:21.900]  他問,夫子我該做什麼可以承受永生
[00:08:21.900 --> 00:08:27.900]  當然意義上都有些共通的地方,雖然是很不同的問題
[00:08:27.900 --> 00:08:31.900]  先說回28節,誡命中最重要的是什麼呢?
[00:08:31.900 --> 00:08:34.900]  其實誡命就是他們信仰的核心
[00:08:34.900 --> 00:08:40.900]  很重要的地方就是想影響他們的人生
[00:08:40.900 --> 00:08:43.900]  他們信仰的人生,所以要守理誡命
[00:08:43.900 --> 00:08:46.900]  而他問永生,也問得很好
[00:08:46.900 --> 00:08:51.900]  如果路加福音那裏問,我可以承受永生
[00:08:51.900 --> 00:09:01.900]  如果用現代意義,就是我的人生怎樣在信仰裏找到最有價值、最有意義、最圓滿的人生呢?
[00:09:01.900 --> 00:09:04.900]  無論如何,如果他們不是一個挑戰問題
[00:09:04.900 --> 00:09:08.900]  或者他們想問一個有意思的問題
[00:09:08.900 --> 00:09:10.900]  他問,那麼多誡命守,都是好的
[00:09:10.900 --> 00:09:15.900]  誰最重要呢?在處境耶穌的回應,大家熟悉了
[00:09:15.900 --> 00:09:19.900]  常常聽到,耶穌說,第一要緊的是
[00:09:19.900 --> 00:09:23.900]  以色列,你要聽,主我們的神是獨一的主
[00:09:23.900 --> 00:09:27.900]  你要盡心盡性盡義盡力愛主你的神
[00:09:27.900 --> 00:09:31.900]  第一,愛神就是全人去愛
[00:09:31.900 --> 00:09:34.900]  而大家翻查也知道,引用了什麼?
[00:09:34.900 --> 00:09:43.900]  《生命記》六章四至五節,是對當時的,由舊約開始以色列人很重要的信仰核心
[00:09:43.900 --> 00:09:51.900]  再疊下去三十一節,其次就是說要愛人如己,再沒有比這兩條誡命更大的了
[00:09:51.900 --> 00:09:55.900]  他這裏引用《利美記》十九章十八節
[00:09:55.900 --> 00:10:04.900]  十九章十八節,不可報仇,也不可對你本國的子民積怨
[00:10:04.900 --> 00:10:08.900]  卻要愛你,寧舍如同自己,我是耶和華
[00:10:08.900 --> 00:10:14.900]  這裡說不要積怨,就是不能夠存留那種憤怒,變成復仇
[00:10:14.900 --> 00:10:17.900]  積極方面,就是愛寧舍如同自己
[00:10:17.900 --> 00:10:26.900]  耶穌引用了《生命記》和《利美記》舊約很重要的經文解答
[00:10:26.900 --> 00:10:31.900]  第一要緊的問題的內容
[00:10:31.900 --> 00:10:40.900]  還有,經文說再沒有比這兩條誡命更大的了
[00:10:40.900 --> 00:10:44.900]  用舊約的聖經回應他
[00:10:44.900 --> 00:10:51.900]  第一要緊的問題,就是最首要,很重要,或者最核心
[00:10:51.900 --> 00:10:56.900]  剛才提過613條,並不是亂說的
[00:10:56.900 --> 00:11:07.900]  因為猶太人,特別是梳理整理五經,就整理累積了613條規條要人遵守
[00:11:07.900 --> 00:11:17.900]  而這班專家有趣的地方,有人問這個問題,究竟哪些比較重要,有沒有優先次序
[00:11:17.900 --> 00:11:27.900]  但另一派的意見是,所有都重要,既然定了都要守,沒有分哪些比較好,哪些比較差
[00:11:27.900 --> 00:11:36.900]  所以你想想,這個很有善意的律法師來問,可能是真心請教
[00:11:36.900 --> 00:11:39.900]  也有機會引起什麼呢?
[00:11:39.900 --> 00:11:45.900]  因為耶穌可能回答了某一方面的偏向,會不會引起反對另外的意見呢?
[00:11:45.900 --> 00:11:53.900]  當然耶穌不因著這些而不回應,或者有他的智慧,很真實地呈現回應他
[00:11:53.900 --> 00:12:02.900]  當然我們知道,他講的是全心全意愛神,以至你活出神創造給我們的人生秩序
[00:12:02.900 --> 00:12:12.900]  你有你的生活、工作、計劃秩序,但其實神在創世以前已經給了我們秩序,就是我們的人生
[00:12:12.900 --> 00:12:16.900]  人生包括了好和不好的東西,什麼是好和不好呢?
[00:12:16.900 --> 00:12:25.900]  當然可能都是你自己所看,但是原來神創造世界,他看著是好的
[00:12:25.900 --> 00:12:29.900]  他看著所有東西都是好的
[00:12:29.900 --> 00:12:39.900]  當這個回應之後,我們再看看,我們最要緊的首要誡命就是愛神
[00:12:39.900 --> 00:12:46.900]  以致我們學會靠這個吩咐教導關心其他人
[00:12:46.900 --> 00:12:53.900]  什麼意思呢?這個律法師在三十二節,他很厲害的,他回應
[00:12:53.900 --> 00:13:00.900]  夫子,對耶穌說,你是神賜一位,實在不錯,除了他以外,再沒有別的神
[00:13:00.900 --> 00:13:08.900]  並且盡心盡志盡力愛他,有愛人如己,就比一切凡際和各樣際至,很多了
[00:13:08.900 --> 00:13:19.900]  這個很好,他又不是跟耶穌吵架,甚至耶穌回應之後,他又不是反駁,他說得對,認同
[00:13:19.900 --> 00:13:30.900]  獨一的主,他也是高手過招,他也是引用除他以外再沒有別的神,就是在新明紀四章的地方
[00:13:30.900 --> 00:13:38.900]  表示獨一的主,單單去敬拜那位真神,耶穌你說得對
[00:13:38.900 --> 00:13:47.900]  再引用新明紀六章四至五節,其實都是耶穌所引用的經文
[00:13:47.900 --> 00:13:55.900]  以色列,你要聽獨一的神,盡心盡志盡力愛耶和華你的神
[00:13:55.900 --> 00:14:10.900]  這個愛,我們要留意,不是單純的情緒反應,而是對神的忠誠,信服神的真理的意思
[00:14:10.900 --> 00:14:23.900]  愛當然可以很情感一面,但這裡說得更加用的原文,愛的字不是說情緒反而是說忠誠,絕對的信服的心意
[00:14:23.900 --> 00:14:30.900]  我們再看下去,你見耶穌又怎樣回應,最後結束了這個對話
[00:14:30.900 --> 00:14:40.900]  耶穌又如何回應呢?耶穌又欣賞或肯定他,說他有智慧,即是說文士或律法師
[00:14:40.900 --> 00:14:46.900]  說了句很有意思的話,你離神的國不遠了,好還是不好?
[00:14:46.900 --> 00:14:55.900]  都不是差,都是好,不過你有沒有想過,如果你不敢說,敢說什麼?
[00:14:55.900 --> 00:15:04.900]  最好就是你已經進入神的國,即是你未進入,你離神的國不遠,即是未行
[00:15:04.900 --> 00:15:12.900]  不過差些什麼呢?不過重要的是,之前有兩三個爭論中,這裡似乎停了
[00:15:12.900 --> 00:15:22.900]  從此後沒有人敢再問他什麼,究竟是什麼原因,還是耶穌真的完美了,所有的爭論辯論都贏了,快要冠軍了
[00:15:22.900 --> 00:15:34.900]  還是,不是,有些更重要的,最重要的,很多的資訊都不討論了,而帶出一個很重要的訊息
[00:15:34.900 --> 00:15:41.900]  耶穌對他所回應認同,但又不是說他進入神的國
[00:15:41.900 --> 00:15:54.900]  有些人思考,因為他回應得很好,但他沒有真正認耶穌為主,跟這位神真正有關係
[00:15:54.900 --> 00:16:01.900]  所以他只能離神的國不遠,未真正去經歷
[00:16:01.900 --> 00:16:14.900]  而我們很熟悉,盡心盡性盡義盡力的經文,但我去思想,有時會想這是一個奇怪的界名
[00:16:14.900 --> 00:16:26.900]  大家比較熟悉十界,哪些界你一聽就不用解釋,牟子不用解釋,當孝敬父母,不可殺人,用不著你解釋
[00:16:26.900 --> 00:16:42.900]  但我不會殺人,很具體,但唯獨最大界名叫你愛神
[00:16:42.900 --> 00:16:48.900]  不過我相信中間很熟悉聖經就能馬上回答我,怎樣愛神呢?
[00:16:48.900 --> 00:16:56.900]  耶穌說,有了我的吩咐,命令由他遵守的人,就是愛我
[00:16:56.900 --> 00:17:04.900]  這樣就行了,我就守了,是不是守了十界到613條就行了呢?
[00:17:04.900 --> 00:17:16.900]  我相信奇怪的界名是,有什麼情況會叫對方叫你愛他?
[00:17:16.900 --> 00:17:28.900]  先從一個場景,負面一點的去想,看劇集,看故事,什麼情況會有對白?
[00:17:28.900 --> 00:17:40.900]  老婆,你還愛不愛我?老公,你還愛不愛我?或者爸爸,你是不是愛我的?
[00:17:40.900 --> 00:17:50.900]  想像的語氣是什麼情況?有點危機,或者你也在質疑一個關係,你是不是愛我?
[00:17:50.900 --> 00:18:05.900]  為什麼會這樣對我?上師投入第一身去想,耶穌是真神,他直接說你們要全人愛我
