
[00:00:00.000 --> 00:00:08.000]  我們的第七個律則就是統一律
[00:00:08.000 --> 00:00:12.000]  統一律有什麼作用呢
[00:00:12.000 --> 00:00:16.000]  我先說幾句解釋的話
[00:00:16.000 --> 00:00:21.000]  在基督徒的人生中不知不覺
[00:00:21.000 --> 00:00:23.000]  怎麼解決呢
[00:00:23.000 --> 00:00:26.000]  就是用統一律
[00:00:26.000 --> 00:00:29.000]  統一律的目標
[00:00:29.000 --> 00:00:33.000]  就是我們有一個Unified Christian Life
[00:00:33.000 --> 00:00:35.000]  一個統一了的
[00:00:35.000 --> 00:00:40.000]  不是分裂矛盾的人生
[00:00:40.000 --> 00:00:46.000]  不是偏差失去平衡的人生
[00:00:46.000 --> 00:00:49.000]  乃是一個Balanced Life
[00:00:49.000 --> 00:00:53.000]  所以統一律造成Unified Life
[00:00:53.000 --> 00:00:55.000]  Balanced Life
[00:00:55.000 --> 00:00:58.000]  這兩樣都是基督徒
[00:00:58.000 --> 00:01:00.000]  絕對需要的
[00:01:00.000 --> 00:01:04.000]  所以這個律則很重要
[00:01:04.000 --> 00:01:11.000]  那麼我們一樣一點一點的來看
[00:01:11.000 --> 00:01:16.000]  我們所看的都是在登山寶訓裡頭
[00:01:16.000 --> 00:01:23.000]  所以請大家翻到馬太福音第五章到第七章
[00:01:23.000 --> 00:01:28.000]  馬太福音第五章到第七章
[00:01:28.000 --> 00:01:32.000]  大家都知道登山寶訓
[00:01:32.000 --> 00:01:36.000]  是從耶穌開始講到
[00:01:36.000 --> 00:01:41.000]  先講最基本的真理
[00:01:41.000 --> 00:01:50.000]  登山寶訓可以說是天國的憲章
[00:01:50.000 --> 00:01:54.000]  憲法 原則
[00:01:54.000 --> 00:01:56.000]  我們從登山寶訓裡頭
[00:01:56.000 --> 00:02:02.000]  可以學習很多很多書靈的功課
[00:02:02.000 --> 00:02:06.000]  馬太福音一開始
[00:02:06.000 --> 00:02:09.000]  主耶穌最早講到
[00:02:09.000 --> 00:02:12.000]  就是這篇講到
[00:02:12.000 --> 00:02:17.000]  我們可以說這是基督徒人生的入門
[00:02:17.000 --> 00:02:20.000]  無論學什麼有入門
[00:02:20.000 --> 00:02:25.000]  基督徒信仰與人生的入門
[00:02:25.000 --> 00:02:28.000]  就是登山寶訓
[00:02:28.000 --> 00:02:33.000]  所以在這個次序上也是先看到登山寶訓
[00:02:33.000 --> 00:02:38.000]  再看見其他的信息
[00:02:38.000 --> 00:02:41.000]  在這個入門裡頭
[00:02:41.000 --> 00:02:48.000]  我們要來先看一看統一律的七個要點
[00:02:48.000 --> 00:02:55.000]  第一就是舊約和新約的統一
[00:02:55.000 --> 00:02:59.000]  我們來看第五章十七節
[00:02:59.000 --> 00:03:02.000]  五章十七節
[00:03:02.000 --> 00:03:09.000]  莫想我來要廢掉律法和先知
[00:03:09.000 --> 00:03:12.000]  我來不是要廢掉
[00:03:12.000 --> 00:03:15.000]  乃是要成全
[00:03:15.000 --> 00:03:23.000]  有的基督徒感覺舊約和新約好像有點不大吻合
[00:03:23.000 --> 00:03:29.000]  好像有些差別
[00:03:29.000 --> 00:03:31.000]  為什麼呢
[00:03:31.000 --> 00:03:37.000]  不是因為舊約和新約是互相矛盾
[00:03:37.000 --> 00:03:41.000]  因為全部聖經都是神的啟示
[00:03:41.000 --> 00:03:45.000]  都是出於聖靈的感動而寫下來的
[00:03:45.000 --> 00:03:47.000]  沒有矛盾
[00:03:47.000 --> 00:03:50.000]  是融合的
[00:03:50.000 --> 00:03:54.000]  那麼為什麼我們有的時候有那種感覺呢
[00:03:54.000 --> 00:04:04.000]  就是我們需要深一步的了解舊約和新約的那個一致性
[00:04:04.000 --> 00:04:07.000]  那個吻合性
[00:04:07.000 --> 00:04:11.000]  在其中有完美的統一
[00:04:11.000 --> 00:04:13.000]  感謝神
[00:04:13.000 --> 00:04:16.000]  聖經沒有矛盾
[00:04:16.000 --> 00:04:20.000]  我用一個比喻來解釋
[00:04:20.000 --> 00:04:30.000]  我們看見幼稚園所學的和大學生學的不同
[00:04:30.000 --> 00:04:32.000]  但是呢
[00:04:32.000 --> 00:04:36.000]  它基本的道理是一樣
[00:04:36.000 --> 00:04:40.000]  所以寫幼稚園課本的人
[00:04:40.000 --> 00:04:42.000]  寫小學課本的人
[00:04:42.000 --> 00:04:46.000]  一定要懂得大學的課程
[00:04:46.000 --> 00:04:51.000]  所以他根據那個整個的知識
[00:04:51.000 --> 00:04:53.000]  把它寫出來
[00:04:53.000 --> 00:05:02.000]  適合小孩子來讀、來了解、來學習
[00:05:02.000 --> 00:05:06.000]  是從某一個角度來寫
[00:05:06.000 --> 00:05:11.000]  它的角度是有限的角度
[00:05:11.000 --> 00:05:19.000]  是適應那個剛剛開始啟蒙時代的兒童的需要
[00:05:19.000 --> 00:05:22.000]  你不能把大學的功課給小孩子讀
[00:05:22.000 --> 00:05:24.000]  他不能領會
[00:05:24.000 --> 00:05:27.000]  所以教育是一步一步的
[00:05:27.000 --> 00:05:31.000]  這樣的一個逐漸漸進的過程
[00:05:31.000 --> 00:05:34.000]  一個progressive process
[00:05:34.000 --> 00:05:37.000]  不可避免
[00:05:37.000 --> 00:05:44.000]  所以保羅在加勒太書四章第三節
[00:05:44.000 --> 00:05:47.000]  所就約是小學
[00:05:47.000 --> 00:05:51.000]  是啟蒙的老師
[00:05:51.000 --> 00:05:56.000]  我們中國從前我在小學的時候
[00:05:56.000 --> 00:05:59.000]  那個課本還叫啟蒙課本
[00:05:59.000 --> 00:06:01.000]  你們中間
[00:06:01.000 --> 00:06:04.000]  我想年輕的都不曉得啟蒙是什麼了
[00:06:04.000 --> 00:06:09.000]  但是這是中國過去常用的兩個字
[00:06:09.000 --> 00:06:11.000]  蒙是蒙字
[00:06:11.000 --> 00:06:14.000]  還沒有enlightenment
[00:06:14.000 --> 00:06:17.000]  還沒有見光
[00:06:17.000 --> 00:06:20.000]  還不曉得愚、懵、武、知
[00:06:20.000 --> 00:06:23.000]  現在把它開啟、打開
[00:06:23.000 --> 00:06:26.000]  讓光照進去
[00:06:26.000 --> 00:06:31.000]  這是開始的第一步的學習的那個階段
[00:06:31.000 --> 00:06:34.000]  啟蒙的階段
[00:06:34.000 --> 00:06:37.000]  每一個人都是要啟蒙
[00:06:37.000 --> 00:06:45.000]  不管一個人熟識的學識有多麼高深
[00:06:45.000 --> 00:06:47.000]  博士學位
[00:06:47.000 --> 00:06:50.000]  後博士研究
[00:06:50.000 --> 00:06:55.000]  他的靈性需要啟蒙的階段
[00:06:55.000 --> 00:07:01.000]  所以有的時候得到了博士之後
[00:07:01.000 --> 00:07:02.000]  信了主
[00:07:02.000 --> 00:07:05.000]  他參加朱日雪班
[00:07:05.000 --> 00:07:07.000]  他做學生
[00:07:07.000 --> 00:07:09.000]  我見過一個博士
[00:07:09.000 --> 00:07:11.000]  參加朱日雪班
[00:07:11.000 --> 00:07:13.000]  做朱日雪學生
[00:07:13.000 --> 00:07:15.000]  很謙卑
[00:07:15.000 --> 00:07:18.000]  他來向基督學習
[00:07:18.000 --> 00:07:22.000]  他說我是個小學生
[00:07:22.000 --> 00:07:27.000]  他對自己有了一個正確的了解
[00:07:27.000 --> 00:07:30.000]  舊學是啟蒙的老師
[00:07:30.000 --> 00:07:32.000]  是小學
[00:07:32.000 --> 00:07:36.000]  到了新學在耶穌基督的教導之下
[00:07:36.000 --> 00:07:41.000]  我們看見了完全的光
[00:07:41.000 --> 00:07:46.000]  中間也許有人讀過林語堂所寫的
[00:07:46.000 --> 00:07:49.000]  從懷疑到信仰
[00:07:49.000 --> 00:07:54.000]  那個原文是from pagan to christian
[00:07:54.000 --> 00:07:58.000]  他寫過從前from christian to pagan
[00:07:58.000 --> 00:08:01.000]  從基督徒到異教徒
[00:08:01.000 --> 00:08:04.000]  就是說他原來他父親是牧師
[00:08:04.000 --> 00:08:09.000]  但是他就離開了基督教的信仰
[00:08:09.000 --> 00:08:12.000]  原來是個基督徒後來變成非基督徒
[00:08:12.000 --> 00:08:16.000]  從基督徒到異教徒
[00:08:16.000 --> 00:08:18.000]  這是他的第一本書
[00:08:18.000 --> 00:08:20.000]  從前很早就寫了
[00:08:20.000 --> 00:08:21.000]  表示他離開基督教了
[00:08:21.000 --> 00:08:23.000]  放棄基督教了
[00:08:23.000 --> 00:08:26.000]  他做過清華大學的教授
[00:08:26.000 --> 00:08:28.000]  是很出名的作家
[00:08:28.000 --> 00:08:31.000]  大家都很多人都知道
[00:08:31.000 --> 00:08:34.000]  那本書出來了
[00:08:34.000 --> 00:08:37.000]  宣告他的基督教的信仰破產
[00:08:37.000 --> 00:08:39.000]  但是後來年老了
[00:08:39.000 --> 00:08:41.000]  更成熟了
[00:08:41.000 --> 00:08:44.000]  人生的經歷更深刻了
[00:08:44.000 --> 00:08:46.000]  他再寫一本書
[00:08:46.000 --> 00:08:49.000]  from pagan to christian
[00:08:49.000 --> 00:08:53.000]  中文翻譯從懷疑到信仰
[00:08:53.000 --> 00:08:56.000]  信仰之旅
[00:08:56.000 --> 00:08:58.000]  對不起我說錯了
[00:08:58.000 --> 00:09:01.000]  那是一個中文的給他起的名字
[00:09:01.000 --> 00:09:06.000]  跟他的原來的書名不同的
[00:09:06.000 --> 00:09:12.000]  林昱唐先生經過了許多人生的經驗
[00:09:12.000 --> 00:09:16.000]  他學貫中西
[00:09:16.000 --> 00:09:23.000]  他古今中西都做了很多的研究的功夫
[00:09:23.000 --> 00:09:27.000]  他通了最後他的這本書
[00:09:27.000 --> 00:09:29.000]  怎麼結束呢
[00:09:29.000 --> 00:09:31.000]  太陽出來了
[00:09:31.000 --> 00:09:34.000]  把蠟燭都吹滅吧
[00:09:34.000 --> 00:09:36.000]  這是他的結束
[00:09:36.000 --> 00:09:39.000]  他看見了世上一切的哲學
[00:09:39.000 --> 00:09:41.000]  一切的宗教
[00:09:41.000 --> 00:09:43.000]  一切的理論
[00:09:43.000 --> 00:09:45.000]  好像都是蠟燭
[00:09:45.000 --> 00:09:49.000]  現在基督的太陽升起來了
[00:09:49.000 --> 00:09:53.000]  他說在陽光之下不需要蠟燭了
[00:09:53.000 --> 00:09:55.000]  把蠟燭都吹滅吧
[00:09:55.000 --> 00:10:01.000]  這是一個哲人的思想的旅途
[00:10:01.000 --> 00:10:03.000]  他的結論
[00:10:03.000 --> 00:10:08.000]  舊約教導我們
[00:10:08.000 --> 00:10:11.000]  舊約時代的人學習
[00:10:11.000 --> 00:10:13.000]  到了新約時代
[00:10:13.000 --> 00:10:15.000]  基督的光出現了
[00:10:15.000 --> 00:10:21.000]  我們就超越了舊約的蠟燭的光
[00:10:21.000 --> 00:10:26.000]  我們就進入了基督完全的光
[00:10:26.000 --> 00:10:29.000]  這個時候我們發現
[00:10:29.000 --> 00:10:31.000]  舊約和新約
[00:10:31.000 --> 00:10:34.000]  沒有基本的差別
[00:10:34.000 --> 00:10:39.000]  差別在表達的方式不同
[00:10:39.000 --> 00:10:43.000]  神的启示是漸進的
[00:10:43.000 --> 00:10:47.000]  progressive的启示
[00:10:47.000 --> 00:10:50.000]  要按照人類的歷史
[00:10:50.000 --> 00:10:51.000]  一段一個階段
[00:10:51.000 --> 00:10:52.000]  一個一個的階段
[00:10:52.000 --> 00:10:56.000]  那個階段說能了解的來告訴他
[00:10:56.000 --> 00:10:59.000]  按照這個階段能了解的能力
[00:10:59.000 --> 00:11:01.000]  來給他启示
[00:11:01.000 --> 00:11:02.000]  到了最後
[00:11:02.000 --> 00:11:06.000]  到了最高最深最豐滿的启示
[00:11:06.000 --> 00:11:10.000]  這是聖經的一個結構
[00:11:10.000 --> 00:11:12.000]  所以耶穌基督他說我來了
[00:11:12.000 --> 00:11:17.000]  不是要廢掉舊約的律法先知
[00:11:17.000 --> 00:11:20.000]  我來是要成全
[00:11:20.000 --> 00:11:23.000]  就是成全他真正的意義
[00:11:23.000 --> 00:11:27.000]  完全的意義
[00:11:27.000 --> 00:11:31.000]  這是主自己的宣告
[00:11:31.000 --> 00:11:35.000]  另外在新約裡面還有一個說法
[00:11:35.000 --> 00:11:37.000]  舊約是嬰兒
[00:11:37.000 --> 00:11:40.000]  新約是實體
[00:11:40.000 --> 00:11:42.000]  舊約是shadow
[00:11:42.000 --> 00:11:46.000]  新約是substance or reality
[00:11:46.000 --> 00:11:51.000]  這是哥羅西蘇二章十七節的話
[00:11:51.000 --> 00:11:53.000]  包羅說的
[00:11:53.000 --> 00:11:56.000]  舊約都是嬰兒
[00:11:56.000 --> 00:12:00.000]  那實體卻是基督
[00:12:00.000 --> 00:12:05.000]  所以我們在舊約裡看見基督的嬰兒
[00:12:05.000 --> 00:12:08.000]  有的時候
[00:12:08.000 --> 00:12:14.000]  有人要把一個人的嬰兒
[00:12:14.000 --> 00:12:18.000]  不同的角度的嬰兒畫下來
[00:12:18.000 --> 00:12:23.000]  就讓他站在白色的牆的前面
[00:12:23.000 --> 00:12:27.000]  有許多的射燈
[00:12:27.000 --> 00:12:30.000]  從每一個角度
[00:12:30.000 --> 00:12:35.000]  繼續的先後的射過來
[00:12:35.000 --> 00:12:38.000]  這個燈這個角度射過來
[00:12:38.000 --> 00:12:42.000]  把這個人的嬰兒射在牆的那個地方
[00:12:42.000 --> 00:12:45.000]  就把他描下來
[00:12:45.000 --> 00:12:48.000]  然後每一個角度射來的光
[00:12:48.000 --> 00:12:51.000]  投射成的嬰兒都描下來
[00:12:51.000 --> 00:12:57.000]  在牆上就有一排同一個人的嬰兒
[00:12:57.000 --> 00:13:00.000]  每一個嬰兒角度都不同
[00:13:00.000 --> 00:13:03.000]  但是如果你認識這個人很熟悉
