
[00:00:00.000 --> 00:00:07.000]  今天跟大家分享的經文系在四篇的第八篇
[00:00:07.000 --> 00:00:10.000]  你們講到就是四人簡
[00:00:10.000 --> 00:00:15.000]  葉和華,我們的祖啊,你的名何其美
[00:00:15.000 --> 00:00:18.000]  真的是,神的名系真的很美
[00:00:18.000 --> 00:00:23.000]  讓我們看到其實名字是相當之重要
[00:00:23.000 --> 00:00:27.000]  那如果我們沒有名字呢,我不記得怎麼介紹我自己
[00:00:27.000 --> 00:00:32.000]  那如果沒有名字,我不記得怎麼去介紹別人
[00:00:32.000 --> 00:00:38.000]  那就是如果我真的去世了,回天家了
[00:00:38.000 --> 00:00:41.000]  沒有名字,人家也不記得怎麼去懷念我
[00:00:41.000 --> 00:00:45.000]  所以名字是相當之重要的一件事情
[00:00:45.000 --> 00:00:51.000]  不管我們在生或者已故,我們也希望人家去記得我們
[00:00:51.000 --> 00:00:57.000]  那很明顯就是我們如果走這個紅磡海底隧道
[00:00:57.000 --> 00:01:04.000]  乘巴士看到一座座紅色的大樓就是有蒙都督樓
[00:01:04.000 --> 00:01:07.000]  成都督樓,大家也知道我大概說什麼了
[00:01:07.000 --> 00:01:14.000]  就是那些富有的人家,他們就是捐錢給大學
[00:01:14.000 --> 00:01:17.000]  然後每座大樓就是有他的名字
[00:01:17.000 --> 00:01:24.000]  那時候我們看到美國人都會很注意他的名字是什麼
[00:01:24.000 --> 00:01:26.000]  讓人記得他
[00:01:26.000 --> 00:01:30.000]  所以今天詩人他講到這方面就是
[00:01:30.000 --> 00:01:34.000]  他重複他在經文裡面第八篇
[00:01:34.000 --> 00:01:37.000]  剛才念到的話,如果大家有注意
[00:01:37.000 --> 00:01:41.000]  第一節跟最後一節是一樣的
[00:01:41.000 --> 00:01:47.000]  就是說葉和華我們的主啊,你的名在全地何其美
[00:01:47.000 --> 00:01:50.000]  詩人簡直重複就是說
[00:01:50.000 --> 00:01:58.000]  他要用他的業證來讓大家知道葉和華他的名是那麼的重要
[00:01:58.000 --> 00:02:01.000]  對人的生命那麼的寶貴
[00:02:01.000 --> 00:02:06.000]  好,在開始我先講,以前我們一塊祈禱
[00:02:06.000 --> 00:02:15.000]  就謝謝你,你讓我們都在聖誕這個期間來去敬拜你
[00:02:15.000 --> 00:02:19.000]  謝謝你的鑑賞,也謝謝你與我們同在
[00:02:19.000 --> 00:02:22.000]  讓我們等一下能夠聽你的話語
[00:02:22.000 --> 00:02:27.000]  能夠將你的話語用在我們生活的當中
[00:02:27.000 --> 00:02:30.000]  也求主你讓孩子能夠說得明白
[00:02:30.000 --> 00:02:39.000]  聽了也能夠將你的教導用在他的生命裡面
[00:02:39.000 --> 00:02:44.000]  謝謝主,我的祈禱奉耶穌基督名氣祈求,Amen
[00:02:44.000 --> 00:02:56.000]  根據聖經的記載,這個聲音可以大一點點嗎?我不太聽得清楚,謝謝
[00:02:56.000 --> 00:03:03.000]  根據聖經的記載,葉和華的名是首先向摩西去介紹的
[00:03:03.000 --> 00:03:09.000]  葉和華怎麼去跟摩西介紹呢?摩西跟葉和華說
[00:03:09.000 --> 00:03:17.000]  我怎麼去介紹你讓以色列人知道你是派我去領他們去埃及呢?
[00:03:17.000 --> 00:03:21.000]  葉和華他只回答我,我是自有榮耀的
[00:03:21.000 --> 00:03:24.000]  他沒有直接說我就是葉和華
[00:03:24.000 --> 00:03:29.000]  那意思就是說,原來美國人的名字,或者應該說
[00:03:29.000 --> 00:03:36.000]  名字其實是一個代號,最重要就是說名字裡面的意思
[00:03:36.000 --> 00:03:44.000]  摩西在牛尼在義縣的時候,那個時候在牛年道米顛這個地方
[00:03:44.000 --> 00:03:50.000]  他以為是被同胞尼氣,所以去到這個義縣那裡
[00:03:50.000 --> 00:03:56.000]  他覺得很孤獨,但是他不知道原來神一直沒有離開他
[00:03:56.000 --> 00:04:01.000]  神一直與他同在,只是他不知道
[00:04:01.000 --> 00:04:08.000]  從故事裡面我們知道,神的名字就是自有榮耀
[00:04:08.000 --> 00:04:14.000]  只要經歷神的同在,人才能夠明白神的名字
[00:04:14.000 --> 00:04:18.000]  神名字的意思,神名字的美
[00:04:18.000 --> 00:04:24.000]  西安真子介紹他所認識的神
[00:04:24.000 --> 00:04:30.000]  從聖經的一本裡面,美是有不同的翻譯
[00:04:30.000 --> 00:04:33.000]  我拿英文的翻譯來跟大家分享
[00:04:33.000 --> 00:04:37.000]  美可以翻譯到做Majestic
[00:04:37.000 --> 00:04:42.000]  Majestic就是很高貴,很威嚴
[00:04:42.000 --> 00:04:47.000]  Excellent就是結束很好的意思
[00:04:47.000 --> 00:04:53.000]  我聽過有一位老師講到
[00:04:53.000 --> 00:04:59.000]  他說有一天他在家裡發現他的窗台有棵盆栽,很美
[00:04:59.000 --> 00:05:03.000]  然後他跟他的妻子說,這個盆栽很美
[00:05:03.000 --> 00:05:07.000]  然後他的妻子卻是很淡淡的回答他
[00:05:07.000 --> 00:05:10.000]  就放了兩個星期了,這個盆栽
[00:05:10.000 --> 00:05:16.000]  這個意思就是說,很多時候我們在我們眼前看不上的東西
[00:05:16.000 --> 00:05:19.000]  其實因為我們是不在意
[00:05:19.000 --> 00:05:21.000]  那為什麼不在意呢?
[00:05:21.000 --> 00:05:27.000]  不在意的話,其實它是怎麼樣美,人家也不知道它的美
[00:05:27.000 --> 00:05:33.000]  不在意的意思其實就是,有一些事情轉移了他的目光
[00:05:33.000 --> 00:05:37.000]  放在眼前美的東西,他也看不上
[00:05:37.000 --> 00:05:40.000]  分享一下我自己的經歷
[00:05:40.000 --> 00:05:43.000]  我曾經在認識主耶穌以後
[00:05:43.000 --> 00:05:46.000]  經歷了神的美,神的經歷
[00:05:46.000 --> 00:05:49.000]  給我很深刻的印象
[00:05:49.000 --> 00:05:55.000]  但是過了一段時間呢,我每一天的祈禱就是三遍
[00:05:55.000 --> 00:05:58.000]  夠不夠啊?
[00:05:58.000 --> 00:06:03.000]  三遍就是早、中、晚,接著放祈禱
[00:06:03.000 --> 00:06:06.000]  那其實原來那個時候呢
[00:06:06.000 --> 00:06:10.000]  我是有一些東西纏繞著我
[00:06:10.000 --> 00:06:16.000]  讓我就不懂得去紀念神,以後去感謝神
[00:06:16.000 --> 00:06:20.000]  少了去為別人去祈禱
[00:06:20.000 --> 00:06:24.000]  為什麼呢?那個時候就忙碌很多的事情
[00:06:24.000 --> 00:06:28.000]  覺得自己有些事情要做,做好以後人家就會認同
[00:06:28.000 --> 00:06:31.000]  買一些鎖飾
[00:06:31.000 --> 00:06:35.000]  那鎖飾就是拿著手機看一些媒體的東西
[00:06:35.000 --> 00:06:38.000]  讓我忽略了與神的相交
[00:06:38.000 --> 00:06:41.000]  少了領受,少了祈禱
[00:06:41.000 --> 00:06:46.000]  後來我發現原來這些東西都讓我去遠離了神
[00:06:46.000 --> 00:06:51.000]  讓我去走下去相信自己,相信別人
[00:06:51.000 --> 00:06:56.000]  相信這個世界,目光就轉移到這個世界的那裡
[00:06:56.000 --> 00:07:02.000]  後來悔改、認罪、重新從神那裡得利
[00:07:02.000 --> 00:07:05.000]  感謝主讓我真的從祈禱裡面
[00:07:05.000 --> 00:07:08.000]  奉耶穌的名重新起來
[00:07:08.000 --> 00:07:19.000]  那剛才講到經文裡面的第一節跟最後一節就是重複的
[00:07:19.000 --> 00:07:23.000]  我覺得重點必須要再講的就是
[00:07:23.000 --> 00:07:27.000]  耶和華我們的主,祢的名在全地何其美
[00:07:27.000 --> 00:07:32.000]  其實這裡詩人要將這一節重複
[00:07:32.000 --> 00:07:37.000]  他的目的就是讓我們要去思考一下
[00:07:37.000 --> 00:07:42.000]  從這個經文裡面神的名字的美
[00:07:42.000 --> 00:07:46.000]  這個意識裡面,祂所領受的意識裡面
[00:07:46.000 --> 00:07:49.000]  讓我們去審查
[00:07:49.000 --> 00:07:53.000]  所以我就特意在這個經文裡面有些標註
[00:07:53.000 --> 00:07:57.000]  看大家從中有哪些可以觸動你
[00:07:57.000 --> 00:08:04.000]  我們也看到其實詩人他很有心思的去做這篇經文
[00:08:04.000 --> 00:08:11.000]  都好有很多手尾呼應的經文存在讓我們可以去思考的
[00:08:11.000 --> 00:08:18.000]  那詩人在這段經文裡面的重點其實大家都比較懂得數、聽得多的
[00:08:18.000 --> 00:08:23.000]  就是人算什麼,禮金顧念他
[00:08:23.000 --> 00:08:27.000]  詩人算什麼,禮金眷顧他
[00:08:27.000 --> 00:08:30.000]  是嗎?大家應該比較熟練的
[00:08:30.000 --> 00:08:36.000]  我們從這裡去探討這一段經文
[00:08:36.000 --> 00:08:44.000]  看一下究竟詩人是因何緣故去讚美上帝呢?
[00:08:44.000 --> 00:08:50.000]  從經文裡面的解釋,我們先從人這個字裡面來解釋
[00:08:50.000 --> 00:08:54.000]  人的意識就是必修化
[00:08:54.000 --> 00:08:59.000]  人的生存是短暫,是虛空,是脆弱的
[00:08:59.000 --> 00:09:02.000]  沒有意義,沒有價值
[00:09:02.000 --> 00:09:06.000]  那詩人是跟人是同義
[00:09:06.000 --> 00:09:09.000]  直接翻譯就是人子,亞當之子
[00:09:09.000 --> 00:09:17.000]  亞當原來是土,從土而出,本來是塵土,仍要歸於塵土
[00:09:17.000 --> 00:09:24.000]  詩人是認為人是不值得神去眷顧,被神所眷顧的
[00:09:24.000 --> 00:09:31.000]  首先,詩人在夜空裡面,他看到天上的星星太陽
[00:09:31.000 --> 00:09:37.000]  看到、發現神創造的美,月亮星宿無限的星空
[00:09:37.000 --> 00:09:45.000]  宇宙的廣大美麗,這個正是神創造主偉大的戰線
[00:09:45.000 --> 00:09:52.000]  那我自得了,分享一下我自己初心耶穌的經歷
[00:09:52.000 --> 00:09:58.000]  我初心耶穌的時候,因為我是好奇萬物的起源
[00:09:58.000 --> 00:10:02.000]  那為什麼這個宇宙會那麼緊緊有條呢?
[00:10:02.000 --> 00:10:06.000]  那為什麼這個星球移動不會出錯呢?
[00:10:06.000 --> 00:10:09.000]  銀河為什麼不會疲勞呢?
[00:10:09.000 --> 00:10:16.000]  那為什麼生物科說我們人是從猿猴進化的?
[00:10:16.000 --> 00:10:18.000]  那猿猴怎麼看我呢?
[00:10:18.000 --> 00:10:20.000]  那你為什麼變成姊姊這樣子?
[00:10:20.000 --> 00:10:22.000]  會不會他姊姊想?
[00:10:22.000 --> 00:10:23.000]  我很多很多疑問
[00:10:23.000 --> 00:10:30.000]  後來我自己發現,西界的美離不開是創造主的作為
[00:10:30.000 --> 00:10:33.000]  後來我卻自信主
[00:10:33.000 --> 00:10:40.000]  那從科學的角度,地球是圍繞著太陽來轉動的
[00:10:40.000 --> 00:10:42.000]  那但是不是水平的轉動
[00:10:42.000 --> 00:10:47.000]  它是有一個斜度的圍著太陽來轉動
[00:10:47.000 --> 00:10:52.000]  大概是23點,應該不是大概,是23.5度
[00:10:52.000 --> 00:10:57.000]  因為如果大概的話,地球就會偏離這個軌道
[00:10:57.000 --> 00:11:00.000]  那時候地球就會滅亡
[00:11:00.000 --> 00:11:06.000]  那時候我們可以看到天地的創造是有神的作為
[00:11:06.000 --> 00:11:09.000]  創造是非常微妙的事情
[00:11:09.000 --> 00:11:13.000]  另外我也分享一下,我們教會有一個姊妹
[00:11:13.000 --> 00:11:17.000]  也跟我去分享,我覺得可以做一個見證來的
[00:11:17.000 --> 00:11:21.000]  她說她讀聖經讀了20多遍
[00:11:21.000 --> 00:11:25.000]  丈夫在香港是大學的教授
[00:11:25.000 --> 00:11:31.000]  她是跟丈夫從國內來到香港跟兒子一塊住
[00:11:31.000 --> 00:11:34.000]  她是認證基督信仰的
[00:11:34.000 --> 00:11:38.000]  但是她非常費心家人信主的事情
[00:11:38.000 --> 00:11:40.000]  因為他們家人還沒有信主
[00:11:40.000 --> 00:11:45.000]  但是因為她丈夫在學校威告群眾
[00:11:45.000 --> 00:11:49.000]  然後她跟丈夫所說的福音道理
[00:11:49.000 --> 00:11:52.000]  她丈夫不放在心裡面
[00:11:52.000 --> 00:11:54.000]  因此她覺得很沮喪
[00:11:54.000 --> 00:11:57.000]  但是當她覺得沮喪的時候
[00:11:57.000 --> 00:12:00.000]  她念到聖經裡面一節
[00:12:00.000 --> 00:12:03.000]  就是一節,就令她振奮了
[00:12:03.000 --> 00:12:07.000]  就是創世紀一戰一節
[00:12:07.000 --> 00:12:10.000]  起初神創造天地
[00:12:10.000 --> 00:12:13.000]  我相信大家也懂得念
[00:12:13.000 --> 00:12:17.000]  神不降就是這句話讓她得到安慰和支持
[00:12:17.000 --> 00:12:20.000]  因為神創造了偉大,教她讚美
[00:12:20.000 --> 00:12:25.000]  也讓她知道當洪水泛濫之時
[00:12:25.000 --> 00:12:28.000]  神仍然坐這為王
[00:12:28.000 --> 00:12:32.000]  人只是去等待神的拯救
[00:12:32.000 --> 00:12:35.000]  也是需要仰望神的恩典
[00:12:35.000 --> 00:12:38.000]  因此她知道自己不應該
[00:12:38.000 --> 00:12:41.000]  自以為事情是自己可以承擔的
[00:12:41.000 --> 00:12:44.000]  她因此心情平復下來
[00:12:44.000 --> 00:12:46.000]  不再沮喪
[00:12:46.000 --> 00:12:48.000]  為她的家人記書祈禱
[00:12:48.000 --> 00:12:51.000]  記書她為神的見證
[00:12:51.000 --> 00:12:57.000]  神創造天地的安排
[00:12:57.000 --> 00:13:00.000]  它裡面有七天的創造
[00:13:00.000 --> 00:13:03.000]  都是按計畫去完成
[00:13:03.000 --> 00:13:07.000]  每一天都有它的目的
