
[00:00:00.000 --> 00:00:03.040]  我們今天一起思想獵王記下的經文
[00:00:03.040 --> 00:00:07.040]  大家可以掀開聖經的第22章
[00:00:07.040 --> 00:00:10.200]  我們思想馴服神話語的敬拜
[00:00:10.200 --> 00:00:12.800]  是怎樣的敬拜
[00:00:12.800 --> 00:00:14.000]  當我想到敬拜的時候
[00:00:14.000 --> 00:00:17.440]  就回想自己在過去的一個片段
[00:00:17.440 --> 00:00:18.720]  一個經歷
[00:00:18.720 --> 00:00:21.760]  就是幾年之前我曾經在中國的內地
[00:00:21.760 --> 00:00:26.320]  我去了一個鄉村 農村的地方
[00:00:26.320 --> 00:00:28.880]  一路走一些田地
[00:00:28.880 --> 00:00:31.960]  突然發現有一片大的田地
[00:00:31.960 --> 00:00:35.040]  種了很多向日葵
[00:00:35.040 --> 00:00:36.880]  那些向日葵長得很高大
[00:00:36.880 --> 00:00:40.200]  有五、六呎左右高
[00:00:40.200 --> 00:00:43.040]  種得很廣泛
[00:00:43.040 --> 00:00:44.080]  當我仔細看的時候
[00:00:44.080 --> 00:00:48.160]  發覺那些葵花開得很大朵
[00:00:48.160 --> 00:00:50.200]  所以我心裡有些很興奮的感覺
[00:00:50.200 --> 00:00:52.200]  到處看
[00:00:52.200 --> 00:00:53.400]  當我看的時候就發覺
[00:00:53.400 --> 00:00:54.960]  這些向日葵花
[00:00:54.960 --> 00:00:57.720]  真的全部向著一個方向
[00:00:57.720 --> 00:01:01.880]  就是向著太陽的方向去定開
[00:01:01.880 --> 00:01:03.400]  一路看的時候就感受到
[00:01:03.400 --> 00:01:05.400]  好像這些花朵向我們
[00:01:05.400 --> 00:01:07.040]  向周圍講述
[00:01:07.040 --> 00:01:10.840]  花朵能夠茁壯茂盛地生長
[00:01:10.840 --> 00:01:14.400]  是因為它們朝向太陽
[00:01:14.400 --> 00:01:17.160]  好像說它們能夠得以生長
[00:01:17.160 --> 00:01:22.200]  是靠賴太陽的供應和幫助
[00:01:22.200 --> 00:01:23.240]  我就想起
[00:01:23.240 --> 00:01:25.840]  當我們基督徒敬拜上帝的時候
[00:01:25.840 --> 00:01:29.440]  同樣我們的心是朝向天地的上帝
[00:01:29.440 --> 00:01:32.520]  承認祂是永恆的主
[00:01:32.520 --> 00:01:35.280]  而當我們敬拜祂的時候
[00:01:35.280 --> 00:01:39.280]  我們的生命好像和上帝連接
[00:01:39.280 --> 00:01:42.320]  而從祂我們得著供應
[00:01:42.320 --> 00:01:44.800]  得著幫助
[00:01:44.800 --> 00:01:47.080]  每次到神面前的敬拜
[00:01:47.080 --> 00:01:48.720]  是祂配得的
[00:01:48.720 --> 00:01:51.160]  是我們生命一種自然
[00:01:51.160 --> 00:01:52.800]  應該有的表達
[00:01:52.800 --> 00:01:55.240]  因為我們是祂所創造的
[00:01:55.240 --> 00:01:57.040]  同時在敬拜過程當中
[00:01:57.040 --> 00:02:02.240]  不斷領受上帝給我們生命的供應和幫助
[00:02:02.240 --> 00:02:04.680]  當然當我們敬拜上帝的時候
[00:02:04.680 --> 00:02:06.040]  我們自然會問
[00:02:06.040 --> 00:02:07.520]  不知道我們的敬拜
[00:02:07.520 --> 00:02:10.760]  是否神所喜歡的呢?
[00:02:10.760 --> 00:02:12.040]  大家讀聖經的時候
[00:02:12.040 --> 00:02:14.000]  讀到舊約新約都提及
[00:02:14.000 --> 00:02:17.040]  神有些時候提醒他的子民
[00:02:17.040 --> 00:02:19.520]  甚至責備他們的子民說
[00:02:19.520 --> 00:02:21.720]  這些百姓他們口
[00:02:21.720 --> 00:02:24.520]  雖然還稱讚我
[00:02:24.520 --> 00:02:27.600]  但心卻遠離我
[00:02:27.600 --> 00:02:29.360]  口裡唱詩讚美上帝
[00:02:29.360 --> 00:02:31.680]  但心卻遠離上帝
[00:02:31.680 --> 00:02:33.080]  因此上帝說
[00:02:33.080 --> 00:02:36.640]  我厭煩他們的敬拜
[00:02:36.640 --> 00:02:40.360]  我們的敬拜可以是神厭煩的
[00:02:40.360 --> 00:02:45.160]  因此你必須和我們一起問一個問題
[00:02:45.160 --> 00:02:46.880]  究竟我們的崇拜
[00:02:46.880 --> 00:02:50.240]  是神喜悅的還是神厭煩的?
[00:02:50.240 --> 00:02:51.480]  在崇拜當中
[00:02:51.480 --> 00:02:54.920]  留心將那些輕率的態度
[00:02:54.920 --> 00:02:57.560]  將那些虛假的心
[00:02:57.560 --> 00:02:59.160]  來除去
[00:02:59.160 --> 00:03:00.200]  因為敬拜上帝
[00:03:00.200 --> 00:03:03.600]  是以心靈和誠實敬拜的
[00:03:03.600 --> 00:03:06.000]  帶著一個誠實敬畏的心
[00:03:06.000 --> 00:03:08.280]  來敬拜神
[00:03:08.280 --> 00:03:10.840]  有些時候我聽到外間有些說話
[00:03:10.840 --> 00:03:13.000]  說我們教會
[00:03:13.000 --> 00:03:14.960]  不知道你們有沒有聽過
[00:03:14.960 --> 00:03:19.280]  他說北宣很高竇的
[00:03:19.280 --> 00:03:23.960]  崇拜晚了一點也不讓人進去
[00:03:23.960 --> 00:03:25.680]  我相信不是
[00:03:25.680 --> 00:03:27.640]  我們不是高傲
[00:03:27.640 --> 00:03:29.520]  只是我們不想
[00:03:29.520 --> 00:03:31.280]  弟兄姊妹的敬拜
[00:03:31.280 --> 00:03:34.600]  是不能夠得神的喜悅
[00:03:34.600 --> 00:03:36.880]  我們害怕我們的敬拜
[00:03:36.880 --> 00:03:39.280]  甚至會得罪神
[00:03:39.280 --> 00:03:41.200]  因此勉勵弟兄姊妹
[00:03:41.200 --> 00:03:42.720]  要求弟兄姊妹
[00:03:42.720 --> 00:03:44.680]  崇拜不要遲到
[00:03:44.680 --> 00:03:47.000]  不要早退
[00:03:47.000 --> 00:03:48.560]  向神很清楚表達出
[00:03:48.560 --> 00:03:51.280]  我們那種尊崇的心
[00:03:51.280 --> 00:03:53.840]  行為言語上表達出
[00:03:53.840 --> 00:03:57.280]  祂的確是天地的主
[00:03:57.280 --> 00:03:58.440]  所以當我們敬拜的時候
[00:03:58.440 --> 00:04:00.160]  我們都要不斷來求神
[00:04:00.160 --> 00:04:01.480]  保守我們的心
[00:04:01.480 --> 00:04:04.720]  讓我們敬拜是祂所喜悅的
[00:04:04.720 --> 00:04:05.960]  在我們今天讀聖經
[00:04:05.960 --> 00:04:07.360]  舊約的一個君王
[00:04:07.360 --> 00:04:08.920]  約西亞王
[00:04:08.920 --> 00:04:11.320]  當他聽到神的話之後
[00:04:11.320 --> 00:04:14.440]  他有一種很願意聽從的心
[00:04:14.440 --> 00:04:17.200]  而且以行動表達出來
[00:04:17.200 --> 00:04:19.000]  因此讓我們看到
[00:04:19.000 --> 00:04:22.520]  敬拜是願意聽神的話
[00:04:22.520 --> 00:04:25.200]  也願意順從神的話
[00:04:25.200 --> 00:04:26.880]  從他的生命的表現
[00:04:26.880 --> 00:04:28.360]  我們去思想
[00:04:28.360 --> 00:04:31.120]  如何真正的敬拜上帝
[00:04:31.120 --> 00:04:33.080]  大家一起看聖經
[00:04:33.080 --> 00:04:35.920]  聖經葉王記 下第22章
[00:04:35.920 --> 00:04:40.640]  在開始的時候就提及到
[00:04:40.640 --> 00:04:42.000]  這位約西亞王
[00:04:42.000 --> 00:04:45.400]  當他登基的時候只有八歲
[00:04:45.400 --> 00:04:46.840]  雖然他年幼
[00:04:46.840 --> 00:04:49.280]  但他知道他敬畏上帝
[00:04:49.280 --> 00:04:50.600]  第二節就提及
[00:04:50.600 --> 00:04:51.680]  他行耶和華
[00:04:51.680 --> 00:04:53.880]  捍衛正義的事情
[00:04:53.880 --> 00:04:57.520]  帶來了給整個猶大民族的復興
[00:04:57.520 --> 00:05:00.400]  然後在下面的第三節到第七節
[00:05:00.400 --> 00:05:03.080]  就提到他當時很想做一件事
[00:05:03.080 --> 00:05:05.960]  就是要重新修葺聖殿
[00:05:05.960 --> 00:05:08.360]  當人心中敬拜神的時候
[00:05:08.360 --> 00:05:11.000]  他關心到神的聖殿
[00:05:11.000 --> 00:05:13.960]  也很想能夠重新復甦
[00:05:13.960 --> 00:05:16.560]  對神的那種尊崇
[00:05:16.560 --> 00:05:18.560]  就在他表達對神尊崇
[00:05:18.560 --> 00:05:20.640]  復修聖殿的過程中
[00:05:20.640 --> 00:05:23.560]  他們尋找律法書
[00:05:23.560 --> 00:05:26.760]  或者說神讓他們重新
[00:05:26.760 --> 00:05:29.240]  讀到神自己的律法
[00:05:29.240 --> 00:05:31.240]  大家看看聖經第八節
[00:05:32.240 --> 00:05:35.240]  希臘加大祭司對書記沙番說
[00:05:35.240 --> 00:05:37.240]  我在耶和華的殿裡
[00:05:37.240 --> 00:05:39.240]  找到這一卷律法書
[00:05:39.240 --> 00:05:41.640]  他把書卷交給沙番
[00:05:41.640 --> 00:05:44.240]  沙番就閱讀那書卷
[00:05:44.240 --> 00:05:47.040]  然後後來書記沙番見王
[00:05:47.040 --> 00:05:50.240]  就跟他說述到這卷律法書的事
[00:05:50.240 --> 00:05:52.240]  然後就在王面前讀出
[00:05:52.240 --> 00:05:54.240]  這卷律法書
