
[00:00:00.000 --> 00:00:02.000]  大家再揭開剛才的聖經
[00:00:02.000 --> 00:00:05.000]  《羅馬書》第十章的聖經
[00:00:05.000 --> 00:00:13.000]  我首先和大家分享一件事情
[00:00:13.000 --> 00:00:17.000]  就是在幾年之前我在溫哥華來到港島
[00:00:17.000 --> 00:00:22.000]  當時在當中搭建了一間教會的營會
[00:00:22.000 --> 00:00:24.000]  我記得在去的過程中
[00:00:24.000 --> 00:00:28.000]  一對夫婦載我去營地
[00:00:28.000 --> 00:00:31.000]  在路程當中我和他們聊天
[00:00:31.000 --> 00:00:33.000]  聊天的時候問起他們的情況
[00:00:33.000 --> 00:00:38.000]  一位太太和我分享她信耶穌的經過
[00:00:38.000 --> 00:00:41.000]  她告訴我她以前是一個佛教徒
[00:00:41.000 --> 00:00:43.000]  我立刻很小心聽一聽
[00:00:43.000 --> 00:00:46.000]  她為什麼會信耶穌呢?
[00:00:46.000 --> 00:00:48.000]  她說我在佛教徒裡面的經歷
[00:00:48.000 --> 00:00:50.000]  覺得很不安樂
[00:00:50.000 --> 00:00:54.000]  很多時候拜佛的時候都不覺得平安
[00:00:54.000 --> 00:00:57.000]  所以她很想找一位真神
[00:00:57.000 --> 00:01:00.000]  以致生命當中有真正的平安
[00:01:00.000 --> 00:01:03.000]  所以她自己就向上天祈禱
[00:01:03.000 --> 00:01:06.000]  她說上天下我不知道哪一位是真神
[00:01:06.000 --> 00:01:10.000]  但是上面的真神求你幫我
[00:01:10.000 --> 00:01:12.000]  指教我認識你
[00:01:12.000 --> 00:01:14.000]  我很想認識你
[00:01:14.000 --> 00:01:16.000]  在那個時候她就說
[00:01:16.000 --> 00:01:18.000]  就是在那個祈禱當中
[00:01:18.000 --> 00:01:21.000]  在心裡面出現了一把聲音
[00:01:21.000 --> 00:01:23.000]  就告訴她知道
[00:01:23.000 --> 00:01:26.000]  這就是真神
[00:01:26.000 --> 00:01:28.000]  她在聽見的時候
[00:01:28.000 --> 00:01:31.000]  不太明白也不知道怎麼辦
[00:01:31.000 --> 00:01:35.000]  只是覺得有一位上帝好像向她說話
[00:01:35.000 --> 00:01:38.000]  隔了一段短時間她認識了一位教徒
[00:01:38.000 --> 00:01:41.000]  這位教徒將主耶穌的事情告訴她
[00:01:41.000 --> 00:01:43.000]  有一次通電話
[00:01:43.000 --> 00:01:45.000]  就告訴她關於耶穌基督的事情
[00:01:45.000 --> 00:01:48.000]  但是電話當中沒有請她決字
[00:01:48.000 --> 00:01:50.000]  有一次她自己心裡面
[00:01:50.000 --> 00:01:52.000]  還是很想認識這位神
[00:01:52.000 --> 00:01:54.000]  她就自己跪下
[00:01:54.000 --> 00:01:57.000]  跪下的時候她就說
[00:01:57.000 --> 00:02:01.000]  我一開聲就說耶穌基督啊
[00:02:01.000 --> 00:02:06.000]  但是想不到一開聲說這個名稱的時候
[00:02:06.000 --> 00:02:09.000]  突然間眼淚就湧出來
[00:02:09.000 --> 00:02:12.000]  突然間感覺到好像很多年來的苦困
[00:02:12.000 --> 00:02:14.000]  突然間就消失了
[00:02:14.000 --> 00:02:16.000]  在那個時候
[00:02:16.000 --> 00:02:19.000]  那把熟悉的聲音又再次出現
[00:02:19.000 --> 00:02:22.000]  這就是真神
[00:02:22.000 --> 00:02:25.000]  她知道上帝告訴她
[00:02:25.000 --> 00:02:27.000]  耶穌基督是真神
[00:02:27.000 --> 00:02:29.000]  你信靠祂
[00:02:29.000 --> 00:02:34.000]  在那個時候她就真心真意地信靠耶穌
[00:02:34.000 --> 00:02:36.000]  她就成為了教徒
[00:02:36.000 --> 00:02:38.000]  而之後我聽她再分享的時候
[00:02:38.000 --> 00:02:42.000]  她向很多人講述主耶穌的救恩故事
[00:02:42.000 --> 00:02:44.000]  我聽到的時候
[00:02:44.000 --> 00:02:45.000]  她心裡很委以為的
[00:02:45.000 --> 00:02:46.000]  她的姐妹來感恩
[00:02:46.000 --> 00:02:48.000]  同樣我想到一件事情
[00:02:48.000 --> 00:02:52.000]  其實神可以在那種聲音當中
[00:02:52.000 --> 00:02:56.000]  直接告訴她耶穌基督的真理
[00:02:56.000 --> 00:02:59.000]  但是神好像特別挑選了一個教徒
[00:02:59.000 --> 00:03:01.000]  透過電話的談道
[00:03:01.000 --> 00:03:04.000]  讓她認識耶穌
[00:03:04.000 --> 00:03:05.000]  各位弟兄姊妹
[00:03:05.000 --> 00:03:08.000]  因為上帝能夠成就一切的事情
[00:03:08.000 --> 00:03:11.000]  但是祂選擇讓祂的子民
[00:03:11.000 --> 00:03:15.000]  可以有機會來傳揚福音
[00:03:15.000 --> 00:03:20.000]  把這個機會、這個職份賜給我們
[00:03:20.000 --> 00:03:23.000]  而聖經就告訴我們
[00:03:23.000 --> 00:03:27.000]  沒有聽見的怎能信主呢?
[00:03:27.000 --> 00:03:29.000]  如果未曾聽見福音
[00:03:29.000 --> 00:03:31.000]  怎會明白、怎會相信呢?
[00:03:31.000 --> 00:03:36.000]  而神今天就把聽見福音的責任
[00:03:36.000 --> 00:03:38.000]  交託給我們
[00:03:38.000 --> 00:03:40.000]  讓別人可以聽見
[00:03:40.000 --> 00:03:42.000]  而因此相信
[00:03:42.000 --> 00:03:44.000]  因此我們今天看羅馬書第十章
[00:03:44.000 --> 00:03:47.000]  正是幫助你更加小心明白
[00:03:47.000 --> 00:03:51.000]  神對我們的差遣是什麼事情
[00:03:51.000 --> 00:03:54.000]  大家再看第十章
[00:03:54.000 --> 00:03:56.000]  我們首先思想的是
[00:03:56.000 --> 00:03:58.000]  「菩羅帶著愛心」
[00:03:58.000 --> 00:04:00.000]  要傳揚福音
[00:04:00.000 --> 00:04:04.000]  我們看前面第十章第一節
[00:04:04.000 --> 00:04:07.000]  弟兄們,我心裡切切盼望的
[00:04:07.000 --> 00:04:11.000]  並且為以色列人向神祈求的
[00:04:11.000 --> 00:04:14.000]  是要他們得救
[00:04:14.000 --> 00:04:17.000]  菩羅說:我很深切的盼望
[00:04:17.000 --> 00:04:19.000]  就是我的同胞得救
[00:04:19.000 --> 00:04:20.000]  而他也說到
[00:04:20.000 --> 00:04:24.000]  他是常常地為他們得救祈禱
[00:04:24.000 --> 00:04:26.000]  而你再看前面第九章
[00:04:26.000 --> 00:04:28.000]  大家會熟悉的第九章
[00:04:28.000 --> 00:04:33.000]  提及菩羅他怎樣愛他的同胞
[00:04:33.000 --> 00:04:37.000]  在第九章第二節
[00:04:37.000 --> 00:04:39.000]  菩羅說:我大大憂愁
[00:04:39.000 --> 00:04:42.000]  心裡常常傷痛
[00:04:42.000 --> 00:04:45.000]  為我的同胞就是我骨肉之親
[00:04:45.000 --> 00:04:47.000]  就算自己受挫挫
[00:04:47.000 --> 00:04:48.000]  與基督隔絕
[00:04:48.000 --> 00:04:51.000]  我也甘心
[00:04:51.000 --> 00:04:54.000]  菩羅說到他心裡大有憂愁
[00:04:54.000 --> 00:04:55.000]  或者你覺得很奇怪
[00:04:55.000 --> 00:04:58.000]  一個很偉大的使徒
[00:04:58.000 --> 00:05:00.000]  他心裡常常有喜樂
[00:05:00.000 --> 00:05:02.000]  為何會憂愁呢?
[00:05:02.000 --> 00:05:06.000]  他的憂愁不是擔心他的安危
[00:05:06.000 --> 00:05:08.000]  怕沒有食物的供應
[00:05:08.000 --> 00:05:11.000]  而是他為很多他所愛的同胞
[00:05:11.000 --> 00:05:13.000]  很掛心他們
[00:05:13.000 --> 00:05:14.000]  為他們憂愁
[00:05:14.000 --> 00:05:17.000]  為他們常常傷痛
[00:05:17.000 --> 00:05:19.000]  怎樣解釋?
[00:05:19.000 --> 00:05:22.000]  一個簡單的字
[00:05:22.000 --> 00:05:23.000]  就是愛
[00:05:23.000 --> 00:05:25.000]  因為他愛他的同胞
[00:05:25.000 --> 00:05:30.000]  所以他很深切地渴望他們可以得救
[00:05:30.000 --> 00:05:32.000]  下面第三節提及到
[00:05:32.000 --> 00:05:34.000]  就是他為他的同胞
[00:05:34.000 --> 00:05:35.000]  就算自己要基督分離
[00:05:35.000 --> 00:05:37.000]  他也樂意的
[00:05:37.000 --> 00:05:39.000]  大家看完節目會知道
[00:05:39.000 --> 00:05:40.000]  菩羅最珍貴的
[00:05:40.000 --> 00:05:44.000]  相信不是明星地位、金錢
[00:05:44.000 --> 00:05:46.000]  他最珍貴的是甚麼呢?
[00:05:46.000 --> 00:05:48.000]  是他的救恩
[00:05:48.000 --> 00:05:50.000]  是他與主耶穌的關係
[00:05:50.000 --> 00:05:54.000]  但就算是失去最寶貴的
[00:05:54.000 --> 00:05:55.000]  他也樂意
[00:05:55.000 --> 00:06:00.000]  為要讓他的同胞能夠得到救恩
[00:06:00.000 --> 00:06:01.000]  我記得一次
[00:06:01.000 --> 00:06:03.000]  我在北角一間酒店門口
[00:06:03.000 --> 00:06:05.000]  走過的時候
[00:06:05.000 --> 00:06:07.000]  看到一大群從國內來的遊客
[00:06:07.000 --> 00:06:10.000]  在那裡一邊吸煙一邊噴煙
[00:06:10.000 --> 00:06:12.000]  當時在那個範圍
[00:06:12.000 --> 00:06:14.000]  煙無離萬
[00:06:14.000 --> 00:06:16.000]  我就立即想走到另一邊
