
[00:00:00.000 --> 00:00:03.200]  馬達夫音來到這裡都已經去到21章
[00:00:03.200 --> 00:00:07.040]  去到一個可以說耶穌的行程
[00:00:07.040 --> 00:00:09.520]  那個最後一個階段
[00:00:09.520 --> 00:00:12.640]  進入去耶路撒冷這個地方
[00:00:12.640 --> 00:00:14.560]  耶穌很清楚知道
[00:00:14.560 --> 00:00:17.280]  祂為什麼要進入去耶路撒冷
[00:00:17.280 --> 00:00:24.240]  這一次可以說祂將要去面對祂自己死亡的一個時刻
[00:00:24.240 --> 00:00:27.680]  在這個路程裡面
[00:00:27.680 --> 00:00:33.520]  可以說耶穌從這個地方
[00:00:33.520 --> 00:00:36.960]  去到橄欖山這個地方上面
[00:00:36.960 --> 00:00:41.760]  在這裡耶穌和一幫的門徒去說
[00:00:41.760 --> 00:00:46.080]  你們要去拿一個爐區那裡來
[00:00:46.080 --> 00:00:48.800]  如果那個主人問為什麼要拿呢
[00:00:48.800 --> 00:00:51.040]  就說主要用它
[00:00:51.040 --> 00:00:56.480]  在這裡可以說是一個事先安排的一個事件
[00:00:56.480 --> 00:01:02.400]  很多人都見到耶穌很事先安排
[00:01:02.400 --> 00:01:04.800]  一隻只爐去做一件事
[00:01:04.800 --> 00:01:07.760]  當祂被釘十字架之後
[00:01:07.760 --> 00:01:10.560]  那些人回想回耶穌這件事的時候
[00:01:10.560 --> 00:01:12.720]  這個事的過程
[00:01:12.720 --> 00:01:15.120]  和可以說耶穌之前發生的事
[00:01:15.120 --> 00:01:19.360]  一步一步的去將耶穌所做的所說的事
[00:01:19.360 --> 00:01:23.280]  一一的明白原來耶穌說的是這樣的意思
[00:01:23.280 --> 00:01:27.520]  耶穌騎著一個爐區進入耶路撒冷
[00:01:27.520 --> 00:01:31.600]  是代表著祂是一個和平的使者
[00:01:31.600 --> 00:01:34.880]  在這裡當門徒問
[00:01:34.880 --> 00:01:36.160]  如果那些人
[00:01:36.160 --> 00:01:40.080]  就是那個主人去問這個爐誰要用呢
[00:01:40.080 --> 00:01:41.440]  主要用它
[00:01:41.440 --> 00:01:45.920]  在這裡主的意思一般來說就是形容上帝
[00:01:45.920 --> 00:01:48.000]  但是耶穌在這一段的脈絡裡面
[00:01:48.000 --> 00:01:50.240]  可以說將這個字用在自己的身上
[00:01:50.240 --> 00:01:52.560]  就說耶穌自己用它
[00:01:52.560 --> 00:01:56.160]  可以說耶穌很清楚知道自己的身份
[00:01:56.160 --> 00:01:58.960]  但是揭露他自己的身份更多
[00:01:58.960 --> 00:02:03.760]  就是他不單止是上帝所差棄的使者
[00:02:03.760 --> 00:02:07.520]  某程度去說他和上帝是同等的
[00:02:07.520 --> 00:02:09.280]  在這裡
[00:02:09.280 --> 00:02:13.280]  接著可以說耶穌越來越清晰的
[00:02:13.280 --> 00:02:16.000]  他將他自己的身份和使命
[00:02:16.000 --> 00:02:19.120]  顯露給門徒和一幫眾人
[00:02:19.120 --> 00:02:22.080]  去知道他是怎樣的
[00:02:22.080 --> 00:02:24.320]  接著耶穌在說
[00:02:24.320 --> 00:02:27.200]  他騎著爐進入耶路撒冷
[00:02:27.200 --> 00:02:29.200]  就是這個事件
[00:02:29.200 --> 00:02:33.760]  其實是應驗舊約先知裡面的預言
[00:02:33.760 --> 00:02:36.160]  主要是記載在撒加利亞書
[00:02:36.160 --> 00:02:39.280]  以色列書的經文
[00:02:39.280 --> 00:02:41.600]  在這裡說到在舊約時期
[00:02:41.600 --> 00:02:43.200]  在和平的時候
[00:02:43.200 --> 00:02:46.400]  軍王都會騎著這些爐
[00:02:46.400 --> 00:02:49.600]  作為一個統治的象徵
[00:02:49.600 --> 00:02:52.880]  可以說當時的猶太人很肯定地明白
[00:02:52.880 --> 00:02:55.360]  撒加利亞書當時第九章第九節
[00:02:55.360 --> 00:02:57.440]  是指到尼賽
[00:02:57.440 --> 00:03:00.160]  當尼賽上帝所差派來的
[00:03:00.160 --> 00:03:05.120]  在他們的觀念裡面的救主來到的時候
[00:03:05.120 --> 00:03:09.280]  他會騎著爐驅進入耶路撒冷
[00:03:09.280 --> 00:03:10.240]  也可以這麼說
[00:03:10.240 --> 00:03:12.160]  這裡說大魏的子孫
[00:03:12.160 --> 00:03:16.080]  上帝所預備的救主
[00:03:16.080 --> 00:03:19.680]  其實就在大魏的後裔那裡而出
[00:03:19.680 --> 00:03:21.680]  因此可以這麼說
[00:03:21.680 --> 00:03:27.360]  這裡耶穌很清楚地表達
[00:03:27.360 --> 00:03:30.160]  他是以一個和平的方式
[00:03:30.160 --> 00:03:33.680]  進入耶路撒冷裡面
[00:03:33.680 --> 00:03:37.840]  他是以一個和平的軍王來到這裡當中
[00:03:37.840 --> 00:03:42.160]  在這裡可以有幾個細節可以看到
[00:03:42.160 --> 00:03:43.760]  第一就是這一批爐驅
[00:03:43.760 --> 00:03:46.560]  在馬可福音或者在路加福音裡面
[00:03:46.560 --> 00:03:51.760]  這一批爐驅基本上是沒有人騎過的
[00:03:51.760 --> 00:03:54.400]  一隻沒有人騎過的爐驅
[00:03:54.400 --> 00:03:56.320]  現在耶穌騎在上面
[00:03:56.320 --> 00:04:00.960]  但是這一批爐驅是沒有任何的反抗
[00:04:00.960 --> 00:04:04.320]  可以說是很安靜地被耶穌騎著
[00:04:04.320 --> 00:04:06.640]  然後進入耶路撒冷
[00:04:06.640 --> 00:04:08.560]  這個是代表著
[00:04:08.560 --> 00:04:11.040]  可以說如果大家去留意整個方書
[00:04:11.040 --> 00:04:16.160]  就是耶穌如何平靜風和浪
[00:04:16.160 --> 00:04:21.280]  顯示他自己有一個可以控制大自然的權柄
[00:04:21.280 --> 00:04:23.840]  這一個這麼特別的
[00:04:23.840 --> 00:04:26.400]  可以說是人世間見到的一個人物
[00:04:26.400 --> 00:04:27.680]  不單只是人這麼簡單
[00:04:27.680 --> 00:04:32.160]  可以控制大自然的那一個耶穌
[00:04:32.160 --> 00:04:34.880]  現在騎著一個沒有人被人騎過的爐
[00:04:34.880 --> 00:04:36.400]  這只爐是很安靜的
[00:04:36.400 --> 00:04:38.800]  在他的控制之下
[00:04:38.800 --> 00:04:42.400]  他會進入耶路撒冷這個地方
[00:04:42.400 --> 00:04:49.040]  然後有一群人去擁戴耶穌
[00:04:49.040 --> 00:04:50.480]  擁戴耶穌有一群
[00:04:50.480 --> 00:04:51.520]  如果大家去看
[00:04:51.520 --> 00:04:54.960]  如果還記得前幾次去講聖經的內容的時候
[00:04:54.960 --> 00:04:57.520]  你會發覺有一群人擁戴著耶穌
[00:04:57.520 --> 00:04:59.280]  進入耶路撒冷裡面
[00:04:59.280 --> 00:05:01.280]  這群人有門徒
[00:05:01.280 --> 00:05:03.440]  有去一起朝向
[00:05:03.440 --> 00:05:06.800]  在耶路撒冷一連三次朝聖的人群
[00:05:06.800 --> 00:05:09.840]  也有耶路撒冷出來的人
[00:05:09.840 --> 00:05:11.760]  去擁戴著耶穌
[00:05:11.760 --> 00:05:14.240]  一起去歡呼和撒拉
[00:05:14.240 --> 00:05:16.400]  和撒拉那奉主名來的
[00:05:16.400 --> 00:05:18.640]  是應當稱重的
[00:05:18.640 --> 00:05:24.640]  在這裡講到整個行程
[00:05:24.640 --> 00:05:26.480]  可以說是很熱鬧
[00:05:26.480 --> 00:05:28.400]  這群人有一個很大的期待
[00:05:28.400 --> 00:05:32.000]  這一個就是上帝來到
[00:05:32.000 --> 00:05:35.360]  這個拯救我們的那個彌賽亞
[00:05:35.360 --> 00:05:37.920]  所以那些人鋪地氈
[00:05:37.920 --> 00:05:39.840]  可以說把衣服鋪在上面
[00:05:39.840 --> 00:05:40.640]  砍了一些樹
[00:05:40.640 --> 00:05:43.600]  在衣服上面
[00:05:43.600 --> 00:05:45.920]  讓他能夠更好的更穩定的
[00:05:45.920 --> 00:05:48.080]  去走這一條路
[00:05:48.080 --> 00:05:50.720]  去進入耶路撒冷的地方
[00:05:50.720 --> 00:05:52.160]  前呼後擁
[00:05:52.160 --> 00:05:55.440]  可以說很多人擁戴著耶穌
[00:05:55.440 --> 00:05:59.280]  一起進入耶路撒冷這個地方
[00:05:59.280 --> 00:06:01.840]  這一群人所期望的是什麼呢
[00:06:01.840 --> 00:06:04.240]  就是耶穌是一個軍事的領袖
[00:06:04.240 --> 00:06:05.440]  他來到了
[00:06:05.440 --> 00:06:07.200]  可以帶領我們這一群人
[00:06:07.200 --> 00:06:10.720]  可以脫離當時的統治者
[00:06:10.720 --> 00:06:12.160]  羅馬帝國的統治
[00:06:12.160 --> 00:06:15.200]  我們可以再重新有自己的國家
[00:06:15.200 --> 00:06:17.680]  又重新可以有自己
[00:06:17.680 --> 00:06:24.000]  可以說自主的一個民族的控制權
[00:06:24.000 --> 00:06:26.160]  一個從一個軍事的角度
[00:06:26.160 --> 00:06:27.760]  去看耶穌這個身份
[00:06:27.760 --> 00:06:29.520]  但是耶穌在這裡他表達
[00:06:29.520 --> 00:06:32.000]  他是一個和平的使者
[00:06:32.000 --> 00:06:35.200]  謙謙尤尤的進入耶路撒冷
[00:06:35.200 --> 00:06:38.400]  這個和他們的期待其實很不同
[00:06:38.400 --> 00:06:42.480]  和當時的人很歡呼的擁戴著耶穌
[00:06:42.480 --> 00:06:45.120]  是相當不同的一個圖畫
[00:06:45.120 --> 00:06:47.440]  耶穌可以說某程度上刻意的
[00:06:47.440 --> 00:06:50.560]  可以不是按照他們的期待
[00:06:50.560 --> 00:06:53.920]  而去出現一個很和平的
[00:06:53.920 --> 00:06:57.920]  很沈靜的去進入去這個地方裡面
[00:06:57.920 --> 00:06:59.200]  大家可以想象
[00:06:59.200 --> 00:07:01.760]  在這個情況裡面
[00:07:01.760 --> 00:07:04.000]  如果你是當時的猶太人
[00:07:04.000 --> 00:07:06.240]  你等待著一個救主
[00:07:06.240 --> 00:07:07.600]  一個軍事的力量
[00:07:07.600 --> 00:07:10.240]  軍事的政治的領導人物
[00:07:10.240 --> 00:07:13.040]  領導我們能夠振臂一呼
[00:07:13.040 --> 00:07:14.800]  去建立自己的國家
[00:07:14.800 --> 00:07:16.080]  這個人到了
[00:07:16.080 --> 00:07:18.080]  如果你是耶穌
[00:07:18.080 --> 00:07:19.360]  你會怎樣
[00:07:19.360 --> 00:07:24.720]  即是大夫用一個很興奮的步驟
[00:07:24.720 --> 00:07:25.920]  我就是那個了
[00:07:25.920 --> 00:07:28.880]  我就是上帝所差異的那個了
