
[00:00:00.000 --> 00:00:05.500]  聖經裡面有很出名的幾章、三章
[00:00:05.500 --> 00:00:08.700]  叫做登山寶信
[00:00:08.700 --> 00:00:12.300]  是主耶穌所講的真理
[00:00:12.300 --> 00:00:16.000]  今天早上我們要看一看
[00:00:16.000 --> 00:00:19.400]  耶穌基督所講的真理之道
[00:00:19.400 --> 00:00:26.200]  耶穌基督是生命、是真理、是道路
[00:00:26.500 --> 00:00:31.200]  我們今天看看主耶穌怎麼樣講真理
[00:00:31.200 --> 00:00:34.300]  在這三章裡頭
[00:00:34.300 --> 00:00:38.200]  主耶穌常常用一些問題來講
[00:00:38.200 --> 00:00:39.600]  發問
[00:00:39.600 --> 00:00:48.700]  目的是要聽的人能夠反省、能夠注意、能夠回想
[00:00:48.700 --> 00:00:53.200]  要回答的時候就要經過思想
[00:00:54.200 --> 00:00:57.300]  我們要看七個問題
[00:00:57.300 --> 00:01:03.700]  主耶穌在登山寶訊裡面講的七個問題
[00:01:03.700 --> 00:01:11.000]  第一個問題就是關於生命的問題
[00:01:11.000 --> 00:01:19.300]  這七個問題都帶出來七方面的人生的基本的真理
[00:01:20.000 --> 00:01:24.200]  我們要看這七方面人生基本的真理
[00:01:24.200 --> 00:01:26.500]  用這七個問題帶出來
[00:01:26.500 --> 00:01:29.600]  第一個問題是生命的問題
[00:01:29.600 --> 00:01:32.600]  帶出來生命的真理
[00:01:32.600 --> 00:01:36.000]  我們看第七章第十六節
[00:01:36.000 --> 00:01:38.800]  第七章第十六節
[00:01:38.800 --> 00:01:43.400]  在第九頁
[00:01:45.000 --> 00:01:50.100]  新月第九頁十六節
[00:01:50.100 --> 00:01:54.600]  聽著他們的果子就可以認出他們來
[00:01:54.600 --> 00:01:57.300]  經濟上其能折葡萄
[00:01:57.300 --> 00:02:01.200]  吉利里其能折五花果
[00:02:01.200 --> 00:02:07.100]  這個問題好像不需要回答
[00:02:07.100 --> 00:02:14.700]  問這樣的問題是一個反省的問題
[00:02:14.900 --> 00:02:16.700]  答案很清楚
[00:02:16.700 --> 00:02:22.000]  就是經濟上不能夠折葡萄
[00:02:22.000 --> 00:02:25.500]  吉利里不能折五花果
[00:02:25.500 --> 00:02:32.000]  所以這個問題是一個最結明的問題
[00:02:32.000 --> 00:02:38.300]  但是它帶出來很深的很重要的人生的真理
[00:02:38.300 --> 00:02:41.100]  這個真理本身是什麼呢
[00:02:41.100 --> 00:02:43.600]  第十七節下面一節
[00:02:44.000 --> 00:02:48.100]  這樣凡好樹都結好果子
[00:02:48.100 --> 00:02:51.500]  唯獨壞樹結壞果子
[00:02:51.500 --> 00:02:53.900]  好樹不能結壞果子
[00:02:53.900 --> 00:02:56.800]  壞樹不能結好果子
[00:02:56.800 --> 00:02:59.600]  那麼這個話的意思就是說
[00:02:59.600 --> 00:03:03.100]  好樹有好的生命
[00:03:03.100 --> 00:03:06.500]  從它的好生命裡頭就結好果子
[00:03:06.500 --> 00:03:08.900]  壞樹有它的壞生命
[00:03:08.900 --> 00:03:12.200]  從它的壞生命裡頭就結壞果子
[00:03:12.700 --> 00:03:15.700]  所以根本的問題是樹的生命
[00:03:15.700 --> 00:03:18.500]  生命好果子就好
[00:03:18.500 --> 00:03:20.700]  生命不好果子就不好
[00:03:20.700 --> 00:03:25.800]  所以這是一個非常基本的一個真理
[00:03:25.800 --> 00:03:32.200]  不是外面如何的來裝飾這棵樹
[00:03:32.200 --> 00:03:37.500]  不是把假的果子裝上去作為裝飾
[00:03:38.400 --> 00:03:42.700]  外面不能夠更改樹裡面的生命
[00:03:42.700 --> 00:03:46.200]  如果要讓這個樹結好果子
[00:03:46.200 --> 00:03:48.800]  必須改變它的生命
[00:03:48.800 --> 00:03:54.100]  生命不改變就不能結出好果子來
[00:03:54.100 --> 00:03:57.200]  耶穌基督到世界上來
[00:03:57.200 --> 00:04:01.500]  祂的主要的工作是生命的工作
[00:04:01.500 --> 00:04:04.100]  給人新的生命
[00:04:04.800 --> 00:04:08.600]  不是要把人的舊生命來改良
[00:04:08.600 --> 00:04:11.600]  舊生命改來改去
[00:04:11.600 --> 00:04:14.900]  不能夠真正解決問題
[00:04:14.900 --> 00:04:17.100]  你改到這裡那裡出毛病
[00:04:17.100 --> 00:04:19.600]  你改到那裡另外一個地方出毛病
[00:04:19.600 --> 00:04:24.300]  那是捨本其末
[00:04:24.300 --> 00:04:27.700]  那是延暮求魚
[00:04:27.700 --> 00:04:30.100]  所以耶穌基督來
[00:04:30.100 --> 00:04:33.100]  祂的第一個工作不是講道德
[00:04:33.600 --> 00:04:35.200]  不是講仁義
[00:04:35.200 --> 00:04:40.200]  因為世上道德仁義講的很多了
[00:04:40.200 --> 00:04:43.700]  哪一個人不曉得道德仁義呢
[00:04:43.700 --> 00:04:45.500]  人人都曉得
[00:04:45.500 --> 00:04:47.900]  但是曉得是一回事
[00:04:47.900 --> 00:04:50.700]  祂的生活
[00:04:50.700 --> 00:04:54.100]  祂的行為是另外一件事
[00:04:54.100 --> 00:04:59.500]  所以主耶穌很瞭解人類的需要
[00:04:59.500 --> 00:05:02.600]  祂不是從道德入手
[00:05:03.600 --> 00:05:05.800]  祂是從生命入手
[00:05:05.800 --> 00:05:09.300]  當一個人打開他的心
[00:05:09.300 --> 00:05:12.800]  用信心接受耶穌基督的時候
[00:05:12.800 --> 00:05:16.300]  耶穌基督的生命進到他的裡面
[00:05:16.300 --> 00:05:20.000]  才能改變他的舊生命
[00:05:20.000 --> 00:05:22.700]  所以主耶穌首先
[00:05:22.700 --> 00:05:27.000]  基本主要是講生命的真理
[00:05:27.000 --> 00:05:28.700]  不是講道德
[00:05:28.700 --> 00:05:32.100]  當然這個意思不是說
[00:05:32.300 --> 00:05:35.000]  主耶穌完全不講道德
[00:05:35.000 --> 00:05:35.600]  不是
[00:05:35.600 --> 00:05:38.500]  主耶穌有一個先後的次序
[00:05:38.500 --> 00:05:40.400]  生命在先
[00:05:40.400 --> 00:05:41.700]  道德在後
[00:05:41.700 --> 00:05:44.200]  你生命好了
[00:05:44.200 --> 00:05:46.500]  你的行為一定好
[00:05:46.500 --> 00:05:48.000]  好像一棵樹
[00:05:48.000 --> 00:05:49.200]  生命好了
[00:05:49.200 --> 00:05:50.600]  果子一定好
[00:05:50.600 --> 00:05:56.400]  所以主耶穌是要根本解決人的問題
[00:05:59.800 --> 00:06:03.000]  我從前住在香港的時候
[00:06:03.000 --> 00:06:05.400]  我在香港住了37年
[00:06:05.400 --> 00:06:09.500]  在兩年前就來到美國
[00:06:09.500 --> 00:06:13.100]  我在香港65歲退休
[00:06:13.100 --> 00:06:18.700]  那裡的我們的會章就是65歲要退休
[00:06:18.700 --> 00:06:22.500]  但是美國工作的時間可以到70歲
[00:06:22.500 --> 00:06:25.700]  所以我過來美國再工作5年
[00:06:27.000 --> 00:06:31.200]  我在香港的時候曾經住過一個地方
[00:06:31.200 --> 00:06:33.300]  這個地方有個小院子
[00:06:33.300 --> 00:06:35.900]  院子裡面有幾棵的玫瑰花
[00:06:35.900 --> 00:06:38.600]  開玫瑰很漂亮
[00:06:38.600 --> 00:06:45.100]  那個種玫瑰的人就告訴我說
[00:06:45.100 --> 00:06:48.000]  他說這些玫瑰
[00:06:48.000 --> 00:06:50.900]  你曉得是怎麼來的嗎
[00:06:50.900 --> 00:06:53.500]  我說你講講
[00:06:53.500 --> 00:06:56.300]  他就說原來是經濟
[00:06:57.300 --> 00:07:00.300]  後來就用解枝的方法
[00:07:00.300 --> 00:07:03.300]  把經濟上面的枝子剪掉
[00:07:03.300 --> 00:07:06.600]  把玫瑰的枝子解上去
[00:07:06.600 --> 00:07:09.000]  然後就開玫瑰花了
[00:07:09.000 --> 00:07:10.400]  原來是經濟
[00:07:10.400 --> 00:07:14.200]  但是他跟著說要小心
[00:07:14.200 --> 00:07:18.400]  如果你下面的枝子不常常修剪的話
[00:07:18.400 --> 00:07:22.200]  這個經濟的那個本性又會出來了
[00:07:22.200 --> 00:07:25.700]  這個玫瑰花就開不成了
[00:07:26.000 --> 00:07:29.300]  又回復了經濟的那個情況
[00:07:29.300 --> 00:07:31.300]  我覺得很有意思
[00:07:31.300 --> 00:07:34.900]  我們的生命也是這樣
[00:07:34.900 --> 00:07:37.000]  我們相信主的時候
[00:07:37.000 --> 00:07:39.100]  就是和主解起來的
[00:07:39.100 --> 00:07:42.300]  主的生命進來了
[00:07:42.300 --> 00:07:45.300]  我們就開始有了新的表現
[00:07:45.300 --> 00:07:47.200]  因為生命改變了
[00:07:47.200 --> 00:07:51.600]  但是原來我們的舊生命
[00:07:51.600 --> 00:07:54.200]  的余流的部分還在
[00:07:55.300 --> 00:07:59.100]  我們的舊生命還沒有除根
[00:07:59.100 --> 00:08:00.400]  聖經告訴我們
[00:08:00.400 --> 00:08:03.300]  將來我們建築的時候
[00:08:03.300 --> 00:08:05.400]  我們的身體得俗的時候
[00:08:05.400 --> 00:08:08.100]  這個舊生命才完全的消除
[00:08:08.100 --> 00:08:12.800]  現在是新的舊的同時存在
[00:08:12.800 --> 00:08:16.900]  所以如果我們不常常修剪
[00:08:16.900 --> 00:08:20.800]  我們那個老自己的特性
[00:08:20.800 --> 00:08:23.000]  如果不常常的對付它
[00:08:23.600 --> 00:08:25.500]  我們如果沒有殊靈的追求
[00:08:25.500 --> 00:08:27.200]  沒有殊靈的學習
[00:08:27.200 --> 00:08:29.400]  沒有自我的對付
[00:08:29.400 --> 00:08:33.300]  我們那個老的情況慢慢又出來了
[00:08:33.300 --> 00:08:37.500]  你看這是一個很真實的一個情況
[00:08:37.500 --> 00:08:39.300]  耶穌基督來
[00:08:39.300 --> 00:08:43.900]  就是要好像用解之的方法
[00:08:43.900 --> 00:08:47.000]  把他的生命透過信心
[00:08:47.000 --> 00:08:49.200]  解在我們的裡面
[00:08:49.200 --> 00:08:53.400]  信也就是結聯的意思
[00:08:54.200 --> 00:08:56.500]  聖經很注重信
[00:08:56.500 --> 00:08:58.200]  為什麼呢
[00:08:58.200 --> 00:09:02.600]  因為這個結聯的作用很基本很重要
[00:09:02.600 --> 00:09:06.700]  我們把這個電流一按
[00:09:06.700 --> 00:09:08.500]  燈光就亮了
[00:09:08.500 --> 00:09:11.700]  因為結聯而通了
[00:09:11.700 --> 00:09:14.100]  電流一通
[00:09:14.100 --> 00:09:16.100]  燈就亮了
[00:09:16.100 --> 00:09:19.800]  所以那個作用很基本
[00:09:19.800 --> 00:09:22.200]  很簡單變得很基本
[00:09:22.700 --> 00:09:25.900]  聖經講的信心也就是這樣
[00:09:25.900 --> 00:09:28.800]  我們不信主
[00:09:28.800 --> 00:09:30.900]  就和主沒有結聯
[00:09:30.900 --> 00:09:32.000]  沒有關係
[00:09:32.000 --> 00:09:35.000]  我們不信上帝和上帝沒有結聯
[00:09:35.000 --> 00:09:36.000]  沒有關係
[00:09:36.000 --> 00:09:41.300]  結果上帝的恩典、慈愛、能力、真理
[00:09:41.300 --> 00:09:43.700]  和我們沒有關係
[00:09:43.700 --> 00:09:47.700]  我們是在神的救恩之外
[00:09:47.700 --> 00:09:49.900]  真理、慈愛之外
[00:09:51.300 --> 00:09:53.800]  信就是結聯
[00:09:53.800 --> 00:09:55.100]  就是解受
[00:09:55.100 --> 00:09:59.600]  因為我有一個禮物要送給你
[00:09:59.600 --> 00:10:02.400]  我說我這裡有一個禮物要送給你
[00:10:02.400 --> 00:10:03.400]  但是你不信
[00:10:03.400 --> 00:10:05.300]  但是你的手就不會伸出來
[00:10:05.300 --> 00:10:06.300]  你不會伸出來
[00:10:06.300 --> 00:10:08.500]  我這個禮物就沒有辦法交給你
[00:10:08.500 --> 00:10:10.700]  信很簡單
[00:10:10.700 --> 00:10:14.700]  但是是有基本的作用
[00:10:14.700 --> 00:10:18.100]  基督徒的信心也是一樣
[00:10:19.200 --> 00:10:22.200]  聖經說我們信有上帝
[00:10:22.200 --> 00:10:24.000]  我們信
[00:10:24.000 --> 00:10:27.300]  祂是我們的天父
[00:10:27.300 --> 00:10:28.700]  我們信
[00:10:28.700 --> 00:10:32.400]  祂在耶穌基督里為我們預備了救恩
[00:10:32.400 --> 00:10:36.600]  我們有了這樣的基本的信心
[00:10:36.600 --> 00:10:38.000]  心就開了
[00:10:38.000 --> 00:10:41.100]  解受的手就伸出來了
[00:10:41.100 --> 00:10:43.000]  就可以解受
[00:10:43.000 --> 00:10:44.900]  信是很單純的
[00:10:44.900 --> 00:10:47.100]  很單純的
[00:10:47.100 --> 00:10:51.000]  但是它的作用卻是很大
[00:10:51.000 --> 00:10:54.200]  所以主耶穌到世上來
[00:10:54.200 --> 00:10:59.900]  把祂的生命給我們
[00:10:59.900 --> 00:11:03.200]  讓我們借著信心來接受
[00:11:03.200 --> 00:11:05.300]  來得著
[00:11:05.300 --> 00:11:08.700]  那麼現在我們看
[00:11:08.700 --> 00:11:14.000]  第二方面的第二個問題
[00:11:14.000 --> 00:11:18.000]  帶出第二種人生基本的真理
[00:11:18.000 --> 00:11:22.500]  那就是品格道德了
[00:11:22.500 --> 00:11:27.000]  講了生命就跟著講道德了
[00:11:27.000 --> 00:11:33.400]  主耶穌很注重我們的人生的真正的品格
[00:11:33.400 --> 00:11:37.100]  主耶穌講善
[00:11:37.100 --> 00:11:39.000]  良善的善
[00:11:39.000 --> 00:11:41.300]  祂怎麼樣講善呢
[00:11:42.000 --> 00:11:44.200]  我們看第六章
[00:11:44.200 --> 00:11:47.800]  第六章第三節
[00:11:47.800 --> 00:11:52.100]  第六章第三節
[00:11:52.100 --> 00:11:55.900]  你施捨的時候
[00:11:55.900 --> 00:12:00.000]  不要叫左手知道右手所做的
[00:12:00.000 --> 00:12:02.000]  這個話很有意思
[00:12:02.000 --> 00:12:05.100]  也講得很強
[00:12:05.100 --> 00:12:06.600]  也很生動
[00:12:06.600 --> 00:12:10.900]  在這裡主耶穌講到真的善
[00:12:11.600 --> 00:12:14.500]  主耶穌講這個真的善的背景
[00:12:14.500 --> 00:12:18.100]  就是當時的法利塞人的假冒為善
[00:12:18.100 --> 00:12:22.500]  那是假的善為善
[00:12:22.500 --> 00:12:27.800]  主耶穌針對假的善來講真的善
[00:12:27.800 --> 00:12:31.800]  真的善有一個真的動機
[00:12:31.800 --> 00:12:35.800]  所以主耶穌說一個人真行善的時候
[00:12:35.800 --> 00:12:38.000]  他是暗中去行的
[00:12:38.000 --> 00:12:40.200]  他左手做的
[00:12:40.600 --> 00:12:42.000]  不叫右手知道
[00:12:42.000 --> 00:12:45.000]  右手做的不叫左手知道
[00:12:45.000 --> 00:12:47.000]  意思就是說
[00:12:47.000 --> 00:12:48.900]  不是為了叫人知道
[00:12:48.900 --> 00:12:50.600]  不是為了名譽
[00:12:50.600 --> 00:12:53.700]  不是為了得人的稱贊誇獎
[00:12:53.700 --> 00:12:55.900]  不是
[00:12:55.900 --> 00:12:59.000]  乃是為了行善而行善
[00:12:59.000 --> 00:13:01.800]  這是主耶穌講的善
[00:13:01.800 --> 00:13:06.000]  這是我們要學習的善
[00:13:06.000 --> 00:13:09.400]  這個世上許多的人
[00:13:09.900 --> 00:13:10.900]  行善
[00:13:10.900 --> 00:13:12.400]  但他們有一個目的
[00:13:12.400 --> 00:13:15.100]  就得到一個貶
[00:13:15.100 --> 00:13:17.300]  樂善好事
[00:13:17.300 --> 00:13:19.400]  這是善人之家
[00:13:19.400 --> 00:13:21.400]  是大善人
[00:13:21.400 --> 00:13:25.800]  有的人行善是沽名釣譽
[00:13:25.800 --> 00:13:29.900]  這個沽就是埋的意思
[00:13:29.900 --> 00:13:33.300]  沽名就是用善來埋名譽
[00:13:33.300 --> 00:13:39.000]  釣譽好像釣魚一樣來釣名譽
[00:13:39.500 --> 00:13:41.100]  一個人怎麼釣魚呢
[00:13:41.100 --> 00:13:42.800]  就拿一個魚鈎
[00:13:42.800 --> 00:13:44.700]  放上魚食
[00:13:44.700 --> 00:13:47.600]  然後就放在河裡
[00:13:47.600 --> 00:13:48.700]  放在海裡
[00:13:48.700 --> 00:13:50.700]  釣魚
[00:13:50.700 --> 00:13:53.500]  那個魚看見那個魚食
[00:13:53.500 --> 00:13:56.300]  就張口要來吞吃它
[00:13:56.300 --> 00:13:58.500]  結果就上鈎了
[00:13:58.500 --> 00:14:02.700]  那釣魚的人是用一點點魚食
[00:14:02.700 --> 00:14:05.000]  要得到一條大魚
[00:14:05.000 --> 00:14:08.100]  所以他用魚食有一個目的
[00:14:08.600 --> 00:14:10.400]  要得到一條大魚
[00:14:10.400 --> 00:14:14.600]  有的人行善就是沽名釣譽
[00:14:14.600 --> 00:14:18.800]  他的目的得到一個善人的名譽
[00:14:18.800 --> 00:14:20.600]  要得到榮耀
[00:14:20.600 --> 00:14:22.600]  有一次在香港
[00:14:22.600 --> 00:14:24.100]  香港有一個
[00:14:24.100 --> 00:14:30.300]  有幾家的報紙
[00:14:30.300 --> 00:14:33.500]  每年春節的時候
[00:14:33.500 --> 00:14:37.700]  推行祭品運動
[00:14:38.000 --> 00:14:39.200]  運動祭
[00:14:39.200 --> 00:14:40.600]  就是祭祝
[00:14:40.600 --> 00:14:45.600]  幫助窮人的一個慈善的運動
[00:14:45.600 --> 00:14:46.900]  大家都捐錢
[00:14:46.900 --> 00:14:47.600]  捐錢
[00:14:47.600 --> 00:14:49.300]  然後幫助窮人
[00:14:49.300 --> 00:14:52.800]  那麼在那個報告裡頭
[00:14:52.800 --> 00:14:55.800]  我認識一個工作的人員
[00:14:55.800 --> 00:14:56.900]  編輯之一
[00:14:56.900 --> 00:15:00.000]  他有一次告訴我一件事實
[00:15:00.000 --> 00:15:00.600]  他說
[00:15:00.600 --> 00:15:02.000]  有一年
[00:15:02.000 --> 00:15:03.900]  他們收到一封信
[00:15:03.900 --> 00:15:06.400]  這個信裡面說
[00:15:06.800 --> 00:15:10.800]  我預備捐十萬塊港幣
[00:15:10.800 --> 00:15:13.000]  為了祭品運動
[00:15:13.000 --> 00:15:14.800]  但是有個條件
[00:15:14.800 --> 00:15:17.400]  我這個信里附了我的像片
[00:15:17.400 --> 00:15:20.800]  這個照片如果你不照登出來
[00:15:20.800 --> 00:15:23.300]  這個十萬我就不捐
[00:15:23.300 --> 00:15:28.000]  這個條件就是把我的照片要登出來
[00:15:28.000 --> 00:15:31.100]  要說明我是什麼什麼人
[00:15:31.100 --> 00:15:34.100]  那麼這個
[00:15:35.100 --> 00:15:38.400]  這個報紙照辦不照辦
[00:15:38.400 --> 00:15:41.600]  他們在商量商量過以後還是照辦
[00:15:41.600 --> 00:15:43.300]  意思就是說
