
[00:00:00.000 --> 00:00:03.000]  大家翻到聖經《馬太福音》第七章
[00:00:03.000 --> 00:00:05.000]  我們剛才讀的經文
[00:00:05.000 --> 00:00:10.900]  當我們讀到登山補訓的時候
[00:00:10.900 --> 00:00:14.400]  會很清楚講到主耶穌的教導
[00:00:14.400 --> 00:00:18.200]  上上提及有關天國的道理
[00:00:18.200 --> 00:00:20.200]  而主耶穌的門徒
[00:00:20.200 --> 00:00:24.000]  他們應該有的生活的言語行為
[00:00:24.000 --> 00:00:29.000]  正是描述在《馬太福音》這段登山補訓裏面
[00:00:29.000 --> 00:00:33.200]  其中主耶穌是不斷講到有天國的事實
[00:00:33.200 --> 00:00:35.000]  所以你記得我們讀到第五章的時候
[00:00:35.000 --> 00:00:36.400]  主耶穌就說
[00:00:36.400 --> 00:00:39.000]  哪一個如果廢掉
[00:00:39.000 --> 00:00:42.200]  神的誡命當中最少的一條
[00:00:42.200 --> 00:00:46.800]  在天國裏面他是最少的
[00:00:46.800 --> 00:00:48.600]  哪一個遵行神的誡命
[00:00:48.600 --> 00:00:50.600]  有教導別人遵行的
[00:00:50.600 --> 00:00:55.200]  在天國裏面他是稱為最大的
[00:00:55.200 --> 00:00:58.000]  不斷講到天國的道理
[00:00:58.000 --> 00:01:02.400]  但當然同時主耶穌也都講到有地獄的事實
[00:01:02.400 --> 00:01:06.000]  因此你記得當主耶穌提到不可兼任的時候
[00:01:06.000 --> 00:01:08.000]  主就很清楚講
[00:01:08.000 --> 00:01:11.400]  寧願我們失去身體的一部分
[00:01:11.400 --> 00:01:13.600]  好過我們全身完整
[00:01:13.600 --> 00:01:17.000]  但是被丟在地獄裏
[00:01:17.000 --> 00:01:18.600]  他又提醒我們要小心
[00:01:18.600 --> 00:01:21.200]  不要責罵你的弟兄做魔力
[00:01:21.200 --> 00:01:23.400]  是一個羞辱的含義
[00:01:23.400 --> 00:01:25.000]  如果這樣做的話
[00:01:25.000 --> 00:01:29.000]  你難逃地獄的火
[00:01:29.000 --> 00:01:31.600]  聖經很清楚講到有天國
[00:01:31.600 --> 00:01:34.200]  有地獄的事實
[00:01:34.200 --> 00:01:35.600]  而你和我也都清楚知道
[00:01:35.600 --> 00:01:39.200]  神的心意很盼望將救恩賜給我們
[00:01:39.200 --> 00:01:41.800]  領受神給我們永恆的國
[00:01:41.800 --> 00:01:44.200]  永恆的生命的祝福
[00:01:44.200 --> 00:01:47.200]  來到這段經文的最後一個小段的時候
[00:01:47.200 --> 00:01:49.000]  主耶穌講了一句話
[00:01:49.000 --> 00:01:50.400]  叫你們不要以為
[00:01:50.400 --> 00:01:52.800]  每一個稱呼我主啊主的人
[00:01:52.800 --> 00:01:56.200]  都能進天國
[00:01:56.200 --> 00:01:58.600]  就算你充滿著愛意
[00:01:58.600 --> 00:02:00.600]  充滿著感情和主講
[00:02:00.600 --> 00:02:02.400]  主啊主啊
[00:02:02.400 --> 00:02:07.400]  不一定因此可以進到天國
[00:02:07.400 --> 00:02:09.400]  自然我們的問題會問一個
[00:02:09.400 --> 00:02:11.200]  很重要的問題
[00:02:11.200 --> 00:02:15.000]  就是哪一個能夠進天國
[00:02:15.000 --> 00:02:17.400]  因此在第七章第21節
[00:02:17.400 --> 00:02:19.600]  主就這樣講了
[00:02:19.600 --> 00:02:21.800]  他說不是每一個對我說
[00:02:21.800 --> 00:02:23.400]  主啊主啊的人
[00:02:23.400 --> 00:02:25.600]  都能進天國
[00:02:25.600 --> 00:02:29.200]  唯有遵行我天父旨意的人
[00:02:29.200 --> 00:02:32.200]  才能進去
[00:02:32.200 --> 00:02:33.600]  聖經所講的
[00:02:33.600 --> 00:02:35.400]  不是那些說主啊主啊的人
[00:02:35.400 --> 00:02:38.600]  是講那些只能夠說話的人
[00:02:38.600 --> 00:02:40.000]  只能夠在口頭裡面
[00:02:40.000 --> 00:02:44.800]  宣認耶穌基督的這個身份
[00:02:44.800 --> 00:02:46.800]  當然聖經的含義就是
[00:02:46.800 --> 00:02:49.600]  就算是有正確的宣認
[00:02:49.600 --> 00:02:54.400]  並不足夠讓我們能夠進入神的國
[00:02:54.400 --> 00:02:55.600]  大家會記得當主耶穌
[00:02:55.600 --> 00:02:57.200]  去到格拉森的地方
[00:02:57.200 --> 00:02:59.200]  遇到一個被鬼附的人
[00:02:59.200 --> 00:03:00.600]  他出來的時候
[00:03:00.600 --> 00:03:02.600]  就跟主耶穌講了一句話
[00:03:02.600 --> 00:03:04.400]  他說什麼?
[00:03:04.400 --> 00:03:07.800]  他說:至高神的兒子耶穌
[00:03:07.800 --> 00:03:11.000]  沒錯魔鬼在他裡面來講話
[00:03:11.000 --> 00:03:14.200]  但是所宣認的是正確的
[00:03:14.200 --> 00:03:17.000]  他是至高神的兒子
[00:03:17.000 --> 00:03:19.600]  但是魔鬼宣認耶穌的身份
[00:03:19.600 --> 00:03:22.200]  不等於他去敬畏上帝
[00:03:22.200 --> 00:03:25.000]  不等於他去跟隨上帝
[00:03:25.000 --> 00:03:27.400]  因此就算是惡者
[00:03:27.400 --> 00:03:29.800]  都會懂得去宣認
[00:03:29.800 --> 00:03:31.200]  當然我們知道
[00:03:31.200 --> 00:03:33.600]  宣認真理是重要
[00:03:33.600 --> 00:03:38.400]  但是只是口裡宣認是不足夠
[00:03:38.400 --> 00:03:39.800]  所以主耶穌就說
[00:03:39.800 --> 00:03:43.800]  唯有遵行我天父旨意的人
[00:03:43.800 --> 00:03:48.800]  那些真正的來聽從的人
[00:03:48.800 --> 00:03:50.400]  而你發覺聖經所講的
[00:03:50.400 --> 00:03:52.200]  這些真實的行為
[00:03:52.200 --> 00:03:56.800]  才是進到天國的根據
[00:03:56.800 --> 00:03:57.800]  但是在這個時候
[00:03:57.800 --> 00:03:59.400]  可能大家立刻會想
[00:03:59.400 --> 00:04:00.800]  我們豈不是常常讀聖經
[00:04:00.800 --> 00:04:03.600]  講到「恩信稱義」嗎?
[00:04:03.600 --> 00:04:04.800]  我們因著相信
[00:04:04.800 --> 00:04:07.000]  而能夠領受神給我們的救恩
[00:04:07.000 --> 00:04:08.400]  羅莫書清楚講
[00:04:08.400 --> 00:04:10.000]  口裡承認
[00:04:10.000 --> 00:04:12.600]  然後心裡相信
[00:04:12.600 --> 00:04:15.800]  就必得救
[00:04:15.800 --> 00:04:17.000]  聖經清楚講
[00:04:17.000 --> 00:04:20.200]  人帶著真實的信心
[00:04:20.200 --> 00:04:22.200]  接受耶穌基督作救主
[00:04:22.200 --> 00:04:23.400]  作生命的主
[00:04:23.400 --> 00:04:25.800]  就領受救恩
[00:04:25.800 --> 00:04:27.400]  當然聖經所講到的
[00:04:27.400 --> 00:04:29.600]  是講真實的信心
[00:04:29.600 --> 00:04:33.200]  是必然會有行為的表現
[00:04:33.200 --> 00:04:36.200]  而不是分割出來的
[00:04:36.200 --> 00:04:37.400]  你會察覺到
[00:04:37.400 --> 00:04:38.800]  聖經裡面提到
[00:04:38.800 --> 00:04:41.000]  在一個人生命裡面
[00:04:41.000 --> 00:04:42.000]  如果他說
[00:04:42.000 --> 00:04:44.000]  我信上帝的
[00:04:44.000 --> 00:04:45.600]  我相信有位上帝
[00:04:45.600 --> 00:04:47.600]  但是生活上他的行為
[00:04:47.600 --> 00:04:48.600]  清楚表達出
[00:04:48.600 --> 00:04:50.600]  他沒有去敬畏神
[00:04:50.600 --> 00:04:51.800]  他只是自我中心
[00:04:51.800 --> 00:04:54.200]  按自己所喜歡的去做
[00:04:54.200 --> 00:04:56.000]  大概你會懷疑這個人
[00:04:56.000 --> 00:05:00.600]  究竟他是不是真正相信有上帝
[00:05:00.600 --> 00:05:01.600]  真正的相信
[00:05:01.600 --> 00:05:03.200]  會是很具體的
[00:05:03.200 --> 00:05:06.600]  在生活上會表露出來
[00:05:06.600 --> 00:05:08.200]  一隻雅各書就講
[00:05:08.200 --> 00:05:11.600]  他說沒有行為的信心
[00:05:11.600 --> 00:05:12.600]  是什麼?
[00:05:12.600 --> 00:05:15.200]  是死的信心
[00:05:15.200 --> 00:05:16.200]  主耶穌講到
[00:05:16.200 --> 00:05:19.000]  唯有遵行天父旨的人
[00:05:19.000 --> 00:05:21.200]  是真正相信主
[00:05:21.200 --> 00:05:25.200]  又真實地去跟隨主的人
[00:05:25.200 --> 00:05:26.200]  當你這樣看的時候
[00:05:26.200 --> 00:05:29.200]  你會想起主耶穌另外所講的話
[00:05:29.200 --> 00:05:31.400]  在《約翰福音》第十五章提到
[00:05:31.400 --> 00:05:34.000]  枝子和葡萄樹
[00:05:34.000 --> 00:05:35.800]  那種真實的關係
[00:05:35.800 --> 00:05:37.000]  我請大家都去看一看
[00:05:37.000 --> 00:05:41.000]  《約翰福音》第十五章
[00:05:41.000 --> 00:05:46.200]  後面《約翰福音》第十五章
[00:05:46.200 --> 00:05:50.200]  我們看右邊和合本
[00:05:50.200 --> 00:05:55.400]  十五章第二節就這樣講
[00:05:55.400 --> 00:05:59.400]  主說:凡屬我不結果子的枝子
[00:05:59.400 --> 00:06:02.200]  他就剪去
[00:06:02.200 --> 00:06:03.400]  凡屬於主
[00:06:03.400 --> 00:06:06.000]  但他生命沒有結出果子來
[00:06:06.000 --> 00:06:09.400]  就被剪去
[00:06:09.400 --> 00:06:12.000]  然後你再看下面的時候就提到
[00:06:12.000 --> 00:06:14.600]  你再看第五節
[00:06:14.600 --> 00:06:17.200]  「我是葡萄樹,你們是枝子
[00:06:17.200 --> 00:06:19.000]  常在我裡面的
[00:06:19.000 --> 00:06:21.000]  我也常在他裡面
[00:06:21.000 --> 00:06:23.800]  只能就多結果子」
[00:06:23.800 --> 00:06:25.200]  要能夠多結果子
[00:06:25.200 --> 00:06:28.200]  必須是常在主的裡面
[00:06:28.200 --> 00:06:29.400]  因為來了我
[00:06:29.400 --> 00:06:32.400]  你們就不能做什麼
[00:06:32.400 --> 00:06:34.200]  主耶穌上上這樣勉勵
[00:06:34.200 --> 00:06:38.600]  他的門徒要常在主的裡面
[00:06:38.600 --> 00:06:41.400]  這是一種關係
[00:06:41.400 --> 00:06:43.600]  有些人就說登山補訓
[00:06:43.600 --> 00:06:44.800]  很好的道理
[00:06:44.800 --> 00:06:45.800]  不過太理想了
[00:06:45.800 --> 00:06:48.000]  人做不到的
[00:06:48.000 --> 00:06:49.200]  聖經裡面從沒有說
[00:06:49.200 --> 00:06:51.000]  我們可以靠自己的努力
[00:06:51.000 --> 00:06:55.200]  可以達到神對我們的期望
[00:06:55.200 --> 00:06:57.000]  如果一枝的枝子
[00:06:57.000 --> 00:06:59.200]  凡屬於自己是不會結果子的
[00:06:59.200 --> 00:07:01.600]  除非它摺在葡萄樹上
[00:07:01.600 --> 00:07:04.000]  就能夠生出果子
[00:07:04.000 --> 00:07:06.800]  一個人如果不是摺在主耶穌的身上
[00:07:06.800 --> 00:07:10.200]  和一位天地的主有真實的關係
[00:07:10.200 --> 00:07:13.000]  他是不可能會結出果子的
[00:07:13.000 --> 00:07:13.800]  天地主就說
[00:07:13.800 --> 00:07:16.800]  你們要常在我的裡面
[00:07:16.800 --> 00:07:19.200]  這個常在也都意味著
[00:07:19.200 --> 00:07:22.800]  人是持久和主有一種的關係
[00:07:22.800 --> 00:07:24.400]  我翻譯英文的翻譯
[00:07:24.400 --> 00:07:26.600]  Remains in me
[00:07:26.600 --> 00:07:31.600]  上上保存自己在神的裡面
[00:07:31.600 --> 00:07:32.800]  你再看下去的時候
[00:07:32.800 --> 00:07:34.400]  聖經再進一步說
[00:07:34.400 --> 00:07:38.200]  這個常在是說常在主的愛中
[00:07:38.200 --> 00:07:41.600]  你再看下第十節
[00:07:41.600 --> 00:07:43.400]  你們若遵守我的命令
[00:07:43.400 --> 00:07:46.000]  就常在我的外裡
[00:07:46.000 --> 00:07:48.800]  正如我遵守了我父的命令
[00:07:48.800 --> 00:07:52.600]  就常在他的外裡
[00:07:52.600 --> 00:07:54.600]  有人你知道是愛你的
[00:07:54.600 --> 00:07:56.000]  對你有些提示
[00:07:56.000 --> 00:07:57.600]  有一些勸告
[00:07:57.600 --> 00:08:00.000]  你聽他的吩咐做出來
[00:08:00.000 --> 00:08:03.000]  因此你知道得到好處
