
[00:00:00.000 --> 00:00:02.000]  我們先祈禱一開始
[00:00:02.000 --> 00:00:04.000]  我們參加主耶穌基督
[00:00:04.000 --> 00:00:07.000]  多謝祢在過去這幾堂的當中
[00:00:07.000 --> 00:00:09.000]  賜給我們祢自己的智慧
[00:00:09.000 --> 00:00:13.000]  賜給我們聖靈上的帶領和能力
[00:00:13.000 --> 00:00:14.000]  又賜給我們有真理
[00:00:14.000 --> 00:00:15.000]  我們多謝祢
[00:00:15.000 --> 00:00:17.000]  主耶穌祢知道我們過去這幾堂
[00:00:17.000 --> 00:00:19.000]  都是要思考祢
[00:00:19.000 --> 00:00:21.000]  去問關於祢的問題
[00:00:21.000 --> 00:00:24.000]  要思想關於祢所成就的工作
[00:00:24.000 --> 00:00:26.000]  祢所成就的恩典
[00:00:26.000 --> 00:00:28.000]  主耶穌今天我們來到最後一堂的時候
[00:00:28.000 --> 00:00:31.000]  我們懇求祢在我們當中來助席
[00:00:31.000 --> 00:00:32.000]  祢與我們同在
[00:00:32.000 --> 00:00:34.000]  祢臨隔道在我們當中
[00:00:34.000 --> 00:00:37.000]  藉著聖靈教導我們關於祢自己的真理
[00:00:37.000 --> 00:00:40.000]  主耶穌知道關於祢在世上有很多事情
[00:00:40.000 --> 00:00:42.000]  我們仍然有很多不明白的地方
[00:00:42.000 --> 00:00:43.000]  有很多謎
[00:00:43.000 --> 00:00:45.000]  我們都很想知道答案
[00:00:45.000 --> 00:00:48.000]  求主給我們一個謙卑的心
[00:00:48.000 --> 00:00:50.000]  讓我們知道關於祢的事情
[00:00:50.000 --> 00:00:53.000]  主耶穌一生甚至以後永恆
[00:00:53.000 --> 00:00:55.000]  我們都不能夠完全的了解
[00:00:55.000 --> 00:00:56.000]  但求主讓我們能夠了解
[00:00:56.000 --> 00:00:58.000]  我們應該了解的
[00:00:58.000 --> 00:00:59.000]  解開我們的疑團
[00:00:59.000 --> 00:01:01.000]  主祈願祢讓我們有受教育的機會
[00:01:01.000 --> 00:01:04.000]  讓我們在二十世紀有了這麼多的心理
[00:01:04.000 --> 00:01:07.000]  這麼多其他的學科的背景
[00:01:07.000 --> 00:01:09.000]  眾人心知道祢會恩代我們
[00:01:09.000 --> 00:01:11.000]  讓我們對祢的了解更加深刻
[00:01:11.000 --> 00:01:13.000]  對祢的體會更加明白
[00:01:13.000 --> 00:01:16.000]  幫助我們今晚去思想自己的人性的時候
[00:01:16.000 --> 00:01:18.000]  心裡面得到鼓勵
[00:01:18.000 --> 00:01:20.000]  祈禱奉耶穌的名
[00:01:20.000 --> 00:01:21.000]  阿們
[00:01:22.000 --> 00:01:24.000]  上一堂大家都記得
[00:01:24.000 --> 00:01:26.000]  我和大家交代了歷史上
[00:01:26.000 --> 00:01:29.000]  這兩個派系的看法
[00:01:29.000 --> 00:01:30.000]  亞歷山大學派
[00:01:30.000 --> 00:01:31.000]  Alexandrian
[00:01:31.000 --> 00:01:33.000]  和安提拉學派
[00:01:33.000 --> 00:01:35.000]  Antiochian的學派
[00:01:35.000 --> 00:01:38.000]  亞歷山大學派和安提拉學派
[00:01:38.000 --> 00:01:40.000]  有相當不同的起始點
[00:01:40.000 --> 00:01:41.000]  有不同的觀念
[00:01:41.000 --> 00:01:43.000]  也有不同的結論
[00:01:43.000 --> 00:01:47.000]  也有不同的極端化所產生的危險
[00:01:47.000 --> 00:01:49.000]  上一堂我沒有給大家什麼
[00:01:49.000 --> 00:01:50.000]  自己的一個答案
[00:01:50.000 --> 00:01:52.000]  我覺得這個是合理的
[00:01:52.000 --> 00:01:56.000]  因為先給大家一個比較客觀的了解
[00:01:56.000 --> 00:01:58.000]  這一堂我都不會和大家
[00:01:58.000 --> 00:02:02.000]  很詳細的評論哪個學派是好
[00:02:02.000 --> 00:02:03.000]  哪個學派是不好
[00:02:03.000 --> 00:02:05.000]  我只是再加深一點
[00:02:05.000 --> 00:02:07.000]  他們已經開始了的問題
[00:02:07.000 --> 00:02:09.000]  然後等在比較現代
[00:02:09.000 --> 00:02:12.000]  二十世紀的背景裡面
[00:02:12.000 --> 00:02:15.000]  去問一個更加徹底的問題
[00:02:15.000 --> 00:02:18.000]  就是究竟耶穌是誰
[00:02:19.000 --> 00:02:24.000]  我想從上一堂的加西頓信經
[00:02:24.000 --> 00:02:26.000]  作為一個簡單的起始點
[00:02:26.000 --> 00:02:28.000]  其實我們說了很多了
[00:02:28.000 --> 00:02:30.000]  加西頓信經就是最後
[00:02:30.000 --> 00:02:32.000]  亞歷山大學派和安提拉學派
[00:02:32.000 --> 00:02:36.000]  兩個之間可以協調的一個方案
[00:02:36.000 --> 00:02:40.000]  這個方案就有它的特色在這裡
[00:02:40.000 --> 00:02:41.000]  如果大家還記得上個星期
[00:02:41.000 --> 00:02:43.000]  我不重複上個星期說的那些東西
[00:02:43.000 --> 00:02:45.000]  你會發覺在這個方案當中
[00:02:45.000 --> 00:02:47.000]  有亞歷山大學派的影子
[00:02:47.000 --> 00:02:49.000]  也有安提拉學派的影子
[00:02:49.000 --> 00:02:50.000]  所以在結果來說
[00:02:50.000 --> 00:02:53.000]  其實兩派沒有一派是絕對贏了
[00:02:53.000 --> 00:02:55.000]  是兩派互相妥協的
[00:02:55.000 --> 00:02:57.000]  如果用不好的字眼來說是妥協的
[00:02:57.000 --> 00:03:01.000]  而這個妥協的結果並未完全解決到
[00:03:01.000 --> 00:03:03.000]  我們最想問的問題
[00:03:03.000 --> 00:03:06.000]  不過我們先看看這兩派的妥協都在這裡
[00:03:06.000 --> 00:03:08.000]  第一我們看到亞歷山大學派
[00:03:08.000 --> 00:03:10.000]  很清楚亞歷山大學派
[00:03:10.000 --> 00:03:15.000]  他的肯定就是耶穌的神聖是絕對重要的
[00:03:15.000 --> 00:03:18.000]  而且耶穌在意志上是一個
[00:03:18.000 --> 00:03:21.000]  一個性格 一個位格
[00:03:21.000 --> 00:03:23.000]  大家記得嗎
[00:03:23.000 --> 00:03:26.000]  亞歷山大學派開始是一個位格
[00:03:26.000 --> 00:03:28.000]  然後他保住這個神聖
