
[00:00:00.000 --> 00:00:03.920]  我們來到聖經第一記第34章的經文
[00:00:03.920 --> 00:00:07.120]  當我今次讀這段經文的時候
[00:00:07.120 --> 00:00:08.560]  就想起一節
[00:00:08.560 --> 00:00:10.720]  是我自己常常想起的聖經
[00:00:10.720 --> 00:00:13.840]  是詩篇52篇的經文
[00:00:13.840 --> 00:00:16.800]  詩篇52篇是講述到
[00:00:16.800 --> 00:00:20.080]  惡人他們依靠自己的力量
[00:00:20.080 --> 00:00:22.480]  依靠自己的財富來生活
[00:00:22.480 --> 00:00:25.720]  但是面對著神給他們的毀滅
[00:00:25.720 --> 00:00:27.920]  然後詩人就說
[00:00:27.920 --> 00:00:32.840]  至於我 我就好像神殿中的青橄欖樹
[00:00:32.840 --> 00:00:36.280]  在神的裏面一棵常青
[00:00:36.280 --> 00:00:39.000]  活躍的生命的樹
[00:00:39.000 --> 00:00:41.240]  然後接著他說
[00:00:41.240 --> 00:00:45.800]  因為我永永遠遠依靠神的慈愛
[00:00:45.800 --> 00:00:48.920]  神的慈愛對詩人來說
[00:00:48.920 --> 00:00:51.360]  不單是一種感受 一種感情
[00:00:51.360 --> 00:00:54.360]  更加是生命的依靠
[00:00:54.360 --> 00:00:57.400]  是他生活的盤石
[00:00:58.160 --> 00:00:59.280]  在神的愛中
[00:00:59.280 --> 00:01:02.240]  他可以堅穩 不會搖動
[00:01:02.240 --> 00:01:06.400]  因為他永永遠遠依靠神的慈愛
[00:01:06.400 --> 00:01:08.120]  他一定會說
[00:01:08.120 --> 00:01:09.400]  你信耶穌
[00:01:09.400 --> 00:01:12.320]  你知道你領受了救恩
[00:01:12.320 --> 00:01:15.080]  但你更加每一天去嘗受
[00:01:15.080 --> 00:01:18.080]  這一份恩愛 這一份恩情
[00:01:18.080 --> 00:01:20.720]  在裏面去感受 去經歷
[00:01:20.720 --> 00:01:24.320]  你怎樣來依靠神的慈愛
[00:01:24.320 --> 00:01:26.120]  來過每一天的生活
[00:01:27.040 --> 00:01:28.440]  當我們讀到聖經
[00:01:28.440 --> 00:01:30.200]  《出埃及記》三十四章的時候
[00:01:30.200 --> 00:01:33.040]  你一定記得之前曾經神與人納藥
[00:01:33.040 --> 00:01:35.240]  但因為人違約
[00:01:35.240 --> 00:01:37.520]  大家記得我們讀到聖經
[00:01:37.520 --> 00:01:39.120]  他們做了一個金牛毒
[00:01:39.120 --> 00:01:40.800]  就說那個是上帝
[00:01:40.800 --> 00:01:42.600]  是帶領你出埃及的那個神
[00:01:42.600 --> 00:01:45.720]  他們違背神給他們的藥
[00:01:45.720 --> 00:01:47.520]  因此神也因此在當時
[00:01:47.520 --> 00:01:49.200]  廢棄了和他們的藥
[00:01:49.200 --> 00:01:51.200]  因為藥是雙方面
[00:01:51.200 --> 00:01:54.040]  一方面違約的時候
[00:01:54.040 --> 00:01:57.800]  另一方面也難於繼續在藥裏面
[00:01:57.800 --> 00:01:59.840]  但在過程裏面
[00:01:59.840 --> 00:02:01.840]  我們看到神聽人的禱告
[00:02:01.840 --> 00:02:03.640]  聽摩西的代求
[00:02:03.640 --> 00:02:05.800]  因此赦免以色列人的罪
[00:02:05.800 --> 00:02:07.440]  他樂意赦免
[00:02:07.440 --> 00:02:08.560]  然後清楚表示
[00:02:08.560 --> 00:02:11.520]  他願意和以色列人重新納藥
[00:02:11.520 --> 00:02:14.000]  因此三十四章就講述到
[00:02:14.000 --> 00:02:16.040]  神與人納藥的事情
[00:02:16.040 --> 00:02:18.480]  但在納藥的過程當中
[00:02:18.480 --> 00:02:20.800]  你記得之前三十三章提過
[00:02:21.400 --> 00:02:23.480]  神見到摩西
[00:02:23.480 --> 00:02:25.800]  摩西要見到神的榮耀
[00:02:25.800 --> 00:02:26.720]  神就告訴他
[00:02:26.720 --> 00:02:29.880]  我將你擺在盤石的那區裏面
[00:02:29.880 --> 00:02:31.440]  因為神知道
[00:02:31.440 --> 00:02:35.440]  誰見到神的面是不能夠存活的
[00:02:35.440 --> 00:02:36.920]  因此神就說
[00:02:36.920 --> 00:02:39.560]  好 我讓你見到我一切的美善
[00:02:39.560 --> 00:02:42.400]  然後讓他在那區裏面
[00:02:42.400 --> 00:02:43.680]  神就經過
[00:02:43.680 --> 00:02:44.880]  經過的時候
[00:02:44.880 --> 00:02:47.400]  他就可以看見神的背
[00:02:47.400 --> 00:02:50.000]  或者說看見他的餘光
[00:02:51.000 --> 00:02:52.480]  在過程裏面
[00:02:52.480 --> 00:02:55.000]  去體會上帝一切的美善
[00:02:55.000 --> 00:02:58.000]  去見到這位榮耀的上帝
[00:02:58.000 --> 00:03:02.000]  但不單止摩西見到上帝
[00:03:02.000 --> 00:03:05.000]  就是那時候神就將重要的說話
[00:03:05.000 --> 00:03:06.800]  在那時候和摩西
[00:03:06.800 --> 00:03:09.600]  或者和以色列人再次宣告
[00:03:09.600 --> 00:03:12.000]  亦都是我們今天讀的三十四章
[00:03:12.000 --> 00:03:14.400]  我們一起留意的
[00:03:14.400 --> 00:03:16.000]  就是第五節
[00:03:18.000 --> 00:03:22.000]  就是當摩西在石的縫隙裏面的時候
[00:03:22.000 --> 00:03:24.000]  神就經過這個地方
[00:03:24.000 --> 00:03:25.000]  第六節
[00:03:25.000 --> 00:03:29.000]  耶和華在摩西面前經過
[00:03:29.000 --> 00:03:31.000]  並且宣告說
[00:03:31.000 --> 00:03:35.000]  神清楚地向人說重要的說話
[00:03:35.000 --> 00:03:37.000]  啟示他自己
[00:03:37.000 --> 00:03:38.000]  他說什麼
[00:03:38.000 --> 00:03:40.000]  耶和華 耶和華
[00:03:40.000 --> 00:03:43.000]  是有憐憫有恩典的神
[00:03:43.000 --> 00:03:45.000]  不輕易發怒
[00:03:45.000 --> 00:03:48.000]  並且有豐盛的慈愛和誠實
[00:03:48.000 --> 00:03:51.000]  為千千萬萬人留下慈愛
[00:03:51.000 --> 00:03:54.000]  赦免罪孽 過犯和罪惡
[00:03:54.000 --> 00:03:56.000]  一定要清除罪
[00:03:56.000 --> 00:03:59.000]  追討罪孽至父及子至孫
[00:03:59.000 --> 00:04:01.000]  直到三四代
[00:04:01.000 --> 00:04:03.000]  在這個時候
[00:04:03.000 --> 00:04:06.000]  神的顯現在榮光裏面
[00:04:06.000 --> 00:04:08.000]  同時他講出一個很重要的訊息
[00:04:08.000 --> 00:04:09.000]  各位弟兄姊妹
[00:04:09.000 --> 00:04:10.000]  這段說話
[00:04:10.000 --> 00:04:11.000]  是你
[00:04:11.000 --> 00:04:13.000]  值得你牢記在心
[00:04:13.000 --> 00:04:17.000]  是神向人講述他自己的屬性
[00:04:17.000 --> 00:04:19.000]  他的本性如何
[00:04:19.000 --> 00:04:23.000]  上帝說我是有憐憫有恩典的神
[00:04:23.000 --> 00:04:26.000]  我們可能聽得太慣
[00:04:26.000 --> 00:04:28.000]  但是小心去思想
[00:04:28.000 --> 00:04:32.000]  上帝說我是有憐憫有恩典的神
[00:04:32.000 --> 00:04:34.000]  憐憫和恩典只是說出
[00:04:34.000 --> 00:04:38.000]  不是因為我們做了什麼事情
[00:04:38.000 --> 00:04:40.000]  值得上帝去憐憫
[00:04:41.000 --> 00:04:44.000]  憐憫是出於那位施憐憫者
[00:04:44.000 --> 00:04:48.000]  或者說他的本性就是憐憫人的神
[00:04:48.000 --> 00:04:50.000]  他向人施恩典
[00:04:50.000 --> 00:04:52.000]  恩典同樣說
[00:04:52.000 --> 00:04:54.000]  不是因為你做了什麼事情
[00:04:54.000 --> 00:04:56.000]  賺取到祂的祝福
[00:04:56.000 --> 00:04:58.000]  而是完全是出於上帝
[00:04:58.000 --> 00:05:00.000]  是白白的
[00:05:00.000 --> 00:05:02.000]  是我們不配得的
[00:05:02.000 --> 00:05:06.000]  就將這一份恩惠和祝福賜給人
[00:05:06.000 --> 00:05:10.000]  上帝是一位賜恩的神
[00:05:10.000 --> 00:05:12.000]  一位憐憫的神
[00:05:12.000 --> 00:05:14.000]  我們要常常記得
[00:05:14.000 --> 00:05:17.000]  因為上帝說我是有憐憫有恩典的神
[00:05:17.000 --> 00:05:19.000]  不輕易發怒
[00:05:19.000 --> 00:05:21.000]  不輕易發怒
[00:05:21.000 --> 00:05:24.000]  言下之意是他會發怒
[00:05:24.000 --> 00:05:27.000]  但是他不容易發怒
[00:05:27.000 --> 00:05:29.000]  他有極大的寬容
[00:05:29.000 --> 00:05:31.000]  極大的忍耐
[00:05:31.000 --> 00:05:34.000]  因此你會發覺聖經裏面講述
[00:05:34.000 --> 00:05:36.000]  當人犯罪的時候
[00:05:36.000 --> 00:05:38.000]  惹動神的怒氣
[00:05:38.000 --> 00:05:41.000]  但是聖經裏面講述
[00:05:41.000 --> 00:05:44.000]  當人三番四次犯罪的時候
[00:05:44.000 --> 00:05:47.000]  神給人很多次機會去回轉
[00:05:47.000 --> 00:05:49.000]  去改變
[00:05:49.000 --> 00:05:53.000]  直至到在這樣的情況仍然不悔改的時候
[00:05:53.000 --> 00:05:56.000]  就惹動了神的怒氣
[00:05:56.000 --> 00:05:59.000]  但是神的本性是不輕易發怒
[00:05:59.000 --> 00:06:02.000]  不是說他好像有時候忍不住了
[00:06:02.000 --> 00:06:03.000]  最終發怒了
[00:06:03.000 --> 00:06:05.000]  而是說他
[00:06:05.000 --> 00:06:08.000]  是願意極大的寬容
[00:06:08.000 --> 00:06:10.000]  極大的忍耐
[00:06:10.000 --> 00:06:14.000]  來代每一個來到他前面的人
[00:06:14.000 --> 00:06:16.000]  聖經繼續說
[00:06:16.000 --> 00:06:21.000]  「而且有豐盛的慈愛和誠實」
[00:06:21.000 --> 00:06:24.000]  聖經提到這位上帝的慈愛和誠實
[00:06:24.000 --> 00:06:26.000]  是豐盛的
[00:06:26.000 --> 00:06:28.000]  不是點點滴滴的
[00:06:28.000 --> 00:06:31.000]  是豐富豐滿的能到我們身上
[00:06:31.000 --> 00:06:33.000]  聖經所說的慈愛
[00:06:33.000 --> 00:06:36.000]  特別是說的是納若的慈愛
[00:06:36.000 --> 00:06:38.000]  這種愛是不會改變的
[00:06:38.000 --> 00:06:42.000]  是永遠的毀身的愛
[00:06:42.000 --> 00:06:46.000]  這種慈愛永遠配合著他的誠實
[00:06:46.000 --> 00:06:47.000]  聖經說誠實
[00:06:47.000 --> 00:06:50.000]  大家知道是說神的可信可靠
[00:06:50.000 --> 00:06:52.000]  他不會改變的
[00:06:52.000 --> 00:06:53.000]  他承諾了一件事
[00:06:53.000 --> 00:06:55.000]  他一定會成就
[00:06:55.000 --> 00:06:56.000]  他所說的話
[00:06:56.000 --> 00:06:59.000]  他必定會去達成
[00:06:59.000 --> 00:07:00.000]  或者誠實
[00:07:00.000 --> 00:07:03.000]  另一個角度的了解就是真理
[00:07:03.000 --> 00:07:05.000]  他是真理
[00:07:05.000 --> 00:07:06.000]  因此所說的話
[00:07:06.000 --> 00:07:07.000]  是不會轉變
[00:07:07.000 --> 00:07:10.000]  所傳達的信息是真實的
