
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹 新年無恩
[00:00:04.000 --> 00:00:08.280]  年初一夾上主日是我們很少遇到的
[00:00:08.280 --> 00:00:09.440]  在年初一的時候
[00:00:09.440 --> 00:00:11.400]  也是中國人歡慶的時間
[00:00:11.400 --> 00:00:13.160]  特別是這兩天在街上
[00:00:13.160 --> 00:00:14.600]  你見到很多的朋友
[00:00:14.600 --> 00:00:16.920]  他們拿著年貨、年花
[00:00:16.920 --> 00:00:20.080]  很歡喜發落的一些情緒
[00:00:20.080 --> 00:00:22.200]  基督徒來說不單是歡慶
[00:00:22.200 --> 00:00:24.080]  也是感恩的時刻
[00:00:24.080 --> 00:00:27.000]  我們將我們的感謝獻給我們的上帝
[00:00:27.000 --> 00:00:28.240]  很多人在年初一的時候
[00:00:28.240 --> 00:00:30.200]  會拜他們的神
[00:00:30.200 --> 00:00:33.480]  但是我們知道唯獨耶和華是真神
[00:00:33.480 --> 00:00:34.400]  因此年初一的時候
[00:00:34.400 --> 00:00:35.440]  我們集中一起來
[00:00:35.440 --> 00:00:38.960]  來敬拜這位天上獨一的真神
[00:00:38.960 --> 00:00:40.680]  今天我們很歡喜有家庭
[00:00:40.680 --> 00:00:42.960]  大大小小一起來敬拜神
[00:00:42.960 --> 00:00:44.160]  也有很多弟兄姊妹
[00:00:44.160 --> 00:00:46.560]  大家一家人坐在一起
[00:00:46.560 --> 00:00:48.760]  有哪些是一家人坐在一起的
[00:00:48.760 --> 00:00:50.920]  讓我們知道一下
[00:00:50.920 --> 00:00:52.120]  很多的
[00:00:52.120 --> 00:00:53.640]  在輔堂、在課室
[00:00:53.640 --> 00:00:56.240]  你也可以舉手的
[00:00:56.240 --> 00:00:59.320]  好,好像也有很多小朋友在這裡
[00:00:59.320 --> 00:01:02.200]  小朋友舉手給我看好嗎?
[00:01:02.200 --> 00:01:04.880]  哇!
[00:01:04.880 --> 00:01:06.120]  在輔堂有人看到的
[00:01:06.120 --> 00:01:08.600]  你可以舉手的
[00:01:08.600 --> 00:01:10.840]  照我們過往的做法
[00:01:10.840 --> 00:01:14.120]  我們通常都會在一家大小一起敬拜的時候
[00:01:14.120 --> 00:01:18.760]  小牧師會先講一個故事
[00:01:18.760 --> 00:01:21.520]  這個故事是講給小朋友聽的
[00:01:21.520 --> 00:01:23.360]  小朋友留心聽
[00:01:23.360 --> 00:01:26.320]  大朋友也可以聽
[00:01:26.320 --> 00:01:29.040]  這個故事是講到有一次
[00:01:29.040 --> 00:01:32.560]  主耶穌和一群小朋友講故事
[00:01:32.560 --> 00:01:36.600]  他們在聽主耶穌講故事
[00:01:36.600 --> 00:01:38.000]  在講的時候
[00:01:38.000 --> 00:01:40.320]  突然有一個小朋友舉手
[00:01:40.320 --> 00:01:42.960]  主耶穌問他:什麼事?
[00:01:42.960 --> 00:01:46.160]  我口乾了,想喝水
[00:01:46.160 --> 00:01:47.080]  他舉手的時候
[00:01:47.080 --> 00:01:48.120]  其他人也舉手
[00:01:48.120 --> 00:01:49.280]  每個人都說口渴
[00:01:49.280 --> 00:01:51.360]  都說想喝水
[00:01:51.360 --> 00:01:54.520]  主耶穌說:好啊,我給你們水喝
[00:01:54.520 --> 00:02:01.800]  然後主耶穌轉身
[00:02:01.800 --> 00:02:03.840]  他就拿了很多杯子出來
[00:02:03.840 --> 00:02:06.160]  數一數,有七個小朋友
[00:02:06.160 --> 00:02:08.920]  他說每個人給你們一個杯子
[00:02:08.920 --> 00:02:10.640]  每個杯子都不同的
[00:02:10.640 --> 00:02:23.440]  一隻,兩隻,三隻,四隻,五隻,六隻,七隻
[00:02:23.440 --> 00:02:25.080]  很開心,他們拿著杯子
[00:02:25.080 --> 00:02:26.640]  很開心,喝水了
[00:02:26.640 --> 00:02:27.800]  但是水在哪裡?
[00:02:27.800 --> 00:02:32.240]  主耶穌說等一會兒
[00:02:32.240 --> 00:02:34.320]  他們拿了一個很漂亮
[00:02:34.320 --> 00:02:36.600]  很大的白色的杯子出來
[00:02:36.600 --> 00:02:39.160]  就倒水給他們喝了
[00:02:39.160 --> 00:02:40.600]  小朋友拿起杯子的時候
[00:02:40.600 --> 00:02:43.040]  其中一個拿起一隻紅色的杯子
[00:02:43.040 --> 00:02:44.840]  他說:我的杯子是最漂亮的
[00:02:44.840 --> 00:02:47.240]  比你們的杯子還要漂亮
[00:02:47.240 --> 00:02:48.720]  其他小朋友就說
[00:02:48.720 --> 00:02:51.040]  不是,我的黃色最漂亮
[00:02:51.040 --> 00:02:51.880]  我的橙色最漂亮
[00:02:51.880 --> 00:02:53.480]  我的綠色最漂亮
[00:02:53.480 --> 00:02:57.920]  你說哪一隻最漂亮?
[00:02:57.920 --> 00:02:58.600]  小朋友就說
[00:02:58.600 --> 00:03:01.320]  我的紅色比你們的還要漂亮
[00:03:01.320 --> 00:03:03.720]  當他們喝水的時候
[00:03:03.720 --> 00:03:05.480]  這個小朋友突然說
[00:03:05.480 --> 00:03:06.960]  主耶穌,紅色也不是最漂亮
[00:03:06.960 --> 00:03:08.720]  還給你
[00:03:08.720 --> 00:03:10.360]  我家有一隻更漂亮的
[00:03:10.360 --> 00:03:12.480]  我回去拿
[00:03:12.480 --> 00:03:14.960]  我家有一隻閃亮亮的
[00:03:14.960 --> 00:03:21.280]  他就回家拿他的杯子來
[00:03:21.280 --> 00:03:26.560]  嘩,真是閃亮亮的
[00:03:26.560 --> 00:03:27.160]  主耶穌就說
[00:03:27.160 --> 00:03:29.680]  好吧,我倒水給你
[00:03:29.680 --> 00:03:31.880]  然後主耶穌倒水
[00:03:31.880 --> 00:03:33.360]  倒,倒,倒
[00:03:33.360 --> 00:03:36.760]  倒很久都倒不滿
[00:03:36.760 --> 00:03:37.360]  小朋友就說
[00:03:37.360 --> 00:03:39.760]  你的杯子倒不滿水的
[00:03:39.760 --> 00:03:40.840]  大家看一看
[00:03:40.840 --> 00:03:47.200]  嘩,原來你的杯子是穿洞的
[00:03:47.200 --> 00:03:50.200]  當然是倒不滿水,穿洞的
[00:03:50.200 --> 00:03:51.440]  他們就說
[00:03:51.440 --> 00:03:53.200]  你的杯子漂亮就漂亮
[00:03:53.200 --> 00:03:55.280]  不過是穿洞的
[00:03:55.280 --> 00:03:56.160]  小朋友就說
[00:03:56.160 --> 00:03:58.920]  沒辦法,放下吧
[00:03:58.920 --> 00:04:00.480]  再問主耶穌
[00:04:00.480 --> 00:04:03.840]  可不可以給我另一隻杯子?
[00:04:03.840 --> 00:04:04.480]  主耶穌就說
[00:04:04.480 --> 00:04:08.000]  好,我給你另一隻杯子
[00:04:09.760 --> 00:04:19.000]  嘩,這麼小的杯子
[00:04:19.000 --> 00:04:19.440]  主耶穌就說
[00:04:19.440 --> 00:04:22.360]  我不要,要一隻大一點的
[00:04:22.360 --> 00:04:26.400]  他說,對你只有這隻杯子
[00:04:26.400 --> 00:04:26.880]  小朋友就說
[00:04:26.880 --> 00:04:27.800]  好吧
[00:04:27.800 --> 00:04:28.720]  這幾隻杯子
[00:04:28.720 --> 00:04:30.400]  哎呀,主耶穌,這隻杯子都穿洞的
[00:04:30.400 --> 00:04:32.280]  有三個洞
[00:04:32.280 --> 00:04:33.920]  又是穿洞的
[00:04:33.920 --> 00:04:35.280]  主耶穌就說
[00:04:35.280 --> 00:04:38.120]  這隻杯子是給你的
[00:04:38.120 --> 00:04:39.240]  這個小朋友很不開心
[00:04:39.240 --> 00:04:40.080]  在這個時候
[00:04:40.080 --> 00:04:43.480]  突然間他看到主耶穌的杯子
[00:04:43.480 --> 00:04:44.680]  他說,主耶穌,你還有一隻
[00:04:44.680 --> 00:04:45.800]  很大一隻的
[00:04:45.800 --> 00:04:48.560]  不如你把你的給我吧
[00:04:48.560 --> 00:04:49.720]  主耶穌就說
[00:04:49.720 --> 00:04:52.120]  你想要我的杯子嗎?
[00:04:52.120 --> 00:04:54.520]  好,我很高興
[00:04:54.520 --> 00:04:58.520]  我很高興將自己給你
[00:04:58.520 --> 00:05:00.480]  但是你要記住
[00:05:00.480 --> 00:05:02.320]  你拿了我的杯子之後
[00:05:02.320 --> 00:05:04.360]  你一定要將你自己的杯子
[00:05:04.360 --> 00:05:06.720]  放進去裡面
[00:05:06.720 --> 00:05:09.400]  那你就可以得到我的杯子
[00:05:09.400 --> 00:05:11.120]  什麼時候你拿走我的杯子
[00:05:11.120 --> 00:05:13.440]  我的杯子就會消失了
[00:05:13.440 --> 00:05:14.640]  記住
[00:05:14.640 --> 00:05:17.400]  你將你的杯子放在我的杯子裡面
[00:05:17.400 --> 00:05:19.600]  你就會得到我的杯子
[00:05:19.600 --> 00:05:20.800]  什麼時候你拿走我的杯子
[00:05:20.800 --> 00:05:23.960]  你的大杯子就會消失了
[00:05:23.960 --> 00:05:24.840]  我記得了
[00:05:24.840 --> 00:05:26.400]  知道了
[00:05:26.400 --> 00:05:28.560]  因此主耶穌將大杯子給他
[00:05:28.560 --> 00:05:29.920]  他很開心
[00:05:29.920 --> 00:05:31.600]  因此將大杯子
[00:05:31.600 --> 00:05:35.520]  放在主耶穌的杯子裡面
[00:05:35.520 --> 00:05:37.120]  主耶穌
[00:05:37.120 --> 00:05:39.760]  我的杯子落在水裡了
[00:05:39.760 --> 00:05:42.600]  我的杯子滿了水
[00:05:42.600 --> 00:05:45.320]  還有,我的杯子到處都滿了水
[00:05:45.320 --> 00:05:46.320]  我的杯子裡面
[00:05:46.320 --> 00:05:47.440]  我的杯子外面
[00:05:47.440 --> 00:05:49.360]  都是水
[00:05:49.360 --> 00:05:50.840]  他就很開心
[00:05:50.840 --> 00:05:51.920]  將他的杯子
[00:05:51.920 --> 00:05:55.640]  抱在懷抱裡面
[00:05:55.640 --> 00:05:56.680]  這個故事
[00:05:56.680 --> 00:05:58.960]  就快講完了
[00:05:58.960 --> 00:06:00.240]  到最後
[00:06:00.240 --> 00:06:02.200]  主耶穌就說
[00:06:02.200 --> 00:06:11.720]  「我種一對揮春給你們」
[00:06:11.720 --> 00:06:14.160]  主耶穌就拿了一對揮春出來
[00:06:14.160 --> 00:06:19.400]  是小師母幫我做的
[00:06:19.400 --> 00:06:21.280]  這對揮春有兩句
[00:06:21.280 --> 00:06:22.880]  第一句就是這樣
[00:06:22.880 --> 00:06:24.320]  第二句呢
[00:06:24.320 --> 00:06:26.000]  我先講第二句
[00:06:26.000 --> 00:06:29.600]  第二句是什麼呢?
[00:06:29.600 --> 00:06:31.720]  是「福杯滿日」
[00:06:31.720 --> 00:06:38.200]  第一句,你猜到是什麼嗎?
[00:06:38.200 --> 00:06:43.200]  「常在主裡,福杯滿日」
[00:06:43.200 --> 00:06:44.480]  大家再讀一讀
[00:06:44.480 --> 00:06:48.680]  「常在主裡,福杯滿日」
[00:06:48.680 --> 00:06:52.800]  原來常在主裡,福杯滿日
[00:06:52.800 --> 00:06:53.800]  感謝神
[00:06:53.800 --> 00:06:57.000]  因為唯獨主耶穌給我們最大的滿足
[00:06:57.000 --> 00:07:00.840]  唯獨祂給我們真正滿足的喜樂
[00:07:00.840 --> 00:07:02.600]  以及快樂
[00:07:02.600 --> 00:07:04.040]  不如我們大家一起祈禱
[00:07:04.040 --> 00:07:05.480]  感謝這位主耶穌
[00:07:05.480 --> 00:07:16.560]  將福杯賜給我們
[00:07:16.560 --> 00:07:19.640]  主耶穌,我們衷心感謝祢
[00:07:19.640 --> 00:07:21.400]  誰能像祢
[00:07:21.400 --> 00:07:22.920]  自聖自榮
[00:07:22.920 --> 00:07:24.840]  可頌可畏
[00:07:24.840 --> 00:07:27.080]  但祢卻是住在我們心中
[00:07:27.080 --> 00:07:29.960]  與我們同在
[00:07:29.960 --> 00:07:31.800]  主我們知道祢在人世間
[00:07:31.800 --> 00:07:34.720]  祢將各樣的祝福賜給我們
[00:07:34.720 --> 00:07:36.760]  因為耶和華是我們的目者
[00:07:36.760 --> 00:07:39.440]  我們必不至於缺乏
[00:07:39.440 --> 00:07:40.400]  在新年的時候
[00:07:40.400 --> 00:07:42.760]  感受到祢給我們的豐富
[00:07:42.760 --> 00:07:45.480]  給我們各種的恩惠
[00:07:45.480 --> 00:07:47.000]  但主我們深知道
[00:07:47.000 --> 00:07:48.040]  唯有祢自己
[00:07:48.040 --> 00:07:50.880]  才是叫我們真正的滿足
[00:07:50.880 --> 00:07:52.000]  主啊,除祢以外
[00:07:52.000 --> 00:07:54.280]  在天上我們有誰呢?
[00:07:54.280 --> 00:07:55.400]  除祢以外
[00:07:55.400 --> 00:07:56.480]  在地上
[00:07:56.480 --> 00:08:00.240]  我們都沒有其他真正的渴慕
[00:08:00.240 --> 00:08:02.400]  主啊,求祢讓我們在祢裡面
[00:08:02.400 --> 00:08:04.800]  得到真正的滿足
[00:08:04.800 --> 00:08:08.560]  求祢讓我們常常在祢的愛當中
[00:08:08.560 --> 00:08:10.280]  領受祢給我們那種
[00:08:10.280 --> 00:08:13.080]  永恆不改變的愛
[00:08:13.080 --> 00:08:15.440]  因此叫我們常常可以快樂
[00:08:15.440 --> 00:08:17.760]  常常可以滿足
[00:08:17.760 --> 00:08:19.720]  主今天在年初一的時候
[00:08:19.720 --> 00:08:22.160]  一群屬祢的子民
[00:08:22.160 --> 00:08:24.280]  選擇來到祢的面前
[00:08:24.280 --> 00:08:25.880]  我們敬拜祢
[00:08:25.880 --> 00:08:28.600]  承認唯獨祢是上帝
[00:08:28.600 --> 00:08:30.000]  有人拜偶像
[00:08:30.000 --> 00:08:31.560]  有人拜風水
[00:08:31.560 --> 00:08:33.440]  有人拜運氣
[00:08:33.440 --> 00:08:34.520]  但是主啊
[00:08:34.520 --> 00:08:37.320]  我們唯獨仰望祢
[00:08:37.320 --> 00:08:38.360]  求祢這段時間
[00:08:38.360 --> 00:08:39.480]  祢與我們同在
