
[00:00:00.000 --> 00:00:02.000]  敬請您平安
[00:00:02.000 --> 00:00:07.800]  來到這邊分享是很高興
[00:00:07.800 --> 00:00:11.100]  特別是因為從小在香港長大
[00:00:11.100 --> 00:00:13.100]  宣道會去了很多次
[00:00:13.100 --> 00:00:16.800]  但是從來沒有一次能站在講台裡面
[00:00:16.800 --> 00:00:21.700]  去了越南宣教的時候
[00:00:21.700 --> 00:00:23.600]  有一次參加
[00:00:23.600 --> 00:00:24.900]  我覺得是宣道會
[00:00:24.900 --> 00:00:26.200]  他們說改了名字
[00:00:26.200 --> 00:00:28.900]  但其實宣道會的前身很好
[00:00:28.900 --> 00:00:30.600]  所以對我來說是很大
[00:00:30.600 --> 00:00:34.000]  西柏林堂在小的時候一直聽
[00:00:34.000 --> 00:00:36.000]  一直覺得這個地方不曉得在哪裡
[00:00:36.000 --> 00:00:39.900]  因為這個地方不屬於香港的一個路名
[00:00:39.900 --> 00:00:41.900]  所以西柏林在聖經裡面
[00:00:41.900 --> 00:00:46.000]  後來知道靠近佐敦道尖沙咀那一帶
[00:00:46.000 --> 00:00:47.200]  我是香港人
[00:00:47.200 --> 00:00:50.300]  所以我移民新加坡去35年
[00:00:50.300 --> 00:00:52.400]  所以我這次來的話
[00:00:52.400 --> 00:00:54.400]  主要是跟大家分享兩個
[00:00:54.400 --> 00:00:56.300]  一個就是我個人的見證
[00:00:56.300 --> 00:00:59.700]  見證用聖經四篇23篇來分享
[00:00:59.700 --> 00:01:02.600]  另外也跟他做彼此的鼓勵
[00:01:02.600 --> 00:01:04.000]  因為在新加坡的時候
[00:01:04.000 --> 00:01:05.100]  我最大的工作
[00:01:05.100 --> 00:01:06.900]  我覺得除了自己的工作
[00:01:06.900 --> 00:01:08.600]  家庭跟著太太
[00:01:08.600 --> 00:01:12.500]  還有就是主要是學了普通話
[00:01:12.500 --> 00:01:14.300]  我記得第一天去那邊的時候
[00:01:14.300 --> 00:01:15.600]  就有告訴自己
[00:01:15.600 --> 00:01:18.500]  在新加坡裡面必要把普通話學好
[00:01:18.500 --> 00:01:21.600]  那邊說華語
[00:01:21.600 --> 00:01:22.800]  把華語說好
[00:01:22.800 --> 00:01:24.300]  還有把英文說好
[00:01:24.300 --> 00:01:26.300]  那我們就當時就從第一天
[00:01:26.300 --> 00:01:27.800]  我們就跟我自此
[00:01:27.800 --> 00:01:30.300]  就特別跟中國的朋友傳福音
[00:01:30.300 --> 00:01:33.300]  到了神的時間就覺得差不多的時候
[00:01:33.300 --> 00:01:36.700]  我就辭掉了大學的教授的工作
[00:01:36.700 --> 00:01:38.700]  然後就開了一個教會
[00:01:38.700 --> 00:01:41.800]  教會名字叫方舟五神節聖結會
[00:01:41.800 --> 00:01:43.600]  是個不大不小的教會
[00:01:43.600 --> 00:01:45.500]  但是神帶領我
[00:01:45.500 --> 00:01:47.900]  所以當我知道在你們恩橋堂
[00:01:47.900 --> 00:01:49.400]  有這個開的時候
[00:01:49.400 --> 00:01:51.400]  我心裡面相當的感動
[00:01:51.400 --> 00:01:53.400]  我覺得是很適合
[00:01:53.400 --> 00:01:56.400]  香港跟新加坡有一點相似的地方
[00:01:56.400 --> 00:01:59.400]  他們基本上有自治的教會
[00:01:59.400 --> 00:02:01.100]  已經相當的
[00:02:01.100 --> 00:02:01.900]  怎麼說呢
[00:02:01.900 --> 00:02:03.600]  已經很多了
[00:02:03.600 --> 00:02:04.700]  所以他們覺得是
[00:02:04.700 --> 00:02:06.600]  中國人朋友來的時候
[00:02:06.600 --> 00:02:09.000]  他們只要加入他們的教會裡面
[00:02:09.000 --> 00:02:11.800]  然後就慢慢的就同化了
[00:02:11.800 --> 00:02:14.200]  那同化在新加坡來說是說英文
[00:02:14.200 --> 00:02:16.400]  在香港來說說廣東話
[00:02:16.400 --> 00:02:18.700]  所以就覺得可以
[00:02:18.700 --> 00:02:19.900]  在過去很多年來
[00:02:19.900 --> 00:02:22.300]  我們香港教會都是這樣
[00:02:22.300 --> 00:02:24.800]  新加坡教會有一段時間都是這樣
[00:02:24.800 --> 00:02:26.700]  後來新加坡教會就發現
[00:02:26.700 --> 00:02:28.200]  這個做法是
[00:02:28.200 --> 00:02:30.000]  不完全能配合到
[00:02:30.000 --> 00:02:32.000]  大量的中國朋友過來
[00:02:32.000 --> 00:02:33.100]  因為數目太多
[00:02:33.100 --> 00:02:34.400]  人太多的時候
[00:02:34.400 --> 00:02:36.000]  覺得有更改的必要
[00:02:36.000 --> 00:02:37.400]  所以短短的十年之間
[00:02:37.400 --> 00:02:39.400]  新加坡的中國人教會
[00:02:39.400 --> 00:02:42.000]  從沒有到現在大概有八間左右
[00:02:42.000 --> 00:02:44.400]  但是其實還是很少
[00:02:44.400 --> 00:02:47.200]  當我覺得聽到
[00:02:47.200 --> 00:02:49.900]  你們教會辦公室跟何傳道
[00:02:49.900 --> 00:02:53.500]  他們說到希望有一個安橋
[00:02:53.500 --> 00:02:55.900]  還將來更多的中國教會
[00:02:55.900 --> 00:02:59.300]  我心裡面是相當的恩惠的
[00:02:59.300 --> 00:03:00.500]  我把這個意向
[00:03:00.500 --> 00:03:02.200]  跟很多人都提一下
[00:03:02.200 --> 00:03:03.300]  提一下的時候
[00:03:03.300 --> 00:03:04.800]  我覺得這個是很好
[00:03:04.800 --> 00:03:05.400]  可以做
[00:03:05.400 --> 00:03:07.100]  因為特別在香港
[00:03:07.100 --> 00:03:09.100]  就出了很多問題之後
[00:03:09.100 --> 00:03:11.900]  現在更大量的中國朋友來這邊
[00:03:11.900 --> 00:03:14.400]  所以我鼓勵大家繼續做
[00:03:14.400 --> 00:03:15.600]  我們是傳福音
[00:03:15.600 --> 00:03:17.100]  所以我帶來一本小書
[00:03:17.100 --> 00:03:19.000]  就是孫我之的訪問
[00:03:19.000 --> 00:03:20.600]  那個訪問是兩次
[00:03:20.600 --> 00:03:21.600]  一次在電台
[00:03:21.600 --> 00:03:23.800]  一次在個人訪問
[00:03:23.800 --> 00:03:25.700]  我寫下我自己的個人經歷
[00:03:25.700 --> 00:03:26.700]  做個信徒
[00:03:26.700 --> 00:03:27.700]  做為開教會
[00:03:27.700 --> 00:03:29.600]  各位對中國人的看法
[00:03:29.600 --> 00:03:31.000]  所以帶來的不多
[00:03:31.000 --> 00:03:32.600]  因為我一個行李有限
[00:03:32.600 --> 00:03:33.500]  放在後面
[00:03:33.500 --> 00:03:35.400]  好像帶了三十本
[00:03:35.400 --> 00:03:37.700]  所以希望每個人都能拿到一本
[00:03:37.700 --> 00:03:38.800]  給大家看看
[00:03:38.800 --> 00:03:40.400]  希望這邊能鼓勵大家
[00:03:40.400 --> 00:03:41.700]  我們就努力的
[00:03:41.700 --> 00:03:44.900]  一起開一個中國人的教會
[00:03:44.900 --> 00:03:45.700]  我們相信
[00:03:45.700 --> 00:03:47.700]  無論誰都有福音的需要
[00:03:47.700 --> 00:03:49.000]  這是真實的
[00:03:49.000 --> 00:03:49.600]  今天
[00:03:49.600 --> 00:03:51.400]  但是我們傳福音的時候
[00:03:51.400 --> 00:03:54.000]  我們肯定要問一個很重要的問題
