
[00:00:00.000 --> 00:00:02.840]  當我們說到祈禱詩的時候
[00:00:02.840 --> 00:00:04.840]  我想翻譯一本書
[00:00:04.840 --> 00:00:08.440]  翻譯成一本中文書
[00:00:08.440 --> 00:00:12.120]  大概說到「太忙碌而不禱告」
[00:00:12.120 --> 00:00:14.120]  英文書名的題目
[00:00:14.120 --> 00:00:16.560]  Too busy not to pray
[00:00:16.560 --> 00:00:19.720]  太忙碌而不禱告
[00:00:19.720 --> 00:00:22.800]  香港人很熟悉甚麼叫忙碌
[00:00:22.800 --> 00:00:26.440]  當然是否真的忙碌因人而異
[00:00:26.440 --> 00:00:30.480]  有不同的準則不同的標準來看
[00:00:30.480 --> 00:00:33.520]  但這本書提及一件事
[00:00:33.520 --> 00:00:37.680]  一個人如果太忙碌以至不能禱告
[00:00:37.680 --> 00:00:39.680]  他就真的很忙碌
[00:00:39.680 --> 00:00:42.680]  忙碌的地步
[00:00:42.680 --> 00:00:46.680]  已經失去了以神為他生命的焦點
[00:00:46.680 --> 00:00:48.680]  忙碌的地步
[00:00:48.680 --> 00:00:52.680]  已經輕視了和神之間的關係
[00:00:52.680 --> 00:00:56.680]  這個人就真的太忙碌
[00:00:56.680 --> 00:00:59.680]  一個人不能祈禱
[00:00:59.680 --> 00:01:02.680]  也反映出他的生命的焦點
[00:01:02.680 --> 00:01:04.680]  轉向了其他事情
[00:01:04.680 --> 00:01:08.680]  也輕視了他和神之間的
[00:01:08.680 --> 00:01:12.680]  生命最重要最核心的關係
[00:01:12.680 --> 00:01:15.680]  當人不禱告的時候
[00:01:15.680 --> 00:01:18.680]  落入一個很大的陷阱
[00:01:18.680 --> 00:01:22.680]  或者這種不禱告的忙碌生活
[00:01:22.680 --> 00:01:24.680]  是很危險的
[00:01:24.680 --> 00:01:28.680]  因為在過程中容易陷入罪惡
[00:01:28.680 --> 00:01:31.680]  所以當我們讀到詩篇17篇
[00:01:31.680 --> 00:01:33.680]  這篇禱告詩的時候
[00:01:33.680 --> 00:01:35.680]  詩人特別向神祈禱
[00:01:35.680 --> 00:01:38.680]  求神救他脫離惡人
[00:01:38.680 --> 00:01:41.680]  當然惡人不單包括惡的人
[00:01:41.680 --> 00:01:44.680]  也包括惡的事
[00:01:44.680 --> 00:01:47.680]  救他脫離邪惡的事情
[00:01:47.680 --> 00:01:48.680]  所以你和我都會記得
[00:01:48.680 --> 00:01:51.680]  當主耶穌教導我們主禱文的時候
[00:01:51.680 --> 00:01:53.680]  很清楚祂教導我們
[00:01:53.680 --> 00:01:56.680]  求主救我們脫離凶惡
[00:01:56.680 --> 00:02:00.680]  或者說脫離惡者
[00:02:00.680 --> 00:02:04.680]  是主教導我們重要的禱告方向
[00:02:04.680 --> 00:02:06.680]  我們需要神保護和保守我們
[00:02:06.680 --> 00:02:08.680]  脫離很多邪惡的事情
[00:02:08.680 --> 00:02:10.680]  因此我們要祈禱
[00:02:10.680 --> 00:02:13.680]  也都為何我們要祈禱
[00:02:13.680 --> 00:02:15.680]  當我們讀到詩篇17篇的時候
[00:02:15.680 --> 00:02:18.680]  我們都很想從詩人的經歷當中
[00:02:18.680 --> 00:02:20.680]  再一次提醒自己
[00:02:20.680 --> 00:02:21.680]  我們向神禱告
[00:02:21.680 --> 00:02:24.680]  求神救我們脫離凶惡
[00:02:24.680 --> 00:02:25.680]  我們一起打開聖經
[00:02:25.680 --> 00:02:28.680]  看回剛才的詩篇第17篇
[00:02:28.680 --> 00:02:33.680]  在第17篇一開始的時候
[00:02:33.680 --> 00:02:35.680]  詩人就向神尋求
[00:02:35.680 --> 00:02:37.680]  求神聽他的禱告
[00:02:37.680 --> 00:02:41.680]  耶和華說:求你誰聽我公義的案件
[00:02:41.680 --> 00:02:43.680]  傾聽我的申訴
[00:02:43.680 --> 00:02:46.680]  求你留心聽我的禱告
[00:02:46.680 --> 00:02:50.680]  這不是出於詭詐嘴唇的禱告
[00:02:50.680 --> 00:02:51.680]  然後第三節
[00:02:51.680 --> 00:02:54.680]  他說:你試驗了我的心
[00:02:54.680 --> 00:02:57.680]  在夜間監察了我
[00:02:57.680 --> 00:03:01.680]  你熬練了我還是找不到什麼
[00:03:01.680 --> 00:03:02.680]  詩人向神禱告的時候
[00:03:02.680 --> 00:03:06.680]  同樣表達出他自己那種誠實的心
[00:03:06.680 --> 00:03:08.680]  他說:上帝呀我向你禱告
[00:03:08.680 --> 00:03:11.680]  我的嘴唇不是詭詐的
[00:03:11.680 --> 00:03:13.680]  也意味著他的生活
[00:03:13.680 --> 00:03:15.680]  謹慎他自己的言語
[00:03:15.680 --> 00:03:19.680]  不容許自己在詭詐的說話生活裏面
[00:03:19.680 --> 00:03:23.680]  他提及到當他察覺神試驗他的時候
[00:03:23.680 --> 00:03:26.680]  神去熬練他的時候
[00:03:26.680 --> 00:03:28.680]  他的心在神面前坦然
[00:03:28.680 --> 00:03:31.680]  知道神沒有找出他裏面
[00:03:31.680 --> 00:03:34.680]  有什麼邪惡的事情
[00:03:34.680 --> 00:03:35.680]  這樣聽的時候
[00:03:35.680 --> 00:03:38.680]  似乎覺得詩人很自豪
[00:03:38.680 --> 00:03:40.680]  甚至好像很驕傲
[00:03:40.680 --> 00:03:42.680]  但是小心看就發覺
[00:03:42.680 --> 00:03:43.680]  其實詩人的內心裏面
[00:03:43.680 --> 00:03:45.680]  因為有一個信念
[00:03:45.680 --> 00:03:48.680]  他知道如果人在罪的當中
[00:03:48.680 --> 00:03:51.680]  主會不聽他的禱告
[00:03:51.680 --> 00:03:52.680]  人在罪惡裏面
[00:03:52.680 --> 00:03:55.680]  神要掩面不聽他的祈求
[00:03:55.680 --> 00:03:57.680]  所以他一直向神表明
[00:03:57.680 --> 00:04:01.680]  我是定義讓我遠離罪惡的事情
[00:04:01.680 --> 00:04:05.680]  所以主讓你聽我的祈禱
[00:04:05.680 --> 00:04:06.680]  可能大家會立時想起
[00:04:06.680 --> 00:04:08.680]  我們上上會讀及的經文
[00:04:08.680 --> 00:04:11.680]  詩篇66篇第18節這樣說
[00:04:11.680 --> 00:04:13.680]  詩人說
[00:04:13.680 --> 00:04:17.680]  我若心裡注重罪孽
[00:04:17.680 --> 00:04:20.680]  主必不聽
[00:04:20.680 --> 00:04:22.680]  這裡所說的罪孽
[00:04:22.680 --> 00:04:26.680]  不是說我們一時間有怨虐跌倒
[00:04:26.680 --> 00:04:28.680]  神就不理我們了
[00:04:28.680 --> 00:04:30.680]  而是說我的心若注重
[00:04:30.680 --> 00:04:32.680]  若偏向罪孽
[00:04:32.680 --> 00:04:34.680]  若留戀罪孽
[00:04:34.680 --> 00:04:36.680]  在罪的裏面
[00:04:36.680 --> 00:04:38.680]  而不願意遠離
[00:04:38.680 --> 00:04:39.680]  在這個情況下
[00:04:39.680 --> 00:04:43.680]  聖經說主必不聽我的禱告
[00:04:43.680 --> 00:04:45.680]  詩人心裏很清楚知道
[00:04:45.680 --> 00:04:48.680]  他願意在神面前靠著神
[00:04:48.680 --> 00:04:52.680]  留心避開一切的邪惡
[00:04:52.680 --> 00:04:56.680]  以至他能夠蒙神垂聽禱告
[00:04:56.680 --> 00:04:59.680]  所以你見到他講及的第三節
[00:04:59.680 --> 00:05:01.680]  最後一句這樣說
[00:05:01.680 --> 00:05:04.680]  他說因為我立志
[00:05:04.680 --> 00:05:07.680]  使我的口沒有過犯
[00:05:07.680 --> 00:05:08.680]  立定志向
[00:05:08.680 --> 00:05:10.680]  不容許自己得罪上帝
[00:05:10.680 --> 00:05:12.680]  不容許自己的嘴唇
[00:05:12.680 --> 00:05:15.680]  自己的行為得罪上帝
[00:05:15.680 --> 00:05:16.680]  然後你再看
[00:05:16.680 --> 00:05:20.680]  在下面的第四節
[00:05:20.680 --> 00:05:22.680]  他說至於世人的行為
[00:05:22.680 --> 00:05:24.680]  我藉著你嘴唇所出的話
[00:05:24.680 --> 00:05:25.680]  保護了自己
[00:05:25.680 --> 00:05:28.680]  不幸強暴人的道路
[00:05:28.680 --> 00:05:32.680]  他同樣小心保護自己
[00:05:32.680 --> 00:05:33.680]  在這個世界上遇到一些
[00:05:33.680 --> 00:05:35.680]  不認識神的人
[00:05:35.680 --> 00:05:37.680]  他們所行的道路
[00:05:37.680 --> 00:05:39.680]  不是神所喜悅的
[00:05:39.680 --> 00:05:40.680]  詩人就說我保護自己
[00:05:40.680 --> 00:05:43.680]  不幸他們所行的路
[00:05:43.680 --> 00:05:45.680]  或者說不被他們影響
[00:05:45.680 --> 00:05:47.680]  但是靠什麼呢?
[00:05:47.680 --> 00:05:49.680]  聖經你見到剛才讀的第四節說
[00:05:49.680 --> 00:05:54.680]  我藉著你嘴唇所出的話
[00:05:54.680 --> 00:05:56.680]  靠著神的話
[00:05:56.680 --> 00:05:58.680]  保護自己
[00:05:58.680 --> 00:06:01.680]  不幸在惡的道路上
[00:06:01.680 --> 00:06:03.680]  大家一定會想起聖經所說
[00:06:03.680 --> 00:06:05.680]  詩篇一八十九篇說
[00:06:05.680 --> 00:06:09.680]  我將你的話藏在心裡
[00:06:09.680 --> 00:06:11.680]  免得我得罪你
[00:06:11.680 --> 00:06:13.680]  在整個說話裏面
[00:06:13.680 --> 00:06:15.680]  整個說話的提醒
[00:06:15.680 --> 00:06:17.680]  勉勵、加力
[00:06:17.680 --> 00:06:19.680]  我們可以因此遠離罪
[00:06:19.680 --> 00:06:23.680]  我想起很多年前有機會去一個地方
[00:06:23.680 --> 00:06:25.680]  在紐西蘭的地方
[00:06:25.680 --> 00:06:28.680]  在當中說到之後有機會有人開車
[00:06:28.680 --> 00:06:30.680]  就載我去郊野的地方
[00:06:30.680 --> 00:06:34.680]  去到的時候見到一個很大的農場
[00:06:34.680 --> 00:06:36.680]  裏面有很多
[00:06:36.680 --> 00:06:40.680]  大家會想到紐西蘭最多的是什麼呢?
[00:06:40.680 --> 00:06:42.680]  最多是羊
[00:06:42.680 --> 00:06:44.680]  有人曾經統計
[00:06:44.680 --> 00:06:46.680]  一個人就有十五隻羊
[00:06:46.680 --> 00:06:49.680]  平均來比較
[00:06:49.680 --> 00:06:51.680]  很多羊在一個農場裏面
[00:06:51.680 --> 00:06:53.680]  我見到密密麻麻在那裏
[00:06:53.680 --> 00:06:56.680]  跟著車再開的時候
