
[00:00:00.000 --> 00:00:02.800]  搬到《罗马书》第八章
[00:00:02.800 --> 00:00:06.000]  《罗马书》第八章
[00:00:06.000 --> 00:00:11.500]  那么大家经过了近时的祷告
[00:00:11.500 --> 00:00:16.000]  可能感觉到很疲倦
[00:00:16.000 --> 00:00:19.300]  那么这一堂的聚会
[00:00:19.300 --> 00:00:21.000]  我们要仰望神
[00:00:21.000 --> 00:00:23.500]  加给我们精神力量
[00:00:23.500 --> 00:00:28.000]  我们从处的话语中来灵授
[00:00:28.000 --> 00:00:32.000]  来学习关于圣灵的工作
[00:00:32.000 --> 00:00:33.700]  在我们的身上
[00:00:33.700 --> 00:00:36.000]  在我们的工作中、生活中
[00:00:36.000 --> 00:00:40.200]  在《罗马书》第八章
[00:00:40.200 --> 00:00:45.500]  我们看见可以叫做圣灵章的经文
[00:00:45.500 --> 00:00:48.000]  在《圣经》里头
[00:00:48.000 --> 00:00:52.300]  有些章可以给它特别的名称的
[00:00:52.300 --> 00:00:55.500]  好像《灵前十五章》
[00:00:55.500 --> 00:00:58.000]  可以叫做复活章
[00:00:58.000 --> 00:01:01.500]  好像《格林多前书十三章》
[00:01:01.500 --> 00:01:03.800]  可以叫做爱章
[00:01:03.800 --> 00:01:07.300]  就好像《希伯来书十一章》
[00:01:07.300 --> 00:01:10.000]  可以叫做信心章
[00:01:10.000 --> 00:01:13.000]  那么《罗马书》第八章
[00:01:13.000 --> 00:01:15.600]  可以叫做圣灵章
[00:01:15.600 --> 00:01:20.200]  那么在这章经文里头
[00:01:20.200 --> 00:01:25.000]  师徒保罗将主耶稣的工作
[00:01:25.000 --> 00:01:27.000]  和圣灵的工作
[00:01:27.000 --> 00:01:30.000]  并排在一起
[00:01:30.000 --> 00:01:34.500]  一对一对的讲述给我们听
[00:01:34.500 --> 00:01:40.500]  这是很特殊的一种的结构
[00:01:40.500 --> 00:01:44.000]  基督的工作、圣灵的工作
[00:01:44.000 --> 00:01:47.000]  形成一对一对的重点
[00:01:47.000 --> 00:01:51.000]  而且是很重要的重点
[00:01:52.500 --> 00:01:55.500]  一个研究圣灵工作的人
[00:01:55.500 --> 00:02:00.000]  必须好好地注意来分析
[00:02:00.000 --> 00:02:03.000]  灵授这一章所说的
[00:02:03.000 --> 00:02:09.000]  在保罗所讲的这一章的信息的后面
[00:02:09.000 --> 00:02:13.000]  是有旧约的根据
[00:02:13.000 --> 00:02:16.000]  也许我们先把旧约里面
[00:02:16.000 --> 00:02:22.000]  所提到的与此有关的经文
[00:02:22.000 --> 00:02:25.000]  来看一看
[00:02:25.000 --> 00:02:31.000]  请大家翻到《立位记》第十四章
[00:02:31.000 --> 00:02:34.000]  《立位记》第十四章
[00:02:34.000 --> 00:02:38.000]  十四节到十七节
[00:02:38.000 --> 00:02:42.000]  《立位记》十四章
[00:02:42.000 --> 00:02:45.000]  十四到十七
[00:02:45.000 --> 00:02:50.000]  祭祀要出亵属千祭的祭僧的血
[00:02:50.000 --> 00:02:53.000]  抹在求洁净人的右耳腿上
[00:02:53.000 --> 00:02:55.000]  和右手的大拇指上
[00:02:55.000 --> 00:02:57.000]  并右脚的大拇指上
[00:02:57.000 --> 00:03:00.000]  祭祀要从那一罗阁
[00:03:00.000 --> 00:03:04.000]  由中取先到在自己的左手掌里
[00:03:04.000 --> 00:03:08.000]  把右手的一个指头站在左手的油里
[00:03:08.000 --> 00:03:11.000]  在油花面前用指头弹七次
[00:03:11.000 --> 00:03:12.000]  将手里所剩的油
[00:03:12.000 --> 00:03:15.000]  抹在那求洁净的人的右耳腿上
[00:03:15.000 --> 00:03:17.000]  和右手的大拇指上
[00:03:17.000 --> 00:03:19.000]  并右脚的大拇指上
[00:03:19.000 --> 00:03:21.000]  十四节到十七节
[00:03:21.000 --> 00:03:25.000]  祭祀要出亵属千祭的祭僧的右耳腿上
[00:03:25.000 --> 00:03:27.000]  并右脚的大拇指上
[00:03:27.000 --> 00:03:29.000]  并右手的大拇指上
[00:03:29.000 --> 00:03:31.000]  并右手的大拇指上
[00:03:31.000 --> 00:03:33.000]  并右手的大拇指上
[00:03:33.000 --> 00:03:35.000]  并右手的大拇指上
[00:03:35.000 --> 00:03:37.000]  并右手的大拇指上
[00:03:37.000 --> 00:03:39.000]  并右手的大拇指上
[00:03:39.000 --> 00:03:41.000]  并右手的大拇指上
[00:03:41.000 --> 00:03:43.000]  并右手的大拇指上
[00:03:43.000 --> 00:03:45.000]  并右手的大拇指上
[00:03:45.000 --> 00:03:47.000]  并右手的大拇指上
[00:03:47.000 --> 00:03:49.000]  并右手的大拇指上
[00:03:49.000 --> 00:03:51.000]  并右手的大拇指上
[00:03:51.000 --> 00:03:53.000]  并右手的大拇指上
[00:03:53.000 --> 00:03:55.000]  并右手的大拇指上
[00:03:55.000 --> 00:03:57.000]  并右手的大拇指上
[00:03:57.000 --> 00:03:59.000]  并右手的大拇指上
[00:03:59.000 --> 00:04:01.000]  并右手的大拇指上
[00:04:01.000 --> 00:04:03.000]  并右手的大拇指上
[00:04:03.000 --> 00:04:05.000]  并右手的大拇指上
[00:04:05.000 --> 00:04:07.000]  并右手的大拇指上
[00:04:07.000 --> 00:04:09.000]  并右手的大拇指上
[00:04:09.000 --> 00:04:11.000]  并右手的大拇指上
[00:04:11.000 --> 00:04:13.000]  并右手的大拇指上
[00:04:13.000 --> 00:04:15.000]  并右手的大拇指上
[00:04:15.000 --> 00:04:17.000]  并右手的大拇指上
[00:04:17.000 --> 00:04:19.000]  并右手的大拇指上
[00:04:19.000 --> 00:04:21.000]  并右手的大拇指上
[00:04:21.000 --> 00:04:23.000]  并右手的大拇指上
[00:04:23.000 --> 00:04:25.000]  并右手的大拇指上
[00:04:25.000 --> 00:04:27.000]  并右手的大拇指上
[00:04:27.000 --> 00:04:29.000]  并右手的大拇指上
[00:04:29.000 --> 00:04:31.000]  并右手的大拇指上
[00:04:31.000 --> 00:04:33.000]  并右手的大拇指上
[00:04:33.000 --> 00:04:35.000]  并右手的大拇指上
[00:04:35.000 --> 00:04:37.000]  并右手的大拇指上
[00:04:37.000 --> 00:04:39.000]  并右手的大拇指上
[00:04:39.000 --> 00:04:41.000]  并右手的大拇指上
[00:04:41.000 --> 00:04:43.000]  并右手的大拇指上
[00:04:43.000 --> 00:04:45.000]  并右手的大拇指上
[00:04:45.000 --> 00:04:47.000]  并右手的大拇指上
[00:04:47.000 --> 00:04:49.000]  并右手的大拇指上
[00:04:49.000 --> 00:04:51.000]  并右手的大拇指上
[00:04:51.000 --> 00:04:53.000]  并右手的大拇指上
[00:04:53.000 --> 00:04:55.000]  并右手的大拇指上
[00:04:55.000 --> 00:04:57.000]  并右手的大拇指上
[00:04:57.000 --> 00:04:59.000]  并右手的大拇指上
[00:04:59.000 --> 00:05:01.000]  并右手的大拇指上
[00:05:01.000 --> 00:05:03.000]  并右手的大拇指上
[00:05:03.000 --> 00:05:05.000]  并右手的大拇指上
[00:05:05.000 --> 00:05:07.000]  并右手的大拇指上
[00:05:07.000 --> 00:05:09.000]  并右手的大拇指上
[00:05:09.000 --> 00:05:11.000]  并右手的大拇指上
[00:05:11.000 --> 00:05:13.000]  并右手的大拇指上
[00:05:13.000 --> 00:05:15.000]  并右手的大拇指上
[00:05:15.000 --> 00:05:17.000]  并右手的大拇指上
[00:05:17.000 --> 00:05:19.000]  并右手的大拇指上
[00:05:19.000 --> 00:05:21.000]  并右手的大拇指上
[00:05:21.000 --> 00:05:23.000]  并右手的大拇指上
[00:05:23.000 --> 00:05:25.000]  并右手的大拇指上
[00:05:25.000 --> 00:05:27.000]  并右手的大拇指上
[00:05:27.000 --> 00:05:29.000]  并右手的大拇指上
[00:05:29.000 --> 00:05:31.000]  并右手的大拇指上
[00:05:31.000 --> 00:05:33.000]  并右手的大拇指上
[00:05:33.000 --> 00:05:35.000]  并右手的大拇指上
[00:05:35.000 --> 00:05:37.000]  并右手的大拇指上
[00:05:37.000 --> 00:05:39.000]  并右手的大拇指上
[00:05:39.000 --> 00:05:41.000]  并右手的大拇指上
[00:05:41.000 --> 00:05:43.000]  并右手的大拇指上
[00:05:43.000 --> 00:05:45.000]  并右手的大拇指上
[00:05:45.000 --> 00:05:47.000]  并右手的大拇指上
[00:05:47.000 --> 00:05:49.000]  并右手的大拇指上
[00:05:49.000 --> 00:05:51.000]  并右手的大拇指上
[00:05:51.000 --> 00:05:53.000]  并右手的大拇指上
[00:05:53.000 --> 00:05:55.000]  并右手的大拇指上
[00:05:55.000 --> 00:05:57.000]  并右手的大拇指上
[00:05:57.000 --> 00:05:59.000]  并右手的大拇指上
[00:05:59.000 --> 00:06:01.000]  并右手的大拇指上
[00:06:01.000 --> 00:06:03.000]  并右手的大拇指上
[00:06:03.000 --> 00:06:05.000]  并右手的大拇指上
[00:06:05.000 --> 00:06:07.000]  并右手的大拇指上
[00:06:07.000 --> 00:06:09.000]  并右手的大拇指上
[00:06:09.000 --> 00:06:11.000]  并右手的大拇指上
[00:06:11.000 --> 00:06:13.000]  并右手的大拇指上
[00:06:13.000 --> 00:06:15.000]  并右手的大拇指上
[00:06:15.000 --> 00:06:17.000]  并右手的大拇指上
[00:06:17.000 --> 00:06:19.000]  并右手的大拇指上
[00:06:19.000 --> 00:06:21.000]  并右手的大拇指上
[00:06:21.000 --> 00:06:23.000]  并右手的大拇指上
[00:06:23.000 --> 00:06:25.000]  并右手的大拇指上
[00:06:25.000 --> 00:06:27.000]  并右手的大拇指上
[00:06:27.000 --> 00:06:29.000]  并右手的大拇指上
[00:06:29.000 --> 00:06:31.000]  并右手的大拇指上
[00:06:31.000 --> 00:06:33.000]  并右手的大拇指上
[00:06:33.000 --> 00:06:35.000]  并右手的大拇指上
[00:06:35.000 --> 00:06:37.000]  并右手的大拇指上
