
[00:00:00.000 --> 00:00:05.000]  (你如何看待自己的生活?)
[00:00:05.000 --> 00:00:06.680]  我當時的生活模特兒時
[00:00:06.680 --> 00:00:07.680]  其實很瘋狂
[00:00:07.680 --> 00:00:10.600]  因為賺的錢是多
[00:00:10.600 --> 00:00:16.320]  我記得我要交的稅單是30萬
[00:00:16.320 --> 00:00:17.840]  但很不容易地
[00:00:17.840 --> 00:00:19.600]  我要到稅局申請
[00:00:19.600 --> 00:00:22.160]  我要申請豁免一半
[00:00:22.160 --> 00:00:23.320]  豁免預繳
[00:00:23.320 --> 00:00:25.280]  最終我都交15萬
[00:00:25.280 --> 00:00:26.400]  可想而知
[00:00:26.400 --> 00:00:29.680]  因為我在年青時賺到錢
[00:00:29.680 --> 00:00:31.120]  所以對我來說
[00:00:31.120 --> 00:00:32.320]  很喜歡買東西
[00:00:32.320 --> 00:00:33.520]  其實我靠物供
[00:00:33.520 --> 00:00:35.520]  我去尖沙咀時
[00:00:35.520 --> 00:00:37.480]  去到一些名店的地方
[00:00:37.480 --> 00:00:38.760]  我進去就買
[00:00:38.760 --> 00:00:41.200]  我老公常說我買東西從來不看價錢
[00:00:41.200 --> 00:00:42.840]  吃東西也不看價錢
[00:00:42.840 --> 00:00:45.280]  我最喜歡吃的是牛扒和鵝肝
[00:00:45.280 --> 00:00:47.560]  有時會約朋友一起吃飯
[00:00:47.560 --> 00:00:49.600]  我吃都是好東西
[00:00:49.600 --> 00:00:51.280]  所以對我來說
[00:00:51.280 --> 00:00:53.400]  不單我用的東西要好
[00:00:53.400 --> 00:00:55.400]  甚至再囂張一點
[00:00:55.400 --> 00:00:57.480]  我都覺得自己很誇張
[00:00:57.480 --> 00:00:59.480]  我很喜歡收鴿
[00:00:59.480 --> 00:01:00.800]  收鴿時
[00:01:00.800 --> 00:01:03.240]  我可能只是繃了一點手指甲
[00:01:03.240 --> 00:01:04.320]  繃了手指甲
[00:01:04.320 --> 00:01:06.240]  跟同事說我要收鴿
[00:01:06.240 --> 00:01:07.360]  繃了就剪了
[00:01:07.360 --> 00:01:09.280]  怎可以自己剪
[00:01:09.280 --> 00:01:10.240]  同事說
[00:01:10.240 --> 00:01:11.120]  你怎麼樣
[00:01:11.120 --> 00:01:12.720]  你會不會這麼誇張
[00:01:12.720 --> 00:01:14.400]  我覺得這些都很好笑
[00:01:14.400 --> 00:01:16.480]  而且我非常喜歡買東西
[00:01:16.480 --> 00:01:19.200]  所以很喜歡買很多名牌
[00:01:19.200 --> 00:01:21.280]  所以這就是當時模特兒
[00:01:21.280 --> 00:01:22.880]  以前的我
[00:01:22.880 --> 00:01:25.480]  你說對於現在
[00:01:25.480 --> 00:01:28.560]  現在生活已經很不同
[00:01:28.560 --> 00:01:30.560]  不再是以前的收入
[00:01:30.560 --> 00:01:31.680]  但到了今天
[00:01:31.680 --> 00:01:33.440]  你問我有沒有買東西
[00:01:33.440 --> 00:01:35.000]  我都一樣喜歡買東西
[00:01:35.000 --> 00:01:36.520]  買東西的底仍然存在
[00:01:36.520 --> 00:01:38.320]  不過我買的是街市的東西
[00:01:38.320 --> 00:01:41.200]  我不斷滿足我家的雪櫃
[00:01:41.200 --> 00:01:43.720]  因為我家有兩個小朋友
[00:01:43.720 --> 00:01:45.600]  我和婆婆一起住
[00:01:45.600 --> 00:01:47.080]  所以我很喜歡煮食
[00:01:47.080 --> 00:01:48.560]  而且我喜歡吃好東西
[00:01:48.560 --> 00:01:49.560]  以前吃好東西
[00:01:49.560 --> 00:01:50.920]  就可以外出吃
[00:01:50.920 --> 00:01:52.560]  但現在想吃好東西就自己煮
[00:01:52.560 --> 00:01:54.200]  所以我很喜歡煮食
[00:01:54.200 --> 00:01:56.560]  而且很喜歡煮到好吃的東西
[00:01:56.560 --> 00:01:57.440]  跟家人分享
[00:01:57.440 --> 00:01:58.680]  所以我大部份的錢
[00:01:58.680 --> 00:02:00.360]  都花在食物上
[00:02:00.360 --> 00:02:02.040]  就是買東西回來吃
[00:02:02.040 --> 00:02:04.200]  這就是現在的我
[00:02:04.200 --> 00:02:05.440]  每個人都想過
[00:02:05.440 --> 00:02:08.080]  這種奢華 燕樂的生活
[00:02:08.080 --> 00:02:10.240]  但當今天你值得去問
[00:02:10.240 --> 00:02:11.240]  在信仰裏
[00:02:11.240 --> 00:02:13.040]  其實這種是否真正的追求
[00:02:13.040 --> 00:02:14.280]  是否真正的滿足
[00:02:14.280 --> 00:02:15.960]  就算你有多好的牛扒
[00:02:15.960 --> 00:02:17.440]  就算你有多好吃的鵝肝
[00:02:17.440 --> 00:02:18.560]  在你面前也好
[00:02:18.560 --> 00:02:19.880]  如果沒有人跟你分享
[00:02:19.880 --> 00:02:22.440]  其實這個是否真正的享受
[00:02:22.440 --> 00:02:24.240]  其實都是一種孤單感
[00:02:24.240 --> 00:02:25.160]  所以我想
[00:02:25.160 --> 00:02:27.560]  無論世上擁有的一切都好
[00:02:27.560 --> 00:02:28.960]  我們需要的是有身邊
[00:02:28.960 --> 00:02:30.960]  你最重要的人跟你一起分享
[00:02:30.960 --> 00:02:32.760]  當然如果你說可以有的
[00:02:32.760 --> 00:02:34.040]  沒有人會拒絕的
[00:02:34.040 --> 00:02:35.360]  亦不會因為你有
[00:02:35.360 --> 00:02:37.400]  而你不能夠得永生
[00:02:37.400 --> 00:02:39.440]  但問題是我們怎樣去明白
[00:02:39.440 --> 00:02:42.160]  那些物質對我們那份滿足
[00:02:42.160 --> 00:02:43.120]  是甚麼東西
[00:02:43.120 --> 00:02:44.360]  還有我們有沒有知足
[00:02:44.360 --> 00:02:45.400]  有沒有一種
[00:02:45.400 --> 00:02:46.720]  good enough的感覺
[00:02:46.720 --> 00:02:47.720]  我想這是很重要
[00:02:47.720 --> 00:02:50.120]  這是我們需要自己問自己的問題
[00:02:50.120 --> 00:02:51.040]  其實我出獄之後
[00:02:51.040 --> 00:02:51.960]  是有很大改變的
[00:02:51.960 --> 00:02:54.280]  其實我本身坐完牢出來的時候
[00:02:54.280 --> 00:02:56.400]  我是想去做美容師
[00:02:56.400 --> 00:02:57.880]  或者做beauty consultant
[00:02:57.880 --> 00:03:00.080]  因為我已經讀了一年的美容課程
[00:03:00.080 --> 00:03:03.200]  因為我都想要跟老公結婚
[00:03:03.200 --> 00:03:04.960]  生小朋友 買樓
[00:03:04.960 --> 00:03:06.640]  這些都是我的想法令他出獄
[00:03:06.640 --> 00:03:08.120]  但當我出獄的時候
[00:03:08.120 --> 00:03:11.360]  我去到一間教會實習
[00:03:11.360 --> 00:03:12.440]  我實習了半年
[00:03:12.440 --> 00:03:14.400]  月薪是四千元
[00:03:14.400 --> 00:03:17.280]  然後轉折地
[00:03:17.280 --> 00:03:20.000]  我就來到現在的服事教會
[00:03:20.000 --> 00:03:21.640]  在現在的服事教會
[00:03:21.640 --> 00:03:22.800]  我薪金高了很多
[00:03:22.800 --> 00:03:24.320]  有一萬元
[00:03:24.320 --> 00:03:25.640]  所以對我來說
[00:03:25.640 --> 00:03:27.320]  其實是一個很大的挑戰
[00:03:27.320 --> 00:03:28.280]  而我的另一半
[00:03:28.280 --> 00:03:30.520]  其實他不期望我是這樣的
[00:03:30.520 --> 00:03:33.560]  但當時因為上帝很大的感動
[00:03:33.560 --> 00:03:34.440]  也因為上帝的呼召
[00:03:34.440 --> 00:03:35.800]  我去活影
[00:03:35.800 --> 00:03:38.720]  所以我現在生活的時候
[00:03:38.720 --> 00:03:40.040]  其實對我來說
[00:03:40.040 --> 00:03:41.040]  我是很滿足的
[00:03:41.040 --> 00:03:41.880]  到現在
[00:03:41.880 --> 00:03:43.640]  我用這樣的人工
[00:03:43.640 --> 00:03:44.520]  去到今天的時候
[00:03:44.520 --> 00:03:46.800]  當然我現在的薪金已經不同了
[00:03:46.800 --> 00:03:48.520]  但在過去這麼多年裡
[00:03:48.520 --> 00:03:49.880]  我是能夠生完一個小朋友
[00:03:49.880 --> 00:03:51.120]  再生一個小朋友
[00:03:51.120 --> 00:03:54.160]  而且上帝是供應我們家裡的需要
[00:03:54.160 --> 00:03:55.760]  而令我們無缺
[00:03:55.760 --> 00:03:56.680]  是滿足的
[00:03:56.680 --> 00:03:58.000]  因為我先生和我
[00:03:58.000 --> 00:04:00.120]  其實我先生也不是一個很高人工
[00:04:00.120 --> 00:04:01.280]  但上帝一直供應
[00:04:01.280 --> 00:04:02.680]  使我們無缺
[00:04:02.680 --> 00:04:03.800]  我想這個很重要的
[00:04:03.800 --> 00:04:05.200]  就是上帝的恩典
[00:04:05.200 --> 00:04:06.920]  我覺得很普遍
[00:04:06.920 --> 00:04:07.840]  我們在職場裡
[00:04:07.840 --> 00:04:09.400]  都會認為我們的薪金
[00:04:09.400 --> 00:04:10.560]  和我們的職位
[00:04:10.560 --> 00:04:13.240]  都是認定了我們的價值
[00:04:13.240 --> 00:04:15.120]  甚至是在那個群體裡
[00:04:15.120 --> 00:04:16.360]  我們的身份
[00:04:16.360 --> 00:04:17.600]  但我相信
[00:04:17.600 --> 00:04:19.960]  當我們努力來滿足
[00:04:19.960 --> 00:04:21.160]  我們的生活的需要
[00:04:21.160 --> 00:04:23.440]  和努力來做好
[00:04:23.440 --> 00:04:24.920]  我們自己的工作表現的時候
[00:04:24.920 --> 00:04:27.080]  最終你也會得到那份回報
[00:04:27.080 --> 00:04:29.640]  正如相信聖經裡也說
[00:04:29.640 --> 00:04:31.480]  我們每一個作為傳道的
[00:04:31.480 --> 00:04:34.000]  其實我們是應當受到
[00:04:34.000 --> 00:04:36.080]  別人對我們的那種尊重
[00:04:36.080 --> 00:04:37.960]  甚至是那個祝福
[00:04:37.960 --> 00:04:39.320]  所以我覺得
[00:04:39.320 --> 00:04:40.880]  無論你今天
[00:04:40.880 --> 00:04:42.560]  你覺得你自己處於一個
[00:04:42.560 --> 00:04:45.080]  是高還是低的位置也好
[00:04:45.080 --> 00:04:46.400]  值得去問的就是
[00:04:46.400 --> 00:04:47.600]  你有沒有盡力
[00:04:47.600 --> 00:04:51.480]  讓你的價值和你的付出
[00:04:51.480 --> 00:04:52.960]  是合乎中度呢?
[00:04:52.960 --> 00:04:53.880]  我想這個是需要
[00:04:53.880 --> 00:04:55.120]  我們每一個人去回應
[00:04:55.120 --> 00:04:56.840]  因為我們根本沒有辦法去比較
[00:04:56.840 --> 00:04:59.200]  人與人之間是沒有辦法去比較
[00:04:59.200 --> 00:05:00.280]  但很重要的就是
[00:05:00.280 --> 00:05:01.200]  當你努力的時候
[00:05:01.200 --> 00:05:02.600]  那個回報一定存在
[00:05:02.600 --> 00:05:03.320]  上帝的恩典
[00:05:03.320 --> 00:05:05.360]  也會藉著你的努力去回應你
[00:05:05.360 --> 00:05:06.200]  雖然我過去
[00:05:06.200 --> 00:05:07.640]  我都試過四千元一個月
[00:05:07.640 --> 00:05:09.160]  試過一萬元一個月
