
[00:00:00.000 --> 00:00:10.000]  今天晚上,我們要開始看關於聖靈的第三個比喻。
[00:00:10.000 --> 00:00:15.000]  請大家一同看幾節的聖經,
[00:00:15.000 --> 00:00:25.000]  在《馬太福音》第十三章,三十一節到三十三節,
[00:00:25.000 --> 00:00:37.000]  在這段經文裏面,我們的主向我們講兩個關於天國的比喻,
[00:00:37.000 --> 00:00:49.000]  這兩個比喻,都是我們天國發展的兩個基本動力,
[00:00:49.000 --> 00:01:02.000]  第一個基本動力,就是信心,在這裏用介賽種的比喻來告訴我們,
[00:01:02.000 --> 00:01:16.000]  第二個基本動力,就是聖靈的能力,在這裏用念教的比喻來讓我們講出來,
[00:01:16.000 --> 00:01:28.000]  這兩個基本動力,信心和聖靈的能力,是絕對不可缺少的,
[00:01:28.000 --> 00:01:36.000]  哪裡有這兩樣,哪裡的教會就有發展,
[00:01:36.000 --> 00:01:46.000]  基督的教會,是在這兩種基本的動力之下發展的,
[00:01:46.000 --> 00:01:55.000]  有人認為,這個介賽種的比喻,是不好的意思,
[00:01:55.000 --> 00:02:03.000]  乃是表示教會的變質和腐化,
[00:02:03.000 --> 00:02:08.000]  因為在這裏說,介賽長成了樹,
[00:02:08.000 --> 00:02:11.000]  因為這句話,介賽長成了樹,
[00:02:11.000 --> 00:02:14.000]  這個菜變成了樹,不是反常嗎?
[00:02:14.000 --> 00:02:16.000]  菜變成了樹,不是反常嗎?
[00:02:16.000 --> 00:02:18.000]  這裏又說飛鳥,
[00:02:18.000 --> 00:02:19.000]  這裏又講到飛鳥,
[00:02:19.000 --> 00:02:21.000]  來騎在它的樹枝上,
[00:02:21.000 --> 00:02:23.000]  來縮在它的樹枝上,
[00:02:23.000 --> 00:02:25.000]  上文說,
[00:02:25.000 --> 00:02:28.000]  飛鳥表示發達,
[00:02:28.000 --> 00:02:35.000]  殺種的人,把有的種子殺在路邊,
[00:02:35.000 --> 00:02:39.000]  飛鳥來,把它吃掉了,
[00:02:39.000 --> 00:02:44.000]  那麼這個飛鳥,是代表發達,
[00:02:44.000 --> 00:02:46.000]  既然如此,
[00:02:46.000 --> 00:02:49.000]  為什麼我們說,
[00:02:49.000 --> 00:02:57.000]  這個介賽種的比喻,是象徵信心的?
[00:02:57.000 --> 00:03:01.000]  我可以提出來三個理由,
[00:03:01.000 --> 00:03:06.000]  來證明介賽種的比喻,
[00:03:06.000 --> 00:03:10.000]  確實是值得信心講的,
[00:03:10.000 --> 00:03:12.000]  第一個理由,
[00:03:12.000 --> 00:03:16.000]  在這裏給我們看見,
[00:03:16.000 --> 00:03:20.000]  介賽長成介賽樹,
[00:03:20.000 --> 00:03:26.000]  這件事在聖地,不是反常的事情,
[00:03:26.000 --> 00:03:32.000]  在幾年前,兄弟到聖地去,
[00:03:32.000 --> 00:03:36.000]  在耶路撒冷的一個城門口,
[00:03:36.000 --> 00:03:40.000]  看見一棵介賽樹,
[00:03:40.000 --> 00:03:42.000]  我的內人就站在樹下,
[00:03:42.000 --> 00:03:48.000]  我給他照了一張相片,
[00:03:48.000 --> 00:03:52.000]  這個介賽樹有多高呢?
[00:03:52.000 --> 00:03:55.000]  比它高三倍,
[00:03:55.000 --> 00:03:58.000]  有它三個那麼高,
[00:03:58.000 --> 00:04:01.000]  那一定不是菜了,
[00:04:01.000 --> 00:04:06.000]  那真是可以稱得起是一棵樹,
[00:04:06.000 --> 00:04:14.000]  在聖地,介賽樹是平常的情況,
[00:04:14.000 --> 00:04:17.000]  這是第一個理由,
[00:04:17.000 --> 00:04:20.000]  第二個理由,
[00:04:20.000 --> 00:04:23.000]  這裏所說的飛鳥,
[00:04:23.000 --> 00:04:26.000]  不一定是撒旦,
[00:04:26.000 --> 00:04:28.000]  因為在聖經裏面,
[00:04:28.000 --> 00:04:29.000]  同樣的比喻,
[00:04:29.000 --> 00:04:31.000]  有的時候是好的意思,
[00:04:31.000 --> 00:04:38.000]  有的時候是不好的意思,
[00:04:38.000 --> 00:04:42.000]  就好像獅子,
[00:04:42.000 --> 00:04:47.000]  有的時候象徵主耶穌,
[00:04:47.000 --> 00:04:51.000]  另外有的時候是表示撒旦,
[00:04:51.000 --> 00:04:54.000]  不能夠一概而論,
[00:04:54.000 --> 00:04:56.000]  第三個理由,
[00:04:56.000 --> 00:05:01.000]  有些很好很好的解經家,
[00:05:01.000 --> 00:05:05.000]  大多數最好的解經家,
[00:05:05.000 --> 00:05:09.000]  認為這是好的意思,
[00:05:09.000 --> 00:05:14.000]  所以兄弟把這個介賽種的比喻,
[00:05:14.000 --> 00:05:21.000]  從肯定的解作代表信心,
[00:05:21.000 --> 00:05:23.000]  基督的國度,
[00:05:23.000 --> 00:05:31.000]  是按照信心的原則來發展推動,
[00:05:31.000 --> 00:05:33.000]  我再一次說,
[00:05:33.000 --> 00:05:36.000]  在那裏有信心,
[00:05:36.000 --> 00:05:41.000]  哪一間的教會就有發展,
[00:05:41.000 --> 00:05:45.000]  這是不變的一種情況,
[00:05:45.000 --> 00:05:47.000]  在舊約裏面,
[00:05:47.000 --> 00:05:53.000]  我們從亞伯拉罕的身上看見這個道理,
[00:05:53.000 --> 00:05:56.000]  信心造成擴展,
[00:05:56.000 --> 00:05:58.000]  信心造成擴展,
[00:05:58.000 --> 00:06:03.000]  亞伯拉罕曾經見過四個壇,
[00:06:03.000 --> 00:06:07.000]  這四個壇都與信心所造成的擴展有關,
[00:06:07.000 --> 00:06:11.000]  這四個信心的壇都與信心擴展有關,
[00:06:11.000 --> 00:06:13.000]  第一個壇,
[00:06:13.000 --> 00:06:17.000]  在湯世紀十二章第七節,
[00:06:17.000 --> 00:06:21.000]  當時亞伯拉罕到了加拿大,
[00:06:21.000 --> 00:06:28.000]  他發現那裏的地方已經被敵人佔據了,
[00:06:28.000 --> 00:06:33.000]  但是他抓住耶和華的英雄,
[00:06:33.000 --> 00:06:39.000]  他憑信心來領受神的應許,
[00:06:39.000 --> 00:06:42.000]  所以他建了一個壇,
[00:06:42.000 --> 00:06:46.000]  在那裏獻上感謝,
[00:06:46.000 --> 00:06:51.000]  神的應許,還沒有兌現,
[00:06:51.000 --> 00:06:53.000]  還沒有成全,
[00:06:53.000 --> 00:06:59.000]  但是他事先用了信心來接受,
[00:06:59.000 --> 00:07:02.000]  所以在他的信心裏面已經擴展了,
[00:07:02.000 --> 00:07:05.000]  所以在他的信心裏面已經擴展了,
[00:07:05.000 --> 00:07:06.000]  第二個壇,
[00:07:06.000 --> 00:07:13.000]  是亞伯拉罕在不知利層和愛層之間的地方建築的,
[00:07:13.000 --> 00:07:18.000]  就是亞伯拉罕在不知利層和愛層當中建造的,
[00:07:18.000 --> 00:07:20.000]  為什麼在那裏建造一座壇呢?
[00:07:20.000 --> 00:07:23.000]  為什麼要在那裏建造一座壇呢?
[00:07:23.000 --> 00:07:24.000]  因為那是個高原地帶,
[00:07:24.000 --> 00:07:26.000]  因為那是個高原地帶,
[00:07:26.000 --> 00:07:29.000]  居高臨下,
[00:07:29.000 --> 00:07:34.000]  在那裏可以下望約旦河肥美的庭園,
[00:07:34.000 --> 00:07:37.000]  在那裏可以下望約旦河肥美的庭園,
[00:07:37.000 --> 00:07:39.000]  他在那裏看見,
[00:07:39.000 --> 00:07:43.000]  耶和華對他的應許是何等的寶貴,
[00:07:43.000 --> 00:07:45.000]  耶和華對他的應許是何等的寶貴,
[00:07:45.000 --> 00:07:47.000]  這是信心的展望,
[00:07:47.000 --> 00:07:49.000]  這是信心的展望,
[00:07:49.000 --> 00:07:50.000]  因為有信心,
[00:07:50.000 --> 00:07:51.000]  因為有信心,
[00:07:51.000 --> 00:07:53.000]  所以居穆死亡,
[00:07:53.000 --> 00:07:55.000]  所以舉目地亡,
[00:07:55.000 --> 00:08:00.000]  看見了耶和華寶貴的應許,
[00:08:00.000 --> 00:08:02.000]  第三座壇,
[00:08:02.000 --> 00:08:10.000]  是在《創世記十三章》末了的兩節告訴我們的,
[00:08:10.000 --> 00:08:15.000]  當時耶和華對亞伯拉罕說,
[00:08:15.000 --> 00:08:16.000]  「你起來,
[00:08:16.000 --> 00:08:17.000]  你起來,
[00:08:17.000 --> 00:08:21.000]  縱橫走遍這地,
[00:08:21.000 --> 00:08:25.000]  把你的腳踏到的地方,
[00:08:25.000 --> 00:08:28.000]  我都賜給你為宴。」
[00:08:28.000 --> 00:08:29.000]  下面說,
[00:08:29.000 --> 00:08:33.000]  「亞伯拉罕就起來,
[00:08:33.000 --> 00:08:37.000]  他舉起新鮮的腳步,
[00:08:37.000 --> 00:08:45.000]  他一步一步地縱橫走遍那一帶的地方,
[00:08:45.000 --> 00:08:47.000]  走完的時候,
[00:08:47.000 --> 00:08:51.000]  他就見一座藏在西伯倫,
[00:08:51.000 --> 00:08:56.000]  這是新鮮的腳步的擴展,
[00:08:56.000 --> 00:08:58.000]  第四個壇,
[00:08:58.000 --> 00:09:03.000]  《創世記二十二章》的九節,
[00:09:03.000 --> 00:09:04.000]  在那裏,
[00:09:04.000 --> 00:09:06.000]  亞伯拉罕帶著他的祖孫,
[00:09:06.000 --> 00:09:07.000]  埃茲,
[00:09:07.000 --> 00:09:08.000]  伊薩,
[00:09:08.000 --> 00:09:13.000]  到摩利亞山去,
[00:09:13.000 --> 00:09:15.000]  到了山上,
