
[00:00:00.000 --> 00:00:03.400]  《聖經二弗所書》第四章
[00:00:03.400 --> 00:00:07.120]  大家會知道《聖經二弗所書》是一卷
[00:00:07.120 --> 00:00:11.360]  特別講到教會真理和教會生活的書
[00:00:11.360 --> 00:00:13.240]  亦都在當中我們有很多
[00:00:13.240 --> 00:00:16.280]  神要透過經卷給我們學習
[00:00:16.280 --> 00:00:18.240]  而我們就思想一個重要的題目
[00:00:18.240 --> 00:00:22.640]  就是教會是基督的身體
[00:00:22.640 --> 00:00:24.440]  教會是基督的身體
[00:00:24.440 --> 00:00:27.000]  亦都意味著這個身體
[00:00:27.000 --> 00:00:29.840]  是主耶穌所寶貴
[00:00:29.840 --> 00:00:33.640]  所看顧、所重視的對象
[00:00:33.640 --> 00:00:37.520]  我想你一定會很留心你自己身體的情況
[00:00:37.520 --> 00:00:40.040]  而主亦都會很留心
[00:00:40.040 --> 00:00:43.520]  祂的教會就是祂的身體的狀況
[00:00:43.520 --> 00:00:47.600]  而祂期望祂的教會是會成長的
[00:00:47.600 --> 00:00:50.240]  如果教會停滯
[00:00:50.240 --> 00:00:51.720]  甚至萎縮
[00:00:51.720 --> 00:00:53.600]  不是主的心意
[00:00:53.600 --> 00:00:57.280]  亦都不會叫我們得到益處
[00:00:57.280 --> 00:00:59.520]  因此今日當你讀完《斷聖經》的時候
[00:00:59.520 --> 00:01:01.960]  你察覺到聖經不斷勉勵我們
[00:01:01.960 --> 00:01:05.200]  去追求讓教會可以成長
[00:01:05.200 --> 00:01:08.880]  你和我在當中都一同成長
[00:01:08.880 --> 00:01:11.160]  首先你看到聖經在第四章
[00:01:11.160 --> 00:01:13.400]  一開始就說到
[00:01:13.400 --> 00:01:17.160]  聖經提醒我們要更加小心保持住
[00:01:17.160 --> 00:01:20.280]  那種團契、合一的關係
[00:01:20.280 --> 00:01:24.160]  在第四章大家看第一節
[00:01:24.160 --> 00:01:29.240]  聖經說:因此我為我者為主被囚禁的勸你們
[00:01:29.240 --> 00:01:33.640]  行事為人要配得上你們所蒙的呼召
[00:01:33.640 --> 00:01:36.160]  如何配得上所蒙的呼召呢?
[00:01:36.160 --> 00:01:39.880]  第二節:凡事謙虛溫柔忍耐
[00:01:39.880 --> 00:01:42.000]  用愛心彼此寬容
[00:01:42.000 --> 00:01:44.000]  以和睦聯繫
[00:01:44.000 --> 00:01:48.600]  竭力持守聖靈所賜的合一
[00:01:48.600 --> 00:01:52.240]  聖經提到保羅他自己本身在監牢裡
[00:01:52.240 --> 00:01:53.640]  他為了主的緣故
[00:01:53.640 --> 00:01:54.520]  為了福音
[00:01:54.520 --> 00:01:56.160]  為了教會的緣故
[00:01:56.160 --> 00:02:00.400]  他甚至要面對著牢獄之苦
[00:02:00.400 --> 00:02:02.840]  當他來到牢獄當中的時候
[00:02:02.840 --> 00:02:05.600]  他仍然記掛著弟兄姊妹
[00:02:05.600 --> 00:02:07.280]  提醒他們
[00:02:07.280 --> 00:02:09.600]  你要留心我的榜樣
[00:02:09.600 --> 00:02:14.920]  付出代價來保守教會
[00:02:14.920 --> 00:02:19.840]  付出代價來讓你自己的生活
[00:02:19.840 --> 00:02:24.680]  與你所蒙的呼召是相稱的
[00:02:24.680 --> 00:02:29.320]  當保羅說要配得上你們所蒙的呼召
[00:02:29.320 --> 00:02:30.640]  這裡所提及的呼召
[00:02:30.640 --> 00:02:32.600]  當你看回上下文的時候
[00:02:32.600 --> 00:02:35.920]  你知道有兩個很重要的方向
[00:02:35.920 --> 00:02:36.760]  第一
[00:02:36.760 --> 00:02:38.640]  神呼召你和我
[00:02:38.640 --> 00:02:40.320]  領受救恩
[00:02:40.320 --> 00:02:42.440]  與神和好
[00:02:42.440 --> 00:02:44.080]  不再和神敵對
[00:02:44.080 --> 00:02:46.560]  因為神透過耶穌基督的十字架
[00:02:46.560 --> 00:02:48.960]  赦免了我們的罪
[00:02:48.960 --> 00:02:51.640]  因此我們與神和好
[00:02:51.640 --> 00:02:53.240]  但是這個和好的關係
[00:02:53.240 --> 00:02:56.760]  不單止是說你與神個別的關係
[00:02:56.760 --> 00:02:59.560]  所以如果你留心聖經前面第二章
[00:02:59.560 --> 00:03:00.920]  有提及到
[00:03:00.920 --> 00:03:04.240]  當我們蒙受神的赦罪之後
[00:03:04.240 --> 00:03:06.120]  聖經就說到
[00:03:06.120 --> 00:03:08.800]  神會藉著十字架
[00:03:08.800 --> 00:03:12.040]  寫兩下歸為一體
[00:03:12.040 --> 00:03:14.000]  與神和好
[00:03:14.000 --> 00:03:15.880]  不同背景的人
[00:03:15.880 --> 00:03:17.560]  在主的裡面
[00:03:17.560 --> 00:03:21.400]  我們歸為一體
[00:03:21.400 --> 00:03:23.960]  能夠在主的裡面建立一種
[00:03:23.960 --> 00:03:27.720]  屬靈的新的人的群體
[00:03:27.720 --> 00:03:29.280]  沒錯我們都是新造的人
[00:03:29.280 --> 00:03:30.760]  在耶穌基督裡面
[00:03:30.760 --> 00:03:33.280]  但你記得不是單是一個人
[00:03:33.280 --> 00:03:34.960]  神是呼召我們進入一個
[00:03:34.960 --> 00:03:37.840]  新造的人的群體
[00:03:37.840 --> 00:03:40.160]  我們彼此是兄弟姐妹
[00:03:40.160 --> 00:03:43.640]  這是真實一種屬靈的關係
[00:03:43.640 --> 00:03:45.600]  這是神對我們的呼召
[00:03:45.600 --> 00:03:49.200]  進入一個屬靈的新人的群體
[00:03:49.200 --> 00:03:51.640]  能夠與神和好
[00:03:51.640 --> 00:03:53.600]  而呼召的第二方面
[00:03:53.600 --> 00:03:54.600]  聖經提及到
[00:03:54.600 --> 00:03:58.320]  祂呼召我們成為一個聖潔的群體
[00:03:58.320 --> 00:04:00.400]  所以在四章第十一節之
[00:04:00.400 --> 00:04:01.760]  十七節之後
[00:04:01.760 --> 00:04:03.320]  你就見到聖經一直說到
[00:04:03.320 --> 00:04:06.280]  聖潔的生活是應當怎樣
[00:04:06.280 --> 00:04:07.800]  頂尖會相處的
[00:04:07.800 --> 00:04:09.080]  聖經所說
[00:04:09.080 --> 00:04:10.960]  聖潔合一的關係
[00:04:10.960 --> 00:04:13.040]  應該是怎樣
[00:04:13.040 --> 00:04:15.320]  但當我們這樣回應的時候
[00:04:15.320 --> 00:04:19.040]  聖經就說這是神對我們的呼召
[00:04:19.040 --> 00:04:21.920]  祂將我們從罪惡拯救出來
[00:04:21.920 --> 00:04:24.560]  從自我中心拯救出來
[00:04:24.560 --> 00:04:27.480]  從個人主義裡面拯救出來
[00:04:27.480 --> 00:04:30.280]  說要讓我們能夠與神和好
[00:04:30.280 --> 00:04:32.600]  也都能夠與我們的頂尖姐妹
[00:04:32.600 --> 00:04:36.000]  能夠進入一種和好合一的關係
[00:04:36.000 --> 00:04:36.760]  所以聖經說
[00:04:36.760 --> 00:04:39.360]  既然蒙受這一份的恩惠
[00:04:39.360 --> 00:04:41.080]  或者說恩召
[00:04:41.080 --> 00:04:43.440]  你們就要凡事謙虛
[00:04:43.440 --> 00:04:44.240]  溫柔
[00:04:44.240 --> 00:04:45.560]  忍耐
[00:04:45.560 --> 00:04:48.320]  用愛心彼此的寬容
[00:04:48.320 --> 00:04:51.360]  用和睦彼此的聯繫
[00:04:51.360 --> 00:04:54.240]  去竭力做一件事情
[00:04:54.240 --> 00:04:56.120]  大家記得聖經所說
[00:04:56.120 --> 00:05:00.280]  「持守聖靈所賜的合一」
[00:05:00.280 --> 00:05:01.920]  聖經說到這種的合一
[00:05:01.920 --> 00:05:05.120]  是已經是上帝賜了給我們
[00:05:05.120 --> 00:05:07.120]  是已經給了我們
[00:05:07.120 --> 00:05:09.880]  但我們要去持守著
[00:05:09.880 --> 00:05:11.320]  或者說我們要去盡心
[00:05:11.320 --> 00:05:14.400]  這種的團契合一的關係
[00:05:14.400 --> 00:05:18.960]  才能夠兼顧這種的團契的生命
[00:05:18.960 --> 00:05:20.960]  生活
[00:05:20.960 --> 00:05:21.600]  所以聖經就說
[00:05:21.600 --> 00:05:23.240]  你們要去持守祂
[00:05:23.240 --> 00:05:24.960]  你們要保持祂
[00:05:24.960 --> 00:05:26.400]  讓祂能夠可以達到
[00:05:26.400 --> 00:05:31.280]  神要我們達到的那種方向
[00:05:31.280 --> 00:05:31.760]  頂尖姐妹
[00:05:31.760 --> 00:05:32.960]  當我們讀這段聖經的時候
[00:05:32.960 --> 00:05:35.080]  或者我們都以前讀過很多次
[00:05:35.080 --> 00:05:36.000]  但你記得
[00:05:36.000 --> 00:05:38.920]  這個是神對我們的呼召
[00:05:38.920 --> 00:05:41.360]  耶穌也都吩咐我們
[00:05:41.360 --> 00:05:43.280]  讓我們的生活行為
[00:05:43.280 --> 00:05:47.960]  可以配得上一個這麼榮耀的呼召
[00:05:47.960 --> 00:05:49.480]  而且是在過程當中
[00:05:49.480 --> 00:05:51.440]  是竭力去保持著
[00:05:51.440 --> 00:05:53.720]  這種的屬靈的特質
[00:05:53.720 --> 00:05:57.040]  這種的屬靈的狀況
[00:05:57.040 --> 00:06:00.680]  如果有些時候發覺破壞了
[00:06:00.680 --> 00:06:02.760]  發覺軟弱了
[00:06:02.760 --> 00:06:06.080]  就要去小心努力地重新建立起來
[00:06:06.080 --> 00:06:08.920]  以致能夠恢復神給我們那種的
[00:06:08.920 --> 00:06:12.280]  屬靈的合一團契的關係
[00:06:12.280 --> 00:06:14.720]  這個是聖經裏面很清楚對我們
[00:06:14.720 --> 00:06:18.680]  每一個屬主的人的勉勵
[00:06:18.680 --> 00:06:19.680]  當我們再讀下去的時候
[00:06:19.680 --> 00:06:20.800]  你再看
[00:06:20.800 --> 00:06:21.920]  聖經看到
[00:06:21.920 --> 00:06:23.040]  在下面的經文裏面
[00:06:23.040 --> 00:06:24.360]  一路再講到
[00:06:24.360 --> 00:06:25.560]  身體只有一個
[00:06:25.560 --> 00:06:26.600]  聖靈只有一個
[00:06:26.600 --> 00:06:27.800]  一路強調著
[00:06:27.800 --> 00:06:29.840]  我們那種的合一的
[00:06:29.840 --> 00:06:33.880]  或者說共一的生命的基礎
