
[00:00:00.000 --> 00:00:04.800]  剛剛去完印尼潛水
[00:00:04.800 --> 00:00:08.400]  同事們度過了大約兩個星期的假期
[00:00:08.400 --> 00:00:09.800]  很感謝大家的待套
[00:00:09.800 --> 00:00:13.800]  沒有訊號的期間大家都安好
[00:00:13.800 --> 00:00:16.800]  當然回到有訊號的地方
[00:00:16.800 --> 00:00:19.000]  就有很多事情要處理
[00:00:19.000 --> 00:00:21.400]  除了海底世界很美之外
[00:00:21.400 --> 00:00:23.600]  其實陸地的世界也很美
[00:00:23.600 --> 00:00:28.400]  這是我們其中去到一個島嶼的瞭望台
[00:00:28.400 --> 00:00:29.800]  走一段路上去
[00:00:29.800 --> 00:00:33.400]  看下去就是美景
[00:00:33.400 --> 00:00:36.000]  看到神創造的偉大
[00:00:36.000 --> 00:00:40.400]  神自己是那位完美的主
[00:00:40.400 --> 00:00:43.400]  在猶太人的聖經當中
[00:00:43.400 --> 00:00:47.000]  他們主要分為三大部分
[00:00:47.000 --> 00:00:49.400]  包括《托拉》(Torah)
[00:00:49.400 --> 00:00:51.000]  即是摩西五經
[00:00:51.000 --> 00:00:54.600]  也有《先知書》和著作
[00:00:54.600 --> 00:00:56.000]  著作當中
[00:00:56.000 --> 00:00:58.600]  猶太人會在不同節期
[00:00:58.600 --> 00:01:01.600]  讀不同的經卷來慶賀
[00:01:01.600 --> 00:01:06.200]  紀念那位守日司慈愛的耶和華神
[00:01:06.200 --> 00:01:08.400]  在猶太人的經卷當中
[00:01:08.400 --> 00:01:10.600]  有五小卷
[00:01:10.600 --> 00:01:14.800]  包括在禹節當中會宣讀
[00:01:14.800 --> 00:01:16.600]  歌頌、雅歌
[00:01:16.600 --> 00:01:19.200]  五旬節、路德記、聖殿節
[00:01:19.200 --> 00:01:22.000]  在耶利米亞哀歌、主伴節、傳道書
[00:01:22.000 --> 00:01:24.600]  普爾節就是以詩帖記
[00:01:24.600 --> 00:01:27.400]  在父節主日之後
[00:01:27.400 --> 00:01:30.800]  在六月猜全月中間這五個星期
[00:01:30.800 --> 00:01:33.200]  我特別選了這五卷書
[00:01:33.200 --> 00:01:35.200]  讓大家一起去研讀
[00:01:35.200 --> 00:01:37.600]  所以這五個星期
[00:01:37.600 --> 00:01:41.200]  我們就讀了六十六卷聖經的其中五卷
[00:01:41.200 --> 00:01:45.200]  上星期就是時詩宣講
[00:01:45.200 --> 00:01:47.200]  記不記得讀過什麼書
[00:01:47.200 --> 00:01:50.200]  很快就忘記了
[00:01:50.200 --> 00:01:52.600]  今天早餐也不一定記得吃什麼
[00:01:52.600 --> 00:01:55.000]  沒錯,是傳道書
[00:01:55.000 --> 00:01:56.800]  今天我就讀路德記
[00:01:56.800 --> 00:01:59.800]  下星期我會講耶利米亞哀歌
[00:01:59.800 --> 00:02:01.000]  母親節那天
[00:02:01.000 --> 00:02:03.200]  Kendall會講雅歌
[00:02:03.200 --> 00:02:05.200]  然後就時詩總結
[00:02:05.200 --> 00:02:07.200]  講第五卷書
[00:02:07.200 --> 00:02:09.200]  就是以詩帖記
[00:02:09.200 --> 00:02:11.600]  今天我們要研讀路德記
[00:02:11.600 --> 00:02:15.600]  不同的讀者有不同的處理手法
[00:02:15.600 --> 00:02:18.800]  我今天就想很概括的
[00:02:18.800 --> 00:02:20.600]  路德記只有四張經文
[00:02:20.600 --> 00:02:23.800]  我就用每一張經文
[00:02:23.800 --> 00:02:27.800]  我會跟大家看看發生什麼事
[00:02:27.800 --> 00:02:31.800]  然後做一些應用
[00:02:31.800 --> 00:02:35.800]  讓我們在心靈當中有些提醒
[00:02:35.800 --> 00:02:39.800]  最後我想講一個提綱揭領
[00:02:39.800 --> 00:02:43.800]  路德記用一個詞彙
[00:02:43.800 --> 00:02:46.800]  來總結這卷書想講什麼
[00:02:46.800 --> 00:02:48.800]  盼望透過路德記幫助我們
[00:02:48.800 --> 00:02:50.800]  在二十一世紀
[00:02:50.800 --> 00:02:54.800]  這個時代中如何活出上帝的說話
[00:02:54.800 --> 00:02:58.800]  我們先看路德記
[00:02:58.800 --> 00:03:00.800]  路德記是在一個什麼時代
[00:03:00.800 --> 00:03:02.800]  是一章一節說
[00:03:02.800 --> 00:03:05.800]  當事事秉正的時候
[00:03:05.800 --> 00:03:07.800]  國中遭遇饑荒
[00:03:07.800 --> 00:03:09.800]  在一個大時代當中
[00:03:09.800 --> 00:03:11.800]  是一個饑荒的時代
[00:03:11.800 --> 00:03:15.800]  人道主義當中
[00:03:15.800 --> 00:03:20.800]  面對很多艱難
[00:03:20.800 --> 00:03:23.800]  饑荒沒東西吃
[00:03:23.800 --> 00:03:25.800]  我們想到打開電視機
[00:03:25.800 --> 00:03:27.800]  加沙就是這種情況
[00:03:27.800 --> 00:03:29.800]  現在有的
[00:03:29.800 --> 00:03:32.800]  最近最新的新聞
[00:03:32.800 --> 00:03:34.800]  加沙是沒東西吃
