
[00:00:00.000 --> 00:00:02.240]  在《肥牙俾書》第三章
[00:00:02.240 --> 00:00:07.640]  一開始保羅用很嚴厲的語氣和態度
[00:00:07.640 --> 00:00:10.880]  去提醒當時教會的一些信徒
[00:00:10.880 --> 00:00:16.160]  因為當時教會出現了一些很嚴重的錯誤的教訓
[00:00:16.160 --> 00:00:17.960]  出現在教會的群體裡面
[00:00:17.960 --> 00:00:19.240]  如果大家還記得
[00:00:19.240 --> 00:00:21.920]  就是有一群叫猶太教的主義者
[00:00:21.920 --> 00:00:22.680]  簡單來說
[00:00:22.680 --> 00:00:26.840]  他們認為信靠耶穌的恩典是不足夠的
[00:00:26.840 --> 00:00:30.120]  我們唯有靠自己的功德
[00:00:30.120 --> 00:00:34.320]  我努力地去遵守上帝的誡命
[00:00:34.320 --> 00:00:36.480]  然後加上信耶穌
[00:00:36.480 --> 00:00:40.120]  這樣就可以得到上帝給我們永恆的福分
[00:00:40.120 --> 00:00:42.040]  所以嚴格來說
[00:00:42.040 --> 00:00:45.120]  他們靠的不是上帝給我們這一份的恩典
[00:00:45.120 --> 00:00:49.400]  靠的就是自己的努力和行為上的功德
[00:00:49.400 --> 00:00:53.240]  去賺取上帝給我們一個永恆的福氣
[00:00:53.240 --> 00:00:57.920]  保羅在這裡用一個很嚴厲的角度
[00:00:57.920 --> 00:01:00.120]  去提醒這個錯誤的教訓
[00:01:00.120 --> 00:01:02.120]  跟著他做一個對比
[00:01:02.120 --> 00:01:04.960]  他說一個真正跟從上帝的人
[00:01:04.960 --> 00:01:06.560]  就好像他這樣
[00:01:06.560 --> 00:01:09.800]  他是專注於得著基督
[00:01:09.800 --> 00:01:11.280]  經歷基督
[00:01:11.280 --> 00:01:13.520]  更深的經歷耶穌是我的主
[00:01:13.520 --> 00:01:14.480]  這是事實
[00:01:14.480 --> 00:01:16.920]  得著耶穌這一份的恩典
[00:01:16.920 --> 00:01:20.080]  得著耶穌給我這一份的賞賜
[00:01:20.080 --> 00:01:22.320]  所以保羅在這裡說
[00:01:22.320 --> 00:01:24.960]  我為了得著耶穌這一份的恩典
[00:01:24.960 --> 00:01:27.160]  我情願放棄一切
[00:01:27.160 --> 00:01:30.320]  放棄過去的名利權
[00:01:30.320 --> 00:01:31.320]  在保羅來說
[00:01:31.320 --> 00:01:32.800]  這個不是一個理論
[00:01:32.800 --> 00:01:33.720]  在他來說
[00:01:33.720 --> 00:01:35.440]  這是一個很真實的選擇
[00:01:35.440 --> 00:01:38.600]  因為他在信耶穌的時候
[00:01:38.600 --> 00:01:44.080]  他將自己放在一個相當危險的地步裡面
[00:01:44.080 --> 00:01:46.400]  他本來有一個很有名譽
[00:01:46.400 --> 00:01:47.000]  很有地位
[00:01:47.000 --> 00:01:50.000]  各方面都很安恕的一個情況
[00:01:50.000 --> 00:01:51.840]  但是當他在信耶穌的時候
[00:01:51.840 --> 00:01:55.240]  他知道他將要被人去
[00:01:55.240 --> 00:01:57.960]  有一個不好的對待
[00:01:57.960 --> 00:01:59.400]  或者就好像有其他人
[00:01:59.400 --> 00:02:02.200]  好像他這樣拿著一些文書
[00:02:02.200 --> 00:02:05.120]  可以去捉拿一些相信耶穌的人
[00:02:05.120 --> 00:02:06.200]  但是保羅說
[00:02:06.200 --> 00:02:09.320]  我願意得著耶穌
[00:02:09.320 --> 00:02:10.080]  得著基督
[00:02:10.080 --> 00:02:11.960]  我就放棄這一切
[00:02:11.960 --> 00:02:13.800]  接著他繼續說
[00:02:13.800 --> 00:02:16.000]  當他認識耶穌之後
[00:02:16.000 --> 00:02:20.360]  他不會因著認識耶穌而自滿
[00:02:20.360 --> 00:02:21.040]  他沒有
[00:02:21.040 --> 00:02:22.840]  他竭力地向前
[00:02:22.840 --> 00:02:23.960]  在他人生裡面
[00:02:23.960 --> 00:02:24.960]  他不是回頭望
[00:02:24.960 --> 00:02:26.200]  他是向前望
[00:02:26.200 --> 00:02:27.320]  向前望
[00:02:27.320 --> 00:02:31.120]  為了得著耶穌給他的賞賜
[00:02:31.120 --> 00:02:33.000]  他很清楚知道
[00:02:33.000 --> 00:02:34.800]  這一條道路是不容易
[00:02:34.800 --> 00:02:36.480]  所以他不敢鬆懈
[00:02:36.480 --> 00:02:40.000]  他一路努力向前
[00:02:40.000 --> 00:02:43.440]  他知道耶穌給了他這個福分
[00:02:43.440 --> 00:02:45.800]  耶穌也期望他很努力
[00:02:45.800 --> 00:02:47.920]  去得到這個福分
[00:02:47.920 --> 00:02:49.360]  接著在第十三
[00:02:49.360 --> 00:02:50.160]  第十四節
[00:02:50.160 --> 00:02:51.240]  保羅就這樣說
[00:02:51.240 --> 00:02:52.040]  「弟兄們
[00:02:52.040 --> 00:02:53.960]  我不是以為自己已經得著了
[00:02:53.960 --> 00:02:54.840]  我只是一件事
[00:02:54.840 --> 00:02:57.080]  就是忘記背後努力面前的
[00:02:57.080 --> 00:02:58.760]  向著標竿直跑
[00:02:58.760 --> 00:03:00.600]  為要得神在基督耶穌裡
[00:03:00.600 --> 00:03:04.200]  從上面召我來得的獎賞」
[00:03:04.200 --> 00:03:05.640]  在這裡保羅說
[00:03:05.640 --> 00:03:08.480]  我有一個很清楚的目標和方向
[00:03:08.480 --> 00:03:09.960]  在過程中
[00:03:09.960 --> 00:03:13.280]  我是忘記背後努力面前
[00:03:13.280 --> 00:03:15.400]  向著標竿直跑
[00:03:15.400 --> 00:03:17.480]  忘記背後是什麼意思呢?
[00:03:17.480 --> 00:03:19.600]  忘記什麼呢?
[00:03:19.600 --> 00:03:21.960]  在這裡大概可能是指到
[00:03:21.960 --> 00:03:24.840]  保羅在過去為了耶穌的緣故
[00:03:24.840 --> 00:03:26.760]  為了跟從耶穌的緣故
[00:03:26.760 --> 00:03:30.160]  所受的種種苦難
[00:03:30.160 --> 00:03:32.480]  保羅不會這些成為他的難處
[00:03:32.480 --> 00:03:34.320]  也許保羅是想到
[00:03:34.320 --> 00:03:37.480]  我不會因為過去這些經歷
[00:03:37.480 --> 00:03:39.320]  為信耶穌受那麼多苦
[00:03:39.320 --> 00:03:41.880]  前面是不是繼續去跟從呢?
[00:03:41.880 --> 00:03:43.000]  其實保羅在這裡說
[00:03:43.000 --> 00:03:43.680]  不是
[00:03:43.680 --> 00:03:47.560]  我不會被這些不好的經歷
[00:03:47.560 --> 00:03:48.600]  可以說是這些苦難
[00:03:48.600 --> 00:03:52.440]  妨礙我現在繼續向前跟從耶穌
[00:03:52.440 --> 00:03:54.480]  所以保羅在這裡說
[00:03:54.480 --> 00:03:56.960]  我不會因著過去的事情
[00:03:56.960 --> 00:03:59.400]  無論那些對自己來說
[00:03:59.400 --> 00:04:01.640]  那些是成功或失敗
[00:04:01.640 --> 00:04:03.680]  或者是一些好與不好
[00:04:03.680 --> 00:04:07.080]  都不會妨礙我繼續向前奔跑
[00:04:07.080 --> 00:04:09.400]  去跟從耶穌
[00:04:09.400 --> 00:04:13.440]  得著耶穌給我這一份稱讚和賞賜
[00:04:13.440 --> 00:04:18.280]  在這裡保羅很清楚地
[00:04:18.280 --> 00:04:19.400]  帶出了
[00:04:19.400 --> 00:04:22.640]  再去鼓勵他自己有這樣的心態的時候
[00:04:22.640 --> 00:04:25.360]  第十五到十七節
[00:04:25.360 --> 00:04:27.120]  保羅再說
[00:04:27.120 --> 00:04:29.040]  所以在我們中間
[00:04:29.040 --> 00:04:32.120]  凡事完全人總要存這樣的心
[00:04:32.120 --> 00:04:34.120]  若在什麼事上存別樣的心
[00:04:34.120 --> 00:04:36.160]  神也必以此指示你們
[00:04:36.160 --> 00:04:37.880]  然而我們到了什麼地步
[00:04:37.880 --> 00:04:39.840]  就當照什麼地步行
[00:04:39.840 --> 00:04:40.400]  弟兄們
[00:04:40.400 --> 00:04:42.040]  你不要一同效法我
[00:04:42.040 --> 00:04:46.280]  也當留意看那些照我們榜樣行的人
[00:04:46.280 --> 00:04:48.480]  保羅很清楚地說出
[00:04:48.480 --> 00:04:50.640]  我的人生目標很清楚
[00:04:50.640 --> 00:04:52.840]  我現在很努力地要去
[00:04:52.840 --> 00:04:56.000]  得到耶穌給我這一份稱讚
[00:04:56.000 --> 00:04:58.400]  接著他再一次提醒
[00:04:58.400 --> 00:04:59.680]  在他中間
[00:04:59.680 --> 00:05:03.080]  如果當中有人以為自己是完全人
[00:05:03.080 --> 00:05:05.080]  更加要小心
[00:05:05.080 --> 00:05:07.480]  究竟什麼是完全人呢
[00:05:07.480 --> 00:05:10.440]  我想在這裡最少有兩個可能的意思
[00:05:10.440 --> 00:05:11.400]  第一就是
[00:05:11.400 --> 00:05:13.360]  那些以為
[00:05:13.360 --> 00:05:15.360]  一些猶大教的主義者
[00:05:15.360 --> 00:05:20.080]  他們以為要靠自己的努力
[00:05:20.080 --> 00:05:23.240]  能夠得到上帝的恩典
[00:05:23.240 --> 00:05:24.240]  這一群人
[00:05:24.240 --> 00:05:26.280]  我要遵守上帝的吩咐
[00:05:26.280 --> 00:05:28.280]  我就可以得到上帝的恩典
[00:05:28.280 --> 00:05:29.200]  這一群人
[00:05:29.200 --> 00:05:30.760]  這一群錯誤的人
[00:05:30.760 --> 00:05:31.480]  他們要小心
[00:05:31.480 --> 00:05:33.320]  你們以為自己是完全嗎
