
[00:00:00.000 --> 00:00:04.480]  這段經文有一個線型結構
[00:00:04.480 --> 00:00:09.160]  從伊麗莎白的不辱到懷仁
[00:00:09.160 --> 00:00:13.040]  中間會提到撒加利亞進入了聖殿
[00:00:13.040 --> 00:00:15.320]  然後百姓等候
[00:00:15.320 --> 00:00:17.520]  撒加利亞出來後
[00:00:17.520 --> 00:00:22.720]  百姓就在等候
[00:00:22.720 --> 00:00:27.680]  撒加利亞在殿中由害怕到不信
[00:00:27.680 --> 00:00:32.960]  天使加大給予一個好訊息和一個不好的訊息
[00:00:32.960 --> 00:00:36.640]  因為撒加利亞也會被啞了一段時間
[00:00:36.640 --> 00:00:41.680]  中間天使預告他們有一個兒子將會誕生
[00:00:41.680 --> 00:00:42.960]  就是施洗若翰
[00:00:42.960 --> 00:00:44.960]  這是一個很好的訊息
[00:00:44.960 --> 00:00:48.400]  我們一會兒會一起思想
[00:00:48.400 --> 00:00:53.920]  路加醫生是路加科音的作者
[00:00:53.920 --> 00:00:55.200]  他寫了《斯圖蘭主》
[00:00:55.200 --> 00:00:59.040]  他寫這兩本書的主題是
[00:00:59.040 --> 00:01:02.240]  在路加科音的一章一至四節
[00:01:02.240 --> 00:01:04.240]  寫給提亞非和大人
[00:01:04.240 --> 00:01:08.000]  他說他聽到一些訊息和故事
[00:01:08.000 --> 00:01:12.240]  他聽了耶穌基督的故事
[00:01:12.240 --> 00:01:15.680]  詳細考究和深入研究
[00:01:15.680 --> 00:01:20.560]  並且分析後再寫這兩本書
[00:01:20.560 --> 00:01:25.520]  這些事件研究後
[00:01:25.520 --> 00:01:28.880]  整合成為路加科音和《斯圖蘭主》
[00:01:28.880 --> 00:01:31.280]  在這麼多件事當中
[00:01:31.280 --> 00:01:32.560]  收集到很多資料
[00:01:32.560 --> 00:01:34.000]  第一個故事
[00:01:34.000 --> 00:01:35.040]  第一件事
[00:01:35.040 --> 00:01:38.160]  他講的是撒加利亞和伊麗莎白的故事
[00:01:38.160 --> 00:01:44.400]  對收信者來說,要很留心聽
[00:01:44.400 --> 00:01:46.400]  這個故事
[00:01:46.400 --> 00:01:49.440]  我只講兩點
[00:01:49.440 --> 00:01:51.440]  最主要講什麼呢
[00:01:51.440 --> 00:01:55.360]  這個故事是撒加利亞和伊麗莎白
[00:01:55.360 --> 00:01:57.680]  所身的一個兒子叫做斯西約翰
[00:01:57.680 --> 00:02:01.520]  第一點,神有主權
[00:02:01.520 --> 00:02:03.840]  每個主權都有目的
[00:02:03.840 --> 00:02:05.840]  這是第一點
[00:02:05.840 --> 00:02:08.640]  第二點,神是納約的
[00:02:08.640 --> 00:02:11.520]  每個納約都在對應他的英雄
[00:02:11.520 --> 00:02:14.400]  我們看這兩個重點
[00:02:14.400 --> 00:02:17.920]  這兩個重點在影響你和我一生
[00:02:17.920 --> 00:02:23.040]  每一生我們都是圍繞著這兩個重點過活
[00:02:23.040 --> 00:02:25.040]  我們先看第一點
[00:02:25.040 --> 00:02:29.440]  在希律在位期間
[00:02:29.440 --> 00:02:35.520]  作者開始介紹一對夫婦
[00:02:35.520 --> 00:02:38.160]  撒加利亞和伊麗莎白
[00:02:38.160 --> 00:02:40.960]  他用四個向度介紹這對夫婦
[00:02:40.960 --> 00:02:44.000]  第一,撒加利亞是祭司
[00:02:44.000 --> 00:02:47.360]  伊麗莎白是亞倫的後代
[00:02:47.360 --> 00:02:51.840]  他們結為夫婦是一個很蒙福的家庭
[00:02:51.840 --> 00:02:54.720]  背景相當不錯
[00:02:54.720 --> 00:02:58.240]  在猶太人群體來說是顯赫的
[00:02:58.240 --> 00:03:03.040]  第二,他們在神的根前是二人
[00:03:03.040 --> 00:03:05.040]  正直的
[00:03:05.040 --> 00:03:07.360]  第三,行為無可指責
[00:03:07.360 --> 00:03:10.160]  道德上是好的
[00:03:10.160 --> 00:03:12.960]  第四,他們沒有小朋友
[00:03:12.960 --> 00:03:14.960]  他們的年紀老邁
[00:03:14.960 --> 00:03:17.440]  在第十八節已經說他們很老
[00:03:17.440 --> 00:03:23.440]  老到一個階段,根本是零機會有小朋友
[00:03:23.440 --> 00:03:25.440]  沒有可能有小朋友
[00:03:25.440 --> 00:03:28.400]  所以我們知道在第十三節
[00:03:28.400 --> 00:03:30.400]  撒加利亞的祈禱
[00:03:30.400 --> 00:03:34.800]  他作為祭司不單止為以色列百姓去禱告
[00:03:34.800 --> 00:03:39.760]  一定,我相信,一定會為他和他太太
[00:03:39.760 --> 00:03:42.800]  曾經為生小朋友這件事禱告過
[00:03:42.800 --> 00:03:47.280]  現在很多夫婦都沒有小朋友
[00:03:47.280 --> 00:03:50.480]  好像沒什麼大不了
[00:03:50.480 --> 00:03:54.080]  不過在當代,第一世紀,猶太人的背景
[00:03:54.080 --> 00:03:56.640]  沒有小朋友是一件很大的事件
[00:03:56.640 --> 00:04:01.040]  我們看到在第25節,這是一個羞恥
[00:04:01.040 --> 00:04:04.720]  並且我們知道從舊約聖經
[00:04:04.720 --> 00:04:09.280]  如果是耶和華所賜的產業所懷的胎
[00:04:09.280 --> 00:04:12.080]  是神所賜的福氣
[00:04:12.080 --> 00:04:15.920]  有小朋友代表神在祝福家庭
[00:04:15.920 --> 00:04:19.120]  所以我們看到在創世紀第30章
[00:04:19.120 --> 00:04:21.680]  當拉傑有小朋友的時候
[00:04:21.680 --> 00:04:26.160]  他很歡喜快樂,因為他除去了人間的羞恥
[00:04:26.160 --> 00:04:30.000]  撒加利亞和伊麗莎白一生一輩
[00:04:30.000 --> 00:04:32.320]  背負著一個不幸事件
[00:04:32.320 --> 00:04:34.320]  沒有小朋友,不幸事件
[00:04:34.320 --> 00:04:37.440]  當然我們讀到這裡的時候
[00:04:37.440 --> 00:04:41.520]  這麼好的家庭,行為正直
[00:04:41.520 --> 00:04:44.080]  有這樣的背景
[00:04:44.080 --> 00:04:49.840]  但是有不幸的污點,一個記號在他身上
[00:04:49.840 --> 00:04:52.720]  就讓我們想起舊約也有一個人物
[00:04:52.720 --> 00:04:53.840]  也是行為正直
[00:04:53.840 --> 00:04:57.520]  但是也受苦難,也面對不幸
[00:04:57.520 --> 00:05:00.880]  就是約伯
[00:05:00.880 --> 00:05:03.360]  你要知道約伯一開始會說
[00:05:03.360 --> 00:05:05.200]  烏斯地有一個人叫約伯
[00:05:05.200 --> 00:05:08.560]  那人完全正直,敬畏神,遠離惡事
[00:05:08.560 --> 00:05:13.360]  不過在天庭上舉行了一個會議
[00:05:13.360 --> 00:05:15.600]  沒有人知道,因為人間看不到
[00:05:15.600 --> 00:05:19.440]  在天上,有神和撒旦的對話
[00:05:19.440 --> 00:05:22.800]  之後就發生了很多不幸事件
[00:05:22.800 --> 00:05:25.200]  就是約伯失去了所有的身畜
[00:05:25.200 --> 00:05:26.720]  失去了所有的僕人
[00:05:26.720 --> 00:05:29.840]  以及失去了十個兒女
[00:05:29.840 --> 00:05:32.880]  一件災難性的事件發生在他身上
[00:05:32.880 --> 00:05:36.400]  並且身上長了很多毒瘡
[00:05:36.400 --> 00:05:40.720]  我們面對很多失去的時代
[00:05:40.720 --> 00:05:42.480]  很多不幸事件
[00:05:42.480 --> 00:05:47.360]  星期五凌晨,即是前兩天晚上十點
[00:05:47.360 --> 00:05:50.000]  我參加了一個越野賽事
[00:05:50.000 --> 00:05:53.040]  由大埔林村出發
[00:05:53.040 --> 00:05:55.200]  一百個賽事
[00:05:55.200 --> 00:05:59.760]  先去大都引上去,然後去粉嶺
[00:05:59.760 --> 00:06:02.160]  然後去到流水巷
[00:06:02.400 --> 00:06:04.160]  上去後,只有八仙嶺
[00:06:04.160 --> 00:06:07.120]  然後去烏膠藤、鹿頸
[00:06:07.120 --> 00:06:08.480]  回頭又有八仙嶺
[00:06:08.480 --> 00:06:09.840]  真是人都瘋了
[00:06:09.840 --> 00:06:17.680]  去到後,再去學竇
[00:06:17.680 --> 00:06:21.680]  再上去九龍坑山
[00:06:21.680 --> 00:06:25.200]  九龍坑山就看到整個大埔區
[00:06:25.200 --> 00:06:28.160]  那時候已經有六十公里
[00:06:28.160 --> 00:06:32.000]  很累的
[00:06:32.000 --> 00:06:34.560]  我走著走著,走到九龍坑山
[00:06:34.560 --> 00:06:35.840]  就看到什麼呢?
[00:06:35.840 --> 00:06:38.400]  就是雲福縣
[00:06:38.400 --> 00:06:42.480]  看到很多大廈、大埔
[00:06:42.480 --> 00:06:45.440]  但唯獨有幾棟是黑色的
[00:06:45.440 --> 00:06:51.200]  我站在那裡一會兒
[00:06:51.200 --> 00:06:53.200]  都為城市祈禱
[00:06:53.200 --> 00:06:55.040]  為村民祈禱
[00:06:55.760 --> 00:06:58.320]  可以想像我家和我家
[00:06:58.320 --> 00:07:00.800]  如果發生了火災
[00:07:00.800 --> 00:07:02.160]  什麼都沒有了
[00:07:02.160 --> 00:07:04.160]  沒有記憶、失憶
[00:07:04.160 --> 00:07:06.160]  沒有圖片、畫像
[00:07:06.160 --> 00:07:07.520]  沒有了家
[00:07:07.520 --> 00:07:09.520]  可以想像多麼徬徨無助
[00:07:09.520 --> 00:07:11.840]  我們有很多失去
[00:07:11.840 --> 00:07:13.840]  過去幾年我們也失去了很多
[00:07:13.840 --> 00:07:18.800]  不幸事件發生在我們身上
[00:07:18.800 --> 00:07:23.040]  撒加利亞或約伯怎樣應對呢?
[00:07:23.040 --> 00:07:28.800]  經文說撒加利亞繼續服侍
[00:07:28.800 --> 00:07:30.800]  他繼續進入聖殿當中
[00:07:30.800 --> 00:07:32.800]  供祭司的職份
[00:07:32.800 --> 00:07:34.800]  他沒有埋怨神、離棄神
[00:07:34.800 --> 00:07:36.800]  更加沒有奏助神
[00:07:36.800 --> 00:07:38.800]  約伯也是
[00:07:38.800 --> 00:07:43.520]  當他面對災難性事件的時候
[00:07:43.520 --> 00:07:45.520]  他怎樣應對呢?
[00:07:45.520 --> 00:07:47.520]  大家熟悉了吧?
[00:07:47.520 --> 00:07:49.520]  賞賜的耶和華、收取的耶和華
[00:07:49.520 --> 00:07:51.520]  是應當稱頌的
[00:07:51.520 --> 00:07:53.520]  大家明白嗎?
[00:07:53.520 --> 00:07:55.520]  撒加利亞或約伯
[00:07:55.520 --> 00:07:59.520]  他們的回應是非比尋常的
[00:07:59.520 --> 00:08:01.520]  正正因為他們知道有一個神
[00:08:01.520 --> 00:08:03.520]  心中有一個神
[00:08:03.520 --> 00:08:05.520]  因為他正直
[00:08:05.520 --> 00:08:07.520]  他敬畏上帝
[00:08:07.520 --> 00:08:09.520]  而這個神他知道他有主權
[00:08:09.520 --> 00:08:11.520]  而他的主權帶有目的性
[00:08:11.520 --> 00:08:15.520]  兩個人都是
[00:08:15.520 --> 00:08:17.520]  都在神的主權下
[00:08:17.520 --> 00:08:19.520]  有目的性的主權
[00:08:19.520 --> 00:08:21.520]  今天這一點是我要學的
[00:08:21.520 --> 00:08:25.520]  特別是我們面對艱難的時候的處境
[00:08:25.520 --> 00:08:29.520]  要明白到神的主權是有目的性的
[00:08:29.520 --> 00:08:31.520]  怎樣去演繹
[00:08:31.520 --> 00:08:33.520]  怎樣去學習
[00:08:33.520 --> 00:08:35.520]  這個向導呢?
[00:08:35.520 --> 00:08:39.520]  我近來看了一篇文章
[00:08:39.520 --> 00:08:41.520]  都很值得和大家分享
[00:08:41.520 --> 00:08:43.520]  比較長的文章
[00:08:43.520 --> 00:08:45.520]  我希望藉著少少時間
[00:08:45.520 --> 00:08:47.520]  和大家分享
[00:08:47.520 --> 00:08:49.520]  心靈故事
[00:08:49.520 --> 00:08:53.520]  讓大家知道我們怎樣降伏在神的主權下
[00:08:53.520 --> 00:08:55.520]  有目的性的主權
[00:08:55.520 --> 00:08:57.520]  這是一位美國人
[00:08:57.520 --> 00:08:59.520]  Johnny Erickson
[00:08:59.520 --> 00:09:01.520]  我先說背景
[00:09:01.520 --> 00:09:03.520]  然後說這篇文章
[00:09:03.520 --> 00:09:05.520]  主題是
[00:09:05.520 --> 00:09:07.520]  Paradise was his good plan
[00:09:07.520 --> 00:09:09.520]  How predestination changed my suffering
[00:09:09.520 --> 00:09:13.520]  癱瘓是神美好的計劃
[00:09:13.520 --> 00:09:15.520]  預定論怎樣改變他的苦難
[00:09:15.520 --> 00:09:17.520]  他的背景是這樣的
[00:09:17.520 --> 00:09:19.520]  他現在還在世
[00:09:19.520 --> 00:09:21.520]  他生於1950年
[00:09:21.520 --> 00:09:23.520]  所以現在75歲
[00:09:23.520 --> 00:09:25.520]  1950年出生
[00:09:25.520 --> 00:09:27.520]  在他17歲的時候
[00:09:27.520 --> 00:09:29.520]  1967年7月
[00:09:29.520 --> 00:09:31.520]  他從一個跳板
[00:09:31.520 --> 00:09:33.520]  一個泳池跳下來
[00:09:33.520 --> 00:09:35.520]  他真的沒有猜到
[00:09:35.520 --> 00:09:37.520]  可能太淺水
[00:09:37.520 --> 00:09:39.520]  頸部就撞到地板上
[00:09:39.520 --> 00:09:41.520]  令到他四肢癱瘓
[00:09:41.520 --> 00:09:43.520]  住了醫院
[00:09:43.520 --> 00:09:45.520]  住了醫院兩年
[00:09:45.520 --> 00:09:51.520]  然後他患上抑鬱症
[00:09:51.520 --> 00:09:53.520]  他說
[00:09:53.520 --> 00:09:55.520]  這樣的生命
[00:09:55.520 --> 00:09:57.520]  面對這麼艱難
[00:09:57.520 --> 00:09:59.520]  怎樣走日後的路呢
[00:09:59.520 --> 00:10:01.520]  17歲的小女孩
[00:10:01.520 --> 00:10:03.520]  然後他
[00:10:03.520 --> 00:10:05.520]  再後期一點
[00:10:05.520 --> 00:10:07.520]  他患了第三期的乳癌
[00:10:07.520 --> 00:10:09.520]  你會看到他的生命有很多患難
[00:10:09.520 --> 00:10:11.520]  在他身上
[00:10:11.520 --> 00:10:13.520]  他曾經被他一位先生
[00:10:13.520 --> 00:10:15.520]  照顧了他一生
[00:10:15.520 --> 00:10:17.520]  真的很感人
[00:10:17.520 --> 00:10:19.520]  不過他的生命是艱難的
[00:10:19.520 --> 00:10:21.520]  他一開始的文章
[00:10:21.520 --> 00:10:23.520]  就說到
[00:10:23.520 --> 00:10:25.520]  他不斷按一個按鈕
[00:10:25.520 --> 00:10:27.520]  按什麼按鈕呢?就是一個回帶按鈕
[00:10:27.520 --> 00:10:29.520]  回想他寫這篇文章的時候
[00:10:29.520 --> 00:10:31.520]  幾年前寫的
[00:10:31.520 --> 00:10:33.520]  他回想17歲的時候
[00:10:33.520 --> 00:10:35.520]  他跳下來那一刻
[00:10:35.520 --> 00:10:37.520]  他說他回帶的時候究竟發生什麼事呢?
[00:10:37.520 --> 00:10:39.520]  究竟是否
[00:10:39.520 --> 00:10:41.520]  神容許他一個小女孩的無知
[00:10:41.520 --> 00:10:43.520]  讓他能夠這樣
[00:10:43.520 --> 00:10:45.520]  跳下來,令他現在
[00:10:45.520 --> 00:10:47.520]  四肢癱瘓呢?
[00:10:47.520 --> 00:10:49.520]  到現在還是四肢癱瘓
[00:10:49.520 --> 00:10:51.520]  究竟是否像約伯記所說
[00:10:51.520 --> 00:10:53.520]  天庭上有個會議
[00:10:53.520 --> 00:10:55.520]  神容許撒旦
[00:10:55.520 --> 00:10:57.520]  推他一下,以致他
[00:10:57.520 --> 00:10:59.520]  跳下來,四肢癱瘓呢?
[00:10:59.520 --> 00:11:01.520]  還是會不會是
[00:11:01.520 --> 00:11:03.520]  神推他一下
