
[00:00:00.000 --> 00:00:02.600]  這篇詩篇是137篇
[00:00:02.600 --> 00:00:06.000]  其實很多基督徒讀起來都不太舒服
[00:00:06.000 --> 00:00:08.200]  好像在咒詛自己的敵人
[00:00:08.200 --> 00:00:09.400]  需要很大的恆意
[00:00:09.400 --> 00:00:13.000]  跟耶穌教我們要愛我們的敵人
[00:00:13.000 --> 00:00:16.000]  為我們的敵人祈禱好像不太合適
[00:00:16.000 --> 00:00:19.400]  但今天希望從另一個角度
[00:00:19.400 --> 00:00:21.800]  跟大家思考這篇詩篇
[00:00:21.800 --> 00:00:25.600]  究竟這篇詩篇作者是從一個恆意的出發
[00:00:25.600 --> 00:00:28.200]  還是從一個愛的角度出發呢
[00:00:28.200 --> 00:00:32.600]  在第一至第三節他這樣說
[00:00:32.600 --> 00:00:35.200]  我們曾在巴比倫的河邊坐下
[00:00:35.200 --> 00:00:37.400]  一追上石安就哭了
[00:00:37.400 --> 00:00:40.000]  我們把琴掛在那裡的柳樹上
[00:00:40.000 --> 00:00:43.400]  因為在那裡擄掠我們的要我們唱歌
[00:00:43.400 --> 00:00:46.200]  搶奪我們的要我們作樂說
[00:00:46.200 --> 00:00:49.000]  給我們唱一首石安歌罷
[00:00:49.000 --> 00:00:52.400]  這首詩歌其實背景是說到
[00:00:52.400 --> 00:00:56.400]  因為猶太人犯了很多過錯
[00:00:56.400 --> 00:00:58.000]  上帝藉著很多不同的先知
[00:00:58.000 --> 00:00:59.800]  去勸勉他們回轉
[00:00:59.800 --> 00:01:02.400]  他們都沒有回轉歸向上帝
[00:01:02.400 --> 00:01:05.400]  所以上帝藉著當時的強國巴比倫
[00:01:05.400 --> 00:01:06.600]  就是這個國家
[00:01:06.600 --> 00:01:09.000]  將整個以色列國都亡了
[00:01:09.000 --> 00:01:10.800]  在主前的586年
[00:01:10.800 --> 00:01:13.000]  接著大約過了50年之後
[00:01:13.000 --> 00:01:14.200]  有一群人
[00:01:14.200 --> 00:01:18.000]  當時已經是波斯帝國
[00:01:18.000 --> 00:01:19.400]  巴比倫都亡了
[00:01:19.400 --> 00:01:23.400]  接著讓他們回到自己的故土
[00:01:23.400 --> 00:01:24.800]  過了幾十年之後
[00:01:24.800 --> 00:01:27.000]  就有人再去提醒我們
[00:01:27.000 --> 00:01:29.200]  這段歷史不要忘記
[00:01:29.200 --> 00:01:32.600]  所以他說我們曾在巴比倫的河邊坐下
[00:01:32.600 --> 00:01:34.000]  就是這個意思
[00:01:34.000 --> 00:01:36.400]  在亡國的時候
[00:01:36.400 --> 00:01:38.800]  被擄到異邦的地方
[00:01:38.800 --> 00:01:42.000]  究竟當時的心情是怎樣呢
[00:01:42.000 --> 00:01:43.600]  在這裡
[00:01:43.600 --> 00:01:47.600]  當時有一段幾節經文
[00:01:47.600 --> 00:01:49.600]  有兩種很重要的情緒
[00:01:49.600 --> 00:01:52.400]  一種是巴比倫人的歡呼
[00:01:52.400 --> 00:01:54.400]  因為他們當時都是強國
[00:01:54.400 --> 00:01:58.400]  很多東西值得去驕傲
[00:01:58.400 --> 00:02:02.400]  無論我們可以攻打別人的國家贏了
[00:02:02.400 --> 00:02:04.800]  我們自己生活的物質的富庶
[00:02:04.800 --> 00:02:07.000]  都是值得歡樂的一件事
[00:02:07.000 --> 00:02:09.400]  但是在這裡
[00:02:09.400 --> 00:02:11.600]  被擄的以色列人
[00:02:11.600 --> 00:02:13.600]  在當中他們哀哭
[00:02:13.600 --> 00:02:15.000]  他們憂愁
[00:02:15.000 --> 00:02:17.200]  兩種很不同的情緒
[00:02:17.200 --> 00:02:21.200]  錫安是說到上帝揀選的
[00:02:21.200 --> 00:02:24.200]  一些很重要的地方
[00:02:24.200 --> 00:02:25.600]  聖殿的所在
[00:02:25.600 --> 00:02:28.200]  也是神同在的一個象徵
[00:02:28.200 --> 00:02:29.200]  在這裡
[00:02:29.200 --> 00:02:32.400]  錫安之歌是什麼意思呢
[00:02:32.400 --> 00:02:34.400]  就是說到上帝的同在
[00:02:34.400 --> 00:02:37.200]  上帝的能力和看顧
[00:02:37.200 --> 00:02:38.800]  在詩篇46篇
[00:02:38.800 --> 00:02:41.000]  這篇都是錫安之詩
[00:02:41.000 --> 00:02:44.600]  在詩篇裡有幾篇都叫錫安之詩
[00:02:44.600 --> 00:02:47.000]  46篇是其中一篇
[00:02:47.000 --> 00:02:48.200]  在第一節說
[00:02:48.200 --> 00:02:49.600]  神是我們的避難所
[00:02:49.600 --> 00:02:50.800]  是我們的幫助
[00:02:50.800 --> 00:02:54.000]  是我們患難中隨時的幫助
[00:02:54.000 --> 00:02:57.000]  所以這裡是說到
[00:02:57.000 --> 00:02:58.800]  錫安之詩
[00:02:58.800 --> 00:03:00.000]  上帝的同在
[00:03:00.000 --> 00:03:02.000]  上帝的能力的表示
[00:03:02.000 --> 00:03:04.000]  現在巴比倫人
[00:03:04.000 --> 00:03:06.200]  叫一些亡國的地方的人
[00:03:06.200 --> 00:03:08.600]  去唱一首錫安的歌
[00:03:08.600 --> 00:03:10.000]  這些人有什麼反應呢
[00:03:10.000 --> 00:03:11.400]  第四節第六節說
[00:03:11.400 --> 00:03:14.400]  我們怎能在外邦唱耶和華的歌呢
[00:03:14.400 --> 00:03:15.400]  耶路撒冷啊
[00:03:15.400 --> 00:03:16.800]  我若忘記你
[00:03:16.800 --> 00:03:19.400]  情願我的右手忘記記考
[00:03:19.400 --> 00:03:21.200]  我若不紀念你
[00:03:21.200 --> 00:03:22.400]  若不看耶路撒冷
[00:03:22.400 --> 00:03:24.600]  過於我最喜樂的
[00:03:24.600 --> 00:03:27.400]  情願我的舌頭貼於上唐
[00:03:27.400 --> 00:03:28.200]  在這裡
[00:03:28.200 --> 00:03:30.200]  當外邦人
[00:03:30.200 --> 00:03:32.600]  巴比倫人叫一群以色列人
[00:03:32.600 --> 00:03:35.000]  去唱一首歌的時候
[00:03:35.000 --> 00:03:37.000]  他們馬上的答案是什麼呢
[00:03:37.000 --> 00:03:41.400]  怎能在外邦當中唱耶和華的歌呢
[00:03:41.400 --> 00:03:42.400]  在這裡
[00:03:42.400 --> 00:03:45.400]  可能有兩種可能性
[00:03:45.400 --> 00:03:46.800]  第一種就是
[00:03:46.800 --> 00:03:49.800]  猶太人去看外邦人
[00:03:49.800 --> 00:03:52.800]  是一些污穢之地
[00:03:52.800 --> 00:03:54.800]  除了以色列人是聖潔之外
[00:03:54.800 --> 00:03:56.400]  其他人都是污穢的
[00:03:56.400 --> 00:03:58.600]  在外邦人住的地方更加是污穢
[00:03:58.600 --> 00:03:59.800]  所以
[00:03:59.800 --> 00:04:02.400]  耶和華的歌是聖潔的歌
[00:04:02.400 --> 00:04:04.600]  我們不可以在污穢的地方
[00:04:04.600 --> 00:04:06.800]  去唱耶和華的歌
[00:04:06.800 --> 00:04:08.400]  這是第一個可能性
[00:04:08.400 --> 00:04:11.200]  但第二個可能性就是
[00:04:11.200 --> 00:04:14.000]  其實這一群巴比倫人
[00:04:14.000 --> 00:04:17.000]  去對待以色列人
[00:04:17.000 --> 00:04:19.200]  叫他們唱一首歌其實是一種反諷
[00:04:19.200 --> 00:04:20.600]  你們唱一首歌
[00:04:20.600 --> 00:04:24.200]  這首歌是說到上帝多有能力去保護你們
[00:04:24.200 --> 00:04:26.400]  多有能力去照顧你們
[00:04:26.400 --> 00:04:28.200]  如果真的這麼有能力
[00:04:28.200 --> 00:04:30.000]  現在你們就不用亡國了
[00:04:30.000 --> 00:04:31.600]  現在你們就不用在這裡了
[00:04:31.600 --> 00:04:33.200]  所以其實是反諷
[00:04:33.200 --> 00:04:34.400]  諷刺他們
[00:04:34.400 --> 00:04:36.600]  你們所跟隨的上帝這麼厲害嗎
[00:04:36.600 --> 00:04:39.800]  所以一群以色列人在當中說
[00:04:39.800 --> 00:04:43.600]  怎能在外邦唱耶和華的錫安茲歌呢
[00:04:43.600 --> 00:04:46.400]  基本上都有那種沉痛在裡面
[00:04:46.400 --> 00:04:48.200]  接著在第五第六節
[00:04:48.200 --> 00:04:52.800]  正正是這裡是詩人寫的詩篇的中心所在
[00:04:52.800 --> 00:04:56.800]  他在前面說到我們要紀念錫安
[00:04:56.800 --> 00:05:00.600]  接著在這裡說我們要紀念耶路撒冷
[00:05:00.600 --> 00:05:04.600]  耶路撒冷是聖殿的所在
[00:05:04.600 --> 00:05:06.600]  敬拜上帝的居所
[00:05:06.600 --> 00:05:08.000]  在第五第六節
[00:05:08.000 --> 00:05:09.400]  詩人其實在說
[00:05:09.400 --> 00:05:11.200]  如果我忘記耶路撒冷
[00:05:11.200 --> 00:05:13.200]  就是說如果上帝我忘記你
[00:05:13.200 --> 00:05:14.800]  情願什麼呢
[00:05:14.800 --> 00:05:18.000]  我的手不能動
[00:05:18.000 --> 00:05:24.000]  這個可能是以唱詩為生
[00:05:24.000 --> 00:05:27.800]  或者是一些跟詩歌有關的人的情況
[00:05:27.800 --> 00:05:29.200]  他的意思就是說
[00:05:29.200 --> 00:05:31.600]  如果上帝我忘記你
[00:05:31.600 --> 00:05:35.600]  情願我最精湛大義為生的手
