
[00:00:00.000 --> 00:00:04.500]  我們今天會讀聖經我們熟悉的一卷舊約經文
[00:00:04.500 --> 00:00:06.500]  是《若拿書》的聖經
[00:00:06.500 --> 00:00:11.500]  當我們想到神為何要選召若拿
[00:00:11.500 --> 00:00:14.500]  我們會自然想到一件事
[00:00:14.500 --> 00:00:16.500]  就是聖經很清楚地說
[00:00:16.500 --> 00:00:18.000]  每一個屬主的人
[00:00:18.000 --> 00:00:21.000]  都有神的呼召在我們身上
[00:00:21.000 --> 00:00:25.500]  呼召基本來說有一個很重要的方向
[00:00:25.500 --> 00:00:28.000]  就是聖經講述你和我
[00:00:28.000 --> 00:00:31.000]  是領受聖靈在我們生命中
[00:00:31.000 --> 00:00:33.000]  神賜給我們聖靈
[00:00:33.000 --> 00:00:36.000]  說要叫我們能作祂的見證
[00:00:36.000 --> 00:00:40.000]  所以記得聖經十章轉第一章提及到
[00:00:40.000 --> 00:00:42.000]  神賜給我們聖靈
[00:00:42.000 --> 00:00:46.000]  叫我們無論在耶路撒冷
[00:00:46.000 --> 00:00:47.000]  猶太傳地
[00:00:47.000 --> 00:00:48.000]  撒瑪利亞
[00:00:48.000 --> 00:00:49.000]  直到地極
[00:00:49.000 --> 00:00:50.000]  在不同的地方
[00:00:50.000 --> 00:00:52.000]  要作我的見證
[00:00:52.000 --> 00:00:55.000]  這是神給我們的呼召
[00:00:55.000 --> 00:00:58.000]  因為我們是主的見證
[00:00:58.000 --> 00:01:01.000]  同樣你記得聖經提到
[00:01:01.000 --> 00:01:02.000]  就是神告訴我們
[00:01:02.000 --> 00:01:05.000]  我們是被揀選的族類
[00:01:05.000 --> 00:01:07.000]  是被神所揀選的
[00:01:07.000 --> 00:01:09.000]  但有一個目的
[00:01:09.000 --> 00:01:11.000]  是要叫我們宣揚
[00:01:11.000 --> 00:01:13.000]  那召我們出黑暗
[00:01:13.000 --> 00:01:17.000]  入奇妙光明者的美德
[00:01:17.000 --> 00:01:19.000]  是叫我們去宣揚
[00:01:19.000 --> 00:01:21.000]  這位主的美德
[00:01:21.000 --> 00:01:23.000]  因此你和我都知道
[00:01:23.000 --> 00:01:25.000]  在我們人生裏
[00:01:25.000 --> 00:01:27.000]  沒錯神給我們有不同的方向
[00:01:27.000 --> 00:01:30.000]  但有一個基本的呼召
[00:01:30.000 --> 00:01:32.000]  就是作祂的見證
[00:01:32.000 --> 00:01:35.000]  和去傳揚祂自己
[00:01:35.000 --> 00:01:38.000]  對於某些頂尖的我們來說
[00:01:38.000 --> 00:01:41.000]  神給他們有更具體的呼召
[00:01:41.000 --> 00:01:44.000]  給他們去到某些崗位
[00:01:44.000 --> 00:01:47.000]  進到某些群體當中
[00:01:47.000 --> 00:01:49.000]  作祂的見證
[00:01:50.000 --> 00:01:53.000]  而你和我在我們人生的
[00:01:53.000 --> 00:01:54.000]  不同的階段裏
[00:01:54.000 --> 00:01:56.000]  常常都要留意
[00:01:56.000 --> 00:01:59.000]  究竟神對我們有甚麼具體的呼召
[00:01:59.000 --> 00:02:01.000]  我們要留意呢
[00:02:01.000 --> 00:02:05.000]  這是你和我都要常常
[00:02:05.000 --> 00:02:07.000]  在神面前警覺
[00:02:07.000 --> 00:02:10.000]  去領受去聽從的方向
[00:02:10.000 --> 00:02:12.000]  對於我們今天所讀的
[00:02:12.000 --> 00:02:14.000]  若拿書的若拿
[00:02:14.000 --> 00:02:16.000]  神很清楚給他的呼召
[00:02:16.000 --> 00:02:18.000]  去到尼尼尼
[00:02:18.000 --> 00:02:20.000]  一個外邦的國家
[00:02:20.000 --> 00:02:24.000]  在當中傳講悔改的訊息
[00:02:24.000 --> 00:02:27.000]  幫助當地的人能夠認識神
[00:02:27.000 --> 00:02:29.000]  但很奇怪
[00:02:29.000 --> 00:02:31.000]  若拿多番拒絕
[00:02:31.000 --> 00:02:33.000]  不願意來接受神的呼召
[00:02:33.000 --> 00:02:35.000]  究竟是甚麼原因
[00:02:35.000 --> 00:02:37.000]  為何他這麼抗拒
[00:02:37.000 --> 00:02:42.000]  又或者說為何神好像不肯放棄他
[00:02:42.000 --> 00:02:44.000]  不肯放手
[00:02:44.000 --> 00:02:47.000]  一直堅持要找他
[00:02:47.000 --> 00:02:49.000]  來回應這個呼召呢
[00:02:49.000 --> 00:02:51.000]  原因在哪裏呢
[00:02:51.000 --> 00:02:53.000]  我們大家一齊再看聖經
[00:02:53.000 --> 00:02:55.000]  首先我們都想想
[00:02:55.000 --> 00:02:58.000]  為何若拿不願意回應神的呼召呢
[00:02:58.000 --> 00:03:01.000]  在第四章我們剛才讀過的
[00:03:01.000 --> 00:03:05.000]  其中開始的時候第一第二節
[00:03:05.000 --> 00:03:07.000]  聖經就提到
[00:03:07.000 --> 00:03:10.000]  在之前若拿還預福他出來之後
[00:03:10.000 --> 00:03:13.000]  他開始願意信服了
[00:03:13.000 --> 00:03:15.000]  因此他去到尼尼尾城
[00:03:15.000 --> 00:03:18.000]  宣講悔改的訊息
[00:03:18.000 --> 00:03:21.000]  尼尼尾城的人聽見呼籲之後
[00:03:21.000 --> 00:03:24.000]  他們真的願意謙卑回轉
[00:03:24.000 --> 00:03:26.000]  從君王到百姓
