
[00:00:00.000 --> 00:00:02.600]  各位頂教會平安
[00:00:02.600 --> 00:00:05.600]  大家知道今天是甚麼主日?
[00:00:05.600 --> 00:00:07.440]  是家庭主日
[00:00:07.440 --> 00:00:10.480]  我們一年可能只是一次的機會
[00:00:10.480 --> 00:00:12.200]  大家可以跟家人一起
[00:00:12.200 --> 00:00:15.920]  大大小小一起來到教會裡一起崇拜
[00:00:15.920 --> 00:00:19.760]  今天在禮堂裡有很多歡樂的聲音
[00:00:19.760 --> 00:00:22.960]  很多小朋友一起可以參與崇拜
[00:00:22.960 --> 00:00:27.040]  我知道很多家庭可以坐在一起崇拜神
[00:00:27.040 --> 00:00:31.360]  或者你也讓我知道有哪些是和你的家人一起坐在一起
[00:00:31.360 --> 00:00:36.000]  你舉手讓我知道
[00:00:36.000 --> 00:00:39.600]  感謝神讓我們家庭一起敬拜上帝
[00:00:39.600 --> 00:00:44.400]  在今天第二堂詩班有媽媽加上一個兒子一個女兒
[00:00:44.400 --> 00:00:46.080]  坐在一起獻詩
[00:00:46.080 --> 00:00:48.880]  也一起來去敬拜上帝
[00:00:48.880 --> 00:00:51.280]  大家知道在我們的傳統
[00:00:51.280 --> 00:00:55.640]  家庭主日會先講一個故事
[00:00:55.640 --> 00:00:58.920]  而我們當中有很多小朋友大朋友
[00:00:58.920 --> 00:01:01.440]  我講故事是講給你們聽的
[00:01:01.440 --> 00:01:03.960]  小朋友你在哪裡告訴我?
[00:01:03.960 --> 00:01:05.720]  先看看
[00:01:05.720 --> 00:01:10.040]  哦!很多很多小朋友
[00:01:10.040 --> 00:01:13.120]  我講故事你就留心聽
[00:01:13.120 --> 00:01:16.600]  講故事先有個平台
[00:01:21.600 --> 00:01:24.680]  這個故事是講到一個家庭
[00:01:24.680 --> 00:01:27.360]  有兔子爸爸和兔子媽媽
[00:01:27.360 --> 00:01:29.320]  他們在聊天
[00:01:29.320 --> 00:01:31.600]  你想不想見一下他們?
[00:01:31.600 --> 00:01:35.200]  好呀!見一下兔子爸爸和媽媽好嗎?
[00:01:35.200 --> 00:01:47.840]  兔子爸爸和媽媽出來了
[00:01:47.840 --> 00:01:49.480]  原來他們在聊天
[00:01:49.480 --> 00:01:50.560]  在聊什麼呢?
[00:01:50.560 --> 00:01:53.880]  原來在聊他們的兒子小白
[00:01:53.880 --> 00:01:55.200]  兔子媽媽就說
[00:01:55.200 --> 00:01:56.960]  喂!小白爸爸
[00:01:56.960 --> 00:01:59.600]  你有沒有見過小白?
[00:01:59.600 --> 00:02:00.560]  不見了
[00:02:00.560 --> 00:02:02.200]  整個早上都不見他
[00:02:02.200 --> 00:02:04.200]  不知道去了哪裡
[00:02:04.200 --> 00:02:06.080]  奇怪了快點找找他
[00:02:06.080 --> 00:02:08.360]  整個早上都見不到他
[00:02:08.360 --> 00:02:09.040]  爸爸就說
[00:02:09.040 --> 00:02:10.560]  好呀!讓我找找他
[00:02:10.560 --> 00:02:12.680]  媽媽你先坐下
[00:02:20.320 --> 00:02:22.240]  找到了找到了
[00:02:22.240 --> 00:02:23.720]  找到了?
[00:02:23.720 --> 00:02:28.160]  原來小白躲在大黑色帽子裡
[00:02:28.160 --> 00:02:30.080]  他不肯出來
[00:02:30.080 --> 00:02:31.920]  快點出來
[00:02:31.920 --> 00:02:34.200]  爸爸媽媽就走過來跟他說
[00:02:34.200 --> 00:02:37.640]  喂!你為什麼躲在帽子裡?
[00:02:37.640 --> 00:02:39.400]  小白就說
[00:02:39.400 --> 00:02:41.520]  我很不開心
[00:02:41.520 --> 00:02:44.280]  爸爸就問他為什麼不開心?
[00:02:44.280 --> 00:02:45.840]  小白就說
[00:02:45.840 --> 00:02:49.800]  我呀!Miss Chan都不喜歡我
[00:02:49.800 --> 00:02:52.680]  她呀!她說我唱歌不好聽
[00:02:52.680 --> 00:02:55.200]  不讓我進去合唱團
[00:02:55.200 --> 00:02:58.720]  我很想去合唱團唱歌的
[00:02:58.720 --> 00:03:00.120]  媽媽就說
[00:03:00.120 --> 00:03:02.160]  不用不開心的
[00:03:02.160 --> 00:03:05.280]  小小事情快點出來
[00:03:05.280 --> 00:03:07.400]  小白還是不肯出來
[00:03:07.400 --> 00:03:08.080]  媽媽就說
[00:03:08.080 --> 00:03:10.600]  行了!我拿些好東西給你吃
[00:03:10.600 --> 00:03:12.480]  你一定開心出來的
[00:03:12.480 --> 00:03:17.120]  那今天爸爸先坐下
[00:03:17.120 --> 00:03:23.520]  要躺下
[00:03:23.520 --> 00:03:26.320]  嘿!看不看得到?
[00:03:26.320 --> 00:03:29.120]  你最喜歡吃的紅蘿蔔
[00:03:29.120 --> 00:03:30.200]  快點出來吃
[00:03:30.200 --> 00:03:30.960]  我給你吃的
[00:03:30.960 --> 00:03:31.800]  很開心
[00:03:31.800 --> 00:03:32.680]  吃完之後
[00:03:32.680 --> 00:03:36.400]  保證你不會這麼不開心
[00:03:36.400 --> 00:03:38.480]  但是小白還是動都不動
[00:03:38.480 --> 00:03:40.240]  不肯出來
[00:03:40.240 --> 00:03:41.680]  媽媽就想了想
[00:03:41.680 --> 00:03:47.040]  行了!好!拿些好東西給你
[00:03:47.040 --> 00:03:52.880]  啊!有個火車頭玩具
[00:03:52.880 --> 00:03:54.360]  你最喜歡玩的
[00:03:54.360 --> 00:03:56.840]  拿出來和你一起玩火車頭
[00:03:56.840 --> 00:04:00.360]  小白又是哼一聲
[00:04:00.360 --> 00:04:01.760]  又不出來
[00:04:01.760 --> 00:04:05.000]  還是很不開心的躲在帽子裡
[00:04:05.000 --> 00:04:07.000]  媽媽也沒辦法
[00:04:07.000 --> 00:04:08.360]  她就下了婚
[00:04:08.360 --> 00:04:12.320]  啊!我想起了小白
[00:04:12.320 --> 00:04:13.600]  我想起了
[00:04:13.600 --> 00:04:16.600]  這個時候媽媽就想起一件事
[00:04:16.600 --> 00:04:19.160]  小白!小白!你記不記得
[00:04:19.160 --> 00:04:23.400]  以前你想讀小學
[00:04:23.400 --> 00:04:25.880]  有幾間學校你想進去讀書的
[00:04:25.880 --> 00:04:28.840]  不過每次都不接受你
[00:04:28.840 --> 00:04:30.240]  你記不記得?
[00:04:30.240 --> 00:04:31.840]  小白就動不動
[00:04:31.840 --> 00:04:34.040]  我記不記得
[00:04:34.040 --> 00:04:36.600]  然後媽媽就說你記不記得
[00:04:36.600 --> 00:04:39.560]  那時候我們爸爸媽媽和你
[00:04:39.560 --> 00:04:42.960]  一起圍在床邊一起祈禱
[00:04:42.960 --> 00:04:45.480]  然後求天父為你預備一間好學校
[00:04:45.480 --> 00:04:47.040]  你記不記得?
[00:04:47.040 --> 00:04:49.640]  他說我記得
[00:04:49.640 --> 00:04:51.880]  然後隔了兩天之後
[00:04:51.880 --> 00:04:53.960]  學校的校長打電話來
[00:04:53.960 --> 00:04:56.280]  那間是我們很想進去的學校
[00:04:56.280 --> 00:04:59.880]  告訴我們有個同學退學了
[00:04:59.880 --> 00:05:02.720]  問我們去不去他們學校讀書
[00:05:02.720 --> 00:05:04.760]  哇!我們多開心
[00:05:04.760 --> 00:05:08.080]  我們就知道天父愛惜你
[00:05:08.080 --> 00:05:10.920]  為你預備一間好的學校
[00:05:10.920 --> 00:05:12.760]  你記得嗎?
[00:05:12.760 --> 00:05:17.080]  小白就說我都記得
[00:05:17.080 --> 00:05:18.760]  我都記得
[00:05:18.760 --> 00:05:22.520]  不過都不是很開心
[00:05:22.520 --> 00:05:25.000]  不開心他又躲在地上
[00:05:25.000 --> 00:05:26.920]  媽媽也沒辦法了
[00:05:26.920 --> 00:05:29.560]  這個時候爸爸就走過來
[00:05:29.560 --> 00:05:34.080]  他說媽媽你先坐下
[00:05:34.080 --> 00:05:36.200]  這樣爸爸就說
[00:05:36.200 --> 00:05:38.400]  小白還有你記不記得
[00:05:38.400 --> 00:05:41.000]  天父給我們很多恩惠
[00:05:41.000 --> 00:05:43.840]  你記得以前爸爸有一段時間沒工作
[00:05:43.840 --> 00:05:45.320]  我們失業了
[00:05:45.320 --> 00:05:49.480]  沒錢交租要租一個小的地方住
[00:05:49.480 --> 00:05:52.480]  你記不記得以前你很喜歡打乒乓球
[00:05:52.480 --> 00:05:53.920]  打乒乓球的時候
[00:05:53.920 --> 00:05:55.320]  你很想學乒乓球
[00:05:55.320 --> 00:05:57.800]  我就讓你跟著老師學
[00:05:57.800 --> 00:05:59.200]  不過後來都沒錢了
[00:05:59.200 --> 00:06:01.280]  就要停了
[00:06:01.280 --> 00:06:05.080]  後來我們記得很不開心的時候
[00:06:05.080 --> 00:06:07.040]  一起家庭崇拜
[00:06:07.040 --> 00:06:09.200]  家庭崇拜的時候我們讀聖經
[00:06:09.200 --> 00:06:11.320]  就讀到詩篇23篇
[00:06:11.320 --> 00:06:13.840]  耶和華是我的目者
[00:06:13.840 --> 00:06:16.080]  我必不自缺乏
[00:06:16.080 --> 00:06:18.000]  你記不記得?
[00:06:18.000 --> 00:06:20.520]  他說好像記得
[00:06:20.520 --> 00:06:24.400]  然後我們知道上帝是會祝福我們的
[00:06:24.400 --> 00:06:26.120]  我們沒有缺乏的
[00:06:26.120 --> 00:06:28.360]  所以我們都一起祈禱
