
[00:00:00.000 --> 00:00:05.000]  (字幕:Sky Vision Media)
[00:00:05.000 --> 00:00:06.840]  大家剛才看到短片
[00:00:06.840 --> 00:00:08.200]  周牧師跟我們分享到
[00:00:08.200 --> 00:00:09.640]  我們新的一個季度
[00:00:09.640 --> 00:00:12.280]  我們會思想十誡
[00:00:12.280 --> 00:00:15.720]  也用十誡思想我們今天的人生
[00:00:15.720 --> 00:00:19.080]  我們如何活出主對我們的心意
[00:00:19.080 --> 00:00:22.480]  可以緊緊跟隨著
[00:00:22.480 --> 00:00:26.120]  大家都知道十誡是神透過摩西
[00:00:26.120 --> 00:00:30.000]  親自頒佈給我們的命令
[00:00:30.000 --> 00:00:34.760]  亦是神與人納約的核心部分
[00:00:34.760 --> 00:00:37.040]  因此我們需要留心學習
[00:00:37.040 --> 00:00:39.080]  留心去認識
[00:00:39.080 --> 00:00:41.200]  你會發覺在十誡裏面
[00:00:41.200 --> 00:00:43.560]  不單單說這些不可
[00:00:43.560 --> 00:00:46.920]  更加是將人在世上的生活
[00:00:46.920 --> 00:00:48.840]  我們個人道德的準則
[00:00:48.840 --> 00:00:51.160]  或者是公共的道德準則
[00:00:51.160 --> 00:00:52.800]  來總結一切
[00:00:52.800 --> 00:00:55.480]  很清楚地向我們介紹
[00:00:55.480 --> 00:00:57.120]  所以在這段時間
[00:00:57.120 --> 00:00:58.680]  我們在這個季度裏面
[00:00:58.680 --> 00:01:00.720]  大家一起同心學習
[00:01:00.720 --> 00:01:02.200]  認識十誡
[00:01:02.200 --> 00:01:05.040]  認識去敬畏神
[00:01:05.040 --> 00:01:07.040]  今天我們會思想第一誡
[00:01:07.040 --> 00:01:09.000]  但第一誡開始的時候
[00:01:09.000 --> 00:01:11.840]  神先有說話跟我們說
[00:01:11.840 --> 00:01:17.080]  剛才大家讀到聖經七一及二十章
[00:01:17.080 --> 00:01:22.080]  在二十章的第一第二節
[00:01:22.080 --> 00:01:24.680]  「神吩咐這一切的話說
[00:01:24.680 --> 00:01:27.200]  我是耶和華你的神
[00:01:27.200 --> 00:01:30.440]  曾將你從埃及地遺留之家
[00:01:30.440 --> 00:01:32.840]  領出來」
[00:01:32.840 --> 00:01:35.040]  當神跟我們說到十誡的時候
[00:01:35.040 --> 00:01:38.200]  祂首先去介紹祂的身份
[00:01:38.200 --> 00:01:42.400]  和祂曾經為祂的子民所做的事情
[00:01:42.400 --> 00:01:46.200]  主說「我是耶和華你的神」
[00:01:46.200 --> 00:01:47.720]  耶和華這個名字
[00:01:47.720 --> 00:01:52.080]  是神向我們介紹祂自己的名字
[00:01:52.080 --> 00:01:53.680]  在聖經七一及二第三章
[00:01:53.680 --> 00:01:55.440]  大家記得當時摩西
[00:01:55.440 --> 00:01:58.400]  他在燒著的荊棘叢當中
[00:01:58.400 --> 00:02:00.360]  他遇見神
[00:02:00.360 --> 00:02:01.440]  神就告訴他
[00:02:01.440 --> 00:02:03.800]  「我是耶和華你的神」
[00:02:03.800 --> 00:02:05.080]  然後告訴他
[00:02:05.080 --> 00:02:08.680]  「我是自由永有的神」
[00:02:08.680 --> 00:02:11.160]  耶和華是什麼意思呢?
[00:02:11.160 --> 00:02:12.480]  耶和華的意思就是
[00:02:12.480 --> 00:02:16.280]  「我是自由永有的」
[00:02:16.280 --> 00:02:18.840]  這句話如果將它直譯
[00:02:18.840 --> 00:02:20.360]  有兩個含義
[00:02:20.360 --> 00:02:21.160]  第一
[00:02:21.160 --> 00:02:24.600]  就是「我就是我所是」
[00:02:24.600 --> 00:02:27.080]  I am who I am
[00:02:27.080 --> 00:02:28.720]  或者同時說
[00:02:28.720 --> 00:02:33.200]  「我將會是我將會所是」
[00:02:33.200 --> 00:02:34.720]  這兩個說話裏面
[00:02:34.720 --> 00:02:36.520]  你會看得到在背後
[00:02:36.520 --> 00:02:39.000]  有很豐富的含義
[00:02:39.000 --> 00:02:39.400]  第一
[00:02:39.400 --> 00:02:40.080]  你會發覺
[00:02:40.080 --> 00:02:42.080]  神告訴我們
