
[00:00:00.000 --> 00:00:01.600]  很清楚地說到
[00:00:01.600 --> 00:00:05.880]  施洗約翰是耶穌來的先鋒
[00:00:05.880 --> 00:00:09.520]  所以在《路加福音》第一章第二章就說到
[00:00:09.520 --> 00:00:10.360]  約翰的出生
[00:00:10.360 --> 00:00:12.200]  接著說到耶穌的出生
[00:00:12.200 --> 00:00:16.120]  接著耶穌在地上傳講上帝的真理
[00:00:16.120 --> 00:00:17.480]  行了很多神蹟
[00:00:17.480 --> 00:00:19.560]  教導人如何認識上帝
[00:00:19.560 --> 00:00:21.040]  跟從上帝
[00:00:21.040 --> 00:00:26.040]  接著約翰在這個時候
[00:00:26.040 --> 00:00:28.760]  他很清楚知道自己的身份
[00:00:28.760 --> 00:00:32.360]  他是上帝差派來的救主的先鋒
[00:00:32.360 --> 00:00:34.640]  他很清楚知道自己這個身份
[00:00:34.640 --> 00:00:37.680]  接著他聽見耶穌行很多神蹟
[00:00:37.680 --> 00:00:41.200]  傳講上帝的到的時候
[00:00:41.200 --> 00:00:44.280]  他就去差派兩個門徒問耶穌
[00:00:44.280 --> 00:00:47.640]  那將要來的是不是你呢?
[00:00:47.640 --> 00:00:51.360]  所以第十八至二十節記載
[00:00:51.360 --> 00:00:54.080]  約翰的門徒把這些事都告訴約翰
[00:00:54.080 --> 00:00:56.520]  他便叫了兩個門徒來
[00:00:56.520 --> 00:00:58.920]  打發他們到主那裡去說
[00:00:58.920 --> 00:01:00.800]  那將要來的是你嗎?
[00:01:00.800 --> 00:01:03.080]  還是我們等候別人呢?
[00:01:03.080 --> 00:01:05.400]  那兩個人來到耶穌那裡說
[00:01:05.400 --> 00:01:08.480]  施洗約翰打發我們來問你
[00:01:08.480 --> 00:01:10.440]  那將要來的是你嗎?
[00:01:10.440 --> 00:01:13.200]  還是我們等候別人呢?
[00:01:13.200 --> 00:01:15.600]  在這兩節經文裡
[00:01:15.600 --> 00:01:18.400]  用了兩次重複的表達
[00:01:18.400 --> 00:01:22.640]  就是那將要來的是不是你呢?
[00:01:22.640 --> 00:01:25.160]  還是我們還要等其他的人呢?
[00:01:25.160 --> 00:01:31.160]  強調了你是不是那將要來的救主呢?
[00:01:31.160 --> 00:01:32.840]  在經文裡說
[00:01:32.840 --> 00:01:37.480]  耶穌就是上帝在末世的日子
[00:01:37.480 --> 00:01:39.360]  去差派來到地上
[00:01:39.360 --> 00:01:41.000]  為人的原故
[00:01:41.000 --> 00:01:43.600]  為人罪的原故去拯救人
[00:01:43.600 --> 00:01:49.080]  能夠和上帝建立一份正常的關係的救主
[00:01:49.080 --> 00:01:50.560]  耶穌就是這個
[00:01:50.560 --> 00:01:56.080]  在第七章第一至第十七節
[00:01:56.080 --> 00:01:57.840]  記載了兩件事
[00:01:57.840 --> 00:02:02.040]  一件是耶穌醫好了一個白膚長的僕人
[00:02:02.040 --> 00:02:03.080]  另一件事就是
[00:02:03.080 --> 00:02:06.120]  耶穌將一個寡婦的獨生子
[00:02:06.120 --> 00:02:09.200]  從死裡去復生
[00:02:09.200 --> 00:02:11.840]  在第七章之前
[00:02:11.840 --> 00:02:14.080]  耶穌在一個平原裡
[00:02:14.080 --> 00:02:18.400]  說出了上帝的誡命
[00:02:18.400 --> 00:02:21.000]  教導人一個跟從上帝的人
[00:02:21.000 --> 00:02:22.560]  應該有的生活是怎樣
[00:02:22.560 --> 00:02:24.000]  一個大的原則就是
[00:02:24.000 --> 00:02:26.200]  一個跟從上帝的人
[00:02:26.200 --> 00:02:27.680]  是一個愛上帝
[00:02:27.680 --> 00:02:29.880]  也是一個愛人的人
[00:02:29.880 --> 00:02:31.800]  愛人的生活過程裡
[00:02:31.800 --> 00:02:34.800]  去表現自己是一個愛上帝的人
[00:02:34.800 --> 00:02:40.840]  當耶穌在平原裡說完這個基本真理之後
[00:02:40.840 --> 00:02:44.240]  然後他就去到不同的群體裡
[00:02:44.240 --> 00:02:47.000]  去將上帝的救贖工作
[00:02:47.000 --> 00:02:49.600]  讓不同的群體的人都知道
[00:02:49.600 --> 00:02:52.160]  也幫助不同的群體的人
[00:02:52.160 --> 00:02:57.720]  能夠有機會認識上帝的救贖的恩典
[00:02:57.720 --> 00:03:01.320]  在第七章第一至第十節裡
[00:03:01.320 --> 00:03:06.880]  講了耶穌怎樣醫好一個白膚長的僕人
[00:03:06.880 --> 00:03:09.280]  在經文裡說到
[00:03:09.280 --> 00:03:10.320]  有一個白膚長
[00:03:10.320 --> 00:03:13.160]  當時是一個織蛤蟆
[00:03:13.160 --> 00:03:16.280]  大約可以管一百個人
[00:03:16.280 --> 00:03:18.080]  就是一個織蛤蟆
[00:03:18.080 --> 00:03:21.720]  這個白膚長有一個僕人
[00:03:21.720 --> 00:03:24.560]  聖經說他是寶貴的僕人
[00:03:24.560 --> 00:03:25.240]  病了
[00:03:25.240 --> 00:03:27.520]  當然這個病不是一個普通的病
[00:03:27.520 --> 00:03:29.200]  是一個很嚴重的病
[00:03:29.200 --> 00:03:32.560]  應該很多醫生都醫不好
[00:03:32.560 --> 00:03:34.240]  這個白膚長
[00:03:34.240 --> 00:03:35.920]  他去封文
[00:03:35.920 --> 00:03:39.600]  聽見耶穌的事跡
[00:03:39.600 --> 00:03:41.200]  他傳講的真理
[00:03:41.200 --> 00:03:42.960]  和他行的神蹟
[00:03:42.960 --> 00:03:48.320]  然後他就托一些猶太人去找耶穌
[00:03:48.320 --> 00:03:50.760]  這個我們都可以想像得到
[00:03:50.760 --> 00:03:52.520]  現在的白膚長是封文
[00:03:52.520 --> 00:03:55.280]  他沒有直接和耶穌有任何交往
[00:03:55.280 --> 00:04:00.360]  所以他希望有一個更大的把握
[00:04:00.360 --> 00:04:01.840]  透過猶太人
[00:04:01.840 --> 00:04:03.120]  因為他自己是一個外邦人
[00:04:03.120 --> 00:04:04.120]  他不是猶太人
[00:04:04.120 --> 00:04:07.040]  他就去找耶穌的同族的人
[00:04:07.040 --> 00:04:09.680]  應該是耶穌幫助的機會比較大
[00:04:09.680 --> 00:04:11.480]  從白膚長的角度去看
[00:04:11.480 --> 00:04:15.320]  他就去托一些猶太人去找耶穌
[00:04:15.320 --> 00:04:17.160]  希望耶穌去幫助
[00:04:17.160 --> 00:04:20.440]  而這些猶太人去到耶穌面前
[00:04:20.440 --> 00:04:24.080]  他為這個白膚長說了一個好的說話
[00:04:24.080 --> 00:04:27.280]  他和這些猶太人和耶穌說
[00:04:27.280 --> 00:04:31.120]  這個白膚長是配得你去幫的
[00:04:31.120 --> 00:04:33.000]  為什麼配得你去幫呢?
[00:04:33.000 --> 00:04:34.840]  因為這個白膚長
[00:04:34.840 --> 00:04:36.680]  他很愛我們猶太人
[00:04:36.680 --> 00:04:37.560]  很幫助我們
[00:04:37.560 --> 00:04:39.080]  做了很多慈惠的工作
[00:04:39.080 --> 00:04:42.720]  亦幫我們建立了很多會堂
[00:04:42.720 --> 00:04:46.640]  所以這些猶太人
[00:04:46.640 --> 00:04:48.040]  就用這個理由
[00:04:48.040 --> 00:04:51.280]  希望耶穌幫助他們
[00:04:51.280 --> 00:04:52.920]  他是配得的
[00:04:52.920 --> 00:04:57.760]  這個配得跟著白膚長的反應
[00:04:57.760 --> 00:04:59.720]  是一個對比
[00:04:59.720 --> 00:05:03.680]  他講出了耶穌的身份的尊貴
[00:05:03.680 --> 00:05:06.160]  跟著白膚長他怎樣回應呢?
[00:05:06.160 --> 00:05:08.880]  當耶穌想去他的家時
[00:05:08.880 --> 00:05:10.000]  白膚長說
[00:05:10.000 --> 00:05:14.240]  你來我的四行我不敢當
[00:05:14.240 --> 00:05:17.120]  即是你來我的家
[00:05:17.120 --> 00:05:18.400]  我都不配得
[00:05:18.400 --> 00:05:20.840]  即是你尊貴的地位去到一個地步
[00:05:20.840 --> 00:05:22.640]  你不配得
[00:05:22.640 --> 00:05:25.240]  我接納去接觸你
