
[00:00:00.000 --> 00:00:09.000]  今天和大家分享的經文是來自《路加福音》24章13-35節
[00:00:09.000 --> 00:00:14.920]  剛才讀聖經的時候我相信你已經知道內容了
[00:00:14.920 --> 00:00:20.440]  就是主耶穌基督復活之後
[00:00:20.440 --> 00:00:29.600]  有兩個門徒由耶路撒冷去以馬五師城的路上
[00:00:29.600 --> 00:00:33.600]  是再遇這位復活的耶穌基督
[00:00:33.600 --> 00:00:39.160]  這就是我們今天一起來思想的事件
[00:00:39.160 --> 00:00:41.000]  我就給了個題目
[00:00:41.000 --> 00:00:47.880]  就叫做往以馬五師還是回到耶路撒冷呢?
[00:00:47.880 --> 00:00:50.120]  為什麼會叫一個這樣的名字呢?
[00:00:50.120 --> 00:00:54.920]  我相信一會兒我和大家一起去思想的時候就知道了
[00:00:54.920 --> 00:00:59.920]  再遇耶穌究竟想說什麼呢?
[00:00:59.920 --> 00:01:05.400]  在這個講道裡面我想和大家透過聖經裡面的人物的經歷
[00:01:05.400 --> 00:01:07.400]  一起來思想
[00:01:07.400 --> 00:01:15.240]  有時你和我人生的路上走到某一個地步某一個關口
[00:01:15.240 --> 00:01:19.920]  我們有很多愁 隨 滿 志 也有很多迷茫
[00:01:19.920 --> 00:01:23.840]  正如在我這個大綱裡面寫了一句
[00:01:23.840 --> 00:01:28.600]  我自己心裡面也有時對自己所說的話
[00:01:28.600 --> 00:01:35.640]  我說有時候我以為已經為自己選了一條前路
[00:01:35.640 --> 00:01:40.080]  其實我自己的心底裡面知道
[00:01:40.080 --> 00:01:44.520]  我對於前路仍然是茫無頭水
[00:01:44.520 --> 00:01:48.800]  充滿無奈和恐懼
[00:01:48.800 --> 00:01:53.520]  我不知道剛才說的這段話對你有沒有一種共鳴
[00:01:53.520 --> 00:01:58.560]  可能曾經你說過 或者現在還在剛剛說
[00:01:58.560 --> 00:02:02.760]  又或者將來有日子你都會碰到人生的關口
[00:02:02.760 --> 00:02:06.000]  你為自己無論如何都要走下去的了
[00:02:06.000 --> 00:02:08.520]  人生的路怎麼可以停在這裡呢?
[00:02:08.520 --> 00:02:13.280]  但是你再走的時候你發現前面的路真的不知道會怎麼樣
[00:02:13.280 --> 00:02:16.000]  有時候心裡面有一種很深的恐懼
[00:02:16.000 --> 00:02:17.880]  也有一種很無奈
[00:02:17.880 --> 00:02:20.600]  因為明天如何還不知道
[00:02:20.600 --> 00:02:24.360]  而且可能按照你所估計的明天
[00:02:24.360 --> 00:02:28.080]  並不是像你手上想到的那麼有把握
[00:02:28.080 --> 00:02:29.800]  甚至有帶著恐懼
[00:02:29.800 --> 00:02:31.600]  如果你有這樣的共鳴的話
[00:02:31.600 --> 00:02:35.160]  我想和大家一起今天就來看
[00:02:35.160 --> 00:02:39.480]  這個二馬五思路上的這兩個門徒
[00:02:39.480 --> 00:02:44.840]  我們會追從這兩個門徒的心路歷程
[00:02:44.840 --> 00:02:48.360]  來看看他們在當中掙扎著什麼
[00:02:48.360 --> 00:02:51.360]  然後他們想不到的時候
[00:02:51.360 --> 00:02:54.720]  耶穌出現在他們身邊
[00:02:54.720 --> 00:02:59.520]  耶穌基督出現他們再會耶穌
[00:02:59.520 --> 00:03:02.960]  就是在這個過程當中帶給他們整個
[00:03:02.960 --> 00:03:04.680]  不僅是在路上
[00:03:04.680 --> 00:03:06.800]  是他們的屬靈生命
[00:03:06.800 --> 00:03:11.760]  甚至是他們整個人生的一個革命性的扭轉
[00:03:11.760 --> 00:03:14.240]  主播我不知道今天你在《米利治人生》裡面
[00:03:14.240 --> 00:03:15.880]  就走到這個部分
[00:03:15.880 --> 00:03:18.600]  你好像這兩位的門徒一樣
[00:03:18.600 --> 00:03:22.280]  你正在走到二馬五思的路上
[00:03:22.280 --> 00:03:24.120]  雖然你知道二馬五思
[00:03:24.120 --> 00:03:28.200]  但是你不知道下一步應該怎麼走下去
[00:03:28.200 --> 00:03:31.280]  希望你和我一起來到再遇耶穌基督
[00:03:31.280 --> 00:03:35.160]  就好像這兩個門徒一樣
[00:03:35.160 --> 00:03:38.000]  好 我們先用一點時間思想
[00:03:38.000 --> 00:03:42.760]  究竟這兩位的聖經沒有說出兩個人的名字
[00:03:42.760 --> 00:03:44.760]  其中只有一位的名字他說了
[00:03:44.760 --> 00:03:47.080]  叫做甲留巴
[00:03:47.080 --> 00:03:49.000]  我們會再說他
[00:03:49.000 --> 00:03:52.960]  但是在這兩個門徒的心目中
[00:03:52.960 --> 00:03:56.320]  究竟他帶著什麼樣的心境
[00:03:56.320 --> 00:03:59.520]  這個我們才能弄清楚
[00:03:59.520 --> 00:04:01.920]  我們說這兩個門徒
[00:04:01.920 --> 00:04:05.480]  當然他不會聖經寫出來他內心的心境
[00:04:05.480 --> 00:04:09.640]  但是我相信他們正在去的路上
[00:04:09.640 --> 00:04:14.640]  這裡大概需要三至四個小時的路程
[00:04:14.640 --> 00:04:20.760]  聖經說耶路撒冷離開二馬五思大概有11公里
[00:04:20.760 --> 00:04:23.440]  走路起碼要三至四小時
[00:04:23.440 --> 00:04:25.560]  在這三至四小時裡面
[00:04:25.560 --> 00:04:27.880]  他們的心境究竟是怎麼樣
[00:04:27.880 --> 00:04:33.040]  首先我們想讓大家稍微追尋一下他們的心境
[00:04:33.040 --> 00:04:37.600]  我相信他們當時的心境是覺得自己走著一條
[00:04:37.600 --> 00:04:42.640]  不想回頭但是前路又不知道怎麼走下去的路
[00:04:42.640 --> 00:04:45.360]  這個就是當時他們的心境
[00:04:45.360 --> 00:04:47.280]  按照聖經的記載
[00:04:47.280 --> 00:04:50.000]  這件事情應該是發生在
[00:04:50.000 --> 00:04:54.960]  耶穌基督復活的主日傍晚的時候
[00:04:54.960 --> 00:04:56.920]  或者下午的時間
[00:04:56.920 --> 00:04:58.720]  所以耶穌基督剛剛復活了
[00:04:58.720 --> 00:05:03.640]  但是這兩位的門徒沒有親眼看到復活的耶穌
[00:05:03.640 --> 00:05:09.200]  直到他在路上碰見耶穌
[00:05:09.200 --> 00:05:12.000]  我們說我們怎麼估計這兩個人的心境呢
[00:05:12.000 --> 00:05:14.600]  我們試一下去追尋這兩個人的心境
[00:05:14.600 --> 00:05:17.280]  這兩個人的心境聖經告訴我們
[00:05:17.280 --> 00:05:18.760]  他們走的時候
[00:05:18.760 --> 00:05:22.040]  他們互相的去討論
[00:05:22.040 --> 00:05:25.680]  說在耶路撒冷所發生的事情
[00:05:25.680 --> 00:05:29.160]  然後他們就去回顧
[00:05:29.160 --> 00:05:30.600]  也沒什麼特別的
[00:05:30.600 --> 00:05:32.840]  可能發生了什麼事呢
[00:05:32.840 --> 00:05:35.240]  在耶路撒冷當時來說
[00:05:35.240 --> 00:05:37.400]  大家知道一件很大的事
[00:05:37.400 --> 00:05:40.520]  尤其是這兩個跟隨耶穌的門徒
[00:05:40.520 --> 00:05:42.840]  當然知道在三天前
[00:05:42.840 --> 00:05:46.640]  耶穌是釘死在十字架上
[00:05:46.640 --> 00:05:51.120]  他們所跟隨了三年的老師
[00:05:51.120 --> 00:05:52.760]  死了
[00:05:52.760 --> 00:05:58.440]  而且是死在羅馬帝國的官員的手裡
[00:05:58.440 --> 00:06:04.440]  又加上這幫反對基督教信仰的猶太教的領袖
[00:06:04.440 --> 00:06:09.760]  所以他們其實的態度是一種很深的恐懼
