
[00:00:00.000 --> 00:00:02.000]  神父我們感謝您
[00:00:02.000 --> 00:00:08.000]  在基督裡為我們成全了前輩的奇妙的永恆的救恩
[00:00:08.000 --> 00:00:11.000]  叫我們每一個人憑著單純的信
[00:00:11.000 --> 00:00:15.000]  就可以領受得著經歷
[00:00:15.000 --> 00:00:18.000]  主啊我們為這一切獻上感謝
[00:00:18.000 --> 00:00:21.000]  因為你的救恩給了我們
[00:00:21.000 --> 00:00:25.000]  也透過我們領到別人的身上
[00:00:25.000 --> 00:00:28.000]  使我們享受權利的時候
[00:00:28.000 --> 00:00:31.000]  我們才能夠記得福音的責任
[00:00:31.000 --> 00:00:33.000]  所以我們從你的話語中
[00:00:33.000 --> 00:00:36.000]  看見許多的印證
[00:00:36.000 --> 00:00:40.000]  知道這聖經實在是聖靈所默示的
[00:00:40.000 --> 00:00:42.000]  知道我們所信靠的救主
[00:00:42.000 --> 00:00:47.000]  真是我們的父神所預備
[00:00:47.000 --> 00:00:49.000]  到了時候就顯現
[00:00:49.000 --> 00:00:52.000]  按照父神一切的計畫
[00:00:52.000 --> 00:00:54.000]  大小的計畫
[00:00:54.000 --> 00:00:57.000]  百分之百的成全在基督的身上
[00:00:57.000 --> 00:01:00.000]  讓我們打開你的話來研究的時候
[00:01:00.000 --> 00:01:02.000]  察考的時候
[00:01:02.000 --> 00:01:06.000]  看見你自己最奇妙的作為在其中
[00:01:06.000 --> 00:01:11.000]  叫我們可以誠心悅服的這樣的解受
[00:01:11.000 --> 00:01:13.000]  歡歡喜喜的來解受
[00:01:13.000 --> 00:01:16.000]  求主這個時候親自的教導我們
[00:01:16.000 --> 00:01:17.000]  開我們的眼睛
[00:01:17.000 --> 00:01:21.000]  叫我們看出你律法中的奇妙
[00:01:21.000 --> 00:01:23.000]  你的計畫中的奇妙
[00:01:23.000 --> 00:01:25.000]  我們這樣的祈求感謝
[00:01:25.000 --> 00:01:27.000]  供主耶穌基督的聖名
[00:01:27.000 --> 00:01:33.000]  今天我們繼續的看
[00:01:33.000 --> 00:01:36.000]  聖經預言的特性
[00:01:36.000 --> 00:01:41.000]  我們昨天已經看了頭四項
[00:01:41.000 --> 00:01:43.000]  今天我們繼續的看
[00:01:43.000 --> 00:01:50.000]  第五第六第七這三點
[00:01:50.000 --> 00:01:52.000]  上一次我們已經看過
[00:01:52.000 --> 00:01:56.000]  聖經預言的象徵性
[00:01:56.000 --> 00:02:00.000]  也看見聖經預言的字面性
[00:02:00.000 --> 00:02:02.000]  現在第五點是
[00:02:02.000 --> 00:02:07.000]  象徵性和字面性合在一起
[00:02:07.000 --> 00:02:11.000]  又是象徵的又是字面的
[00:02:11.000 --> 00:02:16.000]  這樣的奇妙的結合在一起
[00:02:16.000 --> 00:02:22.000]  The Symbolical Literal Nature of Bible Prophecy
[00:02:22.000 --> 00:02:24.000]  最奇妙的是
[00:02:24.000 --> 00:02:27.000]  聖經中有許多預言
[00:02:27.000 --> 00:02:29.000]  既屬象徵性
[00:02:29.000 --> 00:02:32.000]  而又有字面性的應驗
[00:02:32.000 --> 00:02:34.000]  令人驚奇不至
[00:02:34.000 --> 00:02:37.000]  我們要舉出來一些例子
[00:02:37.000 --> 00:02:40.000]  我們要詳細的看這些例子
[00:02:40.000 --> 00:02:45.000]  看的時候我們就看見其中的奇妙了
[00:02:45.000 --> 00:02:59.000]  第一個例子在以賽亞書53章12節
[00:02:59.000 --> 00:03:06.000]  當中的一句
[00:03:06.000 --> 00:03:09.000]  因為他將命清道
[00:03:09.000 --> 00:03:12.000]  一致於死
[00:03:12.000 --> 00:03:17.000]  他也被列在罪犯之中
[00:03:17.000 --> 00:03:20.000]  這裡提到
[00:03:20.000 --> 00:03:25.000]  主耶穌基督被列在罪犯之中
[00:03:25.000 --> 00:03:28.000]  這個罪犯之中的象徵的意義
[00:03:28.000 --> 00:03:34.000]  就是說他被認為是罪犯之一
[00:03:34.000 --> 00:03:37.000]  但是字面的應驗
[00:03:37.000 --> 00:03:45.000]  卻是他在兩個強盜當中被釘死
[00:03:45.000 --> 00:03:48.000]  所以罪犯之中這句話
[00:03:48.000 --> 00:03:52.000]  我們用象徵的意義來看的時候
[00:03:52.000 --> 00:03:56.000]  就是說他被人看為是一個不好的人
[00:03:56.000 --> 00:04:00.000]  是一個犯法的人
[00:04:00.000 --> 00:04:02.000]  就字面的應驗來看
[00:04:02.000 --> 00:04:09.000]  他在事實上是被釘死在兩個強盜的中間
[00:04:09.000 --> 00:04:11.000]  這種字面的應驗
[00:04:11.000 --> 00:04:19.000]  實在是超過事先任何人的料想之上之外的
[00:04:19.000 --> 00:04:22.000]  沒有人能夠料到
[00:04:22.000 --> 00:04:29.000]  竟然如此的按照字面一個字一個字的應驗
[00:04:29.000 --> 00:04:36.000]  在這一節裡面提到三件事都是如此的
[00:04:36.000 --> 00:04:39.000]  除了在罪犯之中這件事之外
[00:04:39.000 --> 00:04:42.000]  那麼還有當中的一句說
[00:04:42.000 --> 00:04:45.000]  因為他將命傾倒
[00:04:45.000 --> 00:04:47.000]  抑制於死
[00:04:47.000 --> 00:04:50.000]  就象徵的意義來講
[00:04:50.000 --> 00:04:53.000]  就是說基督他的生命
[00:04:53.000 --> 00:05:00.000]  好像一個瓶子裡面的水就倒出來
[00:05:00.000 --> 00:05:05.000]  倒完了他就死了
[00:05:05.000 --> 00:05:13.000]  用一瓶的水倒出來做象徵的預言
[00:05:13.000 --> 00:05:16.000]  主耶穌基督實在是如此
[00:05:16.000 --> 00:05:19.000]  他將他的生命傾倒
[00:05:19.000 --> 00:05:23.000]  抑制於死為我們死了
[00:05:23.000 --> 00:05:30.000]  但是字面的應驗卻是更加更加的奇妙的多了
[00:05:30.000 --> 00:05:34.000]  主耶穌在最後的時候
[00:05:34.000 --> 00:05:38.000]  他的生命的血
[00:05:38.000 --> 00:05:41.000]  真是繼續的傾倒傾倒
[00:05:41.000 --> 00:05:45.000]  最後流盡了
[00:05:45.000 --> 00:05:48.000]  主耶穌在十字架上的時候
[00:05:48.000 --> 00:05:54.000]  他身上至少有七處的地方在流血
[00:05:54.000 --> 00:05:59.000]  他的頭上在流血帶著經濟的冠冕
[00:05:59.000 --> 00:06:06.000]  他的兩手在流血被釘死
[00:06:06.000 --> 00:06:09.000]  他的兩腳在流血
[00:06:09.000 --> 00:06:15.000]  他的背上被鞭打還在流血
[00:06:15.000 --> 00:06:21.000]  他的肩上曾經被自己的十字架
[00:06:21.000 --> 00:06:27.000]  如果一個十字架能夠承擔一個人被釘上去
[00:06:27.000 --> 00:06:30.000]  那個十字架一定是相當大的十字架
[00:06:30.000 --> 00:06:34.000]  一定很厚實結實
[00:06:34.000 --> 00:06:36.000]  他的重量一定很大
[00:06:36.000 --> 00:06:41.000]  主耶穌自己背著這個十字架
[00:06:41.000 --> 00:06:45.000]  從城裡邊一直到各個塔
[00:06:45.000 --> 00:06:52.000]  他的肩頭一定被那個十字架的木頭
[00:06:52.000 --> 00:06:55.000]  他傷了磨傷了
[00:06:55.000 --> 00:07:01.000]  那個十字架的木頭一定不會是弄得很光滑的
[00:07:01.000 --> 00:07:04.000]  一定是很粗糙的
[00:07:04.000 --> 00:07:06.000]  三尖八角的
[00:07:06.000 --> 00:07:10.000]  那樣的在他的肩頭上
[00:07:10.000 --> 00:07:13.000]  羅馬的兵丁不會那麼仁慈
[00:07:13.000 --> 00:07:18.000]  給他墊上布或是墊上其他軟的東西
[00:07:18.000 --> 00:07:22.000]  讓他的肩部不會受傷
[00:07:22.000 --> 00:07:25.000]  羅馬的兵丁絕對不會那麼做
[00:07:25.000 --> 00:07:27.000]  所以他的肩頭
[00:07:27.000 --> 00:07:32.000]  兩個肩頭一定是都流了很多血
[00:07:32.000 --> 00:07:34.000]  這邊受不了了換到這邊
[00:07:34.000 --> 00:07:37.000]  這邊受不了再換到這邊
[00:07:37.000 --> 00:07:41.000]  兩個肩頭都在流血
[00:07:41.000 --> 00:07:46.000]  還有主耶穌背著十字架
[00:07:46.000 --> 00:07:49.000]  一定多次的跌倒
[00:07:49.000 --> 00:07:51.000]  受不了了
[00:07:51.000 --> 00:07:52.000]  擔當不起了
[00:07:52.000 --> 00:07:54.000]  整個人撲倒在地
[00:07:54.000 --> 00:08:00.000]  所以他身上一定有受傷流血的地方
[00:08:00.000 --> 00:08:02.000]  所以不但肩頭
[00:08:02.000 --> 00:08:09.000]  他的身上還有其他受傷破損流血的地方
[00:08:09.000 --> 00:08:10.000]  那麼這樣我們數一數
[00:08:10.000 --> 00:08:14.000]  他的頭流血一處的地方
[00:08:14.000 --> 00:08:18.000]  兩手流血就是第二處的地方
[00:08:18.000 --> 00:08:21.000]  兩腳流血第三處的地方
[00:08:21.000 --> 00:08:25.000]  他的背流血第四處的地方
[00:08:25.000 --> 00:08:33.000]  他的兩肩流血第五第六處的地方
[00:08:33.000 --> 00:08:37.000]  他的身上撲倒在地流血
[00:08:37.000 --> 00:08:41.000]  這個七處的地方
[00:08:41.000 --> 00:08:42.000]  我剛才數的時候
[00:08:42.000 --> 00:08:49.000]  應該再加上他肋旁背腔四上流出血和水
[00:08:49.000 --> 00:08:53.000]  那麼肩部的受傷可以合作一處
[00:08:53.000 --> 00:08:56.000]  兩邊肩頭可以合作一處
[00:08:56.000 --> 00:09:00.000]  再加上肋旁背腔四上流血
[00:09:00.000 --> 00:09:04.000]  一共七處的地方流血
[00:09:04.000 --> 00:09:08.000]  他的血真是流盡了
[00:09:08.000 --> 00:09:11.000]  如果兩手兩腳流的血還沒有流盡的話
[00:09:11.000 --> 00:09:17.000]  在被刺的時候肋旁受傷很深
[00:09:17.000 --> 00:09:22.000]  那個時候流出來的血真是流盡了
[00:09:22.000 --> 00:09:25.000]  所以這裡說他將命傾倒
