
[00:00:00.000 --> 00:00:02.000]  梅雨早晨
[00:00:02.000 --> 00:00:07.000]  我們繼續跟大家分享傳道書的題目
[00:00:07.000 --> 00:00:10.000]  神功智慧
[00:00:10.000 --> 00:00:13.000]  聽得多是人工智能
[00:00:13.000 --> 00:00:20.000]  人工智能涉及我們生活的很多範疇
[00:00:20.000 --> 00:00:29.000]  會不會取代了我們很多人的工作呢?
[00:00:29.000 --> 00:00:34.000]  最近說遲些有AI傳道
[00:00:34.000 --> 00:00:37.000]  可能遲些會有失業
[00:00:37.000 --> 00:00:39.000]  AI牧師
[00:00:39.000 --> 00:00:41.000]  他們不會犯錯的
[00:00:41.000 --> 00:00:44.000]  AI很厲害
[00:00:44.000 --> 00:00:47.000]  AI會有一種學習能力
[00:00:47.000 --> 00:00:52.000]  但我最近去一個長者中心探訪
[00:00:52.000 --> 00:00:55.000]  有些年輕的社工
[00:00:55.000 --> 00:00:59.000]  設計了一條短片
[00:00:59.000 --> 00:01:01.000]  介紹AI機械人
[00:01:01.000 --> 00:01:07.000]  他要跟老闆找一間長者中心找節目
[00:01:07.000 --> 00:01:10.000]  他去到中心問職員
[00:01:10.000 --> 00:01:13.000]  有什麼適合老闆
[00:01:13.000 --> 00:01:17.000]  有創意的短片
[00:01:17.000 --> 00:01:20.000]  看完後覺得很有趣
[00:01:20.000 --> 00:01:26.000]  他找了一些真正的長者中心參與活動
[00:01:26.000 --> 00:01:29.000]  我不知道將來世界會變成怎樣
[00:01:29.000 --> 00:01:34.000]  人工智能正面帶來很多好的發展
[00:01:34.000 --> 00:01:35.000]  科技
[00:01:35.000 --> 00:01:37.000]  但我相信更重要的是
[00:01:37.000 --> 00:01:40.000]  在聖經裏看到神功的智慧
[00:01:40.000 --> 00:01:42.000]  神所創造的
[00:01:42.000 --> 00:01:44.000]  能給予人的智慧
[00:01:44.000 --> 00:01:46.000]  所以今天跟大家分享
[00:01:46.000 --> 00:01:52.000]  是一個很深入我們生活裏的體會
[00:01:52.000 --> 00:01:54.000]  所以
[00:01:54.000 --> 00:01:57.000]  先跳下去
[00:01:57.000 --> 00:01:59.000]  今天的題目
[00:01:59.000 --> 00:02:00.000]  我重新去到PowerPoint
[00:02:00.000 --> 00:02:03.000]  是在說
[00:02:03.000 --> 00:02:05.000]  思覺
[00:02:05.000 --> 00:02:08.000]  突然間走得這麼快
[00:02:08.000 --> 00:02:11.000]  思覺智慧書
[00:02:11.000 --> 00:02:13.000]  特別是傳道書
[00:02:13.000 --> 00:02:16.000]  要從創造的角度去看
[00:02:16.000 --> 00:02:18.000]  都是神
[00:02:18.000 --> 00:02:20.000]  我們比較熟悉神學
[00:02:20.000 --> 00:02:24.000]  需要神的拯救
[00:02:24.000 --> 00:02:25.000]  需要耶穌
[00:02:25.000 --> 00:02:27.000]  但創造神學是在說
[00:02:27.000 --> 00:02:30.000]  創造神在地上的秩序
[00:02:30.000 --> 00:02:31.000]  物質秩序
[00:02:31.000 --> 00:02:32.000]  功能秩序
[00:02:32.000 --> 00:02:33.000]  和道德秩序
[00:02:33.000 --> 00:02:35.000]  稍後會多說一點
[00:02:35.000 --> 00:02:36.000]  在這秩序之下
[00:02:36.000 --> 00:02:38.000]  我們希望找到我們
[00:02:38.000 --> 00:02:39.000]  日光之下
[00:02:39.000 --> 00:02:42.000]  人生的智慧
[00:02:42.000 --> 00:02:44.000]  究竟是在說什麼呢?
[00:02:44.000 --> 00:02:45.000]  所以很多人讀傳道書
[00:02:45.000 --> 00:02:46.000]  都很有感受
[00:02:46.000 --> 00:02:48.000]  結構我們這次去到
[00:02:48.000 --> 00:02:50.000]  第一個B
[00:02:50.000 --> 00:02:52.000]  智慧
[00:02:52.000 --> 00:02:55.000]  卻不能找到人生的意義
[00:02:55.000 --> 00:02:56.000]  是怎樣呢?
[00:02:56.000 --> 00:02:58.000]  其實延續上一次
[00:02:58.000 --> 00:02:59.000]  在說雲
[00:02:59.000 --> 00:03:01.000]  你記得
[00:03:01.000 --> 00:03:04.000]  人是很渺小的
[00:03:04.000 --> 00:03:09.000]  用了很多自然界的現象
[00:03:09.000 --> 00:03:11.000]  循環不斷
[00:03:11.000 --> 00:03:13.000]  最後他回應了第二節
[00:03:13.000 --> 00:03:14.000]  一章二節
[00:03:14.000 --> 00:03:15.000]  虛空的
[00:03:15.000 --> 00:03:18.000]  好像嘆一口氣
[00:03:18.000 --> 00:03:20.000]  虛空的
[00:03:20.000 --> 00:03:22.000]  甚至後面八至十節
[00:03:22.000 --> 00:03:23.000]  都看不見
[00:03:23.000 --> 00:03:24.000]  看不完
[00:03:24.000 --> 00:03:26.000]  人生很短暫
[00:03:26.000 --> 00:03:28.000]  是否沒有意義呢?
[00:03:28.000 --> 00:03:31.000]  所以我們想想
[00:03:31.000 --> 00:03:32.000]  其實在傳道書說
[00:03:32.000 --> 00:03:35.000]  我們有很多的痕跡
[00:03:35.000 --> 00:03:36.000]  可能傷痕
[00:03:36.000 --> 00:03:38.000]  可能不如意的事
[00:03:38.000 --> 00:03:40.000]  亦有很實在的
[00:03:40.000 --> 00:03:41.000]  都一樣可以有
[00:03:41.000 --> 00:03:44.000]  是否發現有上帝的同狀恩典呢?
[00:03:44.000 --> 00:03:47.000]  以致我們有很多很亂的痕跡
[00:03:47.000 --> 00:03:49.000]  我們人生可以很實在
[00:03:49.000 --> 00:03:54.000]  走在實行一個很美的神
[00:03:54.000 --> 00:03:56.000]  在我們生命裏面的軌跡
[00:03:56.000 --> 00:03:58.000]  延續第二章
[00:03:58.000 --> 00:04:01.000]  你用兩個數字去記
[00:04:01.000 --> 00:04:03.000]  第一個是七
[00:04:03.000 --> 00:04:07.000]  因為在一章十二節到二章二十六節
[00:04:07.000 --> 00:04:09.000]  有其中一個結構
[00:04:09.000 --> 00:04:11.000]  是七個嘗試
[00:04:11.000 --> 00:04:12.000]  七個嘗試
[00:04:12.000 --> 00:04:14.000]  無論哲學的角度
[00:04:14.000 --> 00:04:16.000]  即是人生意義
[00:04:16.000 --> 00:04:19.000]  喜歡燕落的角度
[00:04:19.000 --> 00:04:21.000]  喝酒
[00:04:21.000 --> 00:04:24.000]  或者希望有成就的
[00:04:24.000 --> 00:04:26.000]  慈善家有不同角度
[00:04:26.000 --> 00:04:32.000]  但後面每一段嘗試都會失望
[00:04:32.000 --> 00:04:35.000]  第二個數字是四
[00:04:35.000 --> 00:04:37.000]  第二個段落
[00:04:37.000 --> 00:04:41.000]  作者嘗試用經驗之談追求滿足
[00:04:41.000 --> 00:04:46.000]  但大家必然知道結論是虛空的
[00:04:46.000 --> 00:04:48.000]  四個嘗試
[00:04:48.000 --> 00:04:51.000]  大家可以嘗試去理解
[00:04:51.000 --> 00:04:53.000]  作者或傳導者
[00:04:53.000 --> 00:04:55.000]  一個智慧的人
[00:04:55.000 --> 00:04:57.000]  他在這四個範疇
[00:04:57.000 --> 00:04:59.000]  做了測試
[00:04:59.000 --> 00:05:02.000]  我們甚麼機構最喜歡做測試?
[00:05:02.000 --> 00:05:04.000]  這個小委會
[00:05:04.000 --> 00:05:09.000]  有些人喜歡看選擇月刊
[00:05:09.000 --> 00:05:13.000]  看我最近想買的吸塵機或抽濕機
[00:05:13.000 --> 00:05:16.000]  對了,他做了三十個測試
[00:05:16.000 --> 00:05:18.000]  相信他,他是權威
[00:05:18.000 --> 00:05:20.000]  所以其實
[00:05:20.000 --> 00:05:22.000]  這個傳導書在這裡
[00:05:22.000 --> 00:05:24.000]  做了人生的測試
[00:05:24.000 --> 00:05:28.000]  他正在做一個選擇月刊的報告
[00:05:28.000 --> 00:05:33.000]  他在哪四個範疇去做選擇測試
[00:05:33.000 --> 00:05:35.000]  哲理分析
[00:05:35.000 --> 00:05:37.000]  盡情享樂
[00:05:37.000 --> 00:05:39.000]  智慧光明行在光中
[00:05:39.000 --> 00:05:41.000]  貢獻成就
[00:05:41.000 --> 00:05:45.000]  我們嘗試看看這麼多個領域
[00:05:45.000 --> 00:05:47.000]  或這個範疇是說甚麼
[00:05:47.000 --> 00:05:49.000]  他做這個測試
[00:05:49.000 --> 00:05:51.000]  第一是喜歡思考嗎?
