
[00:00:00.000 --> 00:00:03.200]  果然最後還是很緊張
[00:00:03.200 --> 00:00:06.400]  要在這裡跟大家分享訊息
[00:00:06.400 --> 00:00:11.080]  但另一方面,這個地方也是一個我成長的地方
[00:00:11.080 --> 00:00:16.560]  我是剛剛回來的實習區域
[00:00:16.560 --> 00:00:19.960]  不是實習區域,是剛剛回來的區域
[00:00:19.960 --> 00:00:25.280]  成為一個新的職位,又是一個新的開始
[00:00:25.280 --> 00:00:27.280]  好了,我們直接進入正題
[00:00:27.280 --> 00:00:31.760]  今天我們開始這個因典同行的講道系列
[00:00:31.760 --> 00:00:35.600]  因典我們通常會想到一些很美好的事情
[00:00:35.600 --> 00:00:40.720]  但有趣的是,今天講的因典是一些不舒服的事情
[00:00:40.720 --> 00:00:42.720]  是一些會痛的事情
[00:00:42.720 --> 00:00:46.320]  話說我是一個不喜歡跑步的人
[00:00:46.320 --> 00:00:48.320]  因為我小時候有哮喘
[00:00:48.320 --> 00:00:54.080]  不知道大家有沒有試過那種跑不完,跑不快的感覺是很差的
[00:00:54.080 --> 00:00:58.000]  但我有時候也會選擇迫自己去跑步
[00:00:58.000 --> 00:01:02.000]  我不喜歡跑步的過程,但我很喜歡跑步的結果
[00:01:02.000 --> 00:01:06.240]  就是當身體消耗了很多體力的時候
[00:01:06.240 --> 00:01:08.880]  那種感覺就會很爽
[00:01:08.880 --> 00:01:13.040]  那種累的感覺對我來說是一種成就感
[00:01:13.040 --> 00:01:15.920]  為什麼呢?因為我覺得我終於減了肥
[00:01:15.920 --> 00:01:17.920]  就是有一種這樣的感覺
[00:01:17.920 --> 00:01:20.960]  所以有時候有些痛苦,有些不舒服
[00:01:20.960 --> 00:01:24.000]  對我們來說是有益處,是有價值的
[00:01:24.000 --> 00:01:27.840]  今天講的因典的過程也是令人不舒服
[00:01:27.840 --> 00:01:29.840]  但結果卻是有益處的
[00:01:29.840 --> 00:01:32.640]  這個就是在講上帝的管教
[00:01:32.640 --> 00:01:36.960]  今天的題目就是與因典同行系列
[00:01:36.960 --> 00:01:40.640]  百毒不侵的生命,來自希伯來書十二章十一節
[00:01:40.640 --> 00:01:42.640]  經文這樣說
[00:01:42.640 --> 00:01:48.240]  凡事管教的事,當時會覺得不快樂,反而覺得痛苦
[00:01:48.240 --> 00:01:55.280]  後來卻為道那經過鍛鍊的人,結出平安的果子,就是義的果子
[00:01:55.280 --> 00:01:58.320]  我們首先需要問一個問題
[00:01:58.320 --> 00:02:01.760]  就是究竟什麼叫做管教呢?
[00:02:01.760 --> 00:02:08.480]  在前文第二節就告訴我們一個管教的方向
[00:02:08.480 --> 00:02:11.360]  管教的方向就是我們剛才那首歌
[00:02:11.360 --> 00:02:14.240]  「唯靠主基督」,就是仰望耶穌
[00:02:14.240 --> 00:02:17.440]  仰望耶穌為我們釘十字架的福音
[00:02:17.440 --> 00:02:23.840]  仰望耶穌的效果應該會令我們面對苦難時不覺得苦
[00:02:23.840 --> 00:02:27.840]  反而有喜樂,不怕有人羞辱自己
[00:02:27.840 --> 00:02:30.080]  這個概念我們知道的
[00:02:30.080 --> 00:02:33.600]  但事實上我們好像做不到
[00:02:33.600 --> 00:02:34.560]  為什麼呢?
[00:02:34.560 --> 00:02:36.400]  就是因為會有挑戰
[00:02:36.400 --> 00:02:39.600]  管教的挑戰在第四節告訴我們
[00:02:39.600 --> 00:02:42.800]  我們的挑戰就是與罪惡爭鬥
[00:02:42.800 --> 00:02:44.800]  我們知道要仰望耶穌
[00:02:44.800 --> 00:02:48.960]  但同時我們在與罪惡爭鬥的時候
[00:02:48.960 --> 00:02:50.560]  一段很長的時間
[00:02:50.560 --> 00:02:55.200]  因此我們會灰心,會灰心失意
[00:02:55.200 --> 00:02:57.600]  會容易忘記了仰望耶穌
[00:02:57.600 --> 00:02:59.200]  會忘記神
[00:02:59.200 --> 00:03:04.000]  所以在五至六節,他這樣提醒我們
[00:03:04.000 --> 00:03:09.280]  「你們又忘記了上帝勸你們如同勸兒女的那些話
[00:03:09.280 --> 00:03:13.040]  說:我兒不可輕看主的教導
[00:03:13.040 --> 00:03:15.600]  被他責備的時候不可灰心
[00:03:15.600 --> 00:03:18.240]  因為主所愛的,他必管教
[00:03:18.240 --> 00:03:22.800]  又鞭打他所接納的每一個孩子」
[00:03:22.800 --> 00:03:27.760]  這段經文引用了《針研》第三章
[00:03:27.760 --> 00:03:32.560]  我們逆向思維看針研的提醒
[00:03:32.560 --> 00:03:33.840]  提醒我們的位置
[00:03:33.840 --> 00:03:37.520]  為什麼我們會忘記上帝的管教呢?
[00:03:37.520 --> 00:03:38.640]  有幾個原因
[00:03:38.640 --> 00:03:41.760]  第一個可能是依靠了自己
[00:03:41.760 --> 00:03:45.360]  有可能是輕看和厭煩上帝的責備
[00:03:45.360 --> 00:03:48.000]  有可能是因為利益變得愚昧
[00:03:48.000 --> 00:03:51.360]  忘記了慈愛和信實
[00:03:51.360 --> 00:03:55.360]  這些原因導致我們在罪惡爭鬥期間
[00:03:55.360 --> 00:03:57.120]  我們忘記了上帝
[00:03:57.120 --> 00:04:00.960]  為什麼希伯來書的作者要寫這一段教導呢?
[00:04:00.960 --> 00:04:03.200]  再說多一點經文的背景
[00:04:03.200 --> 00:04:06.720]  希伯來書是寫給猶太基督徒的教會
[00:04:06.720 --> 00:04:10.960]  他們為什麼會心灰意冷忘記了上帝呢?
[00:04:10.960 --> 00:04:15.520]  是因為他們突然在信仰上有認知的改變
[00:04:15.520 --> 00:04:18.880]  大家從小聽到大
[00:04:18.880 --> 00:04:22.560]  猶太人是循規蹈矩
[00:04:22.560 --> 00:04:24.560]  遵守律法的人
[00:04:24.560 --> 00:04:28.560]  他們習慣了遵守律法時與上帝連結
[00:04:28.560 --> 00:04:30.480]  上帝會保守他們的民族
[00:04:30.480 --> 00:04:32.640]  他們的民族會變得輕盛
[00:04:32.640 --> 00:04:34.640]  生活也會好過一點
[00:04:34.640 --> 00:04:36.000]  這是他們的信仰
[00:04:36.000 --> 00:04:38.480]  他們所認識的、一直知道的就是這樣
[00:04:38.480 --> 00:04:41.360]  但這個信仰突然被耶穌打破了
[00:04:41.360 --> 00:04:44.080]  原來信仰不是靠自己遵守律法的
[00:04:44.080 --> 00:04:47.360]  原來信仰不是令自己民族輕盛的
[00:04:47.360 --> 00:04:50.720]  原來信仰不是為了要自己活得好過一點
[00:04:50.720 --> 00:04:53.040]  相反反而是要令我們
[00:04:53.040 --> 00:04:56.400]  反而信仰令我們要受苦、要受逼迫
[00:04:56.400 --> 00:04:59.600]  甚至成為社會上被排斥的一群人
[00:04:59.600 --> 00:05:01.600]  他們要重新學習
[00:05:01.600 --> 00:05:03.760]  究竟如何依靠彌賽亞耶穌
[00:05:03.760 --> 00:05:05.520]  如何依靠這個信仰
[00:05:05.520 --> 00:05:07.520]  如何重新認識這個救恩
[00:05:07.520 --> 00:05:09.200]  正正因為有這個衝擊
[00:05:09.200 --> 00:05:11.200]  他們發現了自己的盲點
[00:05:11.200 --> 00:05:13.200]  原來我一直都在依靠自己
[00:05:13.200 --> 00:05:15.200]  原來我不是在依靠神
[00:05:15.200 --> 00:05:19.520]  我們會以為教會是一個很有愛的地方
[00:05:19.520 --> 00:05:22.640]  我們認知教會是一個屬神的地方
[00:05:22.640 --> 00:05:27.360]  我們聽說信耶穌應該會得豐盛的生命
[00:05:27.360 --> 00:05:30.880]  但是教會卻是充滿著罪人
[00:05:30.880 --> 00:05:32.880]  卻是充滿著衝突
[00:05:32.880 --> 00:05:35.520]  經常都忘記神的地方
[00:05:35.520 --> 00:05:39.360]  經文一次又一次提醒我們不要忘記神
[00:05:39.360 --> 00:05:43.360]  提醒我們不要和罪惡爭鬥到心灰意冷
[00:05:43.360 --> 00:05:45.040]  上帝在
[00:05:45.040 --> 00:05:50.400]  經文讓我們看到的是上帝的管教是什麼
[00:05:50.400 --> 00:05:54.320]  就是我們知道但無法實現律法
[00:05:54.320 --> 00:05:57.120]  無法體驗福音時候的張力
[00:05:57.120 --> 00:05:58.720]  這就是上帝的管教
[00:05:58.720 --> 00:06:02.960]  上帝已經給予了福音、給予了律法我們教會
[00:06:02.960 --> 00:06:05.520]  但是教會卻是行不到
[00:06:05.520 --> 00:06:11.040]  我們每一個人就好像有時在那個無法實現的張力下
[00:06:11.040 --> 00:06:12.480]  和罪惡爭鬥
[00:06:12.480 --> 00:06:16.080]  慢慢我們會察覺到自己生命原來有些問題
[00:06:16.080 --> 00:06:18.800]  有些弱點要開始被上帝改變
[00:06:18.800 --> 00:06:21.520]  當人去開放自己的時候
[00:06:21.520 --> 00:06:24.800]  上帝的管教就開始實現到
[00:06:24.800 --> 00:06:28.480]  我們才知道原來我們
[00:06:28.480 --> 00:06:31.520]  我們知道那個實行不到的東西
[00:06:31.520 --> 00:06:33.760]  之後就是上帝的管教
[00:06:33.760 --> 00:06:38.960]  話說我會觀察一些小朋友的成長
[00:06:38.960 --> 00:06:41.440]  我見過一個小朋友的行為
[00:06:41.440 --> 00:06:43.920]  他會舔自己的手
[00:06:43.920 --> 00:06:45.680]  然後他不是偷偷地舔
[00:06:45.680 --> 00:06:52.000]  他要像油油一樣整隻手、整個手掌舔到均勻為止
[00:06:52.000 --> 00:06:53.360]  我們會懂得想
[00:06:53.360 --> 00:06:55.280]  這個世界到處都是病菌
[00:06:55.280 --> 00:06:57.600]  不可以亂把手放進口裡
[00:06:57.600 --> 00:06:58.960]  看過他很多次了
[00:06:58.960 --> 00:07:00.560]  他改不了這個習慣
[00:07:00.560 --> 00:07:03.120]  我在想為什麼他會有這個原因
[00:07:03.120 --> 00:07:04.640]  為什麼他會這樣做
[00:07:04.640 --> 00:07:07.600]  第一可能是他好奇這個世界
[00:07:07.600 --> 00:07:09.040]  很想探索這個世界
[00:07:09.040 --> 00:07:11.120]  用不同的感官去感受
[00:07:11.120 --> 00:07:13.920]  可能他的舌頭碰到手的觸感
[00:07:13.920 --> 00:07:15.840]  他的感覺良好
[00:07:15.840 --> 00:07:19.440]  第二可能他會覺得自己的手真的很好吃
[00:07:19.440 --> 00:07:21.680]  鹹鹹的有味道
[00:07:21.680 --> 00:07:24.000]  第三就是我在網上搜尋到的
[00:07:24.000 --> 00:07:27.760]  原來小朋友可能會因為沒有安全感
[00:07:27.760 --> 00:07:30.480]  他就會做一些不合理的行為
[00:07:30.480 --> 00:07:33.840]  他就做了一些行為令自己有安全感
[00:07:33.840 --> 00:07:36.240]  慢慢這個行為變成了習慣
[00:07:36.240 --> 00:07:38.720]  我們不會有舔手的行為
[00:07:38.720 --> 00:07:43.120]  但是我們會有不合理、不跟從神的時間
[00:07:43.120 --> 00:07:45.760]  要知道那個要求
[00:07:45.760 --> 00:07:47.520]  我們知道上帝的要求
[00:07:47.520 --> 00:07:49.360]  但是我們實行不出來
[00:07:49.360 --> 00:07:50.640]  我們知道要遠離罪
[00:07:50.640 --> 00:07:55.120]  但是我們生命還有一些原因我們改變不了
[00:07:55.120 --> 00:07:56.720]  可能是因為對罪好奇
[00:07:56.720 --> 00:07:59.200]  還想探索
[00:07:59.200 --> 00:08:02.560]  又或者可能罪比我們有些短暫的好處
[00:08:02.560 --> 00:08:05.360]  又或者更加可能的是我們從小到大
[00:08:05.360 --> 00:08:08.000]  有些習慣我們未修正到
[00:08:08.000 --> 00:08:09.440]  沒有安全感
[00:08:09.440 --> 00:08:12.640]  然後習慣了用自己的方法去解決
[00:08:12.640 --> 00:08:16.160]  忘記了我們可以依賴上帝
[00:08:16.160 --> 00:08:17.520]  一個小總結
[00:08:17.520 --> 00:08:21.760]  上帝的管教就是我們知道上帝的律法和福音
[00:08:21.760 --> 00:08:24.560]  但是現實中實行不到的張力
[00:08:24.560 --> 00:08:27.200]  經文提醒我們不要忘記上帝
[00:08:27.200 --> 00:08:30.160]  讓上帝的福音大能更新我們
[00:08:30.160 --> 00:08:33.360]  不要將罪的張力視而不見
[00:08:33.360 --> 00:08:35.520]  合理化當成習慣
[00:08:35.520 --> 00:08:38.720]  我們要將罪的張力正面揭示出來
[00:08:38.720 --> 00:08:40.960]  或者我們會有愚昧的時間
[00:08:40.960 --> 00:08:42.560]  我們會有驕傲的時間
[00:08:42.560 --> 00:08:44.400]  我們會有失信的時間
[00:08:44.400 --> 00:08:48.320]  但是我們仍然可以坦誠地跟上帝說
[00:08:48.320 --> 00:08:50.400]  上帝為什麼我會這樣
[00:08:50.400 --> 00:08:54.160]  上帝你怎樣幫助我們去改變我們
[00:08:54.160 --> 00:08:55.680]  我們的信仰
[00:08:55.680 --> 00:08:58.960]  犯罪的缺口不要隱藏出來
[00:08:58.960 --> 00:09:00.800]  我們不要習慣
[00:09:00.800 --> 00:09:03.360]  我們要將這件事揭示給上帝
[00:09:03.360 --> 00:09:08.880]  然後我們要直接看著自己做得不好的地方
[00:09:08.880 --> 00:09:12.880]  因為這個地方不是我們羞恥的印記
[00:09:12.880 --> 00:09:16.880]  而是我們生命需要被上帝包紮的傷口
[00:09:16.880 --> 00:09:21.200]  第二個就是管教的痛苦
[00:09:21.200 --> 00:09:24.400]  管教我剛才說得很輕鬆
[00:09:24.400 --> 00:09:26.480]  我們願意開放自己
[00:09:26.480 --> 00:09:28.640]  揭示自己的問題給上帝
[00:09:28.640 --> 00:09:30.400]  說得很容易
[00:09:30.400 --> 00:09:32.240]  但是我們避免不了一樣東西
[00:09:32.240 --> 00:09:35.040]  就是我們面對痛苦的時候的掙扎
[00:09:35.040 --> 00:09:37.600]  經文提到凡事管教的事
[00:09:37.600 --> 00:09:40.240]  當時不覺得快樂反而覺得痛苦
[00:09:40.240 --> 00:09:43.200]  給上帝管教本身其實應該是一些
[00:09:43.200 --> 00:09:46.560]  其實好啊我們有成長是好事
[00:09:46.560 --> 00:09:50.240]  但是我們排斥的不是管教的原因
[00:09:50.240 --> 00:09:53.520]  我們排斥的是管教會帶來痛苦
[00:09:53.520 --> 00:09:55.760]  我們因為痛苦而抗拒
[00:09:55.760 --> 00:10:01.440]  因為痛苦所以阻礙了我們給上帝管教成長的機會
[00:10:01.440 --> 00:10:05.040]  話說痛苦有兩個層面
[00:10:05.040 --> 00:10:07.280]  一個層面就是肉體上
[00:10:07.280 --> 00:10:09.520]  另一個是精神層面
[00:10:09.520 --> 00:10:11.360]  當我們承受過痛苦
[00:10:11.360 --> 00:10:12.960]  痛苦會帶來恐懼
[00:10:12.960 --> 00:10:15.920]  剛才《唯靠主基督》有首歌是講恐懼
[00:10:15.920 --> 00:10:18.400]  我們沒有恐懼
[00:10:18.400 --> 00:10:21.600]  恐懼我們會很害怕再次受苦
[00:10:21.600 --> 00:10:25.120]  然後因此我們人就會卻步成長
[00:10:25.120 --> 00:10:29.760]  當人面對著痛苦在肉體上一下子的疼痛
[00:10:29.760 --> 00:10:33.520]  但是精神卻是承受了很大的恐懼
[00:10:33.520 --> 00:10:34.640]  有陰影
[00:10:34.640 --> 00:10:39.040]  令我們拒絕再次去承受
[00:10:39.040 --> 00:10:42.880]  所以痛苦帶來恐懼
[00:10:42.880 --> 00:10:48.000]  而恐懼會遮蓋了本身一些我們受苦受痛苦的目的
[00:10:48.000 --> 00:10:51.280]  和承受痛苦的令人成長的價值
[00:10:51.280 --> 00:10:53.280]  我們會什麼都看不到
[00:10:53.280 --> 00:10:56.560]  剛才那裡有段經文第六節
[00:10:56.560 --> 00:10:57.600]  那裡說
[00:10:57.600 --> 00:11:00.080]  因為主所愛的他必管教
[00:11:00.080 --> 00:11:04.240]  有鞭打他所接納的每一個孩子
[00:11:04.240 --> 00:11:06.880]  我不知道大家看到這段經文有什麼感受
[00:11:06.880 --> 00:11:08.880]  當我們承受痛苦的時候
[00:11:08.880 --> 00:11:11.600]  我們就會問上帝為什麼你要這樣對我
[00:11:11.600 --> 00:11:14.080]  其實這段經文很殘忍
[00:11:14.080 --> 00:11:16.800]  上帝作為你的兒子就要給你鞭打
[00:11:16.800 --> 00:11:18.320]  就要給你管教
[00:11:18.320 --> 00:11:19.920]  很不想受苦
[00:11:19.920 --> 00:11:21.440]  痛苦很真實
[00:11:21.440 --> 00:11:22.320]  很強烈
[00:11:22.320 --> 00:11:24.320]  強烈到我看不到主的愛
[00:11:24.320 --> 00:11:25.840]  我看不到主的接納
[00:11:25.840 --> 00:11:28.240]  我只看到主的鞭打
[00:11:28.240 --> 00:11:31.520]  原來痛苦會導致我們忘記上帝
[00:11:31.520 --> 00:11:35.120]  痛苦導致我們在管教裡我們看不到關係
[00:11:35.120 --> 00:11:36.560]  我們看不到愛
[00:11:36.560 --> 00:11:39.040]  只有痛苦和恐懼
[00:11:39.040 --> 00:11:41.280]  然後我們因為這些痛苦恐懼
[00:11:41.280 --> 00:11:43.040]  我們很容易迷失方向
[00:11:43.040 --> 00:11:44.880]  失去對上帝的信心
[00:11:44.880 --> 00:11:49.120]  失去成長的勇氣
[00:11:49.120 --> 00:11:51.600]  上帝是一個慈愛的上帝
[00:11:51.600 --> 00:11:53.920]  為什麼要懲罰人呢
[00:11:53.920 --> 00:11:57.920]  疼痛和害怕令人失去了安全感
[00:11:57.920 --> 00:12:00.160]  為了停止疼痛和懼怕
[00:12:00.160 --> 00:12:02.400]  我們會慢慢變成一個
[00:12:02.400 --> 00:12:04.240]  我們選擇一些方法去理解
[00:12:04.240 --> 00:12:06.480]  令自己舒服一點
[00:12:06.480 --> 00:12:09.760]  我要承受痛苦是因為上帝鞭打我
[00:12:09.760 --> 00:12:11.760]  錯誤責任轉移了
[00:12:11.760 --> 00:12:13.040]  可能去了上帝
[00:12:13.040 --> 00:12:14.640]  可能去了環境
[00:12:14.640 --> 00:12:16.400]  父母要操控我
[00:12:16.400 --> 00:12:19.280]  天父要讓我在痛苦裡
[00:12:19.280 --> 00:12:22.640]  我自己的親人突然變成敵人
