
[00:00:00.000 --> 00:00:03.000]  我們一起低頭祈禱
[00:00:03.000 --> 00:00:10.000]  放下一切坐在你腳前
[00:00:10.000 --> 00:00:13.000]  留在這一刻
[00:00:13.000 --> 00:00:16.000]  會有什麼更重要
[00:00:16.000 --> 00:00:23.000]  這個是不是你
[00:00:23.000 --> 00:00:26.000]  這個不就是你嗎
[00:00:26.000 --> 00:00:28.000]  我想大家想一想
[00:00:28.000 --> 00:00:32.000]  聖經中的馬大和馬尼亞
[00:00:32.000 --> 00:00:37.000]  你覺得你自己像馬大還是像馬尼亞呢
[00:00:37.000 --> 00:00:50.000]  你覺得耶穌是誰
[00:00:50.000 --> 00:00:53.000]  還是你自己
[00:00:54.000 --> 00:01:00.000]  你覺得耶穌有沒有留意到你的侍奉
[00:01:00.000 --> 00:01:09.000]  你的恩賜是什麼呢
[00:01:09.000 --> 00:01:17.000]  主一幫助我們
[00:01:17.000 --> 00:01:23.000]  讓我們去留意你的說話
[00:01:23.000 --> 00:01:28.000]  也讓我們的生命去侍奉你自己
[00:01:28.000 --> 00:01:30.000]  主幫助我們
[00:01:30.000 --> 00:01:33.000]  讓我們時刻都有你
[00:01:33.000 --> 00:01:36.000]  讓我們看到你和我們同行
[00:01:36.000 --> 00:01:43.000]  讓我們生命是帶著你的愛流露出去
[00:01:43.000 --> 00:01:48.000]  讓更多的人認識耶穌你自己
[00:01:48.000 --> 00:01:50.000]  主幫助我們
[00:01:50.000 --> 00:01:52.000]  當我們軟弱的時候
[00:01:52.000 --> 00:01:54.000]  你賜我們勇氣
[00:01:54.000 --> 00:01:56.000]  賜我們膽量
[00:01:56.000 --> 00:01:59.000]  用你的生命去見證你自己
[00:01:59.000 --> 00:02:02.000]  祈禱到交托
[00:02:02.000 --> 00:02:04.000]  放我住在宿命祈求
[00:02:04.000 --> 00:02:05.000]  阿門
[00:02:05.000 --> 00:02:07.000]  謝謝敬拜隊
[00:02:07.000 --> 00:02:12.000]  大家晚安
[00:02:13.000 --> 00:02:20.000]  2025年有一系列跟大家分享
[00:02:20.000 --> 00:02:22.000]  我介紹我自己
