
[00:00:00.000 --> 00:00:03.320]  大家午安還是晚安呢?
[00:00:03.320 --> 00:00:05.800]  午安,大家午安
[00:00:05.800 --> 00:00:09.160]  多謝提示,我都不知道是甚麼時間了
[00:00:09.160 --> 00:00:12.760]  我先介紹我自己,我叫蘇平,大家可以叫我Benny
[00:00:12.760 --> 00:00:19.520]  今天跟大家分享工作生活平衡系列的第三講
[00:00:19.520 --> 00:00:23.880]  到了6月,眨眼就過了6個月,這是2024年
[00:00:23.880 --> 00:00:29.440]  題目是《誰是我老闆》,哥林多前書三章6至15節
[00:00:29.440 --> 00:00:32.520]  誰是你老闆呢?大家知不知道?
[00:00:32.520 --> 00:00:36.760]  有些人聽完之後說,我都沒有工作了
[00:00:36.760 --> 00:00:38.760]  我就是我老闆,是嗎?
[00:00:38.760 --> 00:00:42.280]  這個就是有問題了,你就是你老闆
[00:00:42.280 --> 00:00:46.160]  聽一下,有些人就說,我都沒有工作了
[00:00:46.160 --> 00:00:49.280]  可能你的孫子就是你老闆,是嗎?
[00:00:49.280 --> 00:00:53.520]  剛剛我星期四講完,每個人聽完這句立即笑
[00:00:53.520 --> 00:00:56.280]  因為他們知道他們的孫子才是真正的老闆
[00:00:56.280 --> 00:00:59.680]  所以誰是我的老闆?上班的時候我是誰的老闆?
[00:00:59.680 --> 00:01:01.400]  下班時我是誰的老闆?
[00:01:01.400 --> 00:01:04.200]  你老公就是你…
[00:01:04.200 --> 00:01:06.200]  不是,你老公是你奴隸,不知道,無論如何
[00:01:06.200 --> 00:01:10.920]  究竟誰才是真正的老闆呢?
[00:01:10.920 --> 00:01:13.280]  有幅圖畫,網上經常都看到的
[00:01:13.280 --> 00:01:18.640]  就是一個好的老闆和一個好的領袖
[00:01:18.640 --> 00:01:22.200]  一個壞老闆,抱歉,看錯了
[00:01:22.200 --> 00:01:25.280]  一個不好的老闆就坐在任務上
[00:01:25.280 --> 00:01:28.840]  叫下面的工人,奴隸,你去做吧
[00:01:28.840 --> 00:01:31.640]  那些就是奴隸,你的工人是不是奴隸呢?
[00:01:31.640 --> 00:01:33.640]  或者一個好的領袖
[00:01:33.640 --> 00:01:40.600]  領袖就跟同工一起在前面,一起拉著任務一起走
[00:01:40.600 --> 00:01:43.400]  很常看到的一個圖畫
[00:01:43.400 --> 00:01:48.720]  再看看,究竟一個老闆和一個領袖有什麼分別呢?
[00:01:48.720 --> 00:01:50.480]  不逐個跟大家講了
[00:01:50.480 --> 00:01:54.080]  一個領袖是帶領著一班同工的
[00:01:54.080 --> 00:01:58.400]  是V的,是我們的,不是只講我的
[00:01:58.400 --> 00:02:04.360]  然後給人家credit,不是全部拿了優點
[00:02:04.360 --> 00:02:07.720]  就會經常講,Let's go,是我們一起去的
[00:02:07.720 --> 00:02:10.480]  不是只講你們去,不是我去
[00:02:10.480 --> 00:02:14.200]  又有說同事和同工有什麼分別呢?
[00:02:14.200 --> 00:02:18.600]  你看到教會經常都會講同工,不會講同事
[00:02:18.600 --> 00:02:21.080]  你回公司又不會講同工,會講同事
[00:02:21.080 --> 00:02:23.880]  有些分別是什麼呢?不詳細講了,定義那些
[00:02:23.880 --> 00:02:28.200]  大約就是,講一個工作的地方
[00:02:28.200 --> 00:02:32.080]  同事可能不是在同一個工作的空間
[00:02:32.080 --> 00:02:35.600]  他們可能是同一個專業,都是叫同事
[00:02:35.600 --> 00:02:40.600]  但如果同工,通常是在同一個工作空間一起去做同一件事
[00:02:40.600 --> 00:02:43.080]  這就是同工和同事的分別
[00:02:43.080 --> 00:02:47.080]  今天看看,臨前三章六至十五節的讀一讀
[00:02:47.080 --> 00:02:52.160]  第六節說,我栽種的,阿波羅囂貫的,唯有上帝叫他成長
[00:02:52.160 --> 00:02:55.880]  可見栽種的算不得什麼,囂貫的也不算不得什麼
[00:02:55.880 --> 00:02:58.680]  只在那叫他成長的上帝
[00:02:58.680 --> 00:03:00.480]  栽種和囂貫都是一樣
[00:03:00.480 --> 00:03:06.040]  但將來各人要照自己的功夫得自己的賞賜
[00:03:06.040 --> 00:03:09.840]  因為我們是與上帝同工的
[00:03:09.840 --> 00:03:14.480]  你們是上帝所耕種的田地所建造的房屋
[00:03:14.480 --> 00:03:17.960]  我照上帝所給我的恩,好像一個聰明的公頭
[00:03:17.960 --> 00:03:21.840]  立了好料根基,有別人在上面建造
[00:03:21.840 --> 00:03:24.640]  只是各人要謹慎怎樣在上面建造
[00:03:24.640 --> 00:03:29.040]  因為那已經立好的根基就是耶穌基督
[00:03:29.040 --> 00:03:32.720]  此外沒有人能立別的根基
[00:03:32.720 --> 00:03:37.840]  若有人用金、銀、寶、石、草、木、和、階在這根基上建造
[00:03:37.840 --> 00:03:40.160]  各人的工程必然顯露
[00:03:40.160 --> 00:03:43.720]  因為那日子將要將他表明出來
[00:03:43.720 --> 00:03:47.960]  有火發現,這火要試驗各人的工程怎樣
[00:03:47.960 --> 00:03:51.320]  人在那根基上所建造的工程
[00:03:51.320 --> 00:03:54.840]  若存得住,他就要得賞賜
[00:03:54.840 --> 00:03:59.520]  人的工程若被燒了,他就要受虧損
[00:03:59.520 --> 00:04:01.040]  自己卻要得救
[00:04:01.040 --> 00:04:05.760]  雖然得救,乃像從火裡經過的一樣
[00:04:05.760 --> 00:04:08.720]  今天用兩點跟大家說說
[00:04:08.720 --> 00:04:12.640]  第一,我們是與上帝同工的
[00:04:12.640 --> 00:04:14.440]  剛才是同工的
[00:04:14.440 --> 00:04:17.440]  第二,佛系的基督徒是甚麼呢?
[00:04:17.440 --> 00:04:21.480]  為何基督教有佛系的呢?
[00:04:21.480 --> 00:04:23.320]  我們是否一個佛系的基督徒呢?
[00:04:23.320 --> 00:04:24.360]  讓大家看看
[00:04:24.360 --> 00:04:25.800]  首先我們說說
[00:04:25.800 --> 00:04:28.280]  我們與上帝同工
[00:04:28.280 --> 00:04:29.320]  剛才經文說過
[00:04:29.320 --> 00:04:31.720]  因為我們是與上帝同工
[00:04:31.720 --> 00:04:34.080]  說這句不是說我們有甚麼聰明
[00:04:34.080 --> 00:04:35.520]  不是凸顯我們多厲害
[00:04:35.520 --> 00:04:36.520]  而是相反地
[00:04:36.520 --> 00:04:39.200]  說的是上帝是御駕親征的
[00:04:39.200 --> 00:04:41.760]  剛才那幅圖是一個好的領導
[00:04:41.760 --> 00:04:44.720]  帶著一群人一起去做御駕親征
[00:04:44.720 --> 00:04:47.640]  上帝親自工作
[00:04:47.640 --> 00:04:49.760]  上帝與我們在同一個工作空間
[00:04:49.760 --> 00:04:51.440]  我們與祂一起去做
[00:04:51.440 --> 00:04:53.880]  不要總覺得侍奉很孤單
[00:04:53.880 --> 00:04:55.000]  沒有力氣
[00:04:55.000 --> 00:05:00.520]  上帝與我們在同一個工作空間同工
[00:05:00.520 --> 00:05:02.200]  不要忘記這一點
[00:05:02.200 --> 00:05:06.400]  保羅用耕種建築為比喻
[00:05:06.400 --> 00:05:08.160]  說明崇利明的建築
[00:05:08.160 --> 00:05:09.600]  建立是有道理的
[00:05:09.600 --> 00:05:11.360]  唯有上帝叫它生長
[00:05:11.360 --> 00:05:13.200]  因為已經立好的根基
[00:05:13.200 --> 00:05:16.880]  就像耶穌基督從此外沒有能立別的根基
[00:05:16.880 --> 00:05:20.840]  這裡說的是耕種和建築的比喻
[00:05:20.840 --> 00:05:23.240]  我便想起自己
[00:05:23.240 --> 00:05:25.760]  我給自己一個綽號
[00:05:25.760 --> 00:05:26.600]  我是一個殺手
[00:05:26.600 --> 00:05:27.960]  是甚麼殺手呢
[00:05:27.960 --> 00:05:30.600]  當然不及少女殺手
[00:05:30.600 --> 00:05:33.360]  我是一個植物的殺手
[00:05:33.360 --> 00:05:35.600]  耕種的比喻
[00:05:35.600 --> 00:05:37.240]  為何是植物的殺手呢
[00:05:37.240 --> 00:05:39.600]  因為我種了甚麼都會死
[00:05:39.600 --> 00:05:41.280]  沒有甚麼存活
[00:05:41.280 --> 00:05:44.920]  有一次同工同樂日
[00:05:44.920 --> 00:05:46.920]  疫情之前我們回大陸
[00:05:46.920 --> 00:05:48.720]  去花場等等
[00:05:48.720 --> 00:05:49.880]  沒有工作
[00:05:49.880 --> 00:05:50.720]  買東西
[00:05:50.720 --> 00:05:51.480]  在街上買東西
[00:05:51.480 --> 00:05:52.840]  別人不買我就買
[00:05:52.840 --> 00:05:56.400]  買了一個好像鍵盤般長的花盆
[00:05:56.400 --> 00:05:59.200]  種了四個仙人球
[00:05:59.200 --> 00:06:01.120]  還是口肉植物
[00:06:01.120 --> 00:06:03.960]  店主說
[00:06:03.960 --> 00:06:06.320]  這些沒有人種得死
[00:06:06.320 --> 00:06:07.960]  一定可以的 你種
[00:06:07.960 --> 00:06:09.280]  我聽了他說
[00:06:09.280 --> 00:06:11.400]  這不是真話
[00:06:11.400 --> 00:06:14.000]  很明顯你知道後果會怎樣
[00:06:14.000 --> 00:06:18.160]  竟然連仙人掌我都種得死
[00:06:18.160 --> 00:06:20.040]  他又說不用澆那麼多水
[00:06:20.040 --> 00:06:21.680]  我知道仙人掌是不用澆那麼多水
[00:06:21.680 --> 00:06:23.280]  是沙漠植物
[00:06:23.280 --> 00:06:26.840]  其實甚麼叫不用澆那麼多水呢
[00:06:26.840 --> 00:06:29.480]  大家的定義原來是不同的
[00:06:29.480 --> 00:06:33.680]  你們覺得不用多久就澆一次
[00:06:33.680 --> 00:06:34.840]  一個月一個星期
[00:06:34.840 --> 00:06:36.560]  我就是一個星期那種
[00:06:36.560 --> 00:06:37.520]  我一個星期澆一次
[00:06:37.520 --> 00:06:39.760]  結果仙人掌浸死了
[00:06:39.760 --> 00:06:41.360]  拿出來的根都霉了
[00:06:41.360 --> 00:06:42.400]  有人幫我看
[00:06:42.400 --> 00:06:43.320]  霉到爛了
[00:06:43.320 --> 00:06:44.120]  一個星期澆一次水
[00:06:44.120 --> 00:06:45.520]  原來太多了
[00:06:45.520 --> 00:06:48.760]  這些植物殺手就是我
[00:06:48.760 --> 00:06:50.520]  我甚麼都殺得死它
[00:06:50.520 --> 00:06:51.880]  很不幸
[00:06:51.880 --> 00:06:53.800]  我要面對我的女兒
[00:06:53.800 --> 00:06:55.920]  開始讀幼稚園的時候
[00:06:55.920 --> 00:06:58.040]  其實現在還保存著
[00:06:58.040 --> 00:07:01.160]  每年學校派一盤很小的植物給你
[00:07:01.160 --> 00:07:02.160]  大家合上頭了
[00:07:02.160 --> 00:07:03.240]  有孫子的
[00:07:03.240 --> 00:07:04.840]  有小朋友的
[00:07:04.840 --> 00:07:06.880]  那個植物每年都不同
[00:07:06.880 --> 00:07:10.480]  但是每年那種植物在花墟會很賣
[00:07:10.480 --> 00:07:11.720]  知不知道為甚麼
[00:07:11.720 --> 00:07:12.720]  因為大家種死了
[00:07:12.720 --> 00:07:14.720]  就要花墟買回同一種植物
[00:07:14.720 --> 00:07:17.840]  然後大約一年後就拿回學校
[00:07:17.840 --> 00:07:19.360]  大家聽到很開心
[00:07:19.360 --> 00:07:20.600]  然後還要拍賣
[00:07:20.600 --> 00:07:21.560]  我現在低了
[00:07:21.560 --> 00:07:25.720]  為甚麼要弄死了
[00:07:25.720 --> 00:07:28.320]  然後花墟買完就拿回學校拍賣
[00:07:28.320 --> 00:07:30.920]  然後再加上要買回那個花
[00:07:30.920 --> 00:07:33.880]  這是甚麼道理
[00:07:33.880 --> 00:07:34.760]  我也不太明白
[00:07:34.760 --> 00:07:37.480]  但我跟了兩三年都是這樣做
[00:07:37.480 --> 00:07:39.080]  不知道為甚麼
[00:07:39.080 --> 00:07:40.440]  跟了兩三年後小學就想
[00:07:40.440 --> 00:07:41.960]  沒事了
[00:07:41.960 --> 00:07:44.040]  植物殺手不用再殺死植物
[00:07:44.040 --> 00:07:46.400]  誰知小學還玩了遊戲
[00:07:46.400 --> 00:07:47.400]  玩了六年
[00:07:47.400 --> 00:07:48.320]  停了三年
[00:07:48.320 --> 00:07:49.160]  中間疫情也好
[00:07:49.160 --> 00:07:50.560]  不用死三盤
[00:07:50.560 --> 00:07:53.480]  我女兒就繼續拿來
[00:07:53.480 --> 00:07:54.480]  通常她覺得我很厲害
[00:07:54.480 --> 00:07:55.480]  甚麼都覺得我很厲害
[00:07:55.480 --> 00:07:56.880]  就交給我種
[00:07:56.880 --> 00:07:57.680]  她就不理了
[00:07:57.680 --> 00:07:58.880]  總之交給我種
[00:07:58.880 --> 00:08:02.440]  總之小一一樣死了
[00:08:02.440 --> 00:08:03.440]  我弄死了她
[00:08:03.440 --> 00:08:04.320]  不知道為甚麼
[00:08:04.320 --> 00:08:05.880]  然後停了一點時間
[00:08:05.880 --> 00:08:06.600]  我就沒有種
[00:08:06.600 --> 00:08:07.280]  然後再派
[00:08:07.280 --> 00:08:08.520]  不知道小四的時候又派來
[00:08:08.520 --> 00:08:09.960]  想到一條辦法
[00:08:09.960 --> 00:08:12.680]  就是跟著這段經文
[00:08:12.680 --> 00:08:13.760]  經文說甚麼
[00:08:13.760 --> 00:08:15.120]  囂觀算得甚麼
[00:08:15.120 --> 00:08:17.200]  栽種算不得甚麼
[00:08:17.200 --> 00:08:19.360]  我就不理了
[00:08:19.360 --> 00:08:21.640]  不理原來是最好的
[00:08:21.640 --> 00:08:23.320]  我住村屋
[00:08:23.320 --> 00:08:24.840]  廚房外面有個窗
[00:08:24.840 --> 00:08:27.680]  我就整盤東西放在窗外
[00:08:27.680 --> 00:08:29.600]  太陽是天賦給的
[00:08:29.600 --> 00:08:31.160]  下雨天賦囂觀的
[00:08:31.160 --> 00:08:32.760]  關我甚麼事
[00:08:32.760 --> 00:08:33.920]  一年後
[00:08:33.920 --> 00:08:35.800]  不是,今年那棵還在
[00:08:35.800 --> 00:08:36.920]  我今早才見完
[00:08:36.920 --> 00:08:38.360]  開了花
[00:08:38.360 --> 00:08:40.240]  竟然開了花
[00:08:40.240 --> 00:08:42.680]  神經病,何必來天生才養
[00:08:42.680 --> 00:08:43.920]  聖經也這樣說
[00:08:43.920 --> 00:08:45.080]  囂觀算得甚麼
[00:08:45.080 --> 00:08:46.600]  栽種算不得甚麼
[00:08:46.600 --> 00:08:47.560]  我就不理它
[00:08:47.560 --> 00:08:50.160]  生長得很好
