
[00:00:00.000 --> 00:00:02.000]  好,我們一同低頭祈禱
[00:00:02.000 --> 00:00:04.000]  親愛的天父,感謝你
[00:00:04.000 --> 00:00:09.000]  感謝你的愛,進入我們每一個心裏
[00:00:09.000 --> 00:00:13.000]  讓我們感到你的愛的催迫
[00:00:13.000 --> 00:00:19.000]  讓你的愛帶給我們動力去過每一天
[00:00:19.000 --> 00:00:24.000]  因為這個世界變化實在很快
[00:00:24.000 --> 00:00:28.000]  每一天都很多新事物
[00:00:28.000 --> 00:00:36.000]  讓我們在裏面不停轉變的時候
[00:00:36.000 --> 00:00:39.000]  好像迷失了在裏面
[00:00:39.000 --> 00:00:45.000]  主呀,求你的聖靈在今天光照大家
[00:00:45.000 --> 00:00:50.000]  讓上帝的話語去提醒大家
[00:00:50.000 --> 00:00:56.000]  讓他們抓緊他們人生需要的是什麼
[00:00:56.000 --> 00:01:00.000]  讓他們知道自己所走的路
[00:01:00.000 --> 00:01:04.000]  是有上帝祝福和看顧
[00:01:04.000 --> 00:01:10.000]  讓他們知道跟著你的路是不會白走
[00:01:10.000 --> 00:01:15.000]  讓他們知道你的信實和英許
[00:01:15.000 --> 00:01:20.000]  是讓我們更能接受這個世代的挑戰
[00:01:20.000 --> 00:01:27.000]  不怕壓迫,不怕困難
[00:01:27.000 --> 00:01:31.000]  事常都會迎難而上
[00:01:31.000 --> 00:01:36.000]  讓我們感受主的同在
[00:01:36.000 --> 00:01:39.000]  求天父帶領我們今天整個崇拜
[00:01:39.000 --> 00:01:42.000]  求天父祝福每一個青年人
[00:01:42.000 --> 00:01:46.000]  以上禱告奉主耶穌,得聖名自祈求,阿門
[00:01:46.000 --> 00:01:48.000]  好,大家請坐
[00:01:48.000 --> 00:01:54.000]  各位青少年人平安
[00:01:54.000 --> 00:02:01.000]  今天又是我這個馬甩榮講道
[00:02:01.000 --> 00:02:06.000]  講道今天的講題是什麼呢
[00:02:06.000 --> 00:02:10.000]  我要找回那個key
[00:02:10.000 --> 00:02:14.000]  是不是不可以的
[00:02:14.000 --> 00:02:21.000]  哦,對了,這裡
[00:02:21.000 --> 00:02:31.000]  為主癲狂的副題就是散播祝福的使命
[00:02:31.000 --> 00:02:35.000]  散播祝福的使命,我們相信耶穌得到祝福
[00:02:35.000 --> 00:02:37.000]  大家是不是
[00:02:37.000 --> 00:02:41.000]  不要說沒有
[00:02:41.000 --> 00:02:44.000]  我們相信耶穌得到祝福的時候
[00:02:44.000 --> 00:02:47.000]  不是自私的祝福
[00:02:47.000 --> 00:02:50.000]  上帝給祝福我們更加要什麼
[00:02:50.000 --> 00:02:52.000]  祝福身邊的人
[00:02:52.000 --> 00:02:56.000]  所以上帝祝福了我們,我們更加要祝福人
[00:02:56.000 --> 00:03:01.000]  就不像外面那些宗教
[00:03:01.000 --> 00:03:04.000]  自己得到祝福就算了,不管了
[00:03:04.000 --> 00:03:08.000]  我們不是的,我們受到上帝祝福的時候
[00:03:08.000 --> 00:03:10.000]  祝福就託付給我們
[00:03:10.000 --> 00:03:13.000]  不過這裡還有,正題是什麼
[00:03:13.000 --> 00:03:15.000]  為主癲狂
[00:03:15.000 --> 00:03:20.000]  我不知道有沒有聽過一些人傳福音
[00:03:20.000 --> 00:03:23.000]  我聽過一些傳福音有一個婦女
[00:03:23.000 --> 00:03:25.000]  好像上次不知道有沒有講過
[00:03:25.000 --> 00:03:27.000]  有一個婦女在街上傳福音
[00:03:27.000 --> 00:03:31.000]  傳福音的時候很賣力的
[00:03:31.000 --> 00:03:33.000]  哇,不斷地說
[00:03:33.000 --> 00:03:38.000]  口水什麼都出齊了
[00:03:38.000 --> 00:03:40.000]  青筋都現了
[00:03:40.000 --> 00:03:42.000]  她不斷地傳福音的時候
[00:03:42.000 --> 00:03:44.000]  她跟那個人說
[00:03:44.000 --> 00:03:50.000]  我趕時間,我下次再聽
[00:03:50.000 --> 00:03:55.000]  那個人看見她這麼煩就說兩句
[00:03:55.000 --> 00:03:58.000]  我做好自己就行了
[00:03:58.000 --> 00:04:00.000]  我做善事就行了
[00:04:00.000 --> 00:04:02.000]  做好善心就行了
[00:04:02.000 --> 00:04:06.000]  後來傳福音的那個女士就說
[00:04:06.000 --> 00:04:09.000]  不行的,一定要信耶穌才行
[00:04:09.000 --> 00:04:11.000]  做善事不夠的
[00:04:11.000 --> 00:04:13.000]  為什麼不行呢
[00:04:13.000 --> 00:04:15.000]  不行就不行,會落地獄的
[00:04:15.000 --> 00:04:17.000]  你不信耶穌就落地獄
[00:04:17.000 --> 00:04:20.000]  哇,她真的為主癲狂
[00:04:20.000 --> 00:04:24.000]  但是有沒有理會別人的感受呢
[00:04:24.000 --> 00:04:26.000]  沒有
[00:04:26.000 --> 00:04:29.000]  我不知道,有些夫婦也是
[00:04:29.000 --> 00:04:32.000]  老公很有信心
[00:04:32.000 --> 00:04:34.000]  對上帝很有信心
[00:04:34.000 --> 00:04:36.000]  我們一定要堅持信上帝
[00:04:36.000 --> 00:04:38.000]  但是老婆沒什麼信心的時候
[00:04:38.000 --> 00:04:40.000]  就逼老婆去信耶穌
[00:04:40.000 --> 00:04:43.000]  信耶穌啊,沒錢我們也能熬的
[00:04:43.000 --> 00:04:46.000]  女人一聽到沒錢就沒安全感
[00:04:46.000 --> 00:04:48.000]  我不知道是不是
[00:04:48.000 --> 00:04:50.000]  有些女士是這樣的
[00:04:50.000 --> 00:04:52.000]  一聽到沒錢就不行
[00:04:52.000 --> 00:04:54.000]  是怕的
[00:04:54.000 --> 00:04:58.000]  做老公的就好地工作賺多點錢給老婆
[00:04:58.000 --> 00:05:01.000]  不用說耶穌,信耶穌
[00:05:01.000 --> 00:05:03.000]  就不用擔心
[00:05:03.000 --> 00:05:05.000]  沒可能的
[00:05:05.000 --> 00:05:07.000]  有些事情擔心就擔心
[00:05:07.000 --> 00:05:11.000]  有時候有些為主服事的
[00:05:11.000 --> 00:05:13.000]  很熱心的
[00:05:13.000 --> 00:05:16.000]  我看到很多信徒為主服事很熱心的
[00:05:16.000 --> 00:05:20.000]  有時候服事到連家務都不做
[00:05:20.000 --> 00:05:24.000]  我回教會服事嘛
[00:05:24.000 --> 00:05:26.000]  經常為主做事
[00:05:26.000 --> 00:05:28.000]  我哪有時間做其他事
[00:05:28.000 --> 00:05:29.000]  是不是這樣的呢
[00:05:29.000 --> 00:05:32.000]  你癲狂,為主癲狂
[00:05:32.000 --> 00:05:34.000]  是不是什麼都不用做呢
