
[00:00:00.000 --> 00:00:10.000]  各位靈姐妹,我們一起領受神的話語前,我們一起禱告
[00:00:10.000 --> 00:00:20.000]  我邀請各位靈姐妹在家中,在這個時候,給自己半分鐘安靜
[00:00:20.000 --> 00:00:27.000]  或者向上帝禱告,半分鐘後我帶領大家禱告
[00:00:27.000 --> 00:00:30.000]  (神話中文字幕:三馬兄)
[00:00:30.000 --> 00:00:33.000]  (神話中文字幕:三馬兄)
[00:00:33.000 --> 00:00:36.000]  (神話中文字幕:三馬兄)
[00:00:36.000 --> 00:00:39.000]  (神話中文字幕:三馬兄)
[00:00:39.000 --> 00:00:42.000]  (神話中文字幕:三馬兄)
[00:00:42.000 --> 00:00:45.000]  (神話中文字幕:三馬兄)
[00:01:09.000 --> 00:01:12.000]  我們一起禱告
[00:01:12.000 --> 00:01:22.000]  將我們在抗疫一段時間,我們各人有不同的感受
[00:01:22.000 --> 00:01:28.000]  彷彿有很多東西好像打亂了我們所有的生活節奏
[00:01:28.000 --> 00:01:32.000]  我們不知道接下來應該怎樣
[00:01:34.000 --> 00:01:39.000]  究竟會繼續好下去,還是會反覆呢?
[00:01:39.000 --> 00:01:42.000]  我們心裏面有很多不平安
[00:01:42.000 --> 00:01:47.000]  我們願主祢自己的話,親自對我們說話
[00:01:47.000 --> 00:01:54.000]  好讓我們在疫症裏面,我們繼續可以經歷上帝祢自己的同在
[00:01:54.000 --> 00:01:59.000]  和祢力量給我們的英雄
[00:01:59.000 --> 00:02:03.000]  我們祈禱奉耶穌基督名,阿們
[00:02:04.000 --> 00:02:09.000]  今天和大家思想一個題目,就是不向焦慮投降
[00:02:09.000 --> 00:02:12.000]  疫症持續了幾個月
[00:02:12.000 --> 00:02:15.000]  越來越多專家告訴我們
[00:02:15.000 --> 00:02:19.000]  社會大眾的焦慮不安的情緒是陸續出現
[00:02:19.000 --> 00:02:21.000]  當我們說焦慮的時候
[00:02:21.000 --> 00:02:28.000]  其實焦慮是一種,包含很多種情緒的一個統稱
[00:02:28.000 --> 00:02:34.000]  包括擔心、緊張、恐懼、尷尬等等
[00:02:34.000 --> 00:02:43.000]  這些情緒加起來,其實就是一種焦慮
[00:02:43.000 --> 00:02:50.000]  有人將焦慮分成三種層次,解釋給我們聽
[00:02:50.000 --> 00:02:55.000]  第一種層次就是不確定
[00:02:55.000 --> 00:03:04.000]  當你發覺到很多計劃了的事情,不能夠如期實現或發生的時候
[00:03:04.000 --> 00:03:07.000]  心裏面就開始有焦慮
[00:03:07.000 --> 00:03:12.000]  或者我們會不會覺得,其實我們最怕是什麼感覺呢?
[00:03:12.000 --> 00:03:15.000]  就是今天不知道明天的事
[00:03:15.000 --> 00:03:19.000]  這種感覺就令我們覺得,唉,不知道該怎樣
[00:03:19.000 --> 00:03:27.000]  下星期上班,公司會不會突然裁員或減薪呢?
[00:03:27.000 --> 00:03:32.000]  又或者,這個星期已經計劃好所有的事情了
[00:03:32.000 --> 00:03:37.000]  但會不會下個星期,甚至下個月,又說疫情反覆
[00:03:37.000 --> 00:03:40.000]  要取消所有的工作呢?
[00:03:40.000 --> 00:03:48.000]  這種感覺就是令我們處於一個不穩定的狀態裏面
[00:03:48.000 --> 00:03:52.000]  我們真的不知道可以怎樣計劃最好
[00:03:52.000 --> 00:04:01.000]  第二個層次是失控感和不安全感
[00:04:01.000 --> 00:04:08.000]  當你發覺沒有一件事可以掌控的時候
[00:04:08.000 --> 00:04:14.000]  人的心裏面就會產生一種不平安或不安全的感覺
[00:04:14.000 --> 00:04:18.000]  我們會不會最怕有一種感受是怎樣呢?
[00:04:18.000 --> 00:04:23.000]  就是你無論做到怎樣好都好
[00:04:23.000 --> 00:04:28.000]  你都覺得結果總是不是由你決定
[00:04:28.000 --> 00:04:33.000]  而那種不是由你決定,是繼續壞下去,差下去的
[00:04:33.000 --> 00:04:40.000]  就好像有些人,近來我們留在家裏的時間長了很多
[00:04:40.000 --> 00:04:47.000]  我們用盡很多方法,希望營造家庭關係
[00:04:47.000 --> 00:04:55.000]  但結果都不知道為什麼,最後都不知道為什麼會令到大家都不開心
[00:04:55.000 --> 00:05:00.000]  或者我們明明做好很多防疫措施
[00:05:00.000 --> 00:05:06.000]  想到的事情都做,但總是生病
[00:05:06.000 --> 00:05:16.000]  這種失控感和不安全感其實是來自焦慮的第三層
[00:05:16.000 --> 00:05:20.000]  就是恐懼
[00:05:20.000 --> 00:05:26.000]  我相信在螢光幕裏面有不少人都有小朋友
[00:05:26.000 --> 00:05:32.000]  你有沒有想起你的小朋友剛剛開始學習
[00:05:32.000 --> 00:05:38.000]  或者開始習慣沒有媽媽在身邊的時候
[00:05:38.000 --> 00:05:42.000]  你想像一下他們的反應是怎樣
[00:05:42.000 --> 00:05:48.000]  哭得起屍體來,簡直好像天都倒下來
[00:05:48.000 --> 00:05:53.000]  但無論你怎樣安慰他,媽媽一會兒就回來
[00:05:53.000 --> 00:05:58.000]  你忍耐一下,不用怕,他都不讓你走
[00:05:58.000 --> 00:06:03.000]  這種焦慮是一種分離的焦慮
[00:06:03.000 --> 00:06:08.000]  其實我們每個人都有,在心底很深處
[00:06:08.000 --> 00:06:17.000]  但你說是不是很容易察覺到我們最恐懼的就是這份分離
[00:06:17.000 --> 00:06:23.000]  真的要很靜下來,我們去反思才可以發現
[00:06:23.000 --> 00:06:27.000]  但無論這三個層次怎樣說也好
[00:06:27.000 --> 00:06:31.000]  焦慮本身是一個很正常的情緒反應
[00:06:31.000 --> 00:06:35.000]  而是視乎我們怎樣去處理
[00:06:35.000 --> 00:06:42.000]  路加福音23章其實是記述耶穌復活和升天的一章經文
[00:06:42.000 --> 00:06:47.000]  但這章經文同時記述了很多門徒
[00:06:47.000 --> 00:06:50.000]  他們有不同的情緒反應的一章
[00:06:50.000 --> 00:06:57.000]  因此我們試試從這章經文思想一下怎樣去處理焦慮
[00:06:57.000 --> 00:07:05.000]  我們今天會思想23章,但我先讀出50至53節
[00:07:05.000 --> 00:07:09.000]  耶穌令他們出來,直到伯大尼附近
[00:07:09.000 --> 00:07:13.000]  就舉手給他們祝福
[00:07:13.000 --> 00:07:19.000]  正祝福的時候,他離開他們,被帶到天上去了
[00:07:19.000 --> 00:07:23.000]  他們就拜他,極大的喜樂,回到耶路撒冷去
[00:07:23.000 --> 00:07:27.000]  常在聖殿裡,稱頌上帝
[00:07:27.000 --> 00:07:30.000]  我們思想三方面,第一方面
[00:07:30.000 --> 00:07:33.000]  守護焦慮的防線
[00:07:33.000 --> 00:07:36.000]  在剛才我們所讀的聖經裡
[00:07:36.000 --> 00:07:40.000]  我們看到當耶穌正在舉手為他們祝福的時候
[00:07:40.000 --> 00:07:47.000]  鏡頭慢慢就看著耶穌,他的身體就開始離開他們
[00:07:47.000 --> 00:07:51.000]  接到天上
[00:07:51.000 --> 00:07:57.000]  但當時的門徒看到這個景象的時候,極大的開心和興奮
[00:07:57.000 --> 00:08:04.000]  但極大的喜樂不是唯一耶穌復活升天的感受
[00:08:04.000 --> 00:08:10.000]  其實門徒在之前經過了很多不同的情緒反應
[00:08:10.000 --> 00:08:18.000]  有困惑、害怕、驚訝、驚慌害怕和又驚又喜
[00:08:18.000 --> 00:08:24.000]  我們看看這些情緒是怎樣發生的
[00:08:24.000 --> 00:08:30.000]  困惑,一群姐妹一心去到耶穌的墳地裡
[00:08:30.000 --> 00:08:36.000]  他們預備好香料,希望用這些香料,糕在耶穌的身上
[00:08:36.000 --> 00:08:42.000]  希望可以防臭或防腐
[00:08:42.000 --> 00:08:49.000]  當時的猶太人都相信殉道者會復活
[00:08:49.000 --> 00:08:55.000]  但他們認為殉道者是要在末日才會被復活
[00:08:55.000 --> 00:08:58.000]  但現在他們看到耶穌的墳墓
[00:08:58.000 --> 00:09:02.000]  耶穌不在,他的屍體不在,耶穌去到哪裡呢?
[00:09:02.000 --> 00:09:05.000]  這是令他們始料不及的
[00:09:05.000 --> 00:09:07.000]  當他們很困惑的時候
[00:09:07.000 --> 00:09:13.000]  突然有兩個衣服發光的人跟他們說
[00:09:13.000 --> 00:09:19.000]  耶穌第三日復活,你們在做什麼呢?
[00:09:19.000 --> 00:09:21.000]  當時他們真的很害怕
[00:09:21.000 --> 00:09:23.000]  然後他們臉伏於地
[00:09:23.000 --> 00:09:25.000]  這個動作表示一種恭敬
[00:09:25.000 --> 00:09:28.000]  我們在這個動作裡看到
[00:09:28.000 --> 00:09:32.000]  他們應該對這兩個發光的人有印象
[00:09:32.000 --> 00:09:36.000]  相信他們知道這兩個人是天使
[00:09:36.000 --> 00:09:38.000]  他們知道了這個消息之後
[00:09:38.000 --> 00:09:43.000]  相當之期待
[00:09:43.000 --> 00:09:47.000]  他們就去找11個門徒
[00:09:47.000 --> 00:09:51.000]  跟他們說,耶穌復活了,耶穌的屍體不見了
[00:09:51.000 --> 00:09:54.000]  但他們聽到這些消息
[00:09:54.000 --> 00:09:56.000]  這11個門徒的反應
[00:09:56.000 --> 00:09:58.000]  是不相信他們
[00:09:58.000 --> 00:10:00.000]  還覺得他們亂說
